n,Paper,Min Time,Time opt
100,256916.88227545592,269131.2306375522,135265.29081264586
200,512485.23035735503,576792.8185184989,269116.1630651557
300,809937.5353462574,927400.8590137656,418787.46853357356
400,956729.9342314423,1158239.4146228323,527021.1010989047
500,1284846.7367235613,1488239.1911492674,680996.5163027159
600,1487360.5661951113,1704959.274487486,810754.8085519011
700,1748445.8973869656,2018540.2677621734,950163.5534493667
800,2029600.828384837,2339671.74803588,1089104.445171647
900,2179019.3114848435,2449715.152968675,1200423.6992387213
1000,2488825.193954376,2789508.0573423333,1364619.9643280825
100,247892.69977518084,290420.8362637988,132074.989704219
200,541764.2178167284,611898.6293363677,286300.63034636714
300,746781.499587362,900386.2550760744,397627.7838515522
400,955785.9794675297,1108393.2592961525,507523.35085060494
500,1272758.2770193482,1441897.4637138024,665670.2079130015
600,1486687.7683432999,1726855.1759566225,815431.7444397591
700,1672238.6373879684,1921095.8892254352,942671.6432391971
800,1989674.0968886677,2284809.875723493,1095099.5263733587
900,2282106.5681878,2581861.3780674064,1234370.7532900288
1000,2448124.3178750435,2863378.883406315,1310240.3597236935
100,247697.11410005507,297188.3783376678,135658.01263896248
200,553139.9045081198,616662.457728142,270786.78148973774
300,781357.2842309182,903430.238502895,421389.488612118
400,1023025.027094759,1141329.837197135,527187.772134673
500,1208695.3350864612,1406821.9637247596,651307.2591571598
600,1494943.0577802851,1628176.1157088873,772067.1869807383
700,1728567.7623820724,1948233.0404985338,943133.0399483171
800,2008184.5314246023,2292884.0825518756,1091465.3616880602
900,2209467.2194640245,2507162.886481978,1211852.363587291
1000,2421614.043730504,2801682.5007123887,1315746.4593939313
100,269944.4221560525,313905.362148581,135705.1697686514
200,549954.1988695659,652561.3596753185,273914.3536612017
300,754420.7690322882,879442.6639560998,396806.42035697633
400,946405.9003880341,1094247.3786453211,520494.5536820677
500,1273156.352134014,1484954.2217237137,695185.5852770898
600,1581858.5078869537,1807219.7417357801,835805.1314059657
700,1674103.547437333,1900807.9269153855,918676.5189244791
800,1884738.6670346875,2151096.901990994,1036908.9392987158
900,2227781.979763624,2498917.6132093812,1209448.2505834908
1000,2351218.8285285737,2747196.401392397,1288364.8317448634
100,255680.8993494006,284138.8814747043,139216.24898405053
200,476477.45844427036,552438.0605326425,237157.78073003114
300,751289.9595838513,868947.9314216105,403543.909616375
400,1017686.9067818276,1167610.2507914894,553653.6355748439
500,1228631.6744122938,1385327.0785399643,661964.7892956203
600,1570334.3541206154,1738441.2942292404,836160.2278643675
700,1787220.3521294058,2061552.656863909,959851.1308079761
800,1895370.8980909819,2276720.8603020613,1047142.9112615727
900,2214844.267321701,2552897.2344884616,1188122.4972721045
1000,2459658.4213838684,2799012.794429896,1345050.931590255
100,249643.52463917888,303063.0677436328,122985.20677022553
200,489969.3436439293,546421.8833518995,257738.67159940107
300,690597.5064837955,829811.5951750467,364298.3991424273
400,997041.48729083,1150245.682862146,546790.4404012962
500,1213692.0965038291,1397632.1220477482,656762.2775112868
600,1492597.7840178648,1708465.9415018556,820028.8905563497
700,1737685.8494940808,2000945.6356571687,955617.3377585586
800,2020336.2454062377,2237098.6027404675,1071430.2907001453
900,2122989.427757014,2466777.2433892186,1177489.4069455904
1000,2454224.685985249,2803157.8493291033,1343466.4580755432
100,264912.5331614311,298296.2552716731,135781.11966650275
200,491949.059761565,562529.4491691143,263257.1795394107
300,771424.7064004849,866191.8020999968,399116.60072818206
400,946828.2103586101,1088784.2014108123,509609.10896063247
500,1270701.550820113,1462687.0404899023,688682.2888688851
600,1506188.9830677859,1751862.126478778,808502.4861934956
700,1759014.332614364,2038068.7068388641,966040.5296124725
800,1928524.059767337,2233863.481892934,1067060.6678171605
900,2235450.1446895646,2517305.203990212,1200847.5092545433
1000,2433716.889190178,2771549.26443382,1339717.995657805
100,264239.1643559841,301784.9412778858,132581.7427352931
200,594450.5374625407,636514.097276108,288877.90892573434
300,732469.8083070925,836879.6184230788,404388.45227704063
400,984175.9929189481,1137074.6291176982,517064.3624457273
500,1278871.8639748332,1439601.5724662924,682390.0572946991
600,1495809.5400542426,1717837.2977461733,796312.8104777542
700,1627575.3185508149,1847528.6281956674,876167.0650217815
800,2014215.3644305668,2284264.4505865863,1092905.3723919664
900,2170013.2126482683,2454023.622744662,1168647.4069514158
1000,2466143.3814202473,2862037.2040041094,1356494.7857752524
100,247317.68644429473,322523.32914622035,125794.21532877443
200,506889.0233599207,571008.8958839881,267405.4854193728
300,762690.7576691505,838344.2786630101,402995.5194350668
400,1014799.9166796929,1147411.9490413114,532847.8587000904
500,1233074.3356915605,1401745.2446771846,654466.7297662625
600,1505587.6628766449,1695676.8143304917,808420.1890592348
700,1638043.4044833293,1899078.1040989724,903614.0357209735
800,1944195.133204812,2230431.0859383973,1063718.9347667655
900,2236746.813931707,2517080.900585216,1187157.4681880812
1000,2490164.811522468,2849235.7629471314,1374274.0153844566
100,301922.3094408623,347167.2803492016,142190.2083890204
200,527687.7345664194,606655.9300012931,283602.64182854834
300,780665.3638078289,883883.5386049855,412493.9045690554
400,1038976.9208198411,1205676.315137028,556611.7305140332
500,1282036.6371675152,1457811.1305675576,671096.4806446494
600,1411694.9219920584,1651325.7034574817,776751.4217715072
700,1715033.6712898102,1971708.5862718269,917314.7013988987
800,1959204.6404356626,2286041.8420478436,1077384.1556501235
900,2194345.855239654,2497984.473720501,1213628.0838431732
1000,2316358.535974698,2625047.45854186,1275221.562436
