jump,Paper,Min Time,Time opt
0,5755123,8732862,2516393.418308107
0,6269968,9308307,2763487.552373739
0,6749535,8887051,2987631.347590221
0,7152027,10542539,3168270.11308812
0,6215668,9383096,2763770.329547541
0,7030935,8332544,3121305.697097058
0,6231443,9560579,2746888.3857427957
0,7483919,10477204,3337889.9010185683
0,7087521,9458910,3095856.2262170934
0,6553560,10706024,2949560.3149582506
1,5070369,8732862,2210580.188521305
1,5846238,9308307,2588827.427985437
1,6614130,8887051,2927781.1433675494
1,7313318,10542539,3246985.940030298
1,6161045,9383096,2727060.909137558
1,6524981,8332544,2883109.576729342
1,5999936,9560579,2631711.989954019
1,7443099,10477204,3322412.666298089
1,6797687,9458910,3002579.384506991
1,7627538,10706024,3416071.278349194
2,4185472,8732862,1833457.3041064306
2,5582111,9308307,2450945.4833642696
2,5836700,8887051,2584436.0912700226
2,6017725,10542539,2673533.7873967723
2,4879029,9383096,2154704.73788129
2,4700150,8332544,2078979.1702184798
2,5952333,9560579,2621872.328250843
2,6010671,10477204,2664857.707676518
2,5296392,9458910,2334264.730849071
2,5952256,10706024,2660010.80834669
3,3345187,8732862,1446150.165147808
3,4101210,9308307,1820078.5797671382
3,4168321,8887051,1816477.978944237
3,5295456,10542539,2323844.08113766
3,3563962,9383096,1580048.6393789954
3,5236228,8332544,2308730.561032537
3,4287314,9560579,1872485.8949231573
3,5582269,10477204,2468703.683241342
3,4601581,9458910,2013045.4335569255
3,6060246,10706024,2741707.4494361305
4,3994007,8732862,1761655.9927391384
4,4186632,9308307,1838363.7495125355
4,4516777,8887051,1980446.626835475
4,4409411,10542539,1944273.563368951
4,4232795,9383096,1876292.9997269048
4,3942721,8332544,1715096.889263072
4,4851281,9560579,2103561.722648711
4,3780041,10477204,1676644.9858959164
4,4498962,9458910,1975368.6759628593
4,4070059,10706024,1826156.4636449686
5,3580771,8732862,1582088.8858294112
5,3484826,9308307,1535657.1701326426
5,4194538,8887051,1840382.3119897349
5,4510344,10542539,1991119.8116667783
5,4059375,9383096,1803027.0642971634
5,3716419,8332544,1631612.3217963246
5,3366494,9560579,1469453.0618966192
5,3598491,10477204,1578118.5180210532
5,3937243,9458910,1721940.1771813866
5,3621874,10706024,1623840.4277243584
6,2907028,8732862,1253473.9018846836
6,3531135,9308307,1539247.5996653005
6,3462707,8887051,1509872.346430373
6,4268083,10542539,1907626.2177488848
6,3360283,9383096,1454164.415584802
6,3619006,8332544,1596869.5337020182
6,3606096,9560579,1583335.8775785011
6,2706105,10477204,1196844.2969525456
6,4951133,9458910,2183727.4192254385
6,3837014,10706024,1686962.6741533494
7,3367419,8732862,1458771.8127069366
7,2946781,9308307,1286159.746311951
7,2877404,8887051,1277966.1309759973
7,4099002,10542539,1799632.513687825
7,3316400,9383096,1435892.966556406
7,3404207,8332544,1483287.7831263007
7,3407274,9560579,1498044.3364095853
7,3361809,10477204,1505199.1731675586
7,2666303,9458910,1174297.696791767
7,3817877,10706024,1694535.075653699
8,2376898,8732862,1018073.911989244
8,3054339,9308307,1349564.453731258
8,3344839,8887051,1441741.4400295794
8,3335900,10542539,1474327.3535969409
8,2837566,9383096,1258745.935190361
8,2748801,8332544,1194050.3778941557
8,2769500,9560579,1224397.8796302367
8,3093173,10477204,1356403.3737850965
8,2723292,9458910,1195079.374876175
8,3237241,10706024,1441474.396739949
9,3139773,8732862,1373691.8437552438
9,3219956,9308307,1386682.8796635172
9,3040437,8887051,1342492.2139739124
9,3070744,10542539,1341764.7162055231
9,3090990,9383096,1371969.8309296167
9,3599489,8332544,1571069.364180001
9,2721236,9560579,1188086.46622615
9,2245474,10477204,984169.9289059205
9,2914662,9458910,1277711.1112600318
9,2962217,10706024,1320125.6037209125
10,2671970,8732862,1158449.8834746068
10,2658404,9308307,1168678.3244478495
10,3813874,8887051,1686406.1183130366
10,2969459,10542539,1302497.1550263793
10,3075029,9383096,1354860.6306288703
10,3710139,8332544,1638637.0995573406
10,2793635,9560579,1201712.9686043446
10,2644561,10477204,1162728.912487215
10,3432968,9458910,1455603.5238105084
10,2806530,10706024,1241186.3251923034
