n,Paper,Min Time,Time opt
100,3623015.803808339,2547960.220812693,1118634.343452282
200,4873449.130707406,3606635.4887303547,1542560.1639375694
300,6939421.364256191,5629202.839533152,2234677.4496811987
400,7743879.807577033,6004390.74204553,2427894.661141056
500,9206405.638597367,6671891.95615584,2879092.715088128
600,9493031.585047815,8318556.763381897,2991455.1886981903
700,10770540.3091681,11260805.961384837,3404155.547878198
800,13352545.189698914,15138841.356087077,4272185.574222265
900,14865000.993166553,15287928.219142988,4694330.76100381
1000,16694322.053251818,17031243.365981184,5336041.550357559
100,1980101.6584827574,1493394.4059080838,636367.4180376084
200,6544861.706348194,4915600.713398836,2047161.0970896047
300,7854817.969718977,5562954.63625337,2468786.0719665866
400,9299882.38485232,6426889.188762034,2984098.3940771786
500,9057964.86016953,7339781.408919899,2864633.2215555953
600,10647035.186275605,10441388.94946393,3418230.554286315
700,10774512.043332739,10376853.274261337,3419244.4474540795
800,12972421.099237403,12973336.910125617,4101879.8557687104
900,18061295.490390636,18758641.468262326,5712829.853043944
1000,16225160.077752816,15421651.750784963,5145917.3553681085
100,1996392.9412074774,1054723.0786344926,625351.1869290422
200,4796184.728385885,3461428.2634720355,1487022.4148273377
300,6613647.552228261,4964725.309465571,2063029.9715300747
400,8216872.253501767,7390062.199195252,2638249.9956363584
500,9155600.29593198,7513306.533668337,2870927.8797837486
600,13575878.979679823,9355410.150818244,4277752.5340535585
700,13192941.0293316,10300345.498414116,4124224.998564992
800,13724856.006849684,12124940.5757735,4308580.851171774
900,15426377.995355923,14739945.277136825,4914802.800403607
1000,18261323.2952077,17048227.48323373,5845078.979042562
100,3172324.08988872,1827686.254017665,1010009.4083361919
200,7684220.758595182,4388127.384988061,2397545.073289071
300,6215949.349942664,4089024.3076689444,1938101.1901864647
400,7118773.910513694,5228631.409179747,2193502.872550586
500,10364280.124507725,8853513.215863023,3295134.6541828066
600,11969276.107428208,9635777.465828605,3768481.326612148
700,14321460.230851648,13081678.962184124,4547306.032054893
800,13261397.719523158,12459138.602898214,4201833.290060219
900,15129050.273375468,15013187.411472289,4790156.430520415
1000,16215288.638903521,15782059.80576938,5116231.177517758
100,3319213.72297919,2396318.6092731054,1078143.6177993615
200,3844583.4413801334,2953064.282386727,1213168.0167401046
300,7307195.828161183,6361678.189689716,2339461.074780707
400,7018792.809240578,5431299.532724964,2254836.1599265886
500,9043653.972422354,8281789.411960245,2827487.824944062
600,11752393.544157682,11024305.550019333,3702340.4872888536
700,12213892.197145822,11415590.407131039,3877820.6918535996
800,17167054.208503306,13921727.0340205,5504025.485483283
900,15231946.329113675,15759562.283042349,4844561.744222841
1000,16628149.83422063,17491092.57798172,5236329.489324176
100,3068752.0179582946,2171030.3905669474,947452.4448458365
200,3810865.9640679746,2851099.1031259657,1182480.3756849384
300,7070025.15749818,4490827.747944538,2264911.7814625073
400,8147348.731963999,8242010.006295594,2525166.710370604
500,9429613.948061783,7059074.673149786,3021501.8277351647
600,11593241.7220938,10855646.055621527,3707615.565408803
700,12302632.520701738,11774849.535842502,3920171.467109946
800,13284070.907094322,13646586.279514201,4250175.4808496
900,15030759.152149165,13617404.486448802,4721712.617622577
1000,15729567.94543241,14900972.419777846,4922034.097429081
100,2708144.2794615105,1289194.0309896772,858892.3394168812
200,5037321.9904230395,2914418.712437322,1575975.1617621318
300,6532952.065687199,5810558.80611528,2075081.680610729
400,8670054.486765435,5872240.183335987,2744465.216208369
500,9457443.7027691,8440045.843099855,2963535.322954082
600,11231045.033472084,8697893.388811717,3535945.209247728
700,15412110.225185357,13584645.90665586,4859472.9699593615
800,13355372.95593973,12327534.698431302,4281620.35324328
900,11520949.622096503,12206072.600998916,3676000.5553591745
1000,16709362.33533386,16055434.370194575,5379865.46167003
100,3165060.7107216422,1731366.2315332522,995604.7802976957
200,4469565.045444523,3093409.765498725,1424403.3396421394
300,5975563.113026633,5038641.261691594,1919808.117299604
400,8315884.123174761,7251379.90232443,2660990.796231597
500,10049278.0700475,8969889.479625441,3255548.851049696
600,12151896.06493126,9054441.008816218,3792057.6706556254
700,12590771.813963085,11188560.592546515,3968008.308949625
800,11852069.762491468,11337171.614723686,3783275.8596060523
900,15350352.345102735,13458994.142005656,4913801.713733147
1000,16967802.066693652,16947978.5541623,5325012.182218059
100,2245108.9276798,1315759.1672085226,728281.233694173
200,6337053.165025111,3795974.5418707826,1971251.7804979011
300,6843202.615742792,5704769.810666488,2154228.3100774456
400,7585460.506425541,6530851.573170749,2381505.2362372526
500,9307936.559425436,7346178.203583948,2958713.9282889394
600,11310292.71872048,9687083.413211467,3537442.516527078
700,12356582.580741849,11960751.90027089,3912282.2285528695
800,11956000.173756583,13585366.782556042,3771315.121552144
900,13810114.61565197,13062671.270564904,4378532.533291017
1000,18498214.34834125,19031309.115779776,5913129.653437381
100,3456210.5800545705,2122306.8663921864,1099757.950605992
200,5225381.066670226,3270106.8119106293,1630151.3905085246
300,7695769.898576986,5878606.523834405,2465641.015052815
400,8261912.367737375,7006315.734925933,2639558.7098424174
500,10610462.403048804,8839318.193606306,3327404.291406895
600,10338659.589574266,8995177.077001642,3282619.9921035767
700,15149606.68976778,12606619.31501947,4791824.156434177
800,13820793.427572684,13338090.04128887,4364685.789545239
900,14962481.929566814,14303855.68884753,4756218.964564075
1000,14515006.01187059,13611198.129085306,4666555.180235328
