0.02,16.13590370992263,3.3517104736436756
0.04,14.190914755445668,3.3517104736436756
0.06,11.770281982833001,3.3517104736436756
0.08,9.10626572391684,3.3517104736436756
0.1,6.917221324879973,3.3517104736436756
0.12,6.178025402749208,3.3517104736436756
0.14,5.2671563803934704,3.3517104736436756
0.16,4.524646253705624,3.3517104736436756
0.18,3.9895373096516056,3.3517104736436756
0.2,3.491959041109708,3.3517104736436756
0.22,3.0826760938515876,3.3517104736436756
0.24,2.736998418927024,3.3517104736436756
0.26,2.41778012702754,3.3517104736436756
0.28,1.6267800141275002,3.3517104736436756
0.3,1.8856594182510429,3.3517104736436756
0.32,1.652027291825787,3.3517104736436756
0.34,1.4402903862068839,3.3517104736436756
0.36,1.2479698174005163,3.3517104736436756
0.38,1.2479698174005163,3.3517104736436756
