density,Paper,Min Time,Time opt
0.1,1271909.0015867834,1502250.6469831157,680996.5163027159
0.2,1254531.1780089042,1435341.2023234935,680996.5163027159
0.3,1286106.765634762,1492437.4311913748,680996.5163027159
0.4,1217343.1916719826,1414142.0665850674,680996.5163027159
0.5,1295553.052488123,1484009.055878875,680996.5163027159
0.6,1264304.967027087,1491808.5153465366,680996.5163027159
0.7,1294193.9637230237,1459951.8469431808,680996.5163027159
0.8,1266008.3318303865,1472189.925587731,680996.5163027159
0.9,1292661.1019733215,1479997.814044333,680996.5163027159
1,1261824.4822973656,1459879.6860413528,680996.5163027159
