P,n,Paper,Min Time,Time opt,mtsa
200,400,4986495.005662177,3975616.4162671324,3952646.7944407123,1.261558460694121
4600,100,68326.9056756861,75877.02793422267,44108.13649454799,1.5490771341956757
800,400,1245863.9135051845,1147510.8553208415,988161.6986101781,1.2607895198300616
1200,400,816974.0870498684,847451.2777801391,658774.4657401188,1.2401423089949546
2300,200,220727.96914763164,244758.07690951295,175510.05349941883,1.2576371822960133
600,600,2582824.678592339,2247367.233873166,2026881.6079065946,1.2742849254327855
1600,200,316276.9576136869,307290.5231734365,252295.70190541458,1.2535962968257732
1100,600,1386846.2888575967,1357691.0616336127,1105571.7861308698,1.254415413142093
4700,400,222798.36001717002,233520.70626535607,168197.73593364735,1.3246216352463995
4000,400,237701.31978223167,334449.8187786819,197632.33972203563,1.2027450573957277
1100,700,1630689.6094304165,1610823.461409657,1295674.045201925,1.2585646949316491
4400,500,316588.3741236913,328976.2127587177,232157.24173018904,1.3636808042870674
1200,500,1050545.4570597655,1150294.5158980363,851243.2196773599,1.2341307781082187
4300,400,227314.13562611103,257680.99065432575,183844.0369507308,1.2364509580859018
1300,200,394118.9128541255,365692.72725928755,310517.78696051025,1.269231359375388
2300,600,636479.2499599146,792369.4600666782,528751.7238017203,1.2037393379706345
900,200,572553.306682747,485708.0755065959,448525.6922762926,1.2765228760408516
400,400,2516148.3267487152,2071774.8953193135,1976323.3972203562,1.2731460500278486
2700,700,665077.8238226249,962105.32370289,527867.2036007843,1.2599339744653095
3400,600,440454.04605595657,608853.7361145979,357684.9896305755,1.2314020963274601
300,600,5119025.154713938,4149304.29080465,4053763.2158131893,1.2627834637073285
1300,1000,1929695.8875896551,2073920.031231208,1574557.3667370172,1.2255481625217617
4900,800,451266.19169175456,482658.7037010773,333398.3750765836,1.3535344663515412
100,700,17913755.883679092,14252414.497221196,14252414.497221177,1.2568927101560072
2400,700,742872.0484693573,973256.8571671157,593850.6040508824,1.2509409663001816
4100,800,528803.5000382031,601574.6280954197,398451.7165549414,1.3271457445592103
700,400,1437403.564169265,1278844.555213806,1129327.6555544892,1.2727958596422697
1300,700,1355980.2164406439,1498119.9379384478,1096339.5767093212,1.2368250177656066
2300,100,113079.31138833142,139131.87381989782,88216.27298909597,1.2818418592940177
4600,700,393666.14747941704,436871.96704552096,309835.0977656777,1.2705666669730848
700,700,2552825.0381796053,2300849.669342299,2036059.2138887395,1.2538068739680104
1600,600,944134.6693606982,1046088.9561426794,760080.602964973,1.2421507214863199
2600,100,104995.3063200973,144268.31027362042,78037.4722595849,1.3454472996106215
3700,800,558682.8917140296,759093.8223587862,441527.5778041242,1.2653408751783093
3800,800,551114.5396218817,697168.725720587,429908.43101980514,1.281934709478849
2800,100,94937.09201084575,133662.36570628398,72463.36709818599,1.310139120118562
3500,200,142686.72204934503,175302.1541384107,115335.1780139038,1.2371483228832747
1800,600,829707.6920612551,1010959.3062665033,675627.2026355315,1.2280554850732417
800,1000,3232556.308655371,2964732.7309176363,2558655.7209476526,1.2633807206614436
2100,600,697195.0528193705,865802.9563636731,579109.0308304556,1.2039098264787493
700,300,1118136.7279936408,1008614.1678044291,897399.3326421074,1.2459745481441826
4800,600,320608.24653007346,339582.73503314995,253360.20098832433,1.2654246613296938
3700,500,340407.5744908259,496513.34723102726,276078.8820575221,1.2330083777284373
1700,100,155019.93612523345,163328.91498351932,119351.4281617181,1.2988527955877114
700,200,726694.0707674047,619605.2827527612,576675.890069519,1.2601429733429652
4800,400,196841.41842008475,220382.71871176493,164693.6164350297,1.1951976201684607
4800,200,101615.50120303698,109969.16975339284,84098.56730180485,1.2082905150853407
1600,300,485446.83601560694,561984.6861975412,392612.208030922,1.2364537477076447
2200,600,670741.496107534,880890.390681016,552785.8930654349,1.2133838879063732
2400,800,846315.6487118052,1139895.5152781995,680688.3491146915,1.2433232474340568
3700,300,232056.7721919145,292419.12719768117,169778.25212147977,1.3668227190009776
