P,n,Paper,Min Time,Time opt,mtsa
500,100,2026358.1605622305,3107589.342832556,1127589.673092291,1.7970705203473223
500,100,1678835.725897174,2259637.5853897277,642122.6295472876,2.6145095167893317
1000,100,2007702.285268611,2888232.9660656396,1119374.320508008,1.7935933034067206
500,200,3156156.5030160095,4842135.477014271,1552716.122631539,2.0326680820876417
1000,200,3103820.398692952,4223075.166724447,1542872.7100042568,2.0117151457584526
500,300,9491153.564809153,7758798.509142009,2244162.8420100557,4.229262416762992
1000,100,1585865.432309458,1925995.9350077023,636509.6246235877,2.4915026748374625
1500,100,2005460.283058196,2657354.638623657,1118634.343452282,1.7927755345585308
500,400,5417350.142214401,8613670.903455058,2442992.872573496,2.217505504429761
1000,200,3719897.581232218,5692147.252439308,2047933.098815115,1.8164155769465622
1000,300,9363764.334131187,6980132.941901932,2234992.366469138,4.189618038348896
1500,100,1583246.6952271583,1474188.501729169,636367.4180376084,2.4879443075660275
500,200,3828064.6146894274,6270591.8194450345,2061937.2194733662,1.8565379093681345
500,300,4770174.554583486,8311355.409529251,2487683.6428432525,1.9175165493034727
1000,400,5150854.322224558,7442978.369390934,2428542.0475420137,2.120965674626825
500,500,5948977.126863703,11300467.73025818,2902236.5057441294,2.049790606344259
1500,200,3051341.815761978,3541671.4169421582,1542560.1639375694,1.9781023049195454
1000,300,4597481.68703323,6829073.1660806555,2469880.3825660944,1.8614187632263608
500,400,5620345.7216615705,10080560.221382465,2999790.8618089613,1.8735791862077806
1500,300,9291792.98156898,5493117.378440182,2234677.4496811987,4.158001855209375
500,600,6606075.885023563,14097593.328348542,3006615.776716834,2.1971799443683055
500,700,10833685.691879712,17124873.049117334,3420027.0730182915,3.1677192784086974
1000,500,5726438.25288143,8989145.73258558,2880157.6649890523,1.9882377699288891
1000,600,6318681.283086718,11229341.612561699,2991959.131778902,2.111887564229488
1500,300,4545994.652108545,5135455.800805435,2468786.0719665866,1.8413886499640266
1500,200,3750426.582815623,4884403.214023788,2047161.0970896047,1.8320134102526207
