P,n,Paper,Min Time,Time opt,mast
1000,100,231868.26047753953,240848.85673653224,202897.42787492074,1.1427856080091774
200,600,6776328.355054356,6124762.532992428,6080644.823719784,1.1144094995683358
1100,300,679328.1945667488,730519.6526074653,571072.302590432,1.189565999760904
4400,300,183526.1304102141,217309.77280617764,142768.075647608,1.2854843744144069
2500,200,185773.2837812209,226908.46150777378,161469.24921946533,1.1505180378260265
4500,300,191027.06250164722,219220.56485106575,142348.1066563424,1.3419712210351054
4100,500,335445.39851356635,387876.918425804,249144.35697873944,1.3463897098909263
4600,500,305136.4718011381,322771.92865386716,222063.44861148516,1.3740958888510946
4200,400,230186.55149983347,266764.21762924595,188221.2759257482,1.2229571304714788
4800,600,312397.8919837186,351133.98569769604,253360.20098832433,1.2330188039206478
4600,600,318491.48961132776,374690.2352732707,264375.86190086015,1.2046920143214919
5000,300,175522.75560225922,187021.21422322094,142348.1066563424,1.233052969408348
2000,700,821022.6972692723,1077725.4251108689,712620.7248610589,1.1521173446497066
4900,300,197195.33691523163,202371.4684429057,142348.1066563424,1.3853035459846454
200,1000,11279770.136766681,10313243.51954681,10234622.88379061,1.102118784916966
4900,200,95919.19315240561,106811.26970510138,82382.2700099313,1.1643184042008363
1800,500,653022.3882616252,865617.7123196991,567495.4797849066,1.1507094091905987
3500,400,267084.4380315602,382582.02978775755,225865.53111089783,1.1824931264099092
3700,100,76363.4996701594,84677.63813604321,54837.142668897504,1.3925506682803734
3700,300,214977.77440629082,287635.877062748,169778.25212147977,1.266226808911131
3800,200,125539.07752158809,145815.52995332103,106229.76922333245,1.1817692765354753
1300,400,705707.6481291959,823244.3870040136,608099.5068370326,1.1605134360326357
2600,400,356743.8727082541,532534.5540485545,304049.7534185163,1.173307554758006
500,300,1432548.9570077346,1352671.7685093905,1256359.0656989503,1.1402384844580753
800,300,902058.45263899,927604.091755808,785224.416061844,1.1487906312988925
3100,1000,763753.2694344033,1068131.2924997057,660298.2505671362,1.156679226059449
3600,400,259411.12362070076,376918.750780682,219591.4885800396,1.1813350567371703
3300,500,377547.14973426017,550872.7179734347,309542.98897358536,1.2196921370636435
2800,600,522450.1584636239,727343.3980147634,434331.7731228417,1.2028826597400686
2700,800,711049.3218608641,1015579.2580211844,605056.3103241703,1.1751787556432658
4000,700,447019.0037072859,568138.3822812671,356310.36243052944,1.2545776122198582
4100,300,215189.2048530866,249599.71667698713,153214.52020718905,1.4044961571663728
2400,200,193221.3803224265,239981.90847274836,168197.1346036097,1.1487792629630191
2700,200,177124.0139620734,226571.64141519248,149508.5640920975,1.1847081472400787
4300,300,193754.31638957222,227839.67922572396,146088.26345336632,1.3262825624005152
2400,900,852264.0349615013,1116199.4990002636,750262.7619359978,1.135954065962566
1600,300,445015.85301831935,563332.6430229059,392612.208030922,1.1334743136241705
700,700,2316934.1840978945,2259409.398254855,2036059.2138887395,1.1379502954988732
4600,200,103638.5512004057,118561.77783753003,87755.02674970942,1.180998457170989
3600,600,405469.8968665891,553491.5183938364,337813.6013177658,1.200277002716602
1600,200,291325.59260983096,324396.29040123033,252295.70190541458,1.1546989917372776
1400,300,506166.1957248053,579473.8314596574,448699.6663210537,1.1280734837066564
3500,1000,678419.6177622658,951021.43326311,584835.5933594635,1.1600176621693439
4300,600,331847.39518358454,404715.78748453915,282820.6894753388,1.1733490778174513
3900,100,73587.13905493726,79638.69100344057,52024.98150638994,1.4144577647932266
1800,900,1137992.938229974,1421958.0701719185,1000350.3492479969,1.1375943828934016
800,100,286655.7371066998,292323.89241441176,253621.78484365094,1.1302488754403064
500,900,4048079.0821987744,3841678.2914834744,3601261.257292789,1.124072593733973
2900,100,89124.1544202171,122622.09892243086,69964.63030169682,1.2738458566264392
2500,900,827300.8600253197,1097225.6262270142,720252.2514585578,1.148626551808733
2300,1000,1020705.8858169137,1375295.3567244946,889967.2072861401,1.1469028043510134
600,600,2272284.464355716,2239056.731972316,2026881.6079065946,1.1210740950491818
300,200,1517301.1091772853,1358888.661995223,1345577.0768288777,1.1276211042128554
1100,500,1074852.8775250905,1215443.8253428359,928628.9669207562,1.1574621466840505
900,1000,2575717.7883061944,2720181.4008853687,2274360.640842358,1.1325019181444427
2700,300,269835.8514919013,401450.64522842725,232659.08624054634,1.159790730085297
3000,600,478794.3971479203,683671.8948505232,405376.3215813189,1.1811109126458281
200,700,7883913.873686081,7202037.298273295,7126207.248610589,1.1063267736457179
2400,400,377277.8768206623,546574.4107923927,329387.2328700594,1.1453931396591057
4800,400,201458.59241931528,224830.4349151778,164693.6164350297,1.2232325501139814
4100,100,68312.22445288098,93186.26410404673,49487.17753046848,1.3804025176182704
500,800,3654507.4614170673,3513535.929331921,3267304.075750519,1.1185085246703295
4300,400,218138.39396030313,266192.9121658636,183844.0369507308,1.1865404914860689
3000,500,404719.0829036088,614008.1238519395,340497.2878709439,1.1886117667316234
2500,800,764871.4227306512,1086202.7208260067,653460.8151501039,1.170493172654822
3300,1000,722917.2283741881,1056387.7708514533,620280.1747751886,1.165468860319772
4700,200,98479.8592076175,125973.08519615312,85887.8985209922,1.1466092534974255
4300,1000,555942.3879573985,662187.7702298799,476028.9713390982,1.167875111452774
4600,900,466922.42821535695,516125.52826575603,391441.44101008575,1.1928282989417218
4100,700,426197.8462503215,530959.3738952299,347619.86578588234,1.2260457131435623
3700,600,395282.22681221645,533715.846005961,328683.5039848532,1.2026226507261293
2100,1000,1126652.7084930288,1450330.7792867692,974725.9889324391,1.1558660806069059
4000,800,496882.84284672234,668900.7351105467,408413.0094688149,1.2166185486916101
2100,300,338163.7743031106,448923.31796549377,299133.11088070244,1.1304792482099182
2600,900,787916.073101015,1073472.886769415,692550.2417870748,1.1377024012985044
1200,700,1351701.283923738,1555734.6201555391,1187701.2081017648,1.1380819306263779
700,500,1666901.4513513222,1680376.1543455888,1459274.090875474,1.142281262837528
3600,900,589909.5296716712,815854.5406966385,500175.17462399846,1.1794058553888238
2900,300,254311.7323302208,361563.2434418149,216613.6320170604,1.1740338313988998
1500,500,782984.5634443822,975806.4683093025,680994.5757418879,1.1497662262454653
400,700,3972505.4652105067,3766531.523131348,3563103.6243052944,1.1149003464599023
3300,100,80623.55550024449,116349.40041966125,61484.06905300629,1.3112917987054138
3500,200,136174.50458083962,177713.92209696484,115335.1780139038,1.1806849126675265
2900,400,310379.7032943827,486329.0642953036,272596.3306510836,1.138605580467849
4400,900,482220.26408107445,554271.8308705604,409234.23378327145,1.1783478122616107
200,900,9978284.731036372,9047423.90689932,9003153.143231973,1.1083100078706807
1300,800,1456391.8586761758,1648063.4665695778,1256655.4137501998,1.1589428913769673
3700,400,248054.33161356515,360684.77078548615,213656.58348328175,1.160995498334246
3000,100,92348.52048216172,119474.53172115152,67632.47595830692,1.3654463949995175
1900,300,378662.2567533321,499010.2962839009,330620.80676288164,1.1453067956031737
4400,100,64443.64918059334,69855.75071271176,46113.05178975472,1.3975142975662103
2500,500,485481.00928345695,660342.0394795038,408596.74544513266,1.188166608509241
1000,900,2060888.7399746473,2151393.7779139522,1800630.6286463945,1.1445372011270847
1100,400,823644.3191827859,905765.9476913572,718663.0535346749,1.1460785623134107
3200,800,608681.8580606931,816481.2411669848,510516.26183601865,1.1922869133916167
1700,600,826258.8241234104,1025952.3155362381,715369.979261151,1.1550090835189752
4400,400,212047.85929619122,250469.9486299907,179665.76338366873,1.1802352062110568
3400,900,609624.6690130874,864264.7819874147,529597.2437195278,1.1511099731779226
2200,900,931986.157133255,1223146.6579725095,818468.4675665429,1.1386952510268613
3200,700,528500.8744127337,775074.5260376838,445387.9530381618,1.1866079241875018
4700,800,451491.6336194624,499752.26301708014,347585.5399734595,1.298936755694546
