mu,beta,average,max
0.1,1.0,1.2016625035277793,1.6924189067665156
0.1,1.5,1.2762485077430399,1.77993950059941
0.1,2.0,1.33332114649579,2.2877886474437896
0.1,2.5,1.4635620091763393,2.7199933602910287
0.1,3.0,1.6754156203378825,3.1599810220304176
0.1,3.5,1.7899869730971176,3.419948754819313
0.1,4.0,1.8963297341938952,3.9367559446252502
0.1,4.5,2.0158626063034153,4.393922379881534
0.1,5.0,2.0601875700874266,4.599696046643198
0.2,1.0,1.1122596494387895,1.434368715914858
0.2,1.5,1.206739482689649,1.7758493269920204
0.2,2.0,1.309146528432689,2.11039936944017
0.2,2.5,1.37790931247286,2.494295231596098
0.2,3.0,1.5921161484782285,2.897983009202386
0.2,3.5,1.7946762796497921,3.108673735000248
0.2,4.0,1.836144090752946,3.608515838544271
0.2,4.5,1.948872574800611,4.303989655475492
0.2,5.0,2.024004510834429,4.654372372796492
0.3,1.0,1.192488291313346,1.4144577647932266
0.3,1.5,1.2541237535281546,1.821698029413665
0.3,2.0,1.2978154367075405,2.031786957237127
0.3,2.5,1.4196676803416937,2.3777912907461567
0.3,3.0,1.5711381364946009,2.945110265413888
0.3,3.5,1.6716685402716174,3.0108052430800942
0.3,4.0,1.9370473096705956,3.635572697568597
0.3,4.5,1.8610873078069274,3.828130168244584
0.3,5.0,2.08934371265574,4.820010822884387
0.4,1.0,1.256055223582053,1.5786019115937928
0.4,1.5,1.3028497655619267,1.703612207006013
0.4,2.0,1.3680629247630491,1.9919201733283296
0.4,2.5,1.5056576900763823,2.4260324453200286
0.4,3.0,1.6141935014391902,2.8892862083639828
0.4,3.5,1.664458797204098,3.143555675826201
0.4,4.0,1.8898398359680133,3.3311549823866207
0.4,4.5,1.8603910094939324,4.338320309967986
0.4,5.0,2.1617985642636337,4.4662434658478425
0.5,1.0,1.1973157349948322,1.524366743876635
0.5,1.5,1.2751331682032294,1.847794720951616
0.5,2.0,1.3564070483126647,2.0643318408952984
0.5,2.5,1.4580362692290978,2.5063962596775875
0.5,3.0,1.655421432127764,2.7909766129605145
0.5,3.5,1.7033079743447817,3.228595722930066
0.5,4.0,1.9180982729765113,3.765364026131061
0.5,4.5,1.9152209608555872,4.32969138528622
0.5,5.0,2.1478984245352866,4.777384302823402
0.6,1.0,1.484092728753773,1.6680331643264763
0.6,1.5,1.4876300022313071,1.735247862604986
0.6,2.0,1.5069704021160426,1.9039200563270504
0.6,2.5,1.5215747748694095,2.4745933970968577
0.6,3.0,1.6253028141951582,2.8447538369312366
0.6,3.5,1.7845712157941673,3.27855854215079
0.6,4.0,1.9534079060170937,3.8202635323181777
0.6,4.5,1.9777421676489693,3.7825764566816935
0.6,5.0,2.208773471313578,4.826737570600196
0.7,1.0,1.3982069333554232,1.5736571065423843
0.7,1.5,1.432485131699971,1.861482323131322
0.7,2.0,1.5063947263926978,2.0154340943714706
0.7,2.5,1.5164106694679997,2.2789930282730437
0.7,3.0,1.6006311988882838,2.791149876279301
0.7,3.5,1.6871126734980437,3.166385492728233
0.7,4.0,1.6900073544662817,3.038272352364828
0.7,4.5,1.9914933259059366,4.3307226446089695
0.7,5.0,2.1013922206704483,4.212304734967104
0.8,1.0,1.367848717491206,1.5919654096079303
0.8,1.5,1.4117662163652724,1.7643226220083386
0.8,2.0,1.5204416613975376,1.978183009882172
0.8,2.5,1.4861132231223493,2.394037067799397
0.8,3.0,1.735448680021769,2.935108204599619
0.8,3.5,1.6775747634690468,3.174697221278083
0.8,4.0,1.8630142583968956,3.765364026131061
0.8,4.5,1.9177002627106325,3.8726378008884
0.8,5.0,2.1702913024232884,4.820010822884387
0.85,1.0,1.3709552264606255,1.6342339190954076
0.85,1.5,1.4099258954241238,1.8460493935230216
0.85,2.0,1.509432793130131,2.058329021756162
0.85,2.5,1.537390147644883,2.464474121060657
0.85,3.0,1.6856255740373776,2.841941336989416
0.85,3.5,1.7697472950054252,3.1714632860940006
0.85,4.0,1.9123408671532247,3.392409658158208
0.85,4.5,1.8644655259121754,3.5634781573489587
0.9,1.0,1.3776544717802293,1.7291736056322191
0.9,1.5,1.429398847146676,1.757174971211003
0.9,2.0,1.5101120412302187,2.001405035816449
0.9,2.5,1.5483220840221303,2.4664850818492887
0.9,3.0,1.5555919056683414,2.6424794367489453
0.9,3.5,1.8188623726595763,3.27855854215079
0.9,4.0,1.8970424123361245,3.404394741934356
0.9,4.5,2.0093231977126065,4.298387438743827
0.9,5.0,2.153850452638257,4.820010822884387
