n,Paper,Min Time,Time opt
100,256016.82011776636,292131.4275133213,135265.29081264586
200,505673.8877177589,564500.3488887954,269116.1630651557
300,767833.6772276886,911020.7808514986,418787.46853357356
400,1049661.0265948286,1175957.7249115657,527021.1010989047
500,1282843.332858088,1480527.3902015851,680996.5163027159
600,1520016.788633096,1682904.7576711534,810754.8085519011
700,1817725.3797863226,1995377.8157414384,950163.5534493667
800,2034851.4346863902,2304348.481665276,1089104.445171647
900,2217707.1451694886,2510145.724809123,1200423.6992387213
1000,2513899.0895131524,2801083.0165022076,1364619.9643280825
