P,n,File_number,regular,fat,jump,density,Paper,Time opt,Makespan,Model
1,256,1000,11,0.103925,0.694013,7.0,0.897745,131826.27943110623,75814.97735381457,1.738789405896637,Communication
2,2048,100,81,0.715367,0.100106,10.0,0.419858,17733.70800284843,17733.70800284843,1.0,Communication
3,4096,900,66,0.699821,0.486548,10.0,0.494553,104439.39514295681,81048.18639186893,1.2886086634683114,Communication
4,128,700,95,0.252105,0.328997,9.0,0.241537,174812.51610524024,89713.1644219886,1.9485715082233115,Communication
5,2048,800,48,0.380232,0.567173,4.0,0.771939,81492.57885263447,81464.77964970317,1.000341241982742,Communication
6,512,500,38,0.15137,0.33787,3.0,0.636078,104051.40962778073,102050.48498132607,1.019607203697472,Communication
7,512,600,73,0.230985,0.420942,7.0,0.713594,68823.39183844581,48410.83850936957,1.421652546363673,Communication
8,1024,500,66,0.649432,0.723637,6.0,0.240238,37806.127401331025,32672.0883644722,1.157138380001494,Communication
9,128,700,5,0.119244,0.5906,4.0,0.106685,154558.14018502404,80381.02878996897,1.9228186365824653,Communication
10,1024,800,91,0.398424,0.585032,9.0,0.102732,57983.2730077763,53281.95779009162,1.088234656020071,Communication
11,2048,700,31,0.799942,0.889956,10.0,0.787336,20928.503625275138,20241.050244316226,1.0339633256506515,Communication
12,128,100,58,0.314204,0.786132,9.0,0.395892,17137.97506494519,10645.916249895912,1.6098168220243843,Communication
13,8192,300,36,0.562432,0.233763,10.0,0.153198,19028.50780282153,19028.50780282153,1.0,Communication
14,128,900,3,0.534845,0.213005,5.0,0.132059,207313.61456485777,104665.32399588727,1.9807287327845464,Communication
15,512,800,26,0.767861,0.447614,5.0,0.851934,128777.46028577116,116782.46435732134,1.1027123035505444,Communication
16,256,700,71,0.336017,0.524537,2.0,0.841195,113842.47994854976,97386.66672550063,1.1689739856219987,Communication
17,128,500,53,0.749981,0.820907,9.0,0.340066,103792.19098024619,60721.73929836986,1.709308596551229,Communication
18,8192,800,8,0.360628,0.835771,9.0,0.354204,29273.49839928148,29261.106682210404,1.0004234876419973,Communication
