density,Paper,Min Time,Time opt
0.1,2884556,6197706,1409810.992976509
0.1,3204795,6625064,1404550.8000230398
0.1,2909123,6592271,1406099.257535276
0.1,3334949,7259283,1694412.8588757303
0.1,3103307,7136039,1722473.747467452
0.1,2862078,6598916,1795134.8494513738
0.1,3166112,7381833,1627114.9197855187
0.1,3370886,7865280,1618078.766163326
0.1,3279270,6811007,1672074.584588112
0.1,3465977,7549237,1728565.4180815034
0.1,3583805,8286768,2108171.5590608674
0.1,3311580,7413584,2163834.1872835327
0.1,3069709,6714347,1211048.5082058723
0.1,3257065,7557109,1889295.907872166
0.1,3176286,6417338,1570349.8103273998
0.1,3170400,6611483,1659323.0284578558
0.1,3437182,7896402,2118330.733211145
0.1,3481824,8140895,1757623.8077918515
0.1,3171945,6372324,1813902.5686579978
0.1,3649077,8220605,2068791.4930439754
0.1,2966114,6329537,1458434.2062818725
0.1,3671001,7656065,2464857.626204946
0.1,3874593,8714035,2328931.2618337707
0.1,3007559,6846002,1848522.190790246
0.1,3012458,6537324,1396495.0944574568
0.1,3251895,6777482,1817109.210879534
0.1,3425011,7780004,2014910.9727104118
0.1,3455860,8035294,1874019.7617864872
0.1,3447656,7134156,1421833.9961569102
0.1,2951309,6655752,1810082.3685540804
0.2,2900139,6141008,1813731.404833671
0.2,3416761,6846915,2504140.4926267583
0.2,3032098,6792114,2327112.358860203
0.2,3357387,7385636,2211715.9487582548
0.2,3226418,7343501,2173631.6140383673
0.2,3066950,6455030,2393246.4724384015
0.2,3201118,7335473,1959484.8692685321
0.2,3344650,8048957,2172381.944152692
0.2,3138780,6694759,1982460.358834113
0.2,3574154,7928179,2658454.305526923
0.2,3800990,8343402,2740103.1102155168
0.2,3625976,7794265,2684054.828579327
0.2,3098145,7094326,2304974.6193968984
0.2,3207919,7300914,2397133.265773218
0.2,3312821,6866264,2418927.939739274
0.2,3045652,6780883,2063072.3930545026
0.2,3623875,8132978,2677753.1772779715
0.2,3784427,8374791,3178387.395500525
0.2,3116388,6631345,1908403.8285958557
0.2,3777556,8411852,2679374.1332722483
0.2,2988129,6593701,1985635.070319996
0.2,3469376,8163311,2465295.294862001
0.2,3880263,8711932,2743660.0111086373
0.2,3027871,6900093,1801162.109809806
0.2,3074665,6527333,1978261.0192565587
0.2,3199521,6795839,1824119.9227815154
0.2,3350336,7869850,2414607.922805754
0.2,3736578,8006398,2626649.0858225673
0.2,3475043,7295951,2563227.9716490526
0.2,3252149,6578987,2386625.3508999445
0.3,2904897,6411093,2059312.1036252512
0.3,3274785,6938678,2335740.6420440916
0.3,3087238,7358654,2311371.457482908
0.3,3669611,7637109,2740317.889129454
0.3,3575545,7617051,2727842.1276275823
0.3,3287629,6876473,2734004.8918101443
0.3,3375676,7933218,2779949.130570887
0.3,3466471,8165475,2742082.7112123026
0.3,3241899,7113424,2662347.6410666434
0.3,3599763,7703489,2649008.21057832
0.3,3738783,8358753,3243387.2271150905
0.3,3529462,8014927,2578482.7636529896
0.3,3396386,6837058,2696316.069307652
0.3,3507564,7678553,2706835.9476151513
0.3,3456923,6560631,2544817.127999816
0.3,3159679,6824799,2476495.3733254927
0.3,4216389,8281820,3713786.960665378
0.3,4080293,8112152,3354260.6627721284
0.3,3099393,6701124,2166201.719133979
0.3,4081409,8438693,3348474.895086558
0.3,3143490,6838951,2568668.4037880716
0.3,3677053,7924848,3071216.655072289
0.3,3975588,8824466,3151361.0134707247
0.3,3326032,7226603,2622914.707839501
0.3,3088425,7091483,2318254.241912129
0.3,3396011,7076386,2504689.2149963332
0.3,3439518,7834093,2490780.9840837484
0.3,3559765,8401671,2921992.670354328
0.3,3487469,7454434,2362945.549580604
0.3,3227236,6969055,2340658.11659375
0.4,3086093,6144489,2210497.3710742583
0.4,3416880,7027943,2596443.0499351164
0.4,3346357,7103204,2904357.0702498057
0.4,3969718,7898969,3476854.0652090884
0.4,3355041,7809728,2677176.215106996
0.4,3603376,6909717,3167823.58990593
0.4,3363286,7550161,2551699.4433746603
0.4,3592290,8233181,2997068.301931713
0.4,3418028,7398269,2709311.4519980242
0.4,3773765,8016023,2848199.6747713448
0.4,3868754,8347139,3051969.178934029
0.4,3762158,7869121,3095765.068921352
0.4,3053634,7013663,2181767.8329647365
0.4,3682444,7649811,2992670.7362740026
0.4,3736687,6826311,3239668.7213565297
0.4,3338372,6784075,2824592.343145595
0.4,3976491,8177760,3385558.5173440785
0.4,4142259,8323826,3488944.4138102485
0.4,3306697,6624126,2627176.248374554
0.4,4122095,8935042,3392431.438065175
0.4,3365468,6951649,2688786.7931621755
0.4,3610182,8110924,2881622.808380585
0.4,4077507,8980099,2854076.6855375404
0.4,3516004,7217933,3086824.168614416
0.4,3688575,7058160,3186533.385251572
0.4,3345938,7103548,2392623.9202121827
0.4,3793619,8148840,3199846.5807167226
0.4,3879167,8090768,3262819.9267076976
0.4,3963073,7703187,3349391.854214026
0.4,3589681,6948159,2958065.571980849
0.5,3227958,6445432,2530387.6966619184
0.5,3564738,6936345,2833546.0159696555
0.5,3346559,7061524,2640271.093031301
0.5,4026108,7850312,3354861.39268329
0.5,3490076,7577832,2888507.7741282145
0.5,3605756,6953694,3327395.5774612105
0.5,3447295,8118290,2953893.9975096094
0.5,3783065,8505629,3076084.667716298
0.5,3644031,6934906,3195223.281512647
0.5,4126403,8205414,3643897.7936968915
0.5,4057228,8325857,3288467.0555668334
0.5,3967897,8111920,3437401.5475101783
0.5,3512118,7012450,2658192.0466264766
0.5,3463509,7877723,2864360.2615199517
0.5,3489815,7000298,2840260.459851173
0.5,3663350,7157408,3197049.450735302
0.5,4027871,8197901,3429092.271985058
0.5,3953015,8195493,3418069.1244566618
0.5,3433326,6882688,2688118.010895679
0.5,4148353,8476581,3567757.22441211
0.5,3255562,6842036,2967594.727706387
0.5,3912639,8171395,3215244.6995527553
0.5,4357371,9035564,3431089.872701989
0.5,3590961,7090705,3053971.7112605283
0.5,3843299,6992276,3302794.362042187
0.5,3382143,7211745,2775769.6088759624
0.5,3570472,8040636,3052855.2485501207
0.5,4161739,8175700,3607054.578836198
0.5,3790176,7438075,3232363.7228530794
0.5,3332582,7025053,2806757.8224841706
0.6,3050157,6319875,2419301.898898566
0.6,3574785,7092441,3000049.0025004772
0.6,3727988,7378953,3139183.1602368956
0.6,4361628,7466382,3910420.9924669527
0.6,3806979,7438562,3212098.8741401443
0.6,3733799,7074113,3170742.5968893464
0.6,3441114,7917520,3053476.2949982556
0.6,3965703,8184076,3335794.5325160436
0.6,3794482,6957720,3400386.8759215
0.6,3917147,8319765,3349095.391281555
0.6,3934305,8261418,3491580.257087867
0.6,4065187,8532563,3624215.489889226
0.6,3501720,7081518,2811028.4262597812
0.6,3610134,7655725,3077367.325037177
0.6,3657456,7273742,2931486.288332137
0.6,3669310,6575539,3186088.996334886
0.6,4505523,8342222,4026007.1116774157
0.6,4269267,8273725,3771138.593038807
0.6,3287118,6765689,2802517.548969304
0.6,4394817,8346932,3922107.224217262
0.6,3622456,6853214,3199147.584861992
0.6,3917322,8356140,3329116.0200532847
0.6,4610836,9138706,3922242.5689203725
0.6,3604506,7086582,3136698.3157774853
0.6,3562417,7098021,2949551.695968507
0.6,3976125,7271080,3286800.818839972
0.6,3883544,8261164,3439322.515869886
0.6,4056915,8383608,3668615.156433461
0.6,3661239,7870321,3079602.6090583554
0.6,3427190,6973428,2796522.263530912
0.7,3325972,6384261,2775267.2479019095
0.7,3881139,7144526,3419013.719376222
0.7,3867006,7201919,3349278.8631545906
0.7,3871442,7776721,3378161.93255295
0.7,3580492,7702151,2813078.6953190756
0.7,4059405,7001817,3565020.226298074
0.7,3809679,7733477,3333582.3062549257
0.7,3866352,8208296,3316641.5702466816
0.7,3933343,7293684,3523132.4471023274
0.7,3978537,8187711,3399353.9888991383
0.7,4177025,8703993,3579839.98116589
0.7,4087927,8265326,3591616.805350669
0.7,3747169,7400772,3266888.3864520085
0.7,4056039,7843891,3633060.8277726043
0.7,3875557,7063420,3255980.622141991
0.7,3616816,6742657,3108441.1818653364
0.7,4240112,7845240,3782259.2599579953
0.7,4585201,8291390,4030221.241760605
0.7,3471554,6687306,2927580.4180494105
0.7,4482099,8269674,3996986.820436455
0.7,3666306,6817332,3122217.6822878616
0.7,3921137,8278954,3193037.003177331
0.7,4652836,8821329,3959905.7586041777
0.7,4049154,7279944,3607085.739738966
0.7,3835201,6836356,3450842.7632967094
0.7,3556099,7159871,2761850.0196948037
0.7,4048657,7876734,3429804.885868505
0.7,4035932,8097794,3359811.761939639
0.7,3929965,7511764,3294976.133782882
0.7,3888499,7170279,3354438.0537340986
0.8,3651924,6373541,3055103.249419181
0.8,3692611,6866692,3187700.6340342686
0.8,3937782,7345669,3361822.6009000647
