Fat,Paper,Min Time,Time opt
0.1,6396709.953368313,3250174.7396685905,3250174.7396685905
0.2,2845340.6875331937,2078341.4106634443,1445250.5105290287
0.3,1616546.8265691823,1736924.721178071,820640.9682921763
0.4,1043700.2708199495,1686656.4840959846,680994.575741888
0.5,821704.3344920655,1601350.076321677,680994.575741888
0.6,797870.1725458204,1569925.5583735202,680994.575741888
0.7,779625.6076778736,1513386.169786296,680994.575741888
0.8,768447.6324681559,1469370.0505572306,680994.575741888
0.9,758050.471588863,1449791.430017798,680994.575741888
1,741075.6430595114,1354693.311647788,680994.575741888
0.1,6161546.574653654,3131372.1582451705,3131372.1582451705
0.2,2727109.947589402,1982599.7183481087,1386162.451381022
0.3,1582903.5157183548,1776171.0469891934,799705.3019524646
0.4,940060.0961138135,1646137.4331786437,665668.3560278681
0.5,822566.6938012509,1601311.3579137994,665668.3560278681
0.6,770392.0013522689,1592342.8565400501,665668.3560278681
0.7,772897.9413059503,1491956.9066914744,665668.3560278681
0.8,750015.4793172163,1459089.9066030583,665668.3560278681
0.9,738497.0661916458,1441310.8170029894,665668.3560278681
1,732848.8027294151,1384369.1358104355,665668.3560278681
0.1,6080974.564101003,3090888.998556626,3090888.998556626
0.2,2546503.8610447566,1877593.971508343,1294834.4157232079
0.3,1581388.2283130062,1668117.4972758265,803824.7790499447
0.4,929594.4812232049,1594974.2538254636,651305.3816708077
0.5,794394.9299347376,1517508.8004627451,651305.3816708077
0.6,746002.485593607,1497577.7361455972,651305.3816708077
0.7,738592.6833304072,1462769.9788717479,651305.3816708077
0.8,738189.8925066692,1416110.4343882937,651305.3816708077
0.9,725162.0732112415,1344896.5231511071,651305.3816708077
1,723709.5490003368,1339622.5598249866,651305.3816708077
0.1,6484705.549661343,3295292.372054711,3295292.372054711
0.2,2699466.926476854,1923257.9416822502,1371686.9709993692
0.3,1620825.6501841042,1837390.5675228694,818938.7638504644
0.4,1107022.15681434,1655217.7221225535,695183.7690020413
0.5,926627.9913688553,1668021.5895194812,695183.7690020413
0.6,811996.1520046247,1616693.4183456865,695183.7690020413
0.7,799611.9179600221,1505204.7623428437,695183.7690020413
0.8,777140.7500501367,1459061.3249189204,695183.7690020413
0.9,769108.3297249773,1420780.2074467633,695183.7690020413
