Fat,Paper,Min Time,Time opt
0.1,1167452.184920909,1167440.5375289982,1167440.5375289982
0.2,1091531.6616615113,1092331.0811789238,680996.5163027159
0.3,1012304.5477950005,1012297.1376056845,680996.5163027159
0.4,1025634.3971224388,1025648.5661446382,680996.5163027159
0.5,953175.4612409659,953189.6302631653,680996.5163027159
0.6,944111.1553289426,944126.4404433847,680996.5163027159
0.7,917461.9228574221,917454.5126681061,680996.5163027159
0.8,800913.3918392411,800901.7444473304,680996.5163027159
0.9,824669.7451143763,820963.2986425542,680996.5163027159
1,727594.5263153525,727582.8789234416,680996.5163027159
0.1,1034064.6316457615,1034063.4669993696,1034063.4669993696
0.2,977031.3947052327,977034.8714080115,665670.2079130015
0.3,961341.4723372995,961344.9490400783,665670.2079130015
0.4,954625.4088755158,954624.2442291238,665670.2079130015
0.5,923642.3898700156,923641.2252236236,665670.2079130015
0.6,922626.5909217299,922625.4262753379,665670.2079130015
0.7,852960.8281526777,852964.3048554566,665670.2079130015
0.8,786757.6854652773,786761.162168056,665670.2079130015
0.9,760607.3972458064,760610.8739485852,665670.2079130015
1,719513.3792982094,719512.2146518175,665670.2079130015
0.1,1061668.8466705852,1061666.2256364375,1061666.2256364375
0.2,980176.8698613009,980174.2488271534,651307.2591571598
0.3,955732.7231037889,955737.8700031599,651307.2591571598
0.4,890357.9331765112,890363.0800758821,651307.2591571598
0.5,902187.4575815495,902184.8365474019,651307.2591571598
0.6,871220.455648153,871217.8346140054,651307.2591571598
0.7,828339.4253192537,828336.8042851061,651307.2591571598
0.8,761080.3278781796,762258.6084930352,651307.2591571598
0.9,703367.2745126183,703364.6534784706,651307.2591571598
1,701442.4892612685,701439.8682271208,651307.2591571598
0.1,1324986.2467142767,1324982.5006203519,1324982.5006203519
0.2,1201879.0320260888,1201879.0320260888,695185.5852770898
0.3,1163791.5001001959,1163791.5001001959,695185.5852770898
0.4,1131497.7754269158,1131497.7754269158,695185.5852770898
0.5,1006945.8326005009,1006945.8326005009,695185.5852770898
0.6,1007993.3427497303,1007993.3427497303,695185.5852770898
0.7,917775.0728168756,915260.2146418563,695185.5852770898
0.8,834883.9056877862,834883.9056877862,695185.5852770898
0.9,806163.0126163895,806163.0126163895,695185.5852770898
1,729545.5574892067,729545.5574892067,695185.5852770898
0.1,1134748.5022402916,1134743.9011182245,1134743.9011182245
0.2,1091135.0857992955,1096717.1787665419,661964.7892956203
0.3,1060372.7458021308,1060368.1446800637,661964.7892956203
0.4,1039136.2996216263,1039131.6984995592,661964.7892956203
0.5,977230.3144443209,977225.713322254,661964.7892956203
0.6,873482.0344975356,873497.757354686,661964.7892956203
0.7,823025.2058636014,823040.9287207519,661964.7892956203
0.8,841992.4883073732,841987.8871853064,661964.7892956203
0.9,782947.7869922045,782963.509849355,661964.7892956203
1,708705.9077797045,708701.3066576376,661964.7892956203
0.1,1100224.3836650585,1100211.586186115,1100211.586186115
0.2,1020296.3718716978,1020296.3718716978,656762.2775112868
0.3,1017201.3766895036,1017216.1250140078,656762.2775112868
0.4,951182.6483291617,951182.6483291617,656762.2775112868
0.5,954672.5454267102,954687.2937512144,656762.2775112868
0.6,901962.5369667467,898598.4968309824,656762.2775112868
0.7,821869.2971828318,821869.2971828318,656762.2775112868
0.8,814241.066866991,814241.066866991,656762.2775112868
0.9,747674.071217231,747646.5254137832,656762.2775112868
1,771805.1859219964,768699.7706651975,656762.2775112868
0.1,1176832.8786301254,1176827.1492787746,1176827.1492787746
0.2,1070398.8764945988,1070393.147143248,688682.2888688851
0.3,1062813.3868142525,1062813.3868142525,688682.2888688851
0.4,1040220.4863145022,1040214.7569631515,688682.2888688851
0.5,1006537.0915106578,1006537.0915106578,688682.2888688851
0.6,926822.1605285022,926816.4311771515,688682.2888688851
0.7,865411.0789656986,865411.0789656986,688682.2888688851
0.8,831217.554547718,831217.554547718,688682.2888688851
0.9,753153.8182094101,753153.8182094101,688682.2888688851
1,773560.5848261429,770466.947841657,688682.2888688851
0.1,1091603.425681138,1091598.2434719359,1091598.2434719359
0.2,1022710.9840297299,1022705.8018205278,682390.0572946991
0.3,1013603.7961913196,1014667.521567327,682390.0572946991
0.4,959310.6988367846,959305.5166275825,682390.0572946991
0.5,958478.3004429832,958473.1182337811,682390.0572946991
0.6,909927.8372756164,909948.450248607,682390.0572946991
0.7,897859.339113675,897854.156904473,682390.0572946991
0.8,797249.6929853985,797270.3059583891,682390.0572946991
0.9,745481.216017044,745476.033807842,682390.0572946991
1,710168.8926931819,710163.7104839798,682390.0572946991
0.1,1147619.0308866918,1147605.321848067,1147605.321848067
0.2,1067424.1509675812,1067421.7799826264,654466.7297662625
0.3,1004477.5105787229,1007061.1924067927,654466.7297662625
0.4,1008414.057359708,1008400.3483210831,654466.7297662625
0.5,961607.3568700115,961629.2480120643,654466.7297662625
0.6,933321.7670921594,933333.4599039318,654466.7297662625
0.7,852496.2462751374,845160.6460139547,654466.7297662625
0.8,777333.9733808138,779432.4365987368,654466.7297662625
0.9,737114.7306633311,734735.8749349865,654466.7297662625
1,696217.0486337192,693326.0338108473,654466.7297662625
0.1,1323616.8737723622,1323616.8737723622,1323616.8737723622
0.2,1220093.208325838,1220093.208325838,671096.4806446494
0.3,1176765.5947598433,1176765.5947598433,671096.4806446494
0.4,1129406.8400941137,1129406.8400941137,671096.4806446494
0.5,1088394.352248822,1088394.352248822,671096.4806446494
0.6,986033.3936043683,986033.3936043683,671096.4806446494
0.7,963753.3077998385,963753.3077998385,671096.4806446494
0.8,873747.2003667277,873747.2003667277,671096.4806446494
0.9,805724.1189702763,805724.1189702763,671096.4806446494
1,708660.8994248352,708660.8994248352,671096.4806446494
