p,Paper,Min Time,Time opt
500,8163723.322562813,11356441.992090331,2547103.5300798216
1000,8028255.81526265,9204491.406934084,2531156.2613913054
1500,8014001.754381223,6841849.528743499,2530387.6966619184
2000,8014001.754381223,5395089.043131914,2530387.6966619184
2500,8014001.754381223,4377633.992944346,2530387.6966619184
3000,8014001.754381223,3578525.9860478425,2530387.6966619184
3500,8014001.754381223,3155147.0272634975,2530387.6966619184
4000,8014001.754381223,2858973.8939226563,2530387.6966619184
4500,8014001.754381223,2709391.848124671,2530387.6966619184
5000,8014001.754381223,2596563.178384585,2530387.6966619184
500,9052747.158585433,11957065.035951676,2849320.0245010094
1000,8945337.663406823,10141090.905100413,2834326.558760838
1500,8936776.808009133,7627781.513941524,2833546.0159696555
2000,8936776.808009133,5728005.201136108,2833546.0159696555
2500,8936776.808009133,4201667.458676183,2833546.0159696555
3000,8936776.808009133,3689846.300023842,2833546.0159696555
3500,8936776.808009133,3191944.347857603,2833546.0159696555
4000,8936776.808009133,2958649.2630762067,2833546.0159696555
4500,8936776.808009133,2984143.255375222,2833546.0159696555
5000,8936776.808009133,2953264.819552114,2833546.0159696555
500,8517911.550664624,11378286.160623448,2658518.9630830013
1000,8427974.28575174,9788177.573720232,2641459.5601339308
1500,8400110.114397312,7940187.001231153,2640271.093031301
2000,8400110.114397312,5630782.522747066,2640271.093031301
2500,8400110.114397312,4450448.586149661,2640271.093031301
3000,8400110.114397312,3550242.0154128848,2640271.093031301
3500,8400110.114397312,3201332.7425443386,2640271.093031301
4000,8400110.114397312,3032466.369205017,2640271.093031301
4500,8400110.114397312,2848605.5762254586,2640271.093031301
5000,8400110.114397312,2709144.404236401,2640271.093031301
500,10646571.949761666,13164236.128757251,3361476.3688198314
1000,10523975.054909702,10882814.477118013,3354949.241082998
1500,10523975.054909702,8534725.321626443,3354861.39268329
2000,10523975.054909702,6470501.2749462025,3354861.39268329
2500,10523975.054909702,4931826.873959799,3354861.39268329
3000,10523975.054909702,4280324.368455522,3354861.39268329
3500,10523975.054909702,3815808.4140908173,3354861.39268329
4000,10523975.054909702,3569407.3308857735,3354861.39268329
4500,10523975.054909702,3457446.0486819134,3354861.39268329
5000,10523975.054909702,3377291.815105217,3354861.39268329
500,9186801.770024717,11904267.93379135,2905712.2504670806
1000,9155260.593078302,10401876.775486683,2889208.0328141972
1500,9154102.177426934,8203748.496184201,2888507.7741282145
2000,9154102.177426934,6042479.713311237,2888507.7741282145
2500,9154102.177426934,4484506.039347333,2888507.7741282145
3000,9154102.177426934,3775816.381027852,2888507.7741282145
3500,9154102.177426934,3584691.1585039394,2888507.7741282145
4000,9154102.177426934,3227227.6320981877,2888507.7741282145
4500,9154102.177426934,3113319.660539506,2888507.7741282145
5000,9154102.177426934,3008093.066772433,2888507.7741282145
500,10426794.281654842,10866432.922393372,3351200.881228615
1000,10328897.74925308,9204431.345965518,3329117.2800730695
1500,10328063.76058267,7509011.004691469,3327395.5774612105
2000,10328063.76058267,5600564.184206309,3327385.080486515
2500,10332891.708909484,4889719.960559005,3327385.080486515
3000,10328063.76058267,3945651.1987009314,3327385.080486515
3500,10328063.76058267,3708409.166850678,3327385.080486515
4000,10328063.76058267,3548546.588503081,3327385.080486515
4500,10328063.76058267,3476253.3204040932,3327385.080486515
5000,10328063.76058267,3386495.793704909,3327385.080486515
500,9582500.287298616,12157596.549392452,2972818.371188702
1000,9435898.542408643,10153014.615869595,2954648.0060329004
1500,9428474.551431317,8245833.1987250475,2953893.9975096094
2000,9428474.551431317,6053196.801109762,2953893.9975096094
2500,9428474.551431317,4517439.8829721175,2953893.9975096094
3000,9428474.551431317,3806417.815218115,2953893.9975096094
3500,9428474.551431317,3369398.4233257347,2953893.9975096094
4000,9428474.551431317,3200000.025506127,2953893.9975096094
4500,9428474.551431317,3028235.548886607,2953893.9975096094
5000,9428474.551431317,3053520.772782751,2953893.9975096094
500,9773095.08757187,12965451.897536475,3095131.2823507753
1000,9516051.10275849,11265397.0959551,3076590.586060945
1500,9515639.852524638,9184765.085858952,3076084.667716298
2000,9515639.852524638,6770604.777699972,3076084.667716298
2500,9515639.852524638,5261475.084414904,3076084.667716298
3000,9515639.852524638,4384453.619452793,3076084.667716298
3500,9515639.852524638,3610508.982388845,3076084.667716298
4000,9515639.852524638,3263887.300409484,3076084.667716298
4500,9515639.852524638,3232942.070500474,3076084.667716298
5000,9515639.852524638,3151854.251751878,3076084.667716298
500,9977775.336232368,11918524.805115463,3210127.8681118703
1000,9947352.383554973,10017567.330122331,3196001.1219723397
1500,9946766.481374906,7355509.466384871,3195223.281512647
2000,9946766.481374906,5606188.460417484,3195207.04906971
2500,9946766.481374906,4254448.349560691,3195207.04906971
3000,9946766.481374906,3844984.3149098367,3195207.04906971
3500,9946766.481374906,3489647.2777743326,3195207.04906971
4000,9946766.481374906,3464177.9221797297,3195207.04906971
4500,9946766.481374906,3245532.565877125,3195207.04906971
5000,9946766.481374906,3241165.09765279,3195207.04906971
500,11779166.628916297,13325777.357457023,3666075.9834557706
1000,11605417.947050458,11246428.660473416,3645161.4476170326
1500,11593751.945536355,8682298.5175064,3643897.7936968915
2000,11593751.945536355,6735584.758004449,3643890.4885822376
2500,11593751.945536355,5057298.146358553,3643890.4885822376
3000,11593751.945536355,4243269.357997614,3643890.4885822376
3500,11593751.945536355,4048595.7181052174,3643890.4885822376
4000,11593751.945536355,3895863.2386248037,3643890.4885822376
4500,11593751.945536355,3733456.7313962905,3643890.4885822376
5000,11593751.945536355,3741815.6827983805,3643890.4885822376
