p,Paper,Min Time,Time opt
500,8185880,11071241,2547103.5300798216
500,9037037,11821867,2849320.0245010094
500,8516441,11141405,2658518.9630830013
500,10602102,13011426,3361476.3688198314
500,9243634,11768322,2905712.2504670806
500,10419085,10739467,3351200.881228615
500,9497401,11976406,2972818.371188702
500,9795078,12866745,3095131.2823507753
500,10027454,11863754,3210127.8681118703
500,11756949,13023793,3666075.9834557706
1000,8039309,8645212,2531156.2613913054
1000,8990154,9553435,2834326.558760838
1000,8443759,9271000,2641459.5601339308
1000,10547359,9938736,3354949.241082998
1000,9201368,9679016,2889208.0328141972
1000,10374321,8721781,3329117.2800730695
1000,9442421,9810477,2954648.0060329004
1000,9538333,10463490,3076590.586060945
1000,9991946,9065336,3196001.1219723397
1000,11619083,10711597,3645161.4476170326
1500,8038002,6445432,2530387.6966619184
1500,8989005,6936345,2833546.0159696555
1500,8423913,7061524,2640271.093031301
1500,10537522,7850312,3354861.39268329
1500,9202235,7577832,2888507.7741282145
1500,10379619,6953694,3327395.5774612105
1500,9436056,8118290,2953893.9975096094
1500,9547585,8505629,3076084.667716298
1500,9989052,6934906,3195223.281512647
1500,11607417,8205414,3643897.7936968915
2000,8038002,5051750,2530387.6966619184
2000,8994463,5395632,2833546.0159696555
2000,8423913,5473079,2640271.093031301
2000,10537522,6118649,3354861.39268329
2000,9202235,5609205,2888507.7741282145
2000,10379619,5494247,3327385.080486515
2000,9436056,5918992,2953893.9975096094
2000,9547585,6303382,3076084.667716298
2000,9988993,5275341,3195207.04906971
2000,11607417,6148951,3643890.4885822376
2500,8038002,4010029,2530387.6966619184
2500,8994463,4087932,2833546.0159696555
2500,8423913,4225162,2640271.093031301
2500,10537522,4916132,3354861.39268329
2500,9202235,4363923,2888507.7741282145
2500,10379619,4668002,3327385.080486515
2500,9436056,4412402,2953893.9975096094
2500,9547585,4984212,3076084.667716298
2500,9988993,4090798,3195207.04906971
2500,11607417,4837847,3643890.4885822376
3000,8038002,3335662,2530387.6966619184
3000,8994463,3550347,2833546.0159696555
3000,8423913,3561788,2640271.093031301
3000,10537522,4032042,3354861.39268329
3000,9202235,3606810,2888507.7741282145
3000,10379619,3785880,3327385.080486515
3000,9436056,3700510,2953893.9975096094
3000,9547585,3941133,3076084.667716298
3000,9988993,3528878,3195207.04906971
3000,11607417,4194225,3643890.4885822376
3500,8038002,2962303,2530387.6966619184
3500,8994463,3104367,2833546.0159696555
3500,8423913,3218767,2640271.093031301
3500,10537522,3769870,3354861.39268329
3500,9202235,3364866,2888507.7741282145
3500,10379619,3572723,3327385.080486515
3500,9436056,3276473,2953893.9975096094
3500,9547585,3525852,3076084.667716298
3500,9988993,3388763,3195207.04906971
3500,11607417,3971377,3643890.4885822376
4000,8038002,2735401,2530387.6966619184
4000,8994463,3045374,2833546.0159696555
4000,8423913,2927613,2640271.093031301
4000,10537522,3554559,3354861.39268329
4000,9202235,3079834,2888507.7741282145
4000,10379619,3472876,3327385.080486515
4000,9436056,3052941,2953893.9975096094
4000,9547585,3293441,3076084.667716298
4000,9988993,3300191,3195207.04906971
4000,11607417,3819699,3643890.4885822376
4500,8038002,2636123,2530387.6966619184
4500,8994463,2978639,2833546.0159696555
4500,8423913,2767225,2640271.093031301
4500,10537522,3421378,3354861.39268329
4500,9202235,3027149,2888507.7741282145
4500,10379619,3433624,3327385.080486515
4500,9436056,3107533,2953893.9975096094
4500,9547585,3176223,3076084.667716298
4500,9988993,3254916,3195207.04906971
4500,11607417,3781615,3643890.4885822376
5000,8038002,2570635,2530387.6966619184
5000,8994463,2928302,2833546.0159696555
5000,8423913,2752620,2640271.093031301
5000,10537522,3393593,3354861.39268329
5000,9202235,2950942,2888507.7741282145
5000,10379619,3363040,3327385.080486515
5000,9436056,2998209,2953893.9975096094
5000,9547585,3221131,3076084.667716298
5000,9988993,3238998,3195207.04906971
5000,11607417,3770003,3643890.4885822376
