n,Paper,Min Time,Time opt
100,181829,174191,135264.95191661385
100,162454,189585,132074.59556803893
100,166524,201702,135657.59205852254
100,186331,207299,135704.79963632452
100,178870,163786,139215.89287995544
100,176749,176549,122984.77840698518
100,181946,205001,135780.76599838538
100,172108,158212,132581.37664140118
100,156327,176120,125793.85045794981
100,171650,222099,142189.82963128173
200,346414,308573,269115.4153657755
200,363596,363759,286299.9844379911
200,332304,371747,270786.05627382477
200,320046,381748,273913.5829820462
200,294121,339516,237157.02603838284
200,344412,321056,257738.01733123203
200,338629,306781,263256.45488200546
200,365173,378436,288877.21957515477
200,343321,335673,267404.74808868027
200,343459,378114,283601.9021258916
300,528725,517882,418786.3552329834
300,498753,499305,397626.5790315133
300,524390,519323,421388.3916447859
300,493089,514441,396805.27204800607
300,508067,519915,403542.7487819403
300,449856,478145,364297.2257864501
300,500640,468026,399115.47045688564
300,492293,498109,404387.397599672
300,504063,478985,402994.3076215725
300,513880,505810,412492.8426659085
400,666526,667663,527019.572592095
400,628167,615979,507521.7860540623
400,662497,658532,527186.328555443
400,648111,642785,520492.9711976571
400,689280,658401,553652.1403919176
400,673141,651046,546788.8911521651
400,637639,629592,509607.5388928041
400,642039,642156,517062.8064570028
400,679541,654479,532846.2458092739
400,697357,697745,556610.2611466397
500,836805,829759,680994.5757418879
500,838941,816225,665668.3560278681
500,812366,794972,651305.3816708076
500,827253,911737,695183.7690020413
500,813145,810588,661962.9561917708
500,810649,761366,656760.4495093515
500,853571,828468,688680.4760887198
500,842497,838454,682388.2379183229
500,803415,840146,654464.7830271883
500,819372,885898,671094.6253296195
600,1003595,962281,810752.6431626378
600,995807,989157,815429.4369894167
600,933561,947621,772065.0070346941
600,1024149,1060096,835802.8700134807
600,1033712,1003922,836158.0084916332
600,1025757,944482,820026.635954944
600,1005359,969572,808500.1381526012
600,986839,960666,796310.5517534814
600,1013909,974793,808417.8742937929
600,968656,899820,776749.151055263
700,1182981,1147335,950160.9664814118
700,1154857,1105779,942669.0211432279
700,1165836,1097666,943130.4418587418
700,1130530,1105956,918673.9310559323
700,1174525,1133946,959848.6105146745
700,1192023,1140847,955614.8494181845
700,1191021,1134253,966037.9415197765
700,1079541,1034537,876164.5223701039
700,1121231,1054970,903611.3820643927
700,1148027,1062128,917312.0237686936
800,1377775,1292887,1089101.3585835064
800,1360799,1292136,1095096.4500514558
800,1351822,1296160,1091462.301144986
800,1261831,1213122,1036905.8603255186
800,1291868,1214058,1047139.8979693472
800,1320391,1290909,1071427.358158738
800,1320885,1297105,1067057.608011531
800,1339699,1327179,1092902.44475554
800,1323141,1251628,1063715.965358084
800,1340694,1255800,1077381.0639859764
900,1485613,1364828,1200420.4190975963
900,1498092,1417145,1234367.335232841
900,1485213,1457601,1211849.0721664052
900,1492132,1437691,1209444.9745925602
900,1472260,1387057,1188119.1878513992
900,1460349,1392424,1177485.9993456504
900,1500385,1405064,1200844.1283749081
900,1455038,1338512,1168644.0656474705
900,1451576,1405483,1187154.0541903004
900,1489134,1425265,1213624.7074727179
1000,1691052,1570460,1364616.3845054149
1000,1620555,1567780,1310236.572839959
1000,1622563,1557672,1315742.600153349
1000,1591555,1507038,1288360.9693238873
1000,1649091,1555138,1345047.1341998018
1000,1650043,1543920,1343462.4150484968
1000,1640720,1534856,1339714.0408837413
1000,1687275,1555307,1356490.9992859592
1000,1679996,1593200,1374270.2114800527
1000,1591906,1451586,1275217.80931263
