n,Paper,Min Time,Time opt
100,239313.84803663846,315548.9654576158,135265.29081264586
200,472466.6580053426,653558.8817882248,269116.1630651557
300,733207.7580399197,1012319.9927241912,418787.46853357356
400,930890.0623834213,1230765.254679562,527021.1010989047
500,1152253.567591073,1559127.6170445262,680996.5163027159
600,1367200.0714126108,1884692.2390927745,810754.8085519011
700,1626576.1541314088,2189774.474272117,950163.5534493667
800,1857982.8345478303,2506107.2907837457,1089104.445171647
900,2037536.8837035852,2737953.4693999686,1200423.6992387213
1000,2323198.2347750096,3161969.4597902144,1364619.9643280825
100,245525.12200530936,309597.0736152182,132074.989704219
200,501746.4460857726,670705.77528683,286300.63034636714
300,695776.828091472,954514.9378072248,397627.7838515522
400,866735.9444115793,1199681.48807797,507523.35085060494
500,1166113.6160105933,1557464.578566291,665670.2079130015
600,1357516.4966120601,1824014.1845991965,815431.7444397591
700,1606781.3280447605,2099958.7091302117,942671.6432391971
800,1879368.0077045753,2548044.8059806773,1095099.5263733587
900,2059188.955319455,2831926.1007805797,1234370.7532900288
1000,2180075.261965275,2933488.3850009185,1310240.3597236935
100,232771.9526798614,306038.2309164805,135658.01263896248
200,472065.61230974464,617831.9421303876,270786.78148973774
300,721009.6123988783,986823.2789190811,421389.488612118
400,909159.7769238652,1235715.8420552476,527187.772134673
500,1122005.86746421,1514332.7587954195,651307.2591571598
600,1286974.7148385758,1763170.5057046264,772067.1869807383
700,1598089.0732920617,2149493.6425454007,943133.0399483171
800,1826878.0431950127,2485426.263872047,1091465.3616880602
900,2062713.9475277767,2734388.4487173893,1211852.363587291
1000,2215911.3346756045,2963241.773002747,1315746.4593939313
100,247314.03046040004,319033.3912001419,135705.1697686514
200,480730.4210625562,661172.8448494815,273914.3536612017
300,703702.7069940832,920775.3138454601,396806.42035697633
400,899276.3870504285,1206587.7140818166,520494.5536820677
500,1198522.2857280832,1559433.5791304242,695185.5852770898
600,1429956.9124518663,1903147.921778915,835805.1314059657
700,1554484.7280406426,2071962.278802324,918676.5189244791
800,1711494.0271376271,2345412.025822688,1036908.9392987158
900,2021485.86923582,2771486.186362154,1209448.2505834908
1000,2163769.2192460666,2966467.459504181,1288364.8317448634
100,257520.83000645676,342709.8609995525,139216.24898405053
200,411671.2327491808,549377.0706795041,237157.78073003114
300,697958.6814389157,924555.1829559444,403543.909616375
400,954155.5207847959,1253544.7033076813,553653.6355748439
500,1115929.850221718,1509531.0172855302,661964.7892956203
600,1428211.3268130529,1877285.509170175,836160.2278643675
700,1601987.8706797673,2171400.5961091286,959851.1308079761
800,1786399.796644673,2425089.7625631616,1047142.9112615727
900,1985957.828870083,2725811.952315899,1188122.4972721045
1000,2229405.8113369574,3095907.673790786,1345050.931590255
100,239444.2763308697,301449.5808502547,142036.21916436727
200,463997.38404329104,633159.4720292512,257738.67159940107
300,651367.5451742134,851925.1371612443,364298.3991424273
400,934474.6471714324,1242210.1335440148,546790.4404012962
500,1134750.4030813708,1493405.1647761299,656762.2775112868
600,1405235.026395845,1909259.0323023489,820028.8905563497
700,1632629.0207850132,2204053.0938102487,955617.3377585586
800,1781350.1431082236,2402790.4602686656,1071430.2907001453
900,1974661.0014919953,2614772.863235282,1177489.4069455904
1000,2269693.679680855,2999552.5574630597,1343466.4580755432
100,258582.35782037865,335122.06618804985,145881.8367644083
200,483845.95726237574,637088.3540434395,263257.1795394107
300,700134.1077202362,953185.7660296734,399116.60072818206
400,900810.6035191164,1197924.7318290751,509609.10896063247
500,1162891.8276793067,1556773.0176833714,688682.2888688851
600,1352365.2075060224,1886054.6582347718,808502.4861934956
700,1654546.4912385542,2169480.1550788544,966040.5296124725
800,1786333.7888090233,2429601.0743124024,1067060.6678171605
900,2034410.0634683433,2762656.836529385,1200847.5092545433
1000,2230364.5794070177,2977243.768983687,1339717.995657805
100,225678.37307772416,320510.8506143399,132581.7427352931
200,514544.1472933402,676685.5078510329,288877.90892573434
300,689728.7642362628,921626.0435665471,404388.45227704063
400,879911.6149292863,1207004.2052670913,517064.3624457273
500,1194473.4249496672,1578094.990034929,682390.0572946991
600,1349556.2721877322,1830058.7446585605,796312.8104777542
700,1475376.0017055357,1945187.6785461926,876167.0650217815
800,1831608.4860420795,2548700.6646144707,1092905.3723919664
900,1992733.0787806716,2639519.553389238,1168647.4069514158
1000,2266526.7012387854,3094195.314786194,1356494.7857752524
100,232878.97113143542,319093.3906773765,125794.21532877443
200,469591.23545614025,621638.0708092304,267405.4854193728
300,674641.8106640636,969498.8988700481,402995.5194350668
400,946009.231276886,1278206.0529673842,532847.8587000904
500,1104856.4125086078,1491935.6886140853,654466.7297662625
600,1358803.3920415943,1875751.4911544772,808420.1890592348
700,1498521.1360829233,2084255.301047307,903614.0357209735
800,1814563.7653058225,2439917.6625688337,1063718.9347667655
900,2021063.1124363686,2678160.0659635207,1187157.4681880812
1000,2313551.9223595527,3128106.0560705815,1374274.0153844566
100,257542.03901429425,320464.25549862377,142190.2083890204
200,495870.47944170045,655416.4171060182,283602.64182854834
300,721015.3349725899,972393.6030032922,412493.9045690554
400,973275.8237288371,1282610.8298779975,556611.7305140332
500,1143891.6475680445,1513746.9799821214,671096.4806446494
600,1339892.956475753,1766602.1853523015,776751.4217715072
700,1561555.432039396,2159495.0059240134,917314.7013988987
800,1822128.0573536295,2501145.4904490374,1077384.1556501235
900,2071304.9290204903,2783958.335936561,1213628.0838431732
1000,2139579.920862443,2883614.4682254526,1275221.562436
