P,n,Paper,Min Time,Time opt,mast
2500,100,98854.73213573819,130959.33026579507,81158.9711499683,1.218038261636795
3200,200,140674.66328661377,187574.95562765427,126147.85095270729,1.1151570337837349
4800,300,179068.6372361523,204296.391652498,142348.1066563424,1.2579629012450502
1700,300,397392.89257984847,553347.5836286355,369517.37226439716,1.0754376449059229
1700,500,639856.9203589368,902365.1466095446,600877.5668310776,1.0648707085761737
1900,200,232918.22212494045,272009.2260891997,212459.5384466649,1.0962944936614905
1100,400,761763.8623753551,908117.7931572436,718663.0535346749,1.0599735976807114
500,1000,4169135.3680949733,4384686.740818558,4093849.1535162446,1.0183900802778882
3900,600,368200.186297445,459173.7990921192,311827.93967793765,1.1807799733331457
2100,100,112588.18111685554,136099.24404916106,96617.8227975813,1.1652941233496108
300,200,1420235.5918225083,1358888.6619952226,1345577.0768288777,1.055484383822574
4100,200,109382.35402609066,138265.46796777463,98456.85928016178,1.1109673295066225
4700,600,302240.7545082072,345913.65959058586,258750.843562544,1.1680764025611805
2800,500,414331.9504756683,611434.6785312622,364818.52271886845,1.1357207067990767
600,700,2413547.5826022397,2635071.137710576,2375402.4162035296,1.0160584017842649
1900,100,117751.41789955605,149998.01082345814,106788.11993416882,1.102664022666058
2200,800,805337.886945283,1194006.416174779,742569.1081251181,1.084529208303113
2300,900,826866.870874213,1197894.743168391,782882.8820201715,1.0561820801861757
1100,300,609558.2025571731,706409.4083449754,571072.302590432,1.0673923420767666
300,500,3522750.0103528136,3526838.377310897,3404972.8787094397,1.0345897414865795
2100,800,853541.1363018191,1232685.0641897288,777929.5418453617,1.097195941777832
2500,800,736327.2328010361,1066165.849831223,653460.8151501039,1.1268116094029255
300,300,2152151.403128846,2168837.2285828516,2093931.776164917,1.0278039750992076
900,400,938962.0339553327,1048651.9855578428,878365.9543201583,1.0689872818238666
1600,600,796032.0000732271,1101441.835765932,760080.602964973,1.0472994534632414
400,500,2625960.6554792756,2704644.6028602375,2553729.6590320794,1.0282845117108337
2800,900,688227.8441161414,1008791.1682832836,643082.3673737124,1.0702017020413714
2700,500,428968.1646946852,667452.3771299461,378330.3198566043,1.1338455898995188
1700,200,252782.0009543894,290837.46648950974,237454.7782639196,1.0645479648905372
4800,600,308672.7893675362,347889.2327279005,253360.20098832433,1.218316010815609
4400,1000,543385.5896129169,648024.3106752986,465210.1310813914,1.1680433277534281
4700,900,436938.1822481557,503498.91475324385,383112.8997119988,1.140494571121514
3600,900,547548.3711098214,819141.5042926557,500175.17462399846,1.0947132102696524
2400,200,184180.97288765537,229609.33704713668,168197.1346036097,1.0950303839700646
100,400,8238830.76371447,7905293.588881423,7905293.588881425,1.0421916240153504
500,400,1657287.7144873873,1687418.0855792493,1581058.717776285,1.04821389354743
2100,400,401956.96874606813,566160.6821675888,376442.5518514964,1.0677777173942784
2200,100,104963.39421461843,139681.46530317672,92226.10357950944,1.1381093870471064
800,200,537913.1220555701,549670.1681457171,504591.40381082916,1.0660370311366487
800,100,291490.76236061513,294733.1980486482,253621.78484365094,1.1493127947991892
800,700,1821174.0080843165,2051654.841226117,1781551.8121526472,1.0222402714652423
2700,1000,829017.6872657695,1186891.4260190672,758120.2136141193,1.0935174559106753
2300,800,775888.2947708959,1114773.1341903335,710283.4947283737,1.0923642468527452
2700,100,89621.88592418839,129392.49320221783,75147.1955092299,1.192617839120565
4100,700,419190.0268150997,561619.3301641118,347619.86578588234,1.2058862800243448
5000,800,421502.76522411883,472076.1113593178,326730.40757505194,1.2900628636081173
100,1000,20947268.954696078,20469245.76758119,20469245.76758122,1.0233532389293962
400,900,4642597.131758616,4676157.167965837,4501576.5716159865,1.0313269268886402
4500,700,395020.3463867263,449272.8374810484,316720.3221604706,1.247221345609089
4400,600,324396.3179359251,378923.9094671083,276392.94653271744,1.1736779899972063
1300,300,512974.1815071492,633155.7346539403,483215.02526882704,1.061585742748306
3300,600,409486.4866895727,616979.1890266291,368523.92871028994,1.111153048114509
2500,200,178264.37731653862,243145.45822290698,161469.24921946533,1.1040144063235577
2000,500,549832.0509614807,799265.786171392,510745.9318064159,1.0765275193026487
4700,400,194824.50802793316,221436.8287462118,168197.73593364735,1.1583063645089127
1800,600,703362.232864732,963774.6504476925,675627.2026355315,1.0410507897269528
3000,500,379659.8758911095,598907.9011530452,340497.2878709439,1.1150158589075432
2200,600,588558.2052489172,889200.6138491549,552785.8930654349,1.064712780539875
100,500,10382641.973426761,10214918.636128323,10214918.63612832,1.0164194491677334
4600,700,388673.1592017643,443334.90740907437,309835.0977656777,1.2544516809251556
3800,500,343734.78264314326,481292.32749398117,268813.6483191662,1.27871030653556
4200,200,106181.2881005109,134075.19140319023,96112.64834491984,1.1047587380950912
4400,500,306909.0710127463,332897.1163546735,232157.24173018904,1.3219879282052858
2600,700,609744.5018750024,934212.3682958111,548169.7883546606,1.1123278130762353
2000,1000,1088906.6298204758,1543499.9196039524,1023462.2883790612,1.063944067294423
500,200,862722.5882721297,830266.9134041626,807346.2460973266,1.06859057367578
4400,400,210833.67940170638,244233.68591517804,179665.76338366873,1.1734772136385265
2200,300,318278.9682882265,469324.58997211343,285536.151295216,1.1146713536779367
4500,100,64435.97121493166,76315.49172865202,45088.317305537945,1.4291056988950297
4800,700,378269.69829122204,421923.9553655582,296925.3020254412,1.2739557582695027
2400,400,357254.20442822843,551611.7114545885,329387.2328700594,1.0846024641433578
400,700,3624875.255440359,3757170.659846347,3563103.6243052944,1.0173364677675094
3300,900,600548.9373745449,869700.0387300117,545645.6450443619,1.1006207835228288
2900,800,653874.3947568852,935772.6894110959,563328.2889225034,1.1607341715566466
1700,600,750538.4574847722,1031625.1830606399,715369.979261151,1.0491612441717835
4800,1000,499499.5468719094,570380.2374799899,426442.6201579421,1.1713171321546356
3200,1000,709307.9933474361,1044866.3570731514,639663.9302369131,1.1088760203889076
2700,200,158317.38699806615,218724.7707569046,149508.5640920975,1.0589185172064284
1100,800,1544796.397218133,1868077.5944959915,1485138.2162502361,1.040170120407059
