regular,Paper,Min Time,Time opt
0,855463,1463874,680994.575741888
0,802973,1462969,665668.3560278681
0,779996,1390512,651305.3816708077
0,882507,1494564,695183.7690020413
0,794606,1428250,661962.9561917708
0,839350,1414112,656760.4495093515
0,868722,1495241,688680.4760887198
0,832823,1486097,682388.2379183229
0,852626,1432214,654464.7830271883
0,849031,1444703,671094.6253296196
0.1,816738,1441959,680994.575741888
0.1,846071,1489747,665668.3560278681
0.1,788832,1403764,651305.3816708077
0.1,835986,1464922,695183.7690020413
0.1,796490,1453058,661962.9561917708
0.1,806339,1443992,656760.4495093515
0.1,823481,1469594,688680.4760887198
0.1,814071,1493818,682388.2379183229
0.1,809494,1409614,654464.7830271883
0.1,841273,1442718,671094.6253296196
0.2,805095,1456501,680994.575741888
0.2,813290,1470466,665668.3560278681
0.2,772895,1427424,651305.3816708077
0.2,865862,1488070,695183.7690020413
0.2,785503,1431465,661962.9561917708
0.2,798634,1402331,656760.4495093515
0.2,814559,1502345,688680.4760887198
0.2,835520,1525184,682388.2379183229
0.2,792576,1412874,654464.7830271883
0.2,847753,1422767,671094.6253296196
0.3,821256,1492553,680994.575741888
0.3,803084,1456477,665668.3560278681
0.3,772759,1418699,651305.3816708077
0.3,835923,1489100,695183.7690020413
0.3,816277,1450538,661962.9561917708
0.3,804882,1425061,656760.4495093515
0.3,832966,1513805,688680.4760887198
0.3,837413,1503415,682388.2379183229
0.3,792430,1438117,654464.7830271883
0.3,841361,1458342,671094.6253296196
0.4,812708,1463405,680994.575741888
0.4,809282,1491322,665668.3560278681
0.4,786802,1390276,651305.3816708077
0.4,834325,1483435,695183.7690020413
0.4,807440,1467436,661962.9561917708
0.4,805023,1420246,656760.4495093515
0.4,827433,1510795,688680.4760887198
0.4,813613,1496086,682388.2379183229
0.4,821486,1407408,654464.7830271883
0.4,820671,1440884,671094.6253296196
0.5,808642,1451433,680994.575741888
0.5,811851,1472105,665668.3560278681
0.5,769725,1419764,651305.3816708077
0.5,847849,1488633,695183.7690020413
0.5,802119,1482886,661962.9561917708
0.5,782096,1399178,656760.4495093515
0.5,837297,1521084,688680.4760887198
0.5,826447,1508888,682388.2379183229
0.5,800348,1423354,654464.7830271883
0.5,829620,1437882,671094.6253296196
0.6,822704,1461755,680994.575741888
0.6,808210,1467473,665668.3560278681
0.6,772855,1419217,651305.3816708077
0.6,824752,1474164,695183.7690020413
0.6,795900,1456501,661962.9561917708
0.6,790524,1411848,656760.4495093515
0.6,833353,1513621,688680.4760887198
0.6,808690,1514640,682388.2379183229
0.6,780892,1393159,654464.7830271883
0.6,807353,1411322,671094.6253296196
0.7,814717,1482246,680994.575741888
0.7,807573,1475575,665668.3560278681
0.7,787699,1395335,651305.3816708077
0.7,832556,1468810,695183.7690020413
0.7,816952,1471594,661962.9561917708
0.7,796798,1431456,656760.4495093515
0.7,815712,1490985,688680.4760887198
0.7,807279,1513486,682388.2379183229
0.7,791824,1420922,654464.7830271883
0.7,832785,1445212,671094.6253296196
0.8,816571,1469604,680994.575741888
0.8,803167,1455390,665668.3560278681
0.8,775435,1391475,651305.3816708077
0.8,834878,1482045,695183.7690020413
0.8,794580,1454626,661962.9561917708
0.8,782504,1401900,656760.4495093515
0.8,813241,1480555,688680.4760887198
0.8,821684,1511315,682388.2379183229
0.8,776922,1418844,654464.7830271883
0.8,846101,1417721,671094.6253296196
0.9,821352,1447425,680994.575741888
0.9,799498,1478899,665668.3560278681
0.9,786114,1412246,651305.3816708077
0.9,832058,1490682,695183.7690020413
0.9,794771,1456599,661962.9561917708
0.9,788393,1426081,656760.4495093515
0.9,819681,1519268,688680.4760887198
0.9,807297,1521615,682388.2379183229
0.9,790561,1428556,654464.7830271883
0.9,821768,1419741,671094.6253296196
1,806860,1465805,680994.575741888
1,813735,1462450,665668.3560278681
1,782185,1374525,651305.3816708077
1,834206,1475016,695183.7690020413
1,794972,1458554,661962.9561917708
1,785976,1398295,656760.4495093515
1,813654,1501505,688680.4760887198
1,806417,1501684,682388.2379183229
1,785344,1422163,654464.7830271883
1,804865,1447495,671094.6253296196
