n,Paper,Min Time,Time opt
100,3234857.8967944016,2606355.061822945,1079723.6792415574
200,4605076.6084731845,3860223.2741592145,1458821.3186898292
300,6440440.596882352,6148043.328740324,2127247.4609801252
400,7135236.500565429,6610830.998350612,2318688.3586312896
500,8440429.144885993,8732607.263446497,2731507.445667894
600,8593332.831141481,11052837.027623735,2831535.6675103214
700,10090564.81926046,13539047.10569809,3236667.6044345642
800,12535768.347635072,17877946.536105763,4104226.6575616333
900,13792392.059169622,19396657.307114378,4525034.604559596
1000,15605448.28614004,20943416.032910515,5148458.703339609
100,1874817.7807786732,1743761.2465573673,592396.3306295157
200,6112378.230155384,5219274.743245773,1957434.7416384663
300,7275009.043090926,6712044.133404098,2367140.849521286
400,8842065.898504678,8044808.1039962005,2870929.862229905
500,8199543.678688314,9308057.754030399,2718915.698283106
600,9995573.633423522,12766020.53377244,3278189.309794822
700,10141161.251944797,12695880.800934043,3264512.8012480508
800,11907298.467981497,15434031.803751007,3944747.8435629765
900,16636645.665707054,22920616.858526476,5470715.611376583
1000,15001945.819281373,19135664.331794392,4930256.764404072
100,1767150.7818735256,1273158.770997997,553503.4531720568
200,4347110.256215247,3792194.9482194018,1390912.6822931762
300,5970645.381486021,5697232.479587533,1936403.216873784
400,7721352.8038989045,8774600.654996118,2522231.2886915826
500,8355646.283240536,8886801.010959623,2723001.5669795102
600,12617195.156831011,12087249.007312072,4110375.017428364
700,11932042.084669296,12803645.305037495,3949027.8075443623
800,12736595.409930855,15293762.715898296,4143146.2030461463
900,14709360.679015482,17516095.58301332,4737655.376702885
1000,17537181.91206238,22019484.7202923,5642269.088843122
100,3063732.3719057944,2185612.010723105,972671.2378176406
200,6882126.983548155,4924578.058716778,2315524.9230190013
300,5616142.922369093,4695688.306543079,1832485.36535629
400,6535344.969277202,6248722.994967454,2089336.5265773719
500,9572544.13714039,10542286.16448692,3142669.1079426724
600,10951604.116687331,11372789.3959629,3606263.367868138
700,13573388.267534768,16602389.49647934,4383308.531263337
800,12379402.239829257,14181884.719657598,4068527.4347248618
900,14059100.930568064,18477759.96817193,4635824.510357467
1000,14978555.244091522,18437847.532664035,4934568.309130408
100,3228886.9961600653,2463883.4227314144,1029539.914417069
200,3454134.4989876165,3926637.136937616,1112234.3469200148
300,6937926.006607845,7463604.134382996,2220235.8751083305
400,6614773.922052138,6796051.071992351,2125698.3362860107
500,8157552.617211771,9382846.433924498,2679601.8410390792
600,10873832.822105365,13099613.406782385,3586587.886616233
700,11360475.216698823,15047320.109758502,3690111.2630933668
800,16534203.811198885,17909230.813158292,5315696.489306995
900,14252966.225620225,19621356.580588236,4654814.691656491
1000,15610875.041529683,22061438.96965442,5040873.36662108
100,2665177.451214991,2347361.561011706,880961.1683245673
200,3458134.478297705,2839099.2925988086,1093498.0015917444
300,6631153.646905467,5734400.569568555,2162696.935477796
400,7342147.581295911,9840496.137796415,2403937.651387354
500,8820254.876951221,8332293.11563252,2895423.382710828
600,11007122.955146484,12571186.205389036,3562888.9414081895
700,11530413.958387967,14025065.207652496,3766720.6220191075
800,12475145.082671814,16089978.81836975,4071040.9442210984
900,14002839.4834404,18198043.385014843,4518121.76291103
1000,14197623.661232745,18452763.1928915,4708842.561350857
100,2327008.8662908454,1942232.7256406741,772360.5321718067
200,4711513.052676874,3397112.8070270484,1486982.8490535303
300,6190984.117626413,6826738.606397397,1974461.3674553274
400,7937392.344475861,7459321.723478441,2613230.537413013
500,8673694.55500945,9560333.529117024,2807507.3294283
600,10548280.464902468,10945169.263206167,3385676.415104532
700,14339773.52843387,16806222.774375312,4726408.046160072
800,12570166.403765004,15242658.850744473,4078950.863728473
900,10887918.18637557,15030936.342596537,3484971.2658623625
1000,16114450.344118048,20513373.33362221,5193135.168889121
100,2830547.3740635035,1987671.1560015727,922100.5029065368
200,4145929.403246558,3358774.8404360665,1343716.9944222036
300,5491890.872302921,5790659.30139312,1791016.2523410537
400,7876465.4141251,9038686.013785722,2532514.502647448
500,9695411.332093978,10476954.120251454,3097935.8836667743
600,11100781.736150322,11334494.16938529,3634056.5363090113
700,11697498.61119905,13518730.921316292,3825664.9794409233
800,10993295.95315428,13239320.369028032,3604753.6651605023
900,14451114.897206843,17239187.527559865,4738202.892276368
1000,15467454.205349362,21847974.554317016,5136179.374925437
100,2073716.7440019404,1309452.799852891,663607.9376548245
200,5689636.03310052,5009307.212569246,1883379.458949216
300,6372054.659260849,6835693.027171446,2042947.916644419
400,7021490.73856824,7520269.465192408,2247459.169733621
500,8832168.404935537,9458654.096560894,2789715.535468213
600,10331485.762710176,11736099.656407565,3400969.428013816
700,11484024.498869848,15003490.272827277,3776110.2701605237
800,10977867.612590287,16579970.350777162,3591744.4337665956
900,12936461.961940652,16817561.57161137,4190266.950907785
1000,17238956.44752506,23519799.337777093,5707263.777720811
100,3209158.0553531586,2399856.1973710055,1052746.6962905277
200,4572251.613933459,4247390.711915896,1546552.0436082871
300,7407491.542330634,7076525.487857418,2368757.1557257185
400,7829738.952107924,8432292.291510126,2521387.6859401213
500,9705130.120102776,10705774.79721238,3212905.019722738
600,9588446.379060073,11365667.61545118,3124196.4644510453
700,14467425.467284905,14854297.693516016,4613103.047090153
800,12928199.17262825,15901942.693981279,4184173.1831389796
900,13924925.345558438,17286143.550174277,4552563.408030332
1000,13507707.280804005,17156667.0107149,4490150.680989324
