p,Paper,Min Time,Time opt
500,2414090.2174986694,2413302.1180649246,2042989.5489081475
1000,1509019.3465948647,1523307.1954763066,1021494.7744540737
1500,1117225.1361215913,1267678.3098284442,680996.5163027159
2000,889560.7802390888,1030917.9083114456,510747.3872270369
2500,699336.6157940032,897664.2054202319,408597.9097816295
3000,602774.2312889631,810607.6324401672,340498.25815135794
3500,502627.98478281096,672624.4727753478,291855.64984402107
4000,408790.4093021316,571853.1559384126,255373.69361351844
4500,362141.89943434385,509909.0871144979,227952.9939118406
5000,333711.5505223169,448191.04678966396,227952.9939118406
500,2333972.5347090685,2319080.469568701,1997010.6237390046
1000,1417918.3832799564,1486208.6929369268,998505.3118695023
1500,1096303.542287765,1173666.373668726,665670.2079130015
2000,870949.729059961,1057499.3455813595,499252.65593475115
2500,686942.2653021083,928722.597997951,399402.12474780093
3000,560444.5940456926,749039.8743204558,332835.10395650077
3500,490101.3450506912,694684.8857476899,285287.2319627149
4000,398793.36109059636,538837.4767949043,249626.32796737558
4500,354832.8397994177,493950.85465877195,221890.06930433385
5000,310380.5221342893,427658.47325116216,199701.06237390047
500,2233666.000639641,2227798.6112794485,1953921.7774714797
1000,1402061.612151358,1448416.2554200483,976960.8887357399
1500,1055499.0457749218,1197791.001311316,651307.2591571598
2000,816569.0947722809,1005231.0022452901,488480.44436786993
2500,651135.4562452077,861216.2275008168,390784.35549429595
3000,529561.0792394864,739897.7995231675,325653.6295785799
3500,458636.8748671494,597250.767749142,279131.6824959257
4000,390653.9030966471,540122.8666707095,244240.22218393497
4500,350705.35000853456,476003.3445968057,217102.4197190533
5000,309250.7734773362,424972.60638957215,195392.17774714797
500,2498020.697563839,2498036.7656190326,2085556.7558312695
1000,1523971.8412025715,1585518.500963995,1042778.3779156348
1500,1130595.498258959,1293227.4372896682,695185.5852770898
2000,831891.1065430398,1107042.6423937546,521389.1889578174
2500,715563.3825212664,935694.2069274035,417111.3511662539
3000,585002.776306724,806491.0033875024,347592.7926385449
3500,509635.79118239257,685125.3960178682,297936.67940446705
4000,433438.1146327622,550607.7642295037,260694.5944789087
4500,398755.41852111934,484681.39132384345,258522.907910979
5000,353585.0890820404,452336.6307523526,258522.907910979
500,2339255.03904462,2336590.4571568593,1985894.3678868609
1000,1419643.8647957796,1478468.0866130667,992947.1839434304
1500,1100247.6673048576,1210588.383710488,661964.7892956203
2000,871591.5146493937,1050455.8945600821,496473.5919717152
2500,724868.5913223401,863284.0652853823,397178.8735773722
3000,592384.523729071,765752.706538957,330982.39464781014
3500,499409.6619087722,652366.8580886265,283699.1954124087
4000,396731.06118320476,536096.3591088401,248236.7959858576
4500,350862.62487400376,465723.341437715,220654.92976520676
5000,320382.2141426053,414696.33324931917,218025.6476195825
500,2287319.923102723,2277817.285453945,1970286.83253386
1000,1393097.0925413216,1418659.8627536884,985143.41626693
1500,1052748.669517513,1158505.9766627778,656762.2775112868
2000,838401.1200065488,1031018.251901541,492571.708133465
2500,677048.590875548,856183.2629754146,394057.36650677206
3000,557685.4836182594,734693.5679666537,328381.1387556434
3500,461536.0482878715,648478.5745778354,281469.54750483716
4000,381376.06438016455,547429.685528902,246285.8540667325
4500,335691.34619522234,456361.50672813924,218920.7591704289
5000,302593.51217499294,402402.3263413969,197028.68325338603
500,2402332.5185067905,2380857.194058224,2066046.8666066553
1000,1510023.2505124044,1508822.9033461064,1033023.4333033276
1500,1140596.8338658912,1227592.8229544694,688682.2888688851
2000,867687.9104125135,1072671.8605506602,516511.7166516638
2500,681980.177848599,898043.6802338174,413209.37332133105
3000,587717.8407769521,813550.7288753148,344341.14443444257
3500,465959.4531363106,669928.0336915575,295149.55237237934
4000,417346.70541277266,551715.1563237907,258255.8583258319
4500,350994.70930454205,485732.38751885295,229560.76295629505
5000,329539.0968566322,427311.3490617227,206604.68666066552
500,2396697.2206940157,2384974.671524006,2047170.1718840974
1000,1450168.0879397355,1476726.14195794,1023585.0859420487
1500,1095409.3358960468,1219028.0683325934,682390.0572946991
2000,893645.5440161848,1046140.8418040611,511792.54297102435
2500,699419.3926053533,883477.204736647,409434.03437681944
3000,580620.2058750539,770778.0119452246,341195.02864734957
3500,474366.32085467747,670418.136221618,292452.8816977282
4000,416815.0800299581,551374.8638020697,255896.27148551217
4500,362393.4916074004,500303.9880417132,227463.35243156637
5000,334333.1165506074,427680.3837494816,204717.01718840972
500,2318210.0102688614,2322342.932830797,1963400.1892987874
1000,1474206.714121695,1499830.846908623,981700.0946493937
1500,1100265.2266487526,1202008.4507917692,654466.7297662625
2000,822421.4260274257,1007460.4284369873,490850.04732469685
2500,720844.950810885,876041.6823409604,392680.0378597575
3000,575855.2487862317,756638.0826481032,327233.36488313123
3500,491930.9863663311,656636.7984782071,280485.7413283982
4000,431396.59779472474,554619.1275619261,245425.02366234842
4500,377002.4598172398,491756.494346063,233255.59371782155
