eval_id,P1,P2,value,global_best_value,global_best_P1,global_best_P2
1,0.4,3.5,3.1489979016434977,3.1489979016434977,0.4,3.5
2,0.9,1.5,4.634500891950382,3.1489979016434977,0.4,3.5
3,0.3,3.0,2.855537386217925,2.855537386217925,0.3,3.0
4,0.1,2.5,3.415502104004159,2.855537386217925,0.3,3.0
5,0.2,3.5,2.800429440764309,2.800429440764309,0.2,3.5
6,0.9,4.0,5.324889190381208,2.800429440764309,0.2,3.5
7,0.2,5.0,3.26518975727191,2.800429440764309,0.2,3.5
8,0.3,3.5,2.983977517174539,2.800429440764309,0.2,3.5
9,0.9,3.0,4.146110969068837,2.800429440764309,0.2,3.5
10,0.1,3.0,3.383869636237649,2.800429440764309,0.2,3.5
11,0.1,4.0,3.362104238200601,2.800429440764309,0.2,3.5
12,0.1,3.5,3.3693554704955573,2.800429440764309,0.2,3.5
13,0.4,1.5,4.634500891950382,2.800429440764309,0.2,3.5
