P,n,Paper,Min Time,Time opt,mtpa
300,100,971256.1914459158,692134.7208722329,676324.7595830691,1.436079601824221
300,100,1062184.956426194,708320.1813862086,660372.9778401948,1.6084621752697374
300,100,1170749.6699870985,718528.3526304454,678287.9602926127,1.7260363422668425
300,100,1057189.686519192,720735.0506386231,678523.9981816225,1.558072653807907
4900,200,115602.41228484777,111010.7546728403,82382.2700099313,1.4032438323308127
300,100,1190786.782689979,701526.0408838555,696079.4643997771,1.7107052335135091
3200,200,167713.91049123567,184510.18209823736,126147.85095270729,1.3295027162540523
300,100,1185313.8329964427,641781.8182384024,614923.8920349259,1.927578109014376
300,100,1192265.1586697772,718406.2090666876,678903.829991927,1.756162074802192
300,100,1182720.488562544,671845.7604286299,662906.8832070059,1.7841427182665353
300,600,4459389.994870875,4148263.3222021344,4053763.2158131893,1.1000617839432234
3200,200,197305.03345601153,242910.65907513475,134203.11770530834,1.4701970925091796
300,100,1028617.9247747462,651030.5507982328,628969.2522897491,1.6354025590759558
1200,600,1107203.896248147,1298837.0522919858,1013440.8039532973,1.0925195550929983
4000,400,246598.20005069333,313390.3910859346,197632.33972203563,1.247762387459091
300,100,1109930.868882201,767908.3212922727,710949.1481564087,1.5611958629677074
4900,200,156333.217069374,161344.25040991165,115155.9162563489,1.3575786824652605
3200,200,199867.8724170421,249017.00881689345,137362.30372257222,1.4550416453462447
300,600,4431961.343343001,4229359.127866136,4077147.1849470837,1.087025104147797
300,700,5095853.633645279,4910791.046839189,4750804.832407059,1.0726295466579705
4000,400,249017.13566527911,299746.55047204817,190320.66977027335,1.3084082562648365
3200,200,205224.73464156044,294524.0434879099,154125.95210631838,1.3315391200308262
1200,600,1075576.4598139361,1389746.7908080972,1019286.7962367709,1.055224558764999
3600,400,275550.76170273166,385594.5926709569,219591.4885800396,1.2548335251267961
300,600,4252125.23852468,4008870.359173614,3860325.03517347,1.1014940969429543
3200,200,202072.9567369888,252960.52722334152,112828.85828240226,1.7909687274439592
3700,800,525178.2037396434,735900.7664483888,441527.5778041242,1.18945730717783
1400,1000,1550916.7376325526,1966725.621644589,1462088.9833986587,1.060754000093354
