P,n,Paper,Min Time,Time opt,mtpa
500,100,570374.0654299479,424865.1370379471,405794.8557498415,1.4055724397392653
500,100,629855.5444658655,463095.28988708626,396223.7867041169,1.5896459667531642
3900,100,84556.8209127654,94636.80175755038,52024.98150638994,1.6253118879509791
5000,100,70685.4000147447,65814.904469397,42511.79157511906,1.6627245617217141
500,100,702449.8019922591,473503.7455159682,406972.77617556765,1.7260363422668423
3900,200,139232.4964431387,168190.2657056717,103505.92898683675,1.345164453920755
500,100,635108.3063181575,457377.5076647395,407114.3989089735,1.5600241799852455
3900,100,111074.16366234579,93697.4605775848,82739.16147748545,1.3424618001787547
800,300,982787.8427936898,926585.6988772833,785224.416061844,1.2516012272296508
400,400,2360174.0153100854,2073140.75663903,1976323.3972203562,1.194224598377778
5000,100,100994.72941544467,83523.06513773878,82739.16147748545,1.2206399921387507
500,100,686785.0606690496,434655.5240897565,417647.6786398663,1.6444124935775304
3900,100,92820.05627398627,131483.67724324198,54290.25884700422,1.7097000133221534
5000,100,77157.95457904268,66149.50082523013,54290.25884700422,1.4212117646460682
3900,200,181290.42466931895,191782.77354326812,115155.9162563489,1.5743040441426202
800,300,965790.827400248,897396.8992457067,745549.8356840875,1.2954074713383525
3400,200,164472.36592432458,178360.81036719537,118727.3891319598,1.3852942200347842
400,400,2233779.0637194607,2003348.346726019,1903206.6977027336,1.1736923090990299
500,100,715016.0102836072,412514.8204835174,368954.33522095555,1.9379525920339324
3900,100,106992.10704418336,108873.45281465753,70156.3045836674,1.525053345941078
3000,300,271419.32291820087,355600.38757756253,209393.1776164917,1.2962185588267419
600,600,2222715.296802481,2236588.647951862,2026881.6079065946,1.0966182179225297
3400,200,192881.23885436845,247428.07062178687,126308.8166638196,1.5270607701736003
500,100,715327.2663552507,474626.8720154078,407342.2979951562,1.756083936963887
5000,100,96330.45491936871,85389.14702896988,70156.3045836674,1.3730833670762461
500,100,708896.0399736771,407662.51230667875,397744.12992420356,1.782291645910069
800,300,996092.1505754398,926024.7185804764,790103.2343339735,1.2607113947775535
3900,100,89842.45985183868,87649.20482244255,53544.57418459824,1.677900351622953
500,100,617170.7548648478,405590.33933063847,377381.55137384945,1.635402559075956
5000,100,71503.43267755586,59249.28535632773,43958.40781420668,1.626615617648623
400,400,2187732.272809924,2088818.9040925696,1976948.732082911,1.10662064084228
3900,200,184440.00414501692,216651.47382518335,137320.72161632078,1.3431330827138324
3400,200,198114.38520762208,273716.4284484286,137320.72161632078,1.4427129633148963
500,100,659529.2259924174,492523.7392742522,426569.4888938452,1.5461237691956584
1100,600,1212519.208251602,1408246.5884754986,1105571.7861308698,1.0967349415590755
3000,300,275250.76907926553,366066.3244283254,198813.28951575665,1.3844686627824794
800,300,899151.0359507134,899854.0065436885,744009.8850900114,1.2085202817458975
2800,600,473931.6414724756,737493.611141073,434331.7731228417,1.0911742377604825
600,100,474594.39244414435,363135.4493910661,338162.37979153456,1.4034511844183124
2200,600,610127.1483639937,863681.4618351096,552785.8930654349,1.1037314012855448
3900,100,115064.54527673844,99235.32392217638,67742.26274582943,1.6985636530693304
5000,100,101051.8755550942,84791.77274747445,67742.26274582943,1.4917109564858089
600,100,534443.7763256389,389004.7717477214,330186.4889200974,1.6186118883107
800,300,939733.1452586486,914087.9332482766,756642.653966138,1.2419774913994002
3900,200,190354.00023364366,223337.69677726566,153927.43410024705,1.2366476537877802
600,100,585374.8349935493,406588.207047443,339143.98014630633,1.7260363422668425
600,600,2208221.6068343567,2308711.6059404006,2038573.5924735419,1.0832189796763576
5000,100,118807.57183581087,111743.15446131895,96621.71431835281,1.2296156477244782
3900,100,128866.55890785818,134531.42111212868,96621.71431835281,1.3337225469138734
400,400,2306170.486866843,2045761.3173915215,1951848.6419912141,1.1815314145025921
600,100,524277.92868806387,412044.694377845,339261.99909081124,1.5453482267188106
5000,100,79713.89151240051,66874.81284802673,50459.111537190256,1.579771999228492
600,100,572320.8838908747,364764.2870355769,348039.73219988856,1.6444124935775306
3900,100,97420.95555289777,83823.39486896877,50992.837169769686,1.9104831376327551
3900,200,178698.6000917057,189470.7461994098,112828.85828240226,1.5838022542463062
800,300,874748.0918346624,836086.5171442972,683057.2983495939,1.2806364765419134
600,100,592656.9164982213,356111.39480174065,307461.94601746293,1.927578109014376
400,400,2397544.677814174,2234084.038570563,2076195.5264696907,1.1547778844755037
3900,100,91680.79955954601,109728.3424177715,54138.05797390288,1.693463027501661
600,100,596106.0552960422,404254.2268984213,339451.91499596345,1.756083936963887
3400,200,200331.81832486458,311493.48885546357,154040.8405168634,1.30051107000376
