P,n,Paper,Min Time,Time opt,mtpa
300,200,1450095.5042631943,1358888.6619952226,1345577.0768288777,1.0776755410255912
2100,100,107784.31553032256,146191.87317231504,96617.8227975813,1.115573839374704
2200,200,196227.90910224873,264350.56993536477,183487.78320393787,1.069433101625904
300,200,1531922.0671720437,1477274.3043509838,1431499.9221899556,1.0701516943350293
100,500,10525736.821323829,10214918.636128323,10214918.63612832,1.0304278669529683
4500,200,98448.0441505281,130647.59140259873,89705.13845525852,1.09746270777599
300,200,1462631.4815096427,1425748.8703763764,1353930.2813691243,1.0802856702714392
2100,100,122806.98256699456,182169.84027932968,94338.99683431353,1.3017626505259434
2100,100,114839.77789084883,192319.53703667078,96898.28004180182,1.1851580630874672
300,200,1453247.036935091,1450671.1542035749,1369567.9149102308,1.0610989211369959
2200,200,222104.17661236238,322518.1908326967,195204.53484408485,1.1378023404515833
300,200,1253246.662234545,1247764.200957948,1185785.1301919143,1.0568918687922089
100,500,10247962.113576563,9985025.340418018,9985025.340418022,1.02633311025203
2100,100,118856.95338670655,176901.0240271478,96931.99974023178,1.226189016065195
300,200,1428873.48699113,1316313.9425837956,1288690.0866561602,1.1087797615474113
4500,200,144802.9837954905,167889.665117913,115155.9162563489,1.257451536168964
300,200,1382614.653581266,1329833.6415248183,1316282.2744100273,1.0503937342778316
2100,100,109853.82777313385,140535.9943617365,99439.92348568245,1.1047255862877934
2200,200,229908.0010806108,340960.2161832899,184626.85655033507,1.2452576259831984
1800,300,375377.4079251122,512828.0203434244,348988.6293608195,1.0756150096139931
3200,300,237555.46742000137,345919.2480923484,196306.104015461,1.2101277676077336
300,200,1532512.395889759,1508738.4064206078,1444386.097875774,1.0610129785544118
100,500,10176978.521659533,9769580.72506212,9769580.725062115,1.041700642848706
2100,100,133302.14227913003,147231.5882117218,87846.2702907037,1.5174479444375075
2200,400,393826.8143112009,589576.4032464031,359331.52676733746,1.095998499920656
300,200,1402242.5042154074,1356248.585530825,1337023.7404434013,1.0487790618814123
2100,100,141468.0437603223,201879.27971219484,96986.26142741814,1.4586400349723048
2200,200,225406.44423631858,400641.05717783625,186759.2611241224,1.2069358321486976
300,200,1501868.0006618372,1482731.7102346995,1418009.510629458,1.0591381717850075
1800,300,357927.025951657,512845.338479423,331355.48252626107,1.0801904444822035
4500,200,161658.6779306386,175856.07277402128,137320.72161632078,1.1772344044500362
100,500,10743769.198028078,10427756.53503062,10427756.535030618,1.0303049521664471
2100,100,108503.08985467054,144782.40327224365,94700.98331528656,1.1457440678670974
2400,700,653647.2035881724,966360.3200465527,593850.6040508824,1.1006930011174436
2300,700,682217.2673833119,975904.1932970138,619670.1955313554,1.1009360661574557
2100,100,106264.88278513208,154330.56792593695,89852.75032710702,1.1826558719491285
300,800,5540591.270891493,5596474.943727361,5445506.792917532,1.0174610888554265
2200,200,196583.13116931843,296560.50802171865,161697.9722988974,1.215742710773986
3200,300,236032.53756953715,340923.61565703095,186387.45892102187,1.2663541792774342
4500,200,173770.14953255444,187989.96633036,153927.2635835206,1.1289107951839028
100,500,10319022.236983823,9929444.34287657,9929444.342876563,1.0392346117924258
2100,100,128589.33134642437,238464.12424498372,101653.04462974092,1.264982586746867
2200,200,211760.8513608905,282410.6931911293,175730.46636220365,1.2050320911595573
1800,300,384425.2486415389,523753.23789865995,351156.99303732155,1.0947389807517847
2900,600,461027.9152188661,695771.9269803981,419354.81542895065,1.0993743204004673
100,500,10154429.925524851,9851406.742640283,9851406.742640272,1.0307593819645058
4500,200,135152.53940257168,139927.3719130681,112828.85828240226,1.1978543562347757
2200,400,380660.505052257,524181.2591880035,346037.581400497,1.1000553856365332
2200,200,209467.76757208852,262702.6886598475,179493.03741954916,1.166996617715461
1700,300,412325.61344520777,519294.7668280158,369517.37226439716,1.1158490625717603
100,500,10520721.521518793,10330207.141330782,10330207.141330797,1.0184424549848332
3800,900,518427.9608783413,755906.8857398329,473850.1654332617,1.0940757199152187
2200,200,233236.6953834133,332810.6137174259,196961.7406194237,1.1841725943825878
4500,200,122987.9302333024,143822.80722583807,89579.42667687622,1.3729483966997766
3900,900,518784.8662409184,748877.2697582718,461700.1611913832,1.123640210352607
1800,300,365599.033471318,511908.38218204223,330671.0600400051,1.105627548498158
3200,300,224612.67553019995,348564.55618723424,197525.80858349337,1.1371307736490397
2400,700,642302.9749684768,1000897.705748282,589168.1382145174,1.0901862020491897
100,500,10751192.57579078,10235823.568774838,10235823.568774844,1.050349539883445
1700,300,387149.5511452473,513290.4635390301,350846.9814983941,1.1034712326490954
2200,200,201295.73887349947,293015.4388053715,182321.41915137292,1.10407071100282
1500,900,1263849.2047184617,1628705.6099216547,1200420.4190975963,1.0528388093136132
4500,1000,527360.7449226064,614618.852299695,454872.1281684716,1.159360427393096
2300,700,661248.9553185488,1043637.7653895547,614784.1442238443,1.0755790654838142
4500,200,111923.99099060641,125827.82267030663,87752.15162733514,1.2754558026784797
100,500,9989811.109007325,9816971.745407827,9816971.745407823,1.017606179184569
2200,200,220309.15980260872,362053.39532873215,193364.93326765334,1.1393439134988324
1700,300,407532.83348416357,532616.5943171965,371813.2867453993,1.0960685053819053
2200,400,390285.87235452986,578084.0749560692,359445.2240150747,1.085800690283095
300,800,5558775.959547644,5659028.438300755,5475482.250257278,1.0152121229662376
1800,300,366320.63544241124,542842.5674589315,336285.62398495025,1.089313991783381
100,500,10497406.41412183,10066419.379944282,10066419.379944293,1.0428143332708957
4500,200,142812.758782122,161285.29910923462,115640.3076979828,1.2349738739463176
