density,Paper,Min Time,Time opt
0.1,1039173.6934558409,1039192.0996806351,680996.5163027159
0.2,1012742.7571715611,1012761.1633963553,680996.5163027159
0.3,996275.6336137196,996294.0398385138,680996.5163027159
0.4,993893.6249544743,993907.7939766737,680996.5163027159
0.5,1009177.2001393859,1009191.3691615853,680996.5163027159
0.6,984884.0620924226,984872.4147005118,680996.5163027159
0.7,978761.7030397587,978780.109264553,680996.5163027159
0.8,941093.4529487184,941111.8591735127,680996.5163027159
0.9,990923.871466313,990934.9193781604,680996.5163027159
1,968560.614648383,968574.7836705825,680996.5163027159
0.1,931536.40634223,931535.241695838,665670.2079130015
0.2,972312.6948998428,972316.1716026216,665670.2079130015
0.3,863928.8948058902,863932.371508669,665670.2079130015
0.4,941503.8047642658,941502.6401178738,665670.2079130015
0.5,922334.4444552849,922333.2798088929,665670.2079130015
0.6,935222.7181130665,935226.1948158453,665670.2079130015
0.7,908120.7339916294,908119.5693452375,665670.2079130015
0.8,909919.8292994362,909923.306002215,665670.2079130015
0.9,928268.5924818167,928272.0691845955,665670.2079130015
1,888768.6713183364,888767.5066719444,665670.2079130015
0.1,924610.161737937,924615.308637308,651307.2591571598
0.2,894264.2896737399,911350.3526109651,651307.2591571598
0.3,885582.2752621215,885579.6542279739,651307.2591571598
0.4,913106.3145902129,913103.6935560652,651307.2591571598
0.5,916769.0043689784,916774.1512683494,651307.2591571598
0.6,896265.9561589672,896271.1030583382,651307.2591571598
0.7,894278.3515529373,894283.4984523082,651307.2591571598
0.8,880931.2054116927,880936.3523110637,651307.2591571598
0.9,869940.0359375117,869945.1828368825,651307.2591571598
1,874043.8856626757,874049.0325620467,651307.2591571598
0.1,1129475.9445395472,1129475.9445395472,695185.5852770898
0.2,1066532.9330481477,1066532.9330481477,695185.5852770898
0.3,1090217.053267598,1090217.053267598,695185.5852770898
0.4,1074571.7788576542,1074571.7788576542,695185.5852770898
0.5,1029451.7213916773,1029451.7213916773,695185.5852770898
0.6,1073365.2113624646,1073365.2113624646,695185.5852770898
0.7,1056659.9866702566,1056659.9866702566,695185.5852770898
0.8,1041676.7402513158,1041676.7402513158,695185.5852770898
0.9,1027465.1686616119,1027465.1686616119,695185.5852770898
1,999746.7135699554,999746.7135699554,695185.5852770898
0.1,980580.9430530802,987010.255750494,661964.7892956203
0.2,929487.1570787393,929482.5559566723,661964.7892956203
0.3,954168.0666796942,954163.4655576274,661964.7892956203
0.4,935456.1146205709,935451.5134985041,661964.7892956203
0.5,964010.8117101797,964006.2105881126,661964.7892956203
0.6,945145.132916692,945160.8557738424,661964.7892956203
0.7,967439.1303404663,967454.8531976168,661964.7892956203
0.8,945712.1291967728,945727.8520539233,661964.7892956203
0.9,914095.099151238,910331.6523065711,661964.7892956203
1,949811.0290343722,949806.4279123051,661964.7892956203
0.1,926935.8576292541,926935.8576292541,656762.2775112868
0.2,921945.0904500068,921945.0904500068,656762.2775112868
0.3,900278.4219782846,900278.4219782846,656762.2775112868
0.4,911897.332505109,911884.5350261654,656762.2775112868
0.5,884107.4464742058,884094.6489952622,656762.2775112868
0.6,931030.4676370124,931045.2159615166,656762.2775112868
0.7,911503.521204606,911503.521204606,656762.2775112868
0.8,872256.2619843993,872256.2619843993,656762.2775112868
0.9,925640.0400591756,925654.7883836798,656762.2775112868
1,886857.340023589,886857.340023589,656762.2775112868
0.1,1023081.3510380039,1023081.3510380039,688682.2888688851
0.2,1019475.6086800721,1019475.6086800721,688682.2888688851
0.3,990323.1552877262,990323.1552877262,688682.2888688851
0.4,987554.5082756567,987548.7789243059,688682.2888688851
0.5,970377.6828237062,970385.014775123,688682.2888688851
0.6,946724.8807819934,946724.8807819934,688682.2888688851
0.7,966178.0412070695,966172.3118557188,688682.2888688851
0.8,977370.5348701699,977370.5348701699,688682.2888688851
0.9,954135.094957804,954135.094957804,688682.2888688851
1,934344.3046693746,934344.3046693746,688682.2888688851
0.1,975094.9427356507,975089.7605264486,682390.0572946991
0.2,944490.9140222868,944485.7318130847,682390.0572946991
0.3,937024.0316678623,937018.8494586602,682390.0572946991
0.4,960135.2253277632,960130.0431185612,682390.0572946991
0.5,969013.3021724828,969008.119963281,682390.0572946991
0.6,924003.8003506538,925073.245737048,682390.0572946991
0.7,911181.1646029715,911175.9823937694,682390.0572946991
0.8,939521.78160077,939516.5993915679,682390.0572946991
0.9,958950.1734589415,955847.1259620348,682390.0572946991
1,910958.6562984681,910953.474089266,682390.0572946991
0.1,1000516.7866079811,1000503.0775693563,654466.7297662625
0.2,975381.3627789302,975403.2539209829,654466.7297662625
0.3,996860.8775368617,996858.5065519068,654466.7297662625
0.4,958111.5143257234,958152.3202919605,654466.7297662625
0.5,976159.5388518777,965774.8411742225,654466.7297662625
0.6,973122.6459435278,973113.7879323598,654466.7297662625
0.7,945585.5076833995,945600.911799239,654466.7297662625
0.8,949060.6932041909,949076.0973200304,654466.7297662625
0.9,923669.2621333938,923691.1532754465,654466.7297662625
1,931120.9350367415,931142.8261787941,654466.7297662625
0.1,1154436.355016539,1154436.355016539,671096.4806446494
0.2,1161211.5560206058,1161211.5560206058,671096.4806446494
0.3,1117999.1896583182,1117999.1896583182,671096.4806446494
0.4,1022198.6317096545,1022198.6317096545,671096.4806446494
0.5,1136696.16528626,1136696.16528626,671096.4806446494
0.6,1062880.1619012454,1062880.1619012454,671096.4806446494
0.7,1067943.7521146475,1067943.7521146475,671096.4806446494
0.8,1096876.3174865758,1096876.3174865758,671096.4806446494
0.9,1020863.0295777548,1020863.0295777548,671096.4806446494
1,1081598.6204062528,1081598.6204062528,671096.4806446494
