=== START Bayesian-like search (NO repeats) ===
Grid size: 861 total combos
Initial random evals: 20, Max evals: 100, kappa=1.0

Completed computation for 1 (mu,beta):(0.36, 1.0) model:Roofline P:4096 n:600 
Completed computation for 2 (mu,beta):(0.36, 1.0) model:Roofline P:256 n:400 
Completed computation for 3 (mu,beta):(0.36, 1.0) model:Roofline P:8192 n:800 
Completed computation for 4 (mu,beta):(0.36, 1.0) model:Roofline P:128 n:1000 
Completed computation for 5 (mu,beta):(0.36, 1.0) model:Roofline P:2048 n:600 
Completed computation for 6 (mu,beta):(0.36, 1.0) model:Roofline P:256 n:900 
Completed computation for 7 (mu,beta):(0.36, 1.0) model:Roofline P:256 n:100 
Completed computation for 8 (mu,beta):(0.36, 1.0) model:Roofline P:4096 n:300 
Completed computation for 9 (mu,beta):(0.36, 1.0) model:Roofline P:256 n:200 
Completed computation for 10 (mu,beta):(0.36, 1.0) model:Roofline P:2048 n:400 
Completed computation for 11 (mu,beta):(0.36, 1.0) model:Roofline P:8192 n:1000 
Completed computation for 12 (mu,beta):(0.36, 1.0) model:Roofline P:1024 n:500 
Completed computation for 13 (mu,beta):(0.36, 1.0) model:Roofline P:256 n:600 
Completed computation for 14 (mu,beta):(0.36, 1.0) model:Roofline P:8192 n:900 
Completed computation for 15 (mu,beta):(0.36, 1.0) model:Roofline P:8192 n:700 
Completed computation for 16 (mu,beta):(0.36, 1.0) model:Roofline P:256 n:1000 
Completed computation for 17 (mu,beta):(0.36, 1.0) model:Roofline P:8192 n:900 
Completed computation for 18 (mu,beta):(0.36, 1.0) model:Roofline P:2048 n:700 
Completed computation for 19 (mu,beta):(0.36, 1.0) model:Roofline P:1024 n:600 
Completed computation for 20 (mu,beta):(0.36, 1.0) model:Roofline P:4096 n:1000 
Completed computation for 21 (mu,beta):(0.36, 1.0) model:Roofline P:2048 n:200 
Completed computation for 22 (mu,beta):(0.36, 1.0) model:Roofline P:512 n:800 
Completed computation for 23 (mu,beta):(0.36, 1.0) model:Roofline P:128 n:200 
Completed computation for 24 (mu,beta):(0.36, 1.0) model:Roofline P:2048 n:800 
Completed computation for 25 (mu,beta):(0.36, 1.0) model:Roofline P:512 n:100 
Completed computation for 26 (mu,beta):(0.36, 1.0) model:Roofline P:1024 n:100 
Completed computation for 27 (mu,beta):(0.36, 1.0) model:Roofline P:512 n:900 
Completed computation for 28 (mu,beta):(0.36, 1.0) model:Roofline P:256 n:800 
Completed computation for 29 (mu,beta):(0.36, 1.0) model:Roofline P:1024 n:100 
Completed computation for 30 (mu,beta):(0.36, 1.0) model:Roofline P:1024 n:700 
Completed computation for 31 (mu,beta):(0.36, 1.0) model:Roofline P:256 n:300 
Completed computation for 32 (mu,beta):(0.36, 1.0) model:Roofline P:1024 n:600 
Completed computation for 33 (mu,beta):(0.36, 1.0) model:Roofline P:8192 n:200 
Completed computation for 34 (mu,beta):(0.36, 1.0) model:Roofline P:1024 n:300 
Completed computation for 35 (mu,beta):(0.36, 1.0) model:Roofline P:4096 n:900 
Completed computation for 36 (mu,beta):(0.36, 1.0) model:Roofline P:512 n:900 
Completed computation for 37 (mu,beta):(0.36, 1.0) model:Roofline P:4096 n:100 
Completed computation for 38 (mu,beta):(0.36, 1.0) model:Roofline P:8192 n:700 
Completed computation for 39 (mu,beta):(0.36, 1.0) model:Roofline P:1024 n:400 
Completed computation for 40 (mu,beta):(0.36, 1.0) model:Roofline P:256 n:700 
Completed computation for 41 (mu,beta):(0.36, 1.0) model:Roofline P:256 n:400 
Completed computation for 42 (mu,beta):(0.36, 1.0) model:Roofline P:512 n:500 
Completed computation for 43 (mu,beta):(0.36, 1.0) model:Roofline P:256 n:900 
Completed computation for 44 (mu,beta):(0.36, 1.0) model:Roofline P:8192 n:500 
Completed computation for 45 (mu,beta):(0.36, 1.0) model:Roofline P:8192 n:300 
Completed computation for 46 (mu,beta):(0.36, 1.0) model:Roofline P:1024 n:800 
Completed computation for 47 (mu,beta):(0.36, 1.0) model:Roofline P:4096 n:800 
Completed computation for 48 (mu,beta):(0.36, 1.0) model:Roofline P:4096 n:800 
Completed computation for 49 (mu,beta):(0.36, 1.0) model:Roofline P:8192 n:500 
Completed computation for 50 (mu,beta):(0.36, 1.0) model:Roofline P:4096 n:700 
Completed computation for 51 (mu,beta):(0.36, 1.0) model:Roofline P:4096 n:800 
Completed computation for 52 (mu,beta):(0.36, 1.0) model:Roofline P:4096 n:100 
Completed computation for 53 (mu,beta):(0.36, 1.0) model:Roofline P:8192 n:600 
Completed computation for 54 (mu,beta):(0.36, 1.0) model:Roofline P:8192 n:800 
Completed computation for 55 (mu,beta):(0.36, 1.0) model:Roofline P:512 n:300 
Completed computation for 56 (mu,beta):(0.36, 1.0) model:Roofline P:256 n:100 
Completed computation for 57 (mu,beta):(0.36, 1.0) model:Roofline P:128 n:600 
Completed computation for 58 (mu,beta):(0.36, 1.0) model:Roofline P:2048 n:900 
Completed computation for 59 (mu,beta):(0.36, 1.0) model:Roofline P:8192 n:1000 
Completed computation for 60 (mu,beta):(0.36, 1.0) model:Roofline P:4096 n:300 
Completed computation for 61 (mu,beta):(0.36, 1.0) model:Roofline P:256 n:500 
Completed computation for 62 (mu,beta):(0.36, 1.0) model:Roofline P:256 n:700 
Completed computation for 63 (mu,beta):(0.36, 1.0) model:Roofline P:128 n:500 
Completed computation for 64 (mu,beta):(0.36, 1.0) model:Roofline P:2048 n:700 
Completed computation for 65 (mu,beta):(0.36, 1.0) model:Roofline P:128 n:800 
Completed computation for 66 (mu,beta):(0.36, 1.0) model:Roofline P:512 n:300 
Completed computation for 67 (mu,beta):(0.36, 1.0) model:Roofline P:4096 n:200 
Completed computation for 68 (mu,beta):(0.36, 1.0) model:Roofline P:4096 n:500 
Completed computation for 69 (mu,beta):(0.36, 1.0) model:Roofline P:8192 n:1000 
Completed computation for 70 (mu,beta):(0.36, 1.0) model:Roofline P:128 n:900 
Completed computation for 71 (mu,beta):(0.36, 1.0) model:Roofline P:4096 n:300 
Completed computation for 72 (mu,beta):(0.36, 1.0) model:Roofline P:4096 n:400 
Completed computation for 73 (mu,beta):(0.36, 1.0) model:Roofline P:128 n:900 
Completed computation for 74 (mu,beta):(0.36, 1.0) model:Roofline P:1024 n:400 
Completed computation for 75 (mu,beta):(0.36, 1.0) model:Roofline P:8192 n:600 
Completed computation for 76 (mu,beta):(0.36, 1.0) model:Roofline P:128 n:400 
Completed computation for 77 (mu,beta):(0.36, 1.0) model:Roofline P:4096 n:700 
Completed computation for 78 (mu,beta):(0.36, 1.0) model:Roofline P:8192 n:500 
Completed computation for 79 (mu,beta):(0.36, 1.0) model:Roofline P:256 n:900 
Completed computation for 80 (mu,beta):(0.36, 1.0) model:Roofline P:8192 n:1000 
Completed computation for 81 (mu,beta):(0.36, 1.0) model:Roofline P:8192 n:600 
Completed computation for 82 (mu,beta):(0.36, 1.0) model:Roofline P:4096 n:900 
Completed computation for 83 (mu,beta):(0.36, 1.0) model:Roofline P:8192 n:700 
Completed computation for 84 (mu,beta):(0.36, 1.0) model:Roofline P:128 n:300 
Completed computation for 85 (mu,beta):(0.36, 1.0) model:Roofline P:4096 n:700 
Completed computation for 86 (mu,beta):(0.36, 1.0) model:Roofline P:256 n:100 
Completed computation for 87 (mu,beta):(0.36, 1.0) model:Roofline P:2048 n:500 
Completed computation for 88 (mu,beta):(0.36, 1.0) model:Roofline P:512 n:600 
Completed computation for 89 (mu,beta):(0.36, 1.0) model:Roofline P:512 n:500 
Completed computation for 90 (mu,beta):(0.36, 1.0) model:Roofline P:512 n:400 
Completed computation for 91 (mu,beta):(0.36, 1.0) model:Roofline P:8192 n:1000 
Completed computation for 92 (mu,beta):(0.36, 1.0) model:Roofline P:128 n:600 
Completed computation for 93 (mu,beta):(0.36, 1.0) model:Roofline P:2048 n:800 
Completed computation for 94 (mu,beta):(0.36, 1.0) model:Roofline P:8192 n:200 
Completed computation for 95 (mu,beta):(0.36, 1.0) model:Roofline P:512 n:400 
Completed computation for 96 (mu,beta):(0.36, 1.0) model:Roofline P:1024 n:300 
Completed computation for 97 (mu,beta):(0.36, 1.0) model:Roofline P:1024 n:800 
Completed computation for 98 (mu,beta):(0.36, 1.0) model:Roofline P:1024 n:100 
Completed computation for 99 (mu,beta):(0.36, 1.0) model:Roofline P:2048 n:200 
Completed computation for 100 (mu,beta):(0.36, 1.0) model:Roofline P:256 n:100 
Completed computation for 101 (mu,beta):(0.36, 1.0) model:Roofline P:1024 n:700 
Completed computation for 102 (mu,beta):(0.36, 1.0) model:Roofline P:4096 n:800 
Completed computation for 103 (mu,beta):(0.36, 1.0) model:Roofline P:4096 n:800 
Completed computation for 104 (mu,beta):(0.36, 1.0) model:Roofline P:8192 n:1000 
Completed computation for 105 (mu,beta):(0.36, 1.0) model:Roofline P:8192 n:700 
Completed computation for 106 (mu,beta):(0.36, 1.0) model:Roofline P:8192 n:1000 
Completed computation for 107 (mu,beta):(0.36, 1.0) model:Roofline P:4096 n:900 
Completed computation for 108 (mu,beta):(0.36, 1.0) model:Roofline P:512 n:700 
Completed computation for 109 (mu,beta):(0.36, 1.0) model:Roofline P:1024 n:200 
Completed computation for 110 (mu,beta):(0.36, 1.0) model:Roofline P:4096 n:700 
Completed computation for 111 (mu,beta):(0.36, 1.0) model:Roofline P:2048 n:700 
Completed computation for 112 (mu,beta):(0.36, 1.0) model:Roofline P:8192 n:300 
Completed computation for 113 (mu,beta):(0.36, 1.0) model:Roofline P:8192 n:500 
Completed computation for 114 (mu,beta):(0.36, 1.0) model:Roofline P:8192 n:700 
Completed computation for 115 (mu,beta):(0.36, 1.0) model:Roofline P:256 n:1000 
Completed computation for 116 (mu,beta):(0.36, 1.0) model:Roofline P:2048 n:100 
Completed computation for 117 (mu,beta):(0.36, 1.0) model:Roofline P:4096 n:700 
Completed computation for 118 (mu,beta):(0.36, 1.0) model:Roofline P:1024 n:800 
Completed computation for 119 (mu,beta):(0.36, 1.0) model:Roofline P:1024 n:400 
Completed computation for 120 (mu,beta):(0.36, 1.0) model:Roofline P:256 n:100 
Completed computation for 121 (mu,beta):(0.36, 1.0) model:Roofline P:128 n:900 
Completed computation for 122 (mu,beta):(0.36, 1.0) model:Roofline P:512 n:900 
Completed computation for 123 (mu,beta):(0.36, 1.0) model:Roofline P:4096 n:1000 
Completed computation for 124 (mu,beta):(0.36, 1.0) model:Roofline P:8192 n:300 
Completed computation for 125 (mu,beta):(0.36, 1.0) model:Roofline P:512 n:500 
Completed computation for 126 (mu,beta):(0.36, 1.0) model:Roofline P:128 n:800 
Completed computation for 127 (mu,beta):(0.36, 1.0) model:Roofline P:128 n:100 
Completed computation for 128 (mu,beta):(0.36, 1.0) model:Roofline P:2048 n:200 
Completed computation for 129 (mu,beta):(0.36, 1.0) model:Roofline P:4096 n:500 
Completed computation for 130 (mu,beta):(0.36, 1.0) model:Roofline P:128 n:400 
Completed computation for 131 (mu,beta):(0.36, 1.0) model:Roofline P:1024 n:700 
Completed computation for 132 (mu,beta):(0.36, 1.0) model:Roofline P:128 n:300 
Completed computation for 133 (mu,beta):(0.36, 1.0) model:Roofline P:4096 n:500 
Completed computation for 134 (mu,beta):(0.36, 1.0) model:Roofline P:256 n:500 
Completed computation for 135 (mu,beta):(0.36, 1.0) model:Roofline P:512 n:500 
Completed computation for 136 (mu,beta):(0.36, 1.0) model:Roofline P:128 n:800 
Completed computation for 137 (mu,beta):(0.36, 1.0) model:Roofline P:128 n:400 
Completed computation for 138 (mu,beta):(0.36, 1.0) model:Roofline P:2048 n:600 
Completed computation for 139 (mu,beta):(0.36, 1.0) model:Roofline P:4096 n:100 
Completed computation for 140 (mu,beta):(0.36, 1.0) model:Roofline P:256 n:900 
Completed computation for 141 (mu,beta):(0.36, 1.0) model:Roofline P:2048 n:500 
Completed computation for 142 (mu,beta):(0.36, 1.0) model:Roofline P:1024 n:500 
Completed computation for 143 (mu,beta):(0.36, 1.0) model:Roofline P:128 n:200 
Completed computation for 144 (mu,beta):(0.36, 1.0) model:Roofline P:8192 n:200 
Completed computation for 145 (mu,beta):(0.36, 1.0) model:Roofline P:2048 n:800 
Completed computation for 146 (mu,beta):(0.36, 1.0) model:Roofline P:512 n:800 
Completed computation for 147 (mu,beta):(0.36, 1.0) model:Roofline P:512 n:800 
Completed computation for 148 (mu,beta):(0.36, 1.0) model:Roofline P:1024 n:600 
Completed computation for 149 (mu,beta):(0.36, 1.0) model:Roofline P:128 n:200 
Completed computation for 150 (mu,beta):(0.36, 1.0) model:Roofline P:2048 n:600 
Completed computation for 151 (mu,beta):(0.36, 1.0) model:Roofline P:8192 n:500 
Completed computation for 152 (mu,beta):(0.36, 1.0) model:Roofline P:512 n:300 
Completed computation for 153 (mu,beta):(0.36, 1.0) model:Roofline P:512 n:600 
Completed computation for 154 (mu,beta):(0.36, 1.0) model:Roofline P:4096 n:300 
Completed computation for 155 (mu,beta):(0.36, 1.0) model:Roofline P:2048 n:200 
Completed computation for 156 (mu,beta):(0.36, 1.0) model:Roofline P:512 n:800 
Completed computation for 157 (mu,beta):(0.36, 1.0) model:Roofline P:128 n:500 
Completed computation for 158 (mu,beta):(0.36, 1.0) model:Roofline P:4096 n:600 
Completed computation for 159 (mu,beta):(0.36, 1.0) model:Roofline P:8192 n:400 
Completed computation for 160 (mu,beta):(0.36, 1.0) model:Roofline P:256 n:100 
Completed computation for 161 (mu,beta):(0.36, 1.0) model:Roofline P:2048 n:1000 
Completed computation for 162 (mu,beta):(0.36, 1.0) model:Roofline P:2048 n:500 
Completed computation for 163 (mu,beta):(0.36, 1.0) model:Roofline P:2048 n:1000 
Completed computation for 164 (mu,beta):(0.36, 1.0) model:Roofline P:1024 n:600 
Completed computation for 165 (mu,beta):(0.36, 1.0) model:Roofline P:1024 n:800 
Completed computation for 166 (mu,beta):(0.36, 1.0) model:Roofline P:128 n:200 
Completed computation for 167 (mu,beta):(0.36, 1.0) model:Roofline P:512 n:100 
Completed computation for 168 (mu,beta):(0.36, 1.0) model:Roofline P:4096 n:900 
Completed computation for 169 (mu,beta):(0.36, 1.0) model:Roofline P:8192 n:900 
Completed computation for 170 (mu,beta):(0.36, 1.0) model:Roofline P:8192 n:300 
Completed computation for 171 (mu,beta):(0.36, 1.0) model:Roofline P:4096 n:1000 
Completed computation for 172 (mu,beta):(0.36, 1.0) model:Roofline P:128 n:200 
Completed computation for 173 (mu,beta):(0.36, 1.0) model:Roofline P:4096 n:200 
Completed computation for 174 (mu,beta):(0.36, 1.0) model:Roofline P:8192 n:600 
Completed computation for 175 (mu,beta):(0.36, 1.0) model:Roofline P:4096 n:800 
Completed computation for 176 (mu,beta):(0.36, 1.0) model:Roofline P:2048 n:500 
Completed computation for 177 (mu,beta):(0.36, 1.0) model:Roofline P:128 n:300 
Completed computation for 178 (mu,beta):(0.36, 1.0) model:Roofline P:128 n:100 
Completed computation for 179 (mu,beta):(0.36, 1.0) model:Roofline P:128 n:400 
Completed computation for 180 (mu,beta):(0.36, 1.0) model:Roofline P:4096 n:1000 
Completed computation for 181 (mu,beta):(0.36, 1.0) model:Roofline P:2048 n:800 
Completed computation for 182 (mu,beta):(0.36, 1.0) model:Roofline P:2048 n:100 
Completed computation for 183 (mu,beta):(0.36, 1.0) model:Roofline P:128 n:900 
Completed computation for 184 (mu,beta):(0.36, 1.0) model:Roofline P:8192 n:700 
Completed computation for 185 (mu,beta):(0.36, 1.0) model:Roofline P:1024 n:700 
Completed computation for 186 (mu,beta):(0.36, 1.0) model:Roofline P:512 n:700 
Completed computation for 187 (mu,beta):(0.36, 1.0) model:Roofline P:8192 n:1000 
Completed computation for 188 (mu,beta):(0.36, 1.0) model:Roofline P:8192 n:1000 
Completed computation for 189 (mu,beta):(0.36, 1.0) model:Roofline P:1024 n:100 
Completed computation for 190 (mu,beta):(0.36, 1.0) model:Roofline P:8192 n:1000 
Completed computation for 191 (mu,beta):(0.36, 1.0) model:Roofline P:4096 n:900 
Completed computation for 192 (mu,beta):(0.36, 1.0) model:Roofline P:8192 n:600 
Completed computation for 193 (mu,beta):(0.36, 1.0) model:Roofline P:8192 n:1000 
