regular,Paper,Min Time,Time opt
0.1,850003.3449117864,980940.4956024779,680994.5757418879
0.2,846589.5069812683,987235.6654429006,680994.5757418879
0.3,849506.6476980291,989032.4196265251,680994.5757418879
0.4,853487.4943125009,970492.443962762,680994.5757418879
0.5,851188.0920886818,1023697.8572522625,680994.5757418879
0.6,847814.2310263262,966698.1314190982,680994.5757418879
0.7,844485.546326265,1011689.3509135499,680994.5757418879
0.8,845219.3965717655,1032493.6263453179,680994.5757418879
0.9,844325.1973363921,983937.2212480163,680994.5757418879
1,851636.162034004,984160.3662504755,680994.5757418879
0.1,846823.526658959,890819.910309294,665668.3560278681
0.2,851240.5470707332,897068.0571276138,665668.3560278681
0.3,844647.5623468588,899648.2128947261,665668.3560278681
0.4,861316.9010165638,911031.6442498092,665668.3560278681
0.5,853427.4151588262,910804.5235024678,665668.3560278681
0.6,845301.920868704,951325.9734312203,665668.3560278681
0.7,848229.6492038756,933775.8427007319,665668.3560278681
0.8,852670.9942804312,903003.5908135406,665668.3560278681
0.9,852167.2621441928,896106.309957607,665668.3560278681
1,850987.8078072588,923747.9853723301,665668.3560278681
0.1,825993.3334727156,888145.0804367403,651305.3816708076
0.2,824898.5036547123,861650.6710675358,651305.3816708076
0.3,832978.2990819673,919542.8204990022,651305.3816708076
0.4,827623.9702251785,895476.2184089198,651305.3816708076
0.5,829914.7335563388,862132.9508893613,651305.3816708076
0.6,823655.3211202826,915203.4391535854,651305.3816708076
0.7,825147.6180118038,886197.9887823053,651305.3816708076
0.8,825931.0915433659,876254.5014893217,651305.3816708076
0.9,823811.033710655,883034.5705684958,651305.3816708076
1,822608.8095013648,915103.2144140684,651305.3816708076
0.1,846152.3010289444,1022842.4849122697,695183.7690020413
0.2,841377.151962591,1089291.5102392724,695183.7690020413
0.3,847382.6462541939,1079639.6781097741,695183.7690020413
0.4,845618.1458633918,1031836.066104536,695183.7690020413
0.5,860670.799803445,1096935.2996226223,695183.7690020413
0.6,840139.3656378705,1058055.2424464226,695183.7690020413
0.7,869369.0256381073,1031438.0999080704,695183.7690020413
0.8,859444.4887383973,1114926.163696653,695183.7690020413
0.9,848442.659691654,1060654.2088884306,695183.7690020413
1,877903.3038033587,1056498.4531752004,695183.7690020413
0.1,841789.9837625539,968276.3028127467,661962.9561917708
0.2,831147.0747363548,946792.5146224826,661962.9561917708
0.3,824294.2297800694,952454.1930157956,661962.9561917708
0.4,823628.3920487503,978053.605054195,661962.9561917708
0.5,834324.9846298897,956671.679813177,661962.9561917708
0.6,834124.6246296989,983534.3691217357,661962.9561917708
0.7,830972.9843984037,958708.1772744826,661962.9561917708
0.8,816843.6791739559,977548.3956807622,661962.9561917708
0.9,821378.6042957744,992278.678535503,661962.9561917708
1,833351.5997582182,972382.4708232182,661962.9561917708
0.1,831735.6484341024,923438.8434951957,656760.4495093515
0.2,822857.7470941128,908827.8376702425,656760.4495093515
0.3,825826.897412877,927611.2828170187,656760.4495093515
0.4,831034.183228883,925910.1759643785,656760.4495093515
0.5,832330.4828782917,942165.3947241261,656760.4495093515
0.6,831505.8365076488,918333.0808445084,656760.4495093515
0.7,822005.6761282422,904693.1825766853,656760.4495093515
0.8,826674.9574387681,905641.8430165933,656760.4495093515
0.9,819290.6409560798,908328.0695981657,656760.4495093515
1,816270.5779012858,950731.9172010281,656760.4495093515
0.1,872574.7172354584,964743.4619125306,688680.4760887198
0.2,854525.8286932805,960815.2416958356,688680.4760887198
0.3,861114.1609176955,957406.5542452801,688680.4760887198
0.4,869997.5450097884,991473.4093797212,688680.4760887198
0.5,868543.2354684016,1001296.3469354138,688680.4760887198
0.6,861259.5529707198,984263.9834687718,688680.4760887198
0.7,856234.6447330795,1001948.0531184535,688680.4760887198
0.8,879302.4784645914,971959.9659192769,688680.4760887198
0.9,866352.871717901,1016786.1083530937,688680.4760887198
1,869383.8163203831,986057.6362043128,688680.4760887198
0.1,853281.0446351076,932438.236466429,682388.2379183229
0.2,863310.2013202166,956282.9526371404,682388.2379183229
0.3,851012.1657527807,965703.0127753178,682388.2379183229
0.4,861182.9695482668,959219.8069483767,682388.2379183229
0.5,850006.094500173,965840.2958694682,682388.2379183229
0.6,862056.0982370772,954141.2563505283,682388.2379183229
0.7,851582.0095487353,926353.2479196894,682388.2379183229
0.8,855434.0045600733,996733.3976072068,682388.2379183229
0.9,856987.2006350964,919416.390435062,682388.2379183229
1,850964.4420211082,978635.98376687,682388.2379183229
0.1,825747.8643441569,920573.5314704573,654464.7830271883
0.2,835572.4227601178,937161.216967836,654464.7830271883
0.3,817989.3712880473,944349.5934503416,654464.7830271883
0.4,810477.8693172492,975584.5993497744,654464.7830271883
0.5,831628.5143400896,955610.1257842362,654464.7830271883
0.6,811200.6104410002,956652.4018683083,654464.7830271883
0.7,816228.7794763341,945457.8203663266,654464.7830271883
0.8,819497.5978787991,962468.8273590846,654464.7830271883
0.9,831127.5934173057,982165.2383724081,654464.7830271883
1,816551.7071336964,943233.2268357151,654464.7830271883
0.1,826976.3556666973,1078616.4727714239,671094.6253296195
0.2,838496.1503890076,1063316.6648416817,671094.6253296195
0.3,840455.583359273,1066858.7392172145,671094.6253296195
0.4,843981.341485072,1047798.5856999495,671094.6253296195
0.5,851202.5263180635,1142463.139647715,671094.6253296195
0.6,855311.6925800008,1056233.7463508768,671094.6253296195
0.7,839160.1322429208,1067850.0281645667,671094.6253296195
0.8,840750.5606835872,1078324.0687055434,671094.6253296195
0.9,825901.6011929177,1128970.9135822067,671094.6253296195
1,849251.2340593006,1058129.5643414923,671094.6253296195
