p,Paper,Min Time,Time opt
500,7649907.089163407,10083853.769583108,2453098.0706650885
1000,7442334.250692543,9070418.889980651,2393337.0387256565
1500,7376813.553933118,8732607.263446497,2373416.6947458466
2000,7354760.322452231,8563701.45017942,2363456.522755941
2500,7329579.812751147,8462357.962219177,2357480.4195619975
3000,7328738.662021897,8394795.636912344,2353496.3507660357
3500,7320496.513782306,8346536.833121757,2350650.5873403484
4000,7315928.495507072,8310342.730278812,2348516.2647710824
4500,7316818.2049608715,8282191.761400958,2346856.236106098
5000,7308174.736383726,8259670.986298686,2345528.213174111
500,8613005.680302707,10627863.592973396,2756483.5018340815
1000,8272779.070034755,9638009.213766156,2696956.9313544724
1500,8126086.496593239,9308057.754030406,2677114.741194604
2000,8064647.113909019,9143082.024162536,2667193.6461146683
2500,8054743.921787218,9044096.586241815,2661247.6073144386
3000,8044838.510663156,8978106.294294666,2657291.3976617362
3500,8042366.899334472,8930970.371475277,2654465.5336240926
4000,8037671.05620593,8895618.429360736,2652346.135595859
4500,8035680.410078619,8868122.47438275,2650697.714907233
5000,8035420.686302714,8846125.710400369,2649378.978356332
500,8235018.536728764,10178423.788138071,2600466.683149136
1000,7925179.870953202,9209706.705254227,2547107.2213907638
1500,7748544.704102309,8886801.01095962,2529867.2056780555
2000,7684130.677380565,8725348.163812306,2521388.0965036675
2500,7658029.5859487755,8628476.45552393,2516300.630999036
3000,7648746.148225819,8563895.316665,2512908.9873292805
3500,7644209.108570096,8517765.931765769,2510486.3847080283
4000,7636937.093472176,8483168.893091355,2508669.432742087
4500,7573203.307099317,8456260.085233469,2507256.2478796896
5000,7573602.709913741,8434733.038947154,2506125.699989771
500,10007056.694789235,11919515.473811239,3269508.337406044
1000,9857491.185445132,10886593.491818003,3215466.146271094
1500,9780055.477737695,10542286.164486919,3199005.1734100496
2000,9760854.36874225,10370132.500821374,3190909.3345875624
2500,9739662.904225307,10266840.30262205,3186051.83129407
3000,9739958.841154184,10197978.837155832,3182813.4957650737
3500,9736604.485761806,10148792.076108545,3180500.3989586495
4000,9733391.687772296,10111902.005323064,3178765.576353831
4500,9731719.555677198,10083209.728045488,3177416.2698834157
5000,9729914.69317441,10060255.906223394,3176336.8247070834
500,8558732.912217908,10695136.744603258,2827083.702177847
1000,8401620.1593935,9710919.011594195,2766203.6218668055
1500,8374296.989332351,9382846.433924492,2745910.261763125
2000,8320312.831294435,9218810.145089649,2735763.581711285
2500,8313423.861981343,9120388.371788748,2729675.573680181
3000,8307684.142195714,9054773.856254801,2725616.9016594444
3500,8267598.9376185285,9007906.34515914,2722717.850216062
4000,8265568.858845619,8972755.711837381,2720543.5616335245
4500,8256582.280961475,8945416.330364907,2718852.4482915513
5000,8255743.393767566,8923544.825186932,2717499.5576179726
500,10059687.765604159,9635573.143849188,3272789.8696683515
1000,9883614.062304782,8658113.122686693,3211205.330287286
1500,9817399.827608656,8332293.115632521,3190677.150493598
2000,9697567.097684015,8169383.112105435,3180413.0605967534
2500,9684132.041596754,8071637.109989186,3174254.606658647
3000,9675678.595628573,8006473.1085783485,3170148.9706999096
3500,9663152.341248425,7959927.393284893,3167216.373586525
4000,9662309.913799917,7925018.106814812,3165016.925751487
4500,9661332.258362658,7897866.439560295,3163306.2441020133
5000,9660166.693195347,7876145.105756688,3161937.6987824338
500,9105026.594356077,10925857.719382476,2909590.874839308
1000,8798625.271731803,9901714.576683382,2851786.461487115
1500,8768543.562635155,9560333.529117022,2833764.46908562
2000,8753353.224988269,9389643.005333839,2824753.472884873
2500,8706101.82495286,9287228.691063927,2819346.875164425
3000,8704159.203905126,9218952.481550647,2815742.4766841256
3500,8698966.623512773,9170183.760469738,2813167.9063410545
4000,8700000.681948768,9133607.219659058,2811236.9785837517
4500,8695113.946671052,9105158.799028527,2809735.145883628
5000,8693452.882451825,9082400.062524106,2808533.6797235273
500,9362547.202134363,11828662.462822815,3006692.4990372113
1000,9127584.08016528,10814881.205894303,2942961.782602274
1500,9020514.24585718,10476954.120251447,2922235.284848058
2000,8990450.682611922,10307990.577430038,2911872.0359709514
2500,8970058.113918878,10206612.451737193,2905654.0866446863
3000,8957103.45884485,10139027.034608627,2901508.7870938433
3500,8950930.80181149,10090751.736659637,2898547.858843242
4000,8949914.77824343,10054545.263197903,2896327.1626552898
4500,8945459.34594522,10026384.672727663,2894599.954509105
5000,8943745.771578351,10003856.200351477,2893218.1879921574
500,9870230.844561411,10755836.912363732,3113659.638425094
1000,9627478.62176352,9782949.8005116,3052182.751741772
1500,9576824.019841205,9458654.096560894,3031695.308714151
2000,9380617.15672064,9296506.244585527,3021451.5872003403
2500,9369570.71252471,9199217.533400329,3015305.3542920537
3000,9349867.601501165,9134358.39261019,3011207.8656865293
3500,9345233.503761053,9088030.434902946,3008281.0881111557
4000,9343154.597476188,9053284.466622505,3006086.004929625
4500,9340851.101221837,9026259.824626615,3004378.7180106565
5000,9338100.504805075,9004640.111029902,3003012.8884754814
500,10924323.042597769,12034575.548642943,3619090.200291997
1000,10751385.571831618,11037974.985070016,3563110.8413524786
1500,10702277.445983026,10705774.79721238,3544451.0550393066
2000,10690755.501359113,10539674.70328355,3535121.161882719
2500,10682242.658778943,10440014.646926269,3529523.225988768
3000,10673490.996739041,10373574.609354721,3525791.2687261333
3500,10672002.744477136,10326117.439660769,3523125.5849671084
4000,10675143.369657151,10290524.562390326,3521126.32214784
4500,10673554.149051791,10262841.213402176,3519571.339955076
5000,10668807.957227606,10240694.534211684,3518327.3542008647
