p,Paper,Min Time,Time opt
500,6700875,10084099,2453098.0706650885
500,6936489,10628117,2756483.5018340815
500,6700382,10178671,2600466.683149136
500,7725632,11919764,3269508.337406044
500,7003890,10695379,2827083.702177847
500,6559693,9635812,3272789.8696683515
500,7129446,10926085,2909590.874839308
500,7561483,11828917,3006692.4990372113
500,6960767,10756084,3113659.638425094
500,7749065,12034824,3619090.200291997
500,7949361,12584191,3246343.096881002
500,7477479,11602147,3407278.485912073
500,6734481,10274478,2623442.5729273246
500,7306983,11464811,2798402.957879804
500,7163429,10960695,2762485.977478094
500,6952448,10725062,3141279.594868862
500,7688558,12105782,3365561.06246656
500,7860884,12380427,3354366.7855156744
500,7130648,10787576,2628696.124964251
500,8020662,12848727,3518984.104528248
500,6665100,10249453,2916350.3777640667
500,7536759,11729085,3187921.3561850153
500,8398524,13275137,3381784.832115914
500,6968338,10480293,2996434.5556023554
500,6962705,10475149,3249896.593917647
500,7082541,10696707,2719691.611185384
500,7494409,11668012,2997386.9395922925
500,7868986,12289921,3548796.4326655907
500,7833030,12250335,3172949.28497129
500,6769151,10120743,2736541.9654893833
1000,5388822,9070662,2393337.0387256565
1000,5646540,9638255,2696956.9313544724
1000,5542343,9209956,2547107.2213907638
1000,6459180,10886849,3215466.146271094
1000,5713410,9711166,2766203.6218668055
1000,5295348,8658364,3211205.330287286
1000,5794451,9901970,2851786.461487115
1000,6231615,10815140,2942961.782602274
1000,5692257,9783204,3052182.751741772
1000,6499814,11038215,3563110.8413524786
1000,6615903,11562779,3181076.6498416164
1000,6174400,10577332,3343376.8438233314
1000,5526305,9310103,2569847.692026553
1000,6043670,10492898,2734395.0181936985
1000,5872524,9948903,2697477.552695491
1000,5710142,9760982,3086296.2431316115
1000,6424206,11099422,3306169.4111935752
1000,6580366,11375859,3293113.0913193314
1000,5754350,9737887,2559758.9608567934
1000,6733532,11863047,3459348.95027298
1000,5420440,9297308,2854950.9095959226
1000,6194232,10703306,3131674.3201989313
1000,7114226,12258749,3324767.693321773
1000,5712918,9543259,2937881.128910184
1000,5764075,9489879,3193328.6313560447
1000,5796515,9702591,2662986.3269256246
1000,6187710,10657604,2937181.007786313
1000,6503672,11260658,3488621.36595303
1000,6542348,11256932,3111202.6941872295
1000,5387183,9065795,2682735.8072986016
1500,4942112,8732862,2373416.6947458466
1500,5215611,9308307,2677114.741194604
1500,5095279,8887051,2529867.2056780555
1500,6032414,10542539,3199005.1734100496
1500,5291891,9383096,2745910.261763125
1500,4901764,8332544,3190677.150493598
1500,5349868,9560579,2833764.46908562
1500,5793347,10477204,2922235.284848058
1500,5273515,9458910,3031695.308714151
1500,6149605,10706024,3544451.0550393066
1500,6182292,11222302,3159321.167495155
1500,5734189,10235725,3322486.5945965904
1500,5100535,8988649,2552841.208066106
1500,5623152,10168916,2713105.5553486133
1500,5506595,9611635,2675808.0777679565
1500,5311460,9439614,3068419.871064995
1500,6054654,10763977,3286372.1941025797
1500,6143878,11041016,3272695.193253883
1500,5290893,9387986,2537360.217357279
1500,6384686,11534488,3439541.3360892716
1500,5010576,8979934,2834484.4202065407
1500,5779804,10361387,3112925.308203569
1500,6664387,11919939,3305761.980390393
1500,5298648,9230930,2918795.0476303967
1500,5401017,9161463,3174715.646767389
1500,5370225,9371202,2644442.396284743
1500,5753847,10320805,2917112.3638509875
1500,6052960,10917568,3468563.010382176
1500,6111317,10925801,3090620.4972592103
1500,4940653,8714170,2664800.421235007
2000,4740732,8563947,2363456.522755941
2000,4995513,9143332,2667193.6461146683
2000,4938445,8725595,2521388.0965036675
2000,5822499,10370380,3190909.3345875624
2000,5061078,9219049,2735763.581711285
2000,4713759,8169632,3180413.0605967534
2000,5118866,9389893,2824753.472884873
2000,5588618,10308240,2911872.0359709514
2000,5066393,9296767,3021451.5872003403
2000,5966930,10539925,3535121.161882719
2000,6052057,11052064,3148443.4263219247
2000,5503904,10064921,3313039.8456076835
2000,4922306,8827905,2544337.966085882
2000,5410716,10006935,2702960.087624032
2000,5299241,9443020,2664973.3403041903
2000,5141881,9278927,3059481.685031686
2000,5833753,10596263,3276473.5855570827
2000,5946945,10873580,3262486.2442211597
2000,5036776,9213031,2526665.4564848086
2000,6114909,11370228,3429637.528997418
2000,4796918,8821250,2824251.17551185
2000,5563617,10190405,3103550.8022058886
2000,6489043,11750547,3296259.123924702
2000,5094018,9074754,2909252.006990504
2000,5207885,8997243,3165619.0946111404
2000,5163848,9205537,2635170.430964303
2000,5533284,10152398,2907078.0418833233
2000,5820298,10746016,3458533.832596749
2000,5899963,10760245,3080329.3987952005
2000,4751725,8538336,2655832.7282032096
2500,4613083,8462605,2357480.4195619975
2500,4862003,9044349,2661247.6073144386
2500,4825439,8628717,2516300.630999036
2500,5695927,10267092,3186051.83129407
2500,4943099,9120636,2729675.573680181
2500,4589949,8071887,3174254.606658647
2500,4996785,9287475,2819346.875164425
2500,5481464,10206862,2905654.0866446863
2500,4941729,9199476,3015305.3542920537
2500,5853413,10440266,3529523.225988768
2500,5918635,10949920,3141916.781617986
2500,5370887,9962435,3307371.7962143384
2500,4820170,8731471,2539236.0208977475
2500,5281525,9909753,2697134.9493661355
2500,5179716,9341835,2658472.49782593
2500,4986978,9182523,3054118.7734117014
2500,5709168,10495623,3270534.420429784
2500,5798990,10773116,3256360.874801526
2500,4898585,9108062,2520419.0150179444
2500,5986231,11271632,3423695.244742305
2500,4672098,8726036,2818199.325528295
2500,5484992,10087835,3097926.0986072803
2500,6345278,11648903,3290557.4100452885
2500,4987901,8981057,2903526.182606567
2500,5105919,8898717,3160161.163317391
2500,5033148,9106117,2629607.251772038
2500,5401919,10051353,2901057.4487027265
2500,5680641,10643096,3452516.325925493
2500,5773973,10660892,3074154.7397167934
2500,4636956,8432843,2650452.1123841316
3000,4529310,8395047,2353496.3507660357
3000,4776994,8978366,2657291.3976617362
3000,4731521,8564156,2512908.9873292805
3000,5611247,10198227,3182813.4957650737
3000,4866277,9055024,2725616.9016594444
3000,4514203,8006727,3170148.9706999096
3000,4907761,9219199,2815742.4766841256
3000,5400581,10139285,2901508.7870938433
3000,4915740,9134605,3011207.8656865293
3000,5776060,10373828,3525791.2687261333
3000,5832209,10881838,3137565.685148693
3000,5281510,9894121,3303593.0966187753
3000,4741386,8667184,2535834.724105658
3000,5197137,9844942,2693253.2831181334
3000,5107207,9274388,2654138.602840423
3000,4930671,9118253,3050543.4989983784
3000,5629769,10428534,3266574.977011585
3000,5711247,10706137,3252277.295188435
3000,4813412,9038074,2516290.339825082
3000,5904069,11205936,3419733.721905564
3000,4588107,8662543,2814291.7275593835
3000,5367736,10019443,3094176.2962082075
3000,6262652,11581144,3286756.2674590116
3000,4920215,8918584,2899708.96635061
3000,5035476,8833043,3156522.542454892
3000,4946775,9039837,2625898.465643862
3000,5273236,9983979,2897043.71991566
3000,5595986,10574474,3448504.6548113227
3000,5681728,10594682,3070038.3003311898
3000,4547737,8362513,2646865.035171413
3500,4430845,8346785,2350650.5873403484
3500,4711160,8931224,2654465.5336240926
3500,4691772,8518017,2510486.3847080283
3500,5452189,10149044,3180500.3989586495
3500,4806025,9008144,2722717.850216062
3500,4460110,7960188,3167216.373586525
3500,4857503,9170426,2813167.9063410545
3500,5343981,10090996,2898547.858843242
3500,4851087,9088275,3008281.0881111557
3500,5722636,10326354,3523125.5849671084
3500,5772713,10833203,3134457.7590991994
3500,5225200,9845322,3300894.0254790867
3500,4683634,8621261,2533405.2263970226
3500,5136824,9798669,2690498.39590348
3500,5058363,9226206,2651140.0992412185
3500,4896287,9072345,3047989.73156029
3500,5511494,10380607,3263746.803141443
3500,5648152,10658313,3249360.452607657
3500,4749308,8988096,2513341.2861158964
3500,5847355,11159003,3416904.0627364633
3500,4529575,8617204,2811500.586153019
3500,5322059,9970590,3091497.865923156
3500,6203618,11532749,3284041.1656116727
3500,4871486,8873988,2896982.3833106407
3500,4983977,8786120,3153923.527553106
3500,4885701,8992513,2623249.332695164
3500,5250595,9935867,2894176.7707820423
3500,5538812,10525457,3445639.175444057
3500,5618699,10547375,3067097.98648433
3500,4484372,8312277,2644302.837162328
4000,4384525,8310584,2348516.2647710824
4000,4668153,8895859,2652346.135595859
4000,4649417,8483420,2508669.432742087
4000,5404496,10112142,3178765.576353831
4000,4759666,8973004,2720543.5616335245
4000,4420223,7925258,3165016.925751487
4000,4798596,9133851,2811236.9785837517
4000,5301676,10054799,2896327.1626552898
4000,4814950,9053534,3006086.004929625
4000,5682209,10290769,3521126.32214784
4000,5713814,10796733,3132126.8145620776
4000,5177805,9808729,3298869.722124321
4000,4615675,8586814,2531583.103115546
4000,5091729,9763947,2688441.644850483
4000,5036708,9190075,2648956.417345507
4000,4854408,9037912,3046074.405981724
4000,5465007,10344660,3261625.672738836
4000,5600158,10622438,3247172.820672073
4000,4701070,8950612,2511129.495834006
4000,5869596,11123791,3414781.8183596367
4000,4485038,8583215,2809407.2300982457
4000,5274257,9933972,3089489.0432093684
4000,6159184,11496451,3282004.8392261667
