p,Paper,Min Time,Time opt
500,2453394,3311549,2042983.7272256638
500,2397373,3268610,1997005.0680836043
500,2344738,3150768,1953916.145012423
500,2497227,3312504,2085551.3070061237
500,2380553,3138688,1985888.8685753127
500,2360479,3152375,1970281.3485280548
500,2478429,3256920,2066041.4282661595
500,2456720,3228865,2047164.713754969
500,2355657,3200183,1963394.349081565
500,2423483,3176017,2013283.8759888588
500,2469717,3241788,2063904.597524966
500,2483529,3262803,2068742.929375801
500,2336581,3170974,1945458.6267477018
500,2343991,3158773,1962878.4381096812
500,2441408,3286271,2041451.749211288
500,2349618,3161279,1945763.4906939706
500,2445407,3245951,2032897.4680707518
500,2426080,3261755,2029873.3281392083
500,2529560,3348257,2116763.430968627
500,2394705,3250450,1993096.111178889
500,2304619,3116471,1920957.829413861
500,2484021,3247837,2070923.1544611936
500,2468706,3255431,2055268.8285403266
500,2277666,3015459,1891243.2323263306
500,2392954,3198949,1987537.1953701966
500,2422941,3269704,2005643.8684135952
500,2452624,3351380,2040129.670592762
500,2484501,3278498,2079014.344546595
500,2394144,3172846,2007297.6628828784
500,2534457,3364828,2125891.7174108736
1000,1415278,2136691,1021491.8636128319
1000,1400379,2160330,998502.5340418022
1000,1362832,2059668,976958.0725062115
1000,1440752,2105950,1042775.6535030619
1000,1375247,2079009,992944.4342876563
1000,1363489,2097032,985140.6742640274
1000,1404298,2169869,1033020.7141330797
1000,1415461,2135351,1023582.3568774845
1000,1382911,2066454,981697.1745407825
1000,1375814,2057211,1006641.9379944294
1000,1419017,2187127,1031952.298762483
1000,1419496,2158026,1034371.4646879005
1000,1371913,2050191,972729.3133738509
1000,1360863,2054167,981439.2190548406
1000,1416311,2156267,1020725.874605644
1000,1340005,2016514,972881.7453469853
1000,1398192,2145248,1016448.7340353759
1000,1405145,2153295,1014936.6640696041
1000,1446011,2215902,1058381.7154843134
1000,1397934,2056231,996548.0555894445
1000,1335132,1990022,960478.9147069305
1000,1432766,2215316,1035461.5772305968
1000,1431366,2136382,1027634.4142701633
1000,1313485,2035071,945621.6161631653
1000,1362329,2089522,993768.5976850983
1000,1408443,2149478,1002821.9342067976
1000,1420161,2160330,1020064.835296381
1000,1426443,2168952,1039507.1722732974
1000,1381495,2044295,1003648.8314414392
1000,1460299,2228060,1062945.8587054368
1500,1092836,1474762,680994.575741888
1500,1067317,1502502,665668.3560278681
1500,1045706,1405905,651305.3816708077
1500,1082526,1482464,695183.7690020413
1500,1038940,1450487,661962.9561917708
1500,1045566,1432607,656760.4495093515
1500,1068489,1525927,688680.4760887198
1500,1081545,1514451,682388.2379183229
1500,1054340,1438300,654464.7830271883
1500,1037354,1423232,671094.6253296196
1500,1073419,1494655,687968.1991749887
1500,1084599,1504269,689580.9764586004
1500,1048178,1432603,648486.2089159007
1500,1034205,1427687,654292.812703227
1500,1091614,1466848,680483.9164037626
1500,1025085,1411237,648587.8302313236
1500,1052978,1478751,677632.4893569172
1500,1078810,1517151,676624.4427130695
1500,1094711,1513814,705587.8103228756
1500,1062726,1433918,664365.370392963
1500,1019753,1401608,640319.276471287
1500,1086285,1509752,690307.7181537312
1500,1081464,1480516,685089.6095134421
1500,995263,1396276,630414.4107754435
1500,1047489,1446036,662512.3984567322
1500,1068296,1478696,668547.9561378651
1500,1069238,1468762,680043.2235309207
1500,1073797,1528810,693004.7815155316
1500,1039040,1438755,669099.2209609596
1500,1119137,1519974,708630.5724702912
2000,869717,1089841,510745.93180641596
2000,873161,1104330,499251.2670209011
2000,847866,1034271,488479.03625310573
2000,876456,1104826,521387.8267515309
2000,850876,1066550,496472.21714382817
2000,850660,1080631,492570.3371320137
2000,889140,1114556,516510.3570665399
2000,871550,1113907,511791.17843874224
2000,842137,1060582,490848.58727039123
2000,855374,1051348,503320.9689972147
2000,888645,1127240,515976.1493812415
2000,897074,1125762,517185.73234395025
2000,840861,1047207,486364.65668692545
2000,843509,1069489,490719.6095274203
2000,903273,1076956,510362.937302822
2000,837793,1040237,486440.87267349265
2000,870454,1092122,508224.36701768794
2000,888473,1109763,507468.33203480206
2000,902315,1125021,529190.8577421567
2000,868545,1068273,498274.02779472223
2000,829422,1045740,480239.45735346526
2000,896285,1116468,517730.7886152984
2000,873583,1103986,513817.20713508164
2000,829898,1016677,472810.80808158265
