density,Paper,Min Time,Time opt
0.6,3603285,8332544,3047214.363276295
0.6,3344153,9560579,2910771.102699239
0.6,3887186,10477204,3206809.5737291835
0.6,3731394,9458910,3235602.168455179
0.6,3857124,10706024,3225492.755060346
0.6,3840959,11222302,3353817.6548319045
0.6,3955014,10235725,3492819.8720013243
0.6,3448979,8988649,2703238.124682176
0.6,3525355,10168916,2957651.119884853
0.6,3517903,9611635,2784506.4049690254
0.6,3609821,9439614,3066420.673249856
0.6,4386581,10763977,3876632.9703656626
0.6,4173162,11041016,3590559.4938056073
0.6,3285764,9387986,2666509.2205757024
0.6,4269957,11534488,3788689.3762255833
0.6,3578575,8979934,3038382.113271381
0.6,3835340,10361387,3211924.818008238
0.6,4508745,11919939,3765208.02456506
0.6,3559277,9230930,3020644.712252656
0.6,3434574,9161463,2815706.6235162187
0.6,3845690,9371202,3118068.228631447
0.6,3791852,10320805,3282708.7870180807
0.6,3988212,10917568,3549543.6566659645
0.6,3645096,10925801,2913466.5212544855
0.6,3278470,8714170,2652464.9170595002
0.7,3203137,8732862,2583797.8194968766
0.7,3763059,9308307,3251064.2050118404
0.7,3742670,8887051,3202092.2427278887
0.7,3802647,10542539,3228471.3067001156
0.7,3440591,9383096,2689120.4179710597
0.7,3975654,8332544,3403006.170698721
0.7,3747700,9560579,3209857.709424422
0.7,3763396,10477204,3176583.9959002803
0.7,3784730,9458910,3341344.2533936533
0.7,3950851,10706024,3299439.158062442
0.7,4022488,11222302,3455270.229977328
0.7,3937988,10235725,3469953.0418512262
0.7,3661195,8988649,3133162.5905057057
0.7,3983884,10168916,3500086.417598823
0.7,3720626,9611635,3116774.786078135
0.7,3587265,9439614,2980220.3139310977
0.7,4100733,10763977,3585558.59665242
0.7,4482231,11041016,3892668.52194954
0.7,3414304,9387986,2765615.565793378
0.7,4406245,11534488,3847729.4425338567
0.7,3521232,8979934,2988239.7249186714
0.7,3842199,10361387,3064919.79328114
0.7,4554941,11919939,3793716.1430234266
0.7,3937284,9230930,3469218.4660034645
0.7,3750955,9161463,3312081.1350987395
0.7,3449824,9371202,2602060.869487117
0.7,3994159,10320805,3293993.3835749174
0.7,3994306,10917568,3229550.342647693
0.7,3893403,10925801,3133609.1698489357
0.7,3790564,8714170,3203897.646959953
0.8,3574686,8732862,2892042.708974717
0.8,3589848,9308307,3035505.1135163093
0.8,3845284,8887051,3232138.3167623975
0.8,4389543,10542539,3825960.3967293273
0.8,3607479,9383096,2825124.8289146544
0.8,3672698,8332544,3045087.788541221
0.8,3716919,9560579,3183821.5749617545
0.8,3591207,10477204,2857266.735322104
0.8,4039142,9458910,3509608.823899476
0.8,4258077,10706024,3759307.781640494
0.8,3987258,11222302,3160028.103047544
0.8,4143343,10235725,3515608.940300161
0.8,3399029,8988649,2856100.882338182
0.8,4025862,10168916,3481171.6622215905
0.8,3444385,9611635,2944835.374803977
0.8,3917032,9439614,3490286.785547111
0.8,4376923,10763977,3764124.4710210864
0.8,4449872,11041016,3865502.4815889895
0.8,3699863,9387986,3190603.8956218916
0.8,4315396,11534488,3569433.0066710026
0.8,3683652,8979934,3057916.952724626
0.8,4045482,10361387,3366162.4043231853
0.8,4398992,11919939,3736286.882498551
0.8,3884944,9230930,3458743.203393934
0.8,4058687,9161463,3645280.4468101417
0.8,3582370,9371202,2961247.211341307
0.8,4066624,10320805,3502078.5645837523
0.8,4194064,10917568,3581209.0709724165
0.8,4090174,10925801,3355112.284608057
0.8,3681336,8714170,2979650.5992279067
0.9,3510963,8732862,3100560.5503288186
0.9,3703814,9308307,3058686.0347636547
0.9,3766956,8887051,3290027.8146655504
0.9,4134093,10542539,3430871.0799545273
0.9,3746404,9383096,3260376.7393877795
0.9,3985313,8332544,3631960.0780526362
0.9,4451845,9560579,4085521.1270209793
0.9,4117382,10477204,3585902.0861292384
0.9,3641314,9458910,2982903.806201699
0.9,4005955,10706024,3456521.391346123
0.9,4352046,11222302,3767611.227410426
0.9,4331056,10235725,3821282.4923682413
0.9,3637643,8988649,3103896.41977466
0.9,3952994,10168916,3406809.7148253904
0.9,3644194,9611635,3025753.599867087
0.9,3887583,9439614,3390629.237930489
0.9,4402665,10763977,3815584.7787564555
0.9,4192144,11041016,3444997.4371161745
0.9,3638182,9387986,2844408.67509027
0.9,4708913,11534488,4148163.868751063
0.9,3773619,8979934,3184946.6162986155
0.9,4102208,10361387,3488277.170444176
0.9,4536999,11919939,3658871.017600546
0.9,4325647,9230930,3685883.0591638354
0.9,3811517,9161463,3261504.201059101
0.9,3421338,9371202,2687069.8729800135
0.9,4241937,10320805,3833740.418858032
0.9,4150551,10917568,3649520.804406238
0.9,4023788,10925801,3142936.3196858596
0.9,4137785,8714170,3521422.3004071736
1,3630138,8732862,3075587.2799341166
1,4030252,9308307,3388757.7401145133
1,3827440,8887051,3235221.0246830396
1,4672342,10542539,4159340.7185948202
1,4021969,9383096,3503912.9324630303
1,4467119,8332544,4044717.6991259595
1,4104803,9560579,3553692.7444651322
1,4008728,10477204,3599757.480091395
1,3665967,9458910,3050156.9283237783
1,4011623,10706024,3389728.6249671336
1,4554889,11222302,4041095.471428362
1,4349025,10235725,3733450.5965681956
1,3522546,8988649,2806392.760698952
1,4177980,10168916,3552751.0203421204
1,4031759,9611635,3429049.3428084967
1,4244511,9439614,3787299.736404347
1,4464046,10763977,3794475.0953516075
1,4497133,11041016,3881736.321951939
1,3639987,9387986,3007267.230067996
1,5126966,11534488,4645096.120084632
1,4311118,8979934,3767206.933868834
1,4720677,10361387,3927514.1174135795
1,4684048,11919939,3964931.658017331
1,3829526,9230930,3368319.460294637
1,3827351,9161463,3272387.4788883924
1,4004903,9371202,3196516.1532676215
1,4221164,10320805,3722626.4594271807
1,4361645,10917568,3664104.1146410215
1,4160392,10925801,3633837.959057515
1,4010823,8714170,3193233.220734834
