mu,alpha,average,max
0.1,1.0,14.740843657207082,38.99262825088499
0.1,1.5,1.2539351731603556,2.987159410583784
0.1,2.0,1.2193192789668914,2.9770773017895653
0.1,2.5,1.218771630140331,2.9770773017895653
0.1,3.0,1.2195260370741607,2.9770773017895653
0.1,3.5,1.2195289686345627,2.9770773017895653
0.1,4.0,1.2216842295857,2.9770773017895653
0.1,4.5,1.218894540056352,2.9770773017895653
0.1,5.0,1.2189109909529952,2.9770773017895653
0.1,5.5,1.2197999790857412,2.9770773017895653
0.1,6.0,1.2183537615706013,2.9770773017895653
0.1,6.5,1.2187468508783448,2.9770773017895653
0.1,7.0,1.2199143995913848,2.9770773017895653
0.1,7.5,1.2182514816944146,2.9770773017895653
0.1,8.0,1.21958907263235,2.9770773017895653
0.1,8.5,1.219222421857342,2.9770773017895653
0.1,9.0,1.2204802103643235,2.9770773017895653
0.2,1.0,14.74077264120245,38.99262825088499
0.2,1.5,1.236777804176632,2.613053810645279
0.2,2.0,1.2172339155147223,2.4637977798705224
0.2,2.5,1.2153928161365453,2.4637977798705224
0.2,3.0,1.2163854445310447,2.4637977798705224
0.2,3.5,1.2176212318882471,2.4637977798705224
0.2,4.0,1.216318503136197,2.4637977798705224
0.2,4.5,1.2177873358103835,2.4637977798705224
0.2,5.0,1.2157705777262882,2.4637977798705224
0.2,5.5,1.2176079471051917,2.4637977798705224
0.2,6.0,1.2150133450873724,2.4637977798705224
0.2,6.5,1.2159120603833249,2.4637977798705224
0.2,7.0,1.2171220331270687,2.4637977798705224
0.2,7.5,1.2167383852365252,2.4637977798705224
0.2,8.0,1.2160129994223048,2.4637977798705224
0.2,8.5,1.2160323851783268,2.4637977798705224
0.2,9.0,1.2159400449761595,2.4637977798705224
0.3,1.0,14.740830731684929,38.99262825088499
0.3,1.5,1.2479498159698723,2.613053810645279
0.3,2.0,1.2398515221242417,2.4637977798705224
0.3,2.5,1.2384405675677221,2.4637977798705224
0.3,3.0,1.2391166327094991,2.520037377322565
0.3,3.5,1.2383755375371575,2.4637977798705224
0.3,4.0,1.2413169291463237,2.4637977798705224
0.3,4.5,1.239116660317213,2.4637977798705224
0.3,5.0,1.2401920524764933,2.4637977798705224
0.3,5.5,1.2380358877571505,2.4637977798705224
0.3,6.0,1.2403692875088759,2.4637977798705224
0.3,6.5,1.2405488290763416,2.4637977798705224
0.3,7.0,1.2388416945188228,2.4637977798705224
0.3,7.5,1.238473311754963,2.4637977798705224
0.3,8.0,1.2377854604132867,2.4637977798705224
0.3,8.5,1.2368195627823475,2.4637977798705224
0.3,9.0,1.2378293370687756,2.4637977798705224
0.4,1.0,14.74063011737121,38.99262825088499
0.4,1.5,1.265855794084178,2.613053810645279
0.4,2.0,1.2666679309004052,2.4637977798705224
0.4,2.5,1.270571195165418,2.4637977798705224
0.4,3.0,1.2673914935227557,2.4702769626493644
0.4,3.5,1.267009166571665,2.4637977798705224
0.4,4.0,1.2686978745405944,2.4637977798705224
0.4,4.5,1.266427405535441,2.4637977798705224
0.4,5.0,1.2661695791523218,2.4637977798705224
0.4,5.5,1.266107179525588,2.4637977798705224
0.4,6.0,1.267218474463824,2.4637977798705224
0.4,6.5,1.2683903898090103,2.4637977798705224
0.4,7.0,1.2692617368076238,2.555985265152176
0.4,7.5,1.267433846225116,2.4637977798705224
0.4,8.0,1.2680161302578115,2.4637977798705224
0.4,8.5,1.266380220350069,2.4637977798705224
0.4,9.0,1.2665703492649503,2.4637977798705224
0.5,1.0,14.740961974567309,38.99262825088499
0.5,1.5,1.283681686463667,2.613053810645279
0.5,2.0,1.294417613031005,2.4637977798705224
