P,n,Paper,Min Time,Time opt,mtpa
5000,100,70584.36995271356,64567.76806154702,42511.79157511906,1.660348043153857
5000,100,102656.0647495649,84716.64259466299,82739.16147748545,1.2407191820223986
5000,100,77157.95457904268,66067.74134541102,54290.25884700422,1.4212117646460682
3500,300,244386.86436663667,320857.6362794501,179479.86652842147,1.3616394367439364
600,700,2549576.1897089393,2633015.2838182366,2375402.4162035296,1.0733239018017764
4600,300,207551.21850044373,210904.75490742747,142348.1066563424,1.4580539451888535
5000,100,96330.45491936871,88999.13787403645,70156.3045836674,1.3730833670762461
1000,600,1301068.171560581,1471852.033864985,1216128.9647439567,1.069843913991891
2400,500,486554.74936219025,718124.7554134537,425621.6098386799,1.14316270159921
500,800,3569880.250561433,3507425.6125771357,3267304.075750519,1.092607289617331
5000,100,73957.76727196189,62652.04337700169,43958.40781420668,1.6824487270910635
2100,600,629585.5515508727,899508.529354543,579109.0308304556,1.087162378814975
300,800,5701877.641865174,5603905.358590575,5445506.792917532,1.0470793369096665
3500,300,242606.25021261835,341074.2291304394,170411.3910135057,1.423650430700322
5000,100,101940.46305676241,82630.20880294233,67742.26274582943,1.5048281371888246
4600,300,211345.48818529266,210970.62188402578,148288.0517849619,1.425236124160379
3000,500,408848.1342131084,607153.7347948895,340497.2878709439,1.2007382988849855
5000,100,118807.57183581087,115777.11548709299,96621.71431835281,1.2296156477244782
1000,600,1316240.86910202,1559256.510528623,1223144.1554841253,1.0761126259733849
600,700,2485638.1397936004,2638480.6876930674,2356672.5528580695,1.0547235918622326
1900,800,941543.9225248803,1289181.7667535665,859816.8620396103,1.0950517070477097
5000,600,301836.9594317556,327174.71371437015,243225.79294879135,1.2409743052839146
1100,800,1544486.2688210087,1847198.601914878,1485138.2162502361,1.0399612991716138
5000,100,79713.89151240051,65395.92266698126,50459.111537190256,1.579771999228492
2400,500,476589.79587703705,688619.7196127612,416042.72251741757,1.145530903637149
300,800,5732634.932282224,5644081.482656776,5475482.250257278,1.046964389668666
3500,300,239726.18651597967,289773.5488893447,180595.0249906225,1.3274240889439097
5000,100,79154.17499250176,59666.76896934146,54138.05797390288,1.4620800589237581
4600,300,196895.39752566145,213109.31852618212,143441.4983667211,1.3726529614343588
500,800,3432755.653050344,3559973.9624091983,3285289.350154367,1.044886853844106
5000,100,113371.64495296929,101912.35185279799,100419.32952364009,1.1289822934565605
2100,600,645018.1318651339,946608.4122658385,582449.5978495834,1.1074230873307405
1900,900,1000860.7770062897,1359932.823538094,947700.3308665234,1.056094151714772
3000,500,393594.09698960074,554253.3350681585,332834.17801393406,1.1825531240157763
3500,300,246283.6190960843,327785.4023053495,170059.4023062883,1.4482211260069648
1000,600,1285493.0751244684,1487826.4040075296,1158097.510552041,1.110004177896644
4100,100,80984.78801630507,84482.39363996297,49487.17753046848,1.6364802370562357
4600,300,211818.5580130033,206130.81170751134,130823.99861272547,1.619110868488615
4400,900,464320.1014938973,546715.6523666998,409234.23378327145,1.1346071837670333
600,700,2558771.4554125234,2622212.8912709416,2357826.1046468546,1.0852248392575015
4100,100,109552.14011541975,90183.19293253824,82739.16147748545,1.324066356960005
5000,600,312622.1161146881,345888.8955780137,244628.83109682502,1.2779446916089423
4100,100,89347.30645249103,98987.00318401212,54290.25884700422,1.6457336610658155
3500,300,231309.1998868438,308356.9706342922,172946.89233511727,1.3374579720035589
4100,100,104628.10435575437,94964.29172203396,70156.3045836674,1.4913571200286984
4600,300,184671.41022850754,208781.48991858528,131967.49793690105,1.3993703988902353
2100,600,626119.4630993935,975165.0326199391,551475.0050247815,1.1353541999084034
1900,800,923295.425683632,1267774.0337462148,864549.8289879913,1.0679493474244348
3600,900,542212.4937917611,798747.3751306578,500175.17462399846,1.0840451931653021
4100,100,85784.60384653376,76792.03290507988,50932.64373656906,1.684275497070681
600,700,2474903.5919497865,2521133.5252355123,2296684.8276398308,1.077598267801116
500,800,3486708.042347684,3546224.1012279433,3274386.9034349574,1.064843021052275
1000,600,1384136.4710210618,1641739.91230966,1253704.305020221,1.1040374237198913
2400,500,470464.6159353134,679714.0489762257,407065.86354425474,1.155745686555626
1100,800,1568689.4744820248,1874926.24502754,1493313.3409792576,1.0504757651554486
300,800,5783723.491233239,5619408.462541117,5457311.505724929,1.059811866184639
3500,300,229864.0795150515,310711.7251351118,156127.38247990716,1.4722854880669884
3000,500,402525.29689747625,544454.1908859476,325652.6908354038,1.2360570270887967
4100,100,113781.64343286598,93517.73377074685,67742.26274582943,1.6796256697207974
4100,100,128902.36481678975,120383.05298947674,96621.71431835281,1.3340931251962416
4600,300,198707.24112058966,201095.50159953002,144863.04739585196,1.3716903288497264
4100,100,94685.62190885797,83795.3053837624,50459.111537190256,1.8764821461248107
3500,300,231448.03579213985,313738.38882121246,171049.4873386653,1.3531056970307658
1000,600,1356562.9707696885,1512996.1949971416,1254237.01273745,1.0815842276962515
5000,600,341729.8180094914,362609.6701287558,277514.5116622374,1.2313944087558577
2100,600,696396.3010106249,1081973.8608174452,597002.050009629,1.1664889609665372
4100,100,87885.0319676283,78482.81486739095,54138.05797390288,1.623350287333784
500,800,3311403.670626784,3411408.461658296,3110717.580976556,1.0645144036467709
4600,300,182148.78867344104,190390.21010950167,130146.34906202793,1.3995689466988326
600,700,2612974.8481375487,2717379.7828990463,2399621.5262866863,1.0889112385072732
4100,100,117808.0912017044,109374.4814447365,100419.32952364009,1.1731614994897048
3500,300,233424.30887396444,296359.007616608,173308.88468557372,1.3468686807226031
2400,500,489673.4545876032,789832.2740909697,434489.85562627576,1.1270077960319362
1900,800,926303.8400434642,1278166.5198364197,861680.7640618309,1.0749965401072783
4600,300,181787.03824578028,204454.3181583053,131865.45573902348,1.3785796835644144
1000,600,1355294.105499911,1460684.5509553764,1230039.953932416,1.1018293358415387
300,800,5536537.318124964,5344706.488096482,5184529.301627593,1.0678958485945607
3000,500,415126.8873340892,682296.6529826936,347591.88450102066,1.1942939574956337
1900,900,1051252.215066855,1450618.766865703,974500.5278154009,1.078760026352693
4900,200,113277.47038712316,106363.17180167053,82382.2700099313,1.3750224456484073
1100,800,1555452.3956054817,1897910.7536626088,1488357.6833795263,1.045079696214963
4400,900,517034.5795999532,619232.513679053,420807.0461021049,1.2286737695796557
