P,n,Paper,Min Time,Time opt,mtpa
1000,100,226549.90488577262,249354.36866096559,202897.42787492074,1.1165735675339996
1300,100,168687.71827178381,203688.42171735864,156074.9445191698,1.0808122904766746
1000,100,233439.30604011955,276895.21776577,198111.89335205845,1.178320504086455
1300,100,188549.67131981818,249322.15777311148,152393.764116968,1.23725319347778
1000,100,239168.0774766379,295825.0265027862,203486.38808778382,1.17535172609905
1300,100,180625.4681944194,252586.9621412359,156527.99083675677,1.1539499563550517
1000,100,230239.67587935837,302706.815770627,203557.19945448675,1.131080976238512
900,400,930053.7369355856,1061977.265898063,878365.9543201583,1.0588453848435335
1000,100,233898.77962477604,246151.29571835717,208823.83931993315,1.1200770007222514
1300,100,177944.26390204663,249591.13937433527,156582.46111883596,1.1364252588097874
2700,400,320953.327779872,516855.4586481598,292788.6514400528,1.0961945628742575
1000,100,236056.47134582748,237879.05232063998,184477.16761047777,1.27959722280786
900,400,883851.1954711195,994050.5073086052,845869.6434234371,1.0449023704101283
1300,100,176540.1012425767,200375.84538632978,160633.72255379474,1.0990226612189422
1000,100,234054.05513072258,288055.2566389657,203671.14899757807,1.1491762887511663
2200,600,590058.6777800935,880566.4923117367,552785.8930654349,1.0674271633596961
1300,100,179418.56832205606,198564.47505823674,141905.51354652137,1.264352341484157
1000,100,230611.81530796236,231367.99934203262,198872.06496210178,1.1595988373324786
900,400,912448.2008955351,1073852.3164731883,878643.8809257383,1.0384732890123591
3500,600,389795.57694273785,563010.783055803,347465.41849827336,1.1218255290768593
2800,600,485478.5977428702,696540.1330510157,434331.7731228417,1.1177598043364023
2700,400,325393.21110734966,467522.7897832554,281956.5478078124,1.1540544585229657
1200,800,1424700.907618234,1742453.7453410877,1361376.698229383,1.046514832721326
1300,100,195430.5577384525,253179.952535457,156670.1146135216,1.2474016389184772
2300,500,501382.60562466696,733789.6142729992,444126.8972229703,1.1289174530065713
1000,100,195009.123474377,258648.40373472404,188690.77568692472,1.0334851969549146
900,400,919454.7850534547,1006517.501065051,867488.2853294285,1.059904555027267
1300,100,174790.86449935264,185674.23852458067,152978.51150930906,1.1425844242752765
1000,100,239558.4677807884,322682.4295712275,213284.7444469226,1.123186135051512
1300,100,162026.44081627618,204977.26467339045,145146.75052840365,1.1162939592269367
1900,900,993339.0031412056,1360583.8685758817,947700.3308665234,1.0481572822001157
1300,100,187257.98100967024,290123.36248729966,164065.1880360943,1.1413632791404447
900,400,971864.9178516569,1139847.9790848477,922753.5673198625,1.0532226070655444
1400,800,1230916.7552438634,1569892.256504034,1166894.3127680426,1.054865673587825
2200,600,599706.22666769,904030.6575116841,555974.6161291478,1.0786575668562244
2700,400,324412.9751646671,517284.73253083345,292881.29364191275,1.1076602780965115
3800,900,528904.632444701,741525.2283943585,473850.1654332617,1.1161853915595885
3200,900,623707.0923940127,908998.8130352519,562697.0714519983,1.1084242730899283
2100,1000,1044748.2012760788,1422034.871764138,974725.9889324391,1.0718378427770567
900,400,948894.0633887167,1072603.3381958357,911314.8185869418,1.0412362929202053
3500,600,412000.64217901306,578785.050293657,349469.75870975,1.1789307426775022
2800,600,501780.7117925658,771043.509813254,436837.19838718756,1.1486675439846954
2300,500,500522.0856773656,682288.4555063733,434131.53653991397,1.1529272663916406
1200,800,1414140.891317489,1735922.1082545575,1368870.5625643195,1.033071299793579
900,400,915066.1583815264,1015620.1873132098,849345.8981546736,1.0773774976362862
2700,400,318182.88078763126,492247.2814121803,289162.76177647617,1.1003591155129018
2200,600,591020.8771787162,878489.3238700047,526407.9593418369,1.122743048789886
900,400,890585.6337126924,1076564.4227200595,861771.3440950047,1.0334361194708177
1500,1000,1445819.7195531023,1835654.7292110906,1364616.3845054149,1.05950634623013
1900,900,1060906.6001794066,1436078.5764931543,974500.5278154009,1.0886670349555456
700,800,2393207.487323891,2657300.5547325187,2333788.625536085,1.0254602585416908
900,400,921320.6603099231,1033556.7480787336,888077.0763487899,1.0374332193077316
2800,600,468315.28538389696,818550.8095555295,413606.2537685861,1.1322732214922473
3500,600,404534.68000640126,622933.5315305128,330885.0030148689,1.2225839077639393
2700,1000,830131.4191743908,1209456.0169181505,758120.2136141193,1.0949865262356993
2700,400,363265.7787364997,543610.7701893395,307584.5224399542,1.1810274972708208
1200,800,1413061.9956605672,1731330.8719619648,1364327.8764312323,1.0357202400326322
900,400,959734.7627958086,1134337.503237115,927683.7685777327,1.0345494825970865
2200,600,655433.7733777026,992348.8069153766,569865.5931910096,1.1501550211297138
2300,500,460944.22698108864,727492.7461766483,424764.3793505267,1.0851762751054634
3200,900,672121.0168784856,1040791.7117791739,578609.6883903942,1.1616138311617732
2700,400,332698.28760079097,486778.4693853116,303771.60619564727,1.0952250994337935
1400,800,1232475.3197147495,1572080.661954722,1173317.625055131,1.0504191647652432
2100,1000,1021906.6222191142,1527507.0252283996,935883.2663142566,1.0919167582124203
3800,900,579680.6854049293,834816.2775819318,487250.2639077004,1.189698042964504
2800,600,533873.1626497552,865465.7901388834,447751.5375072218,1.1923424442537942
2900,500,402152.28506036714,571016.496747172,352238.57365959714,1.1417042741292909
3500,600,445532.14409418264,704669.9369397898,358201.23000577744,1.243804059765503
2200,600,602361.0243940667,868762.2804694461,570107.7330624772,1.0565740288389578
2700,400,333623.950560382,470791.23138201644,283115.2993848912,1.1784031145092764
1200,800,1346686.5282911088,1721431.8698537918,1296132.3254068983,1.0390038901840828
1900,900,1019114.5530091748,1486697.025532434,956722.9517103198,1.065213864878352
2300,500,500588.212996399,826901.8207286664,453380.7189143747,1.1041232944247457
5000,900,420843.55248653056,467472.354826829,360126.1257292789,1.168600449729369
700,800,2386370.86352879,2657116.7742571835,2346635.250110262,1.016933016503805
2800,600,486785.57588469016,748557.4420811931,447941.790263375,1.0867161458601045
2700,400,324670.3361902677,540260.0265799982,287257.1146983349,1.130242975987636
2900,500,387804.1731925989,588363.7184375927,344311.2186351042,1.1263187262091157
2200,600,596870.1162843017,870628.0196568082,559109.06996928,1.06753788901528
1200,800,1364838.8422672043,1675417.0009704186,1308924.872461684,1.0427174782769337
3500,600,391917.43512814393,590378.1983509588,358353.43221069995,1.0936617314096477
3200,900,630879.5213275567,1026103.3971098486,568054.2525780024,1.1105973038040542
2700,400,335093.5455555104,506012.7033198281,296025.69211626326,1.1319745362639109
3800,900,545517.8584259595,789818.9604078498,478361.4758551599,1.1403883589303363
2100,1000,1016803.2136622685,1575688.2484349106,939816.1429666779,1.08191716142752
2900,500,386192.26634273917,543291.8039867067,336882.0939676591,1.1463721974484458
1500,1000,1398649.7875515595,1969743.26868453,1310236.572839959,1.0674788176000638
2800,600,474659.28089620336,678162.0840920456,439299.9835472914,1.080490094862718
1400,800,1221978.6738302743,1582941.8471400763,1169423.8940839134,1.0449407439100862
2300,500,466195.9781826253,728528.9092571366,431714.9714294158,1.0798698424542523
1900,900,1011908.2312295062,1487804.8695764106,954824.9799414949,1.0597839944358274
2200,600,596068.479694513,836436.8315491969,551250.0941949554,1.0813031797572938
700,800,2382653.5287845754,2678424.072173447,2338847.788167827,1.0187296244066675
2700,400,348917.016912147,525357.2578541616,309227.9228592443,1.1283489980009618
3500,600,384457.4868977201,570918.1581211352,351439.98683783313,1.0939491842034537
1200,800,1404619.6964599788,1757651.5074446453,1339284.1976984225,1.0487838943174543
2900,500,412114.3161165252,702539.3864033214,359577.81155278,1.146106080174621
2700,1000,810806.7939343511,1284920.7654465288,727909.2071333106,1.113884514701376
2200,600,596297.5258512201,911097.9417888888,542939.0125591919,1.0982771767320938
2800,600,481719.36327328044,711481.7172989042,433125.0740103221,1.1121945880736526
4900,500,278635.452944481,310389.4441945113,218726.61253679788,1.273898268312477
2300,500,469545.25297590496,659765.5957630421,428322.0322887075,1.0962435214152404
3200,900,639382.1102265161,1052236.5711258564,566927.3318402625,1.1278025847705442
2900,500,381159.41056105844,615869.0470861775,342394.6325129849,1.1132166639516565
1200,800,1406207.893632954,1754922.3165149079,1333822.0100144139,1.054269522526291
3500,600,382665.16603028454,588219.9099345899,346500.05920825765,1.1043725848262858
700,800,2280310.4870223994,2557883.393964871,2221941.1292689685,1.0262695338704293
1400,800,1171666.2720371897,1511709.9835699566,1110970.5646344842,1.0546330472965093
2200,600,610304.2425837715,886772.7730936416,551194.0052003133,1.1072403488168863
2100,1000,997416.9701193753,1556221.0794776082,920257.835231348,1.0838451268047393
3800,900,549703.718060782,855403.5450860775,477412.48997074744,1.1514229929226696
1900,900,995134.6373355213,1393654.4426289827,937988.8325142625,1.0609237581945197
5000,900,472493.33351651224,531529.0582568354,370310.2005698523,1.2759392876280893
2800,600,480429.34802316397,735106.8759954264,426594.938439365,1.1261956125891794
2300,500,493982.44809826225,774485.7400708572,449139.4409274259,1.0998420603593402
2900,500,387452.93359174306,598109.3334994774,339703.68078069907,1.1405614819989816
4900,500,289200.2702738116,294177.37915777834,204121.41780085766,1.4168051221158844
3500,600,406909.4523026655,591490.0043558667,341275.950751492,1.1923179802346109
2200,600,566107.4471669352,837395.1957902329,529601.6939013157,1.0689305825226871
1200,800,1422290.5527710603,1822180.4554324653,1366128.0559444248,1.0411107118269447
1500,1000,1408351.8586311312,1927157.8795715165,1315742.600153349,1.0703855438495253
2800,600,506605.3445350381,771200.3521657264,433081.00408596045,1.1697704118984726
2900,500,396900.438418853,618686.8231841542,356214.03935623437,1.1142189654740977
4900,500,258938.34585066963,302355.18280747975,199379.1984706554,1.2987229752996532
3200,900,616884.2960428655,1004768.7730279573,556930.8693053434,1.1076496743883162
700,800,2316658.290473674,2585291.594866287,2243871.209934315,1.0324381721273075
2300,500,492871.72081474203,695739.0819970365,445035.8073380367,1.1074877856746717
1900,900,978483.6799099135,1383470.331566216,929594.2100097241,1.0525922702333503
3500,500,352822.15740008414,515950.94204313896,291854.8181750948,1.2088961203594477
1400,800,1185599.7133617052,1524541.8278154365,1121935.6049671576,1.0567448863488125
3500,600,412937.9519261164,627738.9282197955,346464.80326876836,1.1918611877171887
2900,500,412128.435341464,617007.2339735887,352959.43340602913,1.167636833968309
3800,900,536045.064084047,751316.5112237068,468994.41625713126,1.1429668360702923
1200,800,1387701.5050950856,1700165.5263845758,1329644.956697605,1.0436631960321752
2100,1000,1054297.2865367336,1503361.1553228488,960747.9529998585,1.0973713586844238
2800,600,455433.04024304287,664634.2837818614,416115.6166367481,1.0944867773146263
4900,500,292643.1260319856,332944.99434226396,237834.46181356232,1.2304487911486421
2700,1000,796629.996974609,1347637.2618625492,730968.111196305,1.089828659790427
3500,500,351372.44595302653,473980.7373663299,285286.43829765776,1.2316479116557828
2900,500,392679.62067232863,585288.9218109978,338516.2670830284,1.1600022180795688
3500,600,370884.59405877016,539078.3078002713,332892.4933093985,1.1141272378108595
2300,500,457676.3064470491,693303.2236919256,426824.8584959923,1.0722812819753946
700,800,2349941.9059774177,2648250.5968188113,2295915.76748301,1.0235314114130747
1200,800,1402026.1227519752,1698323.223921028,1346726.3299824705,1.0410623833056152
4900,500,265596.16696180764,275247.89071022905,205105.55517118043,1.294924297589804
1900,900,1004557.2814225671,1377675.0679142955,948034.8381907169,1.0596206394057426
3200,900,636158.8136472802,904643.6303395281,551946.5621932737,1.1525731967953052
3500,500,328774.0812604535,512691.9858271364,279130.8778589175,1.177849200283128
2900,500,418036.9251424784,757076.0427618502,347117.90965325147,1.204308142901847
1700,1000,1272100.1825557153,1750150.6143549103,1204073.2804459543,1.056497310599373
3800,900,545543.7314406126,725617.7603294075,464797.10500486207,1.173724460772848
1400,800,1205715.371636557,1608030.6895920248,1147957.883741505,1.0503132464292197
2100,1000,1028756.946682868,1494095.5956785597,959616.0107489263,1.0720506277088697
2300,500,513959.3075720859,846635.4951224627,437670.4078236649,1.1743067348961764
5000,900,458077.3882370872,486289.34859029786,363554.72164992156,1.2599957061709806
4900,500,261915.39512126634,287707.2134134395,201049.11719674026,1.302743323488281
1500,1000,1338632.380859381,1839402.6643891511,1288360.9693238873,1.0390196635356592
3500,500,360797.707537779,633409.5350685075,297935.9010008748,1.2109910431261508
800,800,2085603.6455919077,2374279.8786303992,2042065.0473440746,1.02132086747406
2900,900,672314.3783540669,983342.7653289038,620907.1133263429,1.0827938091292326
700,800,2336210.4173293062,2644582.403151852,2286552.0171675663,1.021717590410759
1200,1000,1756840.2814683905,2197390.2441527406,1705770.4806317685,1.0299394328935199
1900,900,964622.4110710191,1323980.754887485,922613.7360374767,1.0455322453944431
4900,500,254216.47556204855,283731.6856544535,210820.55390471013,1.2058429353949671
3500,500,326268.71747753496,493536.97296502563,283698.4097964732,1.150054798374097
4900,400,190643.18683308276,228950.90329795887,161332.52222206988,1.1816785866067818
3200,900,628704.8142543605,952353.0757868628,562895.6851757382,1.1169117668011195
800,800,2100919.2356751007,2366426.7866337146,2053305.8438464794,1.0231886506198349
1700,1000,1236831.3325199697,1723155.3679924654,1156091.0936823168,1.0698389938983819
2100,1000,1017181.4537736496,1492512.4090939802,956938.6006312439,1.0629537288000155
3500,500,328451.5601838864,470267.44019986887,281468.76407543634,1.1669201066156605
4900,500,257282.41024175164,292337.5201159932,208894.35854642538,1.231638862973757
1400,800,1190203.7535774347,1621366.914028651,1143276.0085837832,1.0410467329335307
3800,900,527477.0554971087,759489.660103222,474017.41909535846,1.1127798984766755
2700,1000,787369.882397456,1266184.4190550144,715756.0940688263,1.100053340686951
800,800,2103894.8439509007,2412098.0135253137,2046491.8146468485,1.0280494790612968
2900,900,715727.6559779303,1090970.5942192476,638465.8630514694,1.1210116270855854
1200,1000,1696734.5309928963,2205812.2266993984,1637795.716049949,1.0359866705996132
4900,400,209995.6962491505,226802.86899933458,155363.812057366,1.3516384122424365
1900,900,1003917.6480815157,1416791.9500086075,937226.8848870794,1.0711575438880752
700,800,2407576.036754574,2706607.7072953084,2341933.8101904425,1.0280290699414745
3500,500,336475.61261419556,567769.6407157556,295148.7754665942,1.1400203578085957
4900,500,264464.04684734554,284652.6638814164,208283.00259983508,1.269734176799096
1500,1000,1401026.4678608896,1962479.586867006,1345047.1341998018,1.0416188639325201
1700,1000,1225021.9831595798,1767462.0042226862,1160949.3530764845,1.0551898581219796
800,800,2007655.3067004825,2339071.224976341,1944198.4881103474,1.0326390638498086
3200,900,596798.1403766125,884699.0771826409,547801.9057722518,1.0894415190748368
4900,400,216862.29104951813,226558.16954684403,161383.56996595193,1.34376932605513
3500,500,331738.5524277351,502441.82447961054,292452.10196499556,1.1343346489861847
5000,900,432858.02136603656,493114.69862363295,362833.49237776804,1.1929935644291672
2100,1000,1024217.9840617485,1469453.2137727132,968922.1423471136,1.0570694375718224
4900,500,341017.3655356657,348411.45195317874,288145.1780149138,1.1834914881623158
3800,900,511294.7831093535,678967.9982232908,461306.86801873834,1.1083615236541084
1900,900,1017468.1464873371,1478321.665190702,958124.7690574088,1.0619370037665445
700,100,300470.2669653699,324286.61070274364,289853.46839274396,1.0366281577774341
1200,1000,1714937.0289768488,2249830.73592415,1644678.2501916864,1.0427188593130443
700,100,346371.0049582434,358002.5671637185,283016.9905029406,1.2238523360124718
1400,800,1230451.2117474708,1619903.7117641177,1170966.9050952212,1.050799306447873
700,100,307080.88362284476,359922.5172149912,290694.84012540546,1.056368539222679
700,400,1173631.7045356715,1286941.4540985299,1129327.6555544892,1.0392304649259911
800,800,2003488.7985899125,2296747.704684854,1963387.3086925258,1.0204246455703594
2900,900,691141.7996768692,1148070.0307062233,626818.4856033131,1.102618725437947
700,100,328031.9912659029,361690.5045014729,290795.99922069535,1.1280485018535205
700,100,328250.25917925837,317832.81982670457,298319.7704570473,1.100330221749485
700,800,2319599.5329111083,2582234.749057447,2279391.3543387516,1.0176398750025184
700,100,302243.848482849,314437.257892262,263538.8108721111,1.146866556324869
700,400,1145263.70842651,1252195.1446045036,1087546.684401562,1.0530708473050125
700,100,319930.4426158966,371578.6687642612,290958.7842822544,1.0995730663540897
3500,500,331516.5999855302,553216.5935048154,280484.9070116521,1.1819409590255
700,100,317631.73173011956,309467.2022416293,284102.94994585967,1.1180163098998068
700,100,289273.6063690844,326487.4995573005,269558.25098132103,1.073139498850397
700,100,323075.36338844255,386794.05093932047,304692.49206703226,1.0603325378866444
700,400,1195833.2435820852,1298785.8011380895,1129684.9897616636,1.0585546009904738
4900,400,200832.27244621562,222057.06515508206,159334.58301969094,1.2604437068216152
1700,1000,1210677.9220657456,1719594.5253731261,1136789.0905799007,1.0649978365363733
800,800,2079966.8665023502,2359008.872103145,2008926.2965476336,1.0353624570880477
700,400,1154698.9776629535,1264871.854314465,1115342.0811378367,1.0352868390700065
3200,900,626105.1307556574,943166.6155231823,556478.4629017033,1.1251201483897375
3500,500,376379.42369858123,561091.7279479337,288155.671889586,1.3061669799191054
700,400,1259325.4221819402,1400252.9580176766,1186397.4436969662,1.0614701075701252
700,400,1214141.68120377,1309166.4172484106,1171690.481040354,1.0362307288915784
1200,1000,1681849.8408186873,2118774.543923854,1610451.2116548591,1.0443345496262881
800,800,2060167.2898803814,2395584.796516757,2000733.0150216208,1.0297062498656866
2100,1000,1050169.4501991738,1507681.2007256695,981621.5796286091,1.0698312587998517
2700,1000,845673.0088769116,1311795.85676386,747248.4078887788,1.1317160397386652
700,400,1137081.6540663207,1257566.7463278403,1092016.1547702947,1.0412681617384183
700,800,2364846.8143219952,2583134.8977519968,2308673.708541378,1.0243313316961138
2900,900,681130.3169292609,1116373.7448953926,625574.9868582208,1.0888068276995082
3800,900,536815.3680200252,747428.1948331163,468613.4424435397,1.1455398403017487
4900,400,232031.7681376144,255375.29017167335,176977.28425804104,1.311082205325862
700,400,1153672.703208801,1294438.765413188,1107991.728122149,1.0412286246613713
1500,1000,1407187.184239653,1871857.2770571285,1343462.4150484968,1.04743323555416
1400,800,1196662.4410599791,1548322.2514956729,1139695.6771693758,1.0499841887898442
700,400,1181353.6267802748,1300939.5121977385,1141813.3838770154,1.034629339138591
4700,600,307935.8530308293,347519.3310385043,258750.843562544,1.1900863734049876
2300,1000,958353.2593134867,1444702.498036836,889967.2072861401,1.0768410919722342
1700,1000,1278834.2020610399,1737702.3996445313,1186806.294882178,1.0775424831968876
800,800,2095499.358407752,2446940.135936828,2049192.0839166373,1.0225978203090689
700,400,1229928.7739429767,1359031.5270076804,1192736.2738856564,1.0311825010034747
2900,100,88324.83415121326,117224.86627258896,69964.63030169682,1.26242122298574
3200,900,632083.4160439998,999810.5114313931,568886.5816278365,1.1110886360429337
5000,900,424424.35705346236,475869.4700683162,356435.75635541975,1.190745736042957
2900,100,104592.0666925625,150954.0201322214,82903.92042485606,1.261605798092076
200,400,4127463.647406881,3975616.4162671315,3952646.7944407123,1.0442277952110581
4900,400,218534.77585763606,240758.80226186,167384.35443433624,1.3055866338055255
200,400,3989957.6869959733,3831634.5585981794,3806413.395405467,1.0482197471803913
2900,100,88238.98394594864,159682.2762933495,70167.72003027028,1.257543837934059
1200,1000,1771344.2887561696,2225822.7897214736,1681308.9177497523,1.0535507603962035
2900,100,95975.14585862022,172047.55605867575,70336.67268244541,1.364510748069174
200,400,4149127.5868535237,3991934.3177280133,3953897.464165822,1.0493766276078407
2900,100,81092.24195115613,113138.5315890075,72008.22045514936,1.1261525620073445
2900,900,696985.2526302207,1055773.258238602,614544.4075093444,1.1341495327489783
4700,600,340753.6015395907,378044.3753612803,260243.43733704792,1.3093648202097485
800,800,2048760.6728245504,2323195.6166033526,1994467.4350464076,1.0272219224160355
200,400,4059328.7619295698,3924999.422535211,3903697.2839824287,1.0398677117167165
2900,100,103552.64206900047,127190.94553989221,67972.02274811617,1.523459768921919
2100,1000,964579.1935864039,1343559.37378644,910869.8637947357,1.0589648773403393
3800,900,544575.249355409,824117.5857073698,479062.3845287044,1.1367522622156094
200,400,4350032.118269258,4207359.12509334,4152391.0529393815,1.0475969297713352
2900,100,119708.33662463972,183738.29680649593,96621.71431835281,1.238938239392237
2900,100,88939.53316472961,114169.47870214861,68576.57412486269,1.2969375373402368
200,400,4297683.69366275,4124116.393145308,4100916.683641238,1.0479812259552663
1400,800,1193144.9184323137,1500238.742369738,1154336.854270689,1.033619358177855
4900,400,221625.85720506837,243950.5262967291,171534.09013886217,1.2920222273348427
2900,100,90204.35651226089,147780.61137707735,65065.78471962921,1.386356237782341
200,400,3977816.7931658495,3857239.723873099,3822056.541696031,1.0407529950880057
2900,100,112877.11079979161,187159.41384590586,100845.66295829043,1.1193055555247564
1500,200,299001.51166661974,339354.35045894614,269115.4153657755,1.1110530820400002
200,400,3984788.062526973,3915981.6343225464,3877971.048427521,1.0275445620314172
1700,1000,1249838.5596573884,1721489.175475768,1185408.0132780855,1.054353054524348
800,800,2055247.1670572695,2290475.862798231,2020089.4949737056,1.0174040170849072
2300,1000,919821.0652249089,1418628.4395790617,854502.1127217124,1.0764409490985882
200,400,4140363.301194499,4036545.7679688516,3996346.843569554,1.0360370266301282
4700,600,353053.82609301753,371332.1076103205,277514.5116622374,1.2721995112195033
1500,200,310030.08768410224,426046.0192055697,286299.9844379911,1.0828854507019743
200,400,4393841.042700997,4206109.503038372,4174576.9585997975,1.0525236655775398
1200,1000,1719493.8191973648,2121825.82069304,1679328.018810621,1.0239177813606606
2700,100,92483.40445572851,136772.89011654115,75147.1955092299,1.230696685738183
4900,900,426651.6533956694,484402.7448428956,367475.6384992642,1.1610338446871593
3500,700,470628.1697934727,709852.6603820719,407211.8427777479,1.1557330125350425
1500,200,304148.1964498287,428853.77541079983,270786.05627382477,1.1232047936111873
2700,100,106689.22166734377,158556.74349745057,82989.09935373723,1.2855811485865856
1500,1000,1404344.4689783829,1901958.1119714763,1339714.0408837413,1.048241957703159
2900,900,676134.0465171917,1048413.2322121962,609044.482420164,1.110155441898814
400,800,4181258.5072817844,4336399.947400546,4084130.094688149,1.023781909572362
2700,100,92705.09003998147,170829.05999764922,75365.32892140141,1.2300761021910185
4900,800,422659.3426793677,484030.17059695715,333398.3750765836,1.267730661801457
2700,100,99549.1378799836,155201.81519765957,75391.55535351361,1.3204282285090716
1500,200,312046.1623767332,491126.5695345516,273913.5829820462,1.139213904544436
2700,100,86541.23963002395,112140.87134780259,77342.16271108635,1.118940001112989
2700,1000,822085.4686542848,1222595.5284746196,746368.008360276,1.101447890914236
4900,400,207475.6548890971,216150.44364683123,162289.93398920793,1.2784258998028426
1500,200,282271.9848148211,380678.41090645466,237157.02603838284,1.1902324359942706
2700,100,110414.52559014109,137914.18216657708,68324.87689276955,1.616022312977276
1500,200,297218.34903943003,368910.2442496089,257738.01733123203,1.1531800861859656
4700,600,387740.46605649556,422017.7976038705,314954.4837664354,1.231100003466015
2700,100,131129.3417038956,152327.17826197812,96621.71431835281,1.357141535202385
3800,800,510926.156890442,746483.962319775,429908.43101980514,1.1884534473502906
2700,100,91761.9116691486,116966.27682470343,73656.32035633399,1.245811781327434
400,800,4178527.7069513644,4340749.706068356,4106611.687692959,1.0175122521259874
2700,100,91304.363998173,142455.29211956804,69885.47247663878,1.306485607988042
1500,200,297749.9919392545,334526.11329131457,263256.45488200546,1.1310263677018269
2700,100,113443.04801367554,217146.32596625746,101002.65383885024,1.1231689832098268
5000,900,439232.35229793284,486687.2714253691,353245.7998036952,1.2434184710533625
3500,700,462930.2742931001,747304.885955565,404001.0090613834,1.1458641535787923
2300,1000,925775.1486105177,1435789.5991025663,858093.0001000103,1.0788750735673396
1200,1000,1729566.234248224,2190774.941203605,1674642.5511046767,1.0327972576042075
1700,1000,1246035.10249061,1662480.375290448,1182100.6243091836,1.0540854787373026
1500,200,335596.09050268016,436873.7074536154,288877.21957515477,1.1617257013074058
4900,400,209325.6588687377,235729.45377526982,167923.72650942532,1.2465520103675674
400,800,4189594.957287474,4314330.246108566,4092983.629293697,1.023604132521402
2900,900,693736.161835321,1057550.1795805385,621126.2732973662,1.1169003657702183
4700,600,307844.15531994705,358822.7078088139,266858.9388803085,1.1535838245164471
1500,200,299245.16199834406,361110.02386362694,267404.74808868027,1.119071984088721
4900,800,390685.2194552182,445872.58962813317,335233.60715860885,1.1654118534433617
1500,200,309295.39435868524,432938.7610858806,283601.9021258916,1.0905970377497265
3800,800,471218.2372585657,716171.5798005458,432274.91449399566,1.0900892498241672
3500,700,455044.02483256283,643976.3587462162,404198.76079660363,1.1257927261720255
400,800,3948683.328787521,4119349.421303204,3888396.976220695,1.0155041660960813
1200,1000,1761870.8234166356,2128775.387724123,1695613.7491074488,1.0390755703320191
4900,400,224919.38234193512,239674.6484275989,184114.18593069012,1.2216298337087732
1500,1000,1406221.1724284238,1819163.3390272455,1356490.9992859592,1.0366608942990716
4700,600,310066.0721066033,351408.61657617096,261710.62849625872,1.1847668315505033
1700,1000,1243460.4140197283,1702909.1005575277,1196903.8228993756,1.0388975206107824
2300,1000,907225.0420529498,1411878.3401235861,840235.4147764483,1.0797272122769601
3800,1000,616578.9673278497,857016.5211480377,538664.362304769,1.1446440686918837
400,800,4037755.532628675,4137643.852565518,3926774.6173850517,1.0282626139917164
2900,900,652245.4367977326,978514.7113204758,604471.0684383468,1.0790349958068481
4900,900,484676.5558820557,534236.6575537197,377867.5516018901,1.2826625462476766
400,500,2658405.969963312,2702975.8961873497,2553729.6590320794,1.0409895818694088
3600,500,335973.2615465166,530288.9531318047,283747.73989245325,1.1840561678970836
400,500,2598408.377944675,2637839.107504314,2496256.3351045055,1.0409220965826382
2700,1000,823798.1196492369,1235965.127541273,744285.5782687452,1.1068306893241742
3500,700,439583.15530398075,677609.5102573963,393717.399023971,1.1164941056547446
4900,800,418182.73089440697,465880.77857661276,334121.1125954038,1.2515902621238892
400,800,4112919.6265687747,4253629.226176695,4017852.593095267,1.0236611551247254
3800,800,502078.44119064556,673245.0696277625,430840.38203091547,1.1653467551577334
4700,600,310385.24776874576,346064.8542269797,258031.95898487273,1.2028945910027458
1200,1000,1783049.5918811983,2277312.890359991,1717837.764350066,1.0379615752339715
400,500,2542948.505109542,2554801.2853926267,2442395.1812655283,1.0411699648833699
400,800,4077343.2999983192,4233249.5425280165,4001466.0300432416,1.018962367638607
1700,1000,1286901.3600197823,1801705.2765054393,1212591.363070635,1.061281977764523
400,500,2707302.3128432785,2793818.975460867,2606939.1337576546,1.0384984742397725
2300,1000,969052.9723072442,1494137.5141812207,877204.6527390012,1.1047056912904576
5000,900,435706.3338086598,475877.0618539357,360253.2385124724,1.2094445996037178
3600,500,331140.51451007294,481007.04699366493,277361.81501161173,1.1938936673608433
