density,Paper,Min Time,Time opt
0.1,4469335.628095162,6739379.818803402,1409810.992976509
0.2,5704480.966572234,6974853.808929879,1813731.404833671
0.3,6572500.6228624135,7312815.1920205355,2059312.1036252512
0.4,7083061.883544425,7253425.278720928,2210497.3710742583
0.5,8014001.754381223,7290851.092818681,2530387.6966619184
0.6,7568751.101815784,6838188.349082077,2419301.898898566
0.7,8847711.612957442,6597548.91425793,2775267.2479019095
0.8,9716350.753586622,6900440.541743488,3055103.249419181
0.9,10365379.9700172,7006220.161405857,3263772.350194008
1,10363263.629337048,6872657.451822301,3286679.203041665
0.1,4553751.126163146,7644644.033943597,1404550.8000230398
0.2,7891769.681759561,7392974.659564042,2504140.4926267583
0.3,7405886.303051151,7451633.598227162,2335740.6420440916
0.4,8178343.4537457675,7797663.159455146,2596443.0499351164
0.5,8936776.808009133,7780000.768241946,2833546.0159696555
0.6,9497013.373138415,7447726.579947351,3000049.0025004772
0.7,10833084.256842814,7515774.969323149,3419013.719376222
0.8,10096523.875842057,7512914.864703845,3187700.6340342686
0.9,10096272.681787746,7743175.173580001,3190092.1144088884
1,11268581.879113058,7301201.344032082,3526500.8052280657
0.1,4478104.8189946795,6822735.957159513,1406099.257535276
0.2,7406677.97573331,7470151.397161533,2327112.358860203
0.3,7243041.856729332,7619726.449450125,2311371.457482908
0.4,9231605.678427823,7362287.815181825,2904357.0702498057
0.5,8400110.114397312,7382261.680138027,2640271.093031301
0.6,9941790.474758584,7935697.0571733285,3139183.1602368956
0.7,10554438.509146705,7764441.012834467,3349278.8631545906
0.8,10525903.807271099,7359198.817322229,3361822.6009000647
0.9,10756306.981782539,7664480.156928589,3423185.0097161755
1,10481666.942583652,7855312.197826403,3353115.535667103
0.1,5378793.886031231,8874124.365652297,1694412.8588757303
0.2,6870240.821089088,8396361.698413134,2211715.9487582548
0.3,8739908.743259246,8366148.361515241,2740317.889129454
0.4,10799873.230667941,8582505.804365434,3476854.0652090884
0.5,10523975.054909702,8657509.84757212,3354861.39268329
0.6,12205791.084783057,8602468.792063083,3910420.9924669527
0.7,10520415.16693236,8702589.783663241,3378161.93255295
0.8,12230082.684887663,8630063.56964184,3961673.512022464
0.9,11093642.497707454,8625049.161738759,3563260.1749835727
1,13315349.999732131,8662637.764461031,4296802.377925446
0.1,5597517.778638508,8122472.378800078,1722473.747467452
0.2,6946882.586158961,8037214.147419173,2173631.6140383673
0.3,8691776.502219684,8042979.983104582,2727842.1276275823
0.4,8429141.277176242,8250127.506223387,2677176.215106996
0.5,9154102.177426934,8129355.491460732,2888507.7741282145
0.6,10213431.425873946,8094937.15273315,3212098.8741401443
0.7,8931124.242395438,7988844.272563806,2813078.6953190756
0.8,9396169.92825731,8319220.159430771,2955731.62607369
0.9,10782992.571845165,8095371.253466068,3417692.6339000715
1,11491549.689303534,8164305.210763033,3636742.084588544
