p,Paper,Min Time,Time opt
500,7636769,10084099,2453098.0706650885
500,8577588,10628117,2756483.5018340815
500,8264150,10178671,2600466.683149136
500,10049306,11919764,3269508.337406044
500,8560451,10695379,2827083.702177847
500,9992273,9635812,3272789.8696683515
500,9046297,10926085,2909590.874839308
500,9357953,11828917,3006692.4990372113
500,9784704,10756084,3113659.638425094
500,10911716,12034824,3619090.200291997
1000,7473622,9070662,2393337.0387256565
1000,8306200,9638255,2696956.9313544724
1000,7930482,9209956,2547107.2213907638
1000,9842209,10886849,3215466.146271094
1000,8424730,9711166,2766203.6218668055
1000,9856969,8658364,3211205.330287286
1000,8804227,9901970,2851786.461487115
1000,9122117,10815140,2942961.782602274
1000,9617745,9783204,3052182.751741772
1000,10725894,11038215,3563110.8413524786
1500,7393952,8732862,2373416.6947458466
1500,8136078,9308307,2677114.741194604
1500,7721707,8887051,2529867.2056780555
1500,9778497,10542539,3199005.1734100496
1500,8391413,9383096,2745910.261763125
1500,9811094,8332544,3190677.150493598
1500,8772045,9560579,2833764.46908562
1500,9018616,10477204,2922235.284848058
1500,9583863,9458910,3031695.308714151
1500,10706170,10706024,3544451.0550393066
2000,7359900,8563947,2363456.522755941
2000,8068589,9143332,2667193.6461146683
2000,7688522,8725595,2521388.0965036675
2000,9753716,10370380,3190909.3345875624
2000,8336212,9219049,2735763.581711285
2000,9693699,8169632,3180413.0605967534
2000,8757335,9389893,2824753.472884873
2000,9007186,10308240,2911872.0359709514
2000,9381393,9296767,3021451.5872003403
2000,10688556,10539925,3535121.161882719
2500,7340530,8462605,2357480.4195619975
2500,8055894,9044349,2661247.6073144386
2500,7657749,8628717,2516300.630999036
2500,9744440,10267092,3186051.83129407
2500,8326332,9120636,2729675.573680181
2500,9676330,8071887,3174254.606658647
2500,8711929,9287475,2819346.875164425
2500,8969276,10206862,2905654.0866446863
2500,9370200,9199476,3015305.3542920537
2500,10685718,10440266,3529523.225988768
3000,7332390,8395047,2353496.3507660357
3000,8049543,8978366,2657291.3976617362
3000,7647850,8564156,2512908.9873292805
3000,9742635,10198227,3182813.4957650737
3000,8318699,9055024,2725616.9016594444
3000,9669585,8006727,3170148.9706999096
3000,8706555,9219199,2815742.4766841256
3000,8960874,10139285,2901508.7870938433
3000,9357302,9134605,3011207.8656865293
3000,10674924,10373828,3525791.2687261333
3500,7322812,8346785,2350650.5873403484
3500,8045394,8931224,2654465.5336240926
3500,7641453,8518017,2510486.3847080283
3500,9739270,10149044,3180500.3989586495
3500,8279639,9008144,2722717.850216062
3500,9664739,7960188,3167216.373586525
3500,8702434,9170426,2813167.9063410545
3500,8955965,10090996,2898547.858843242
3500,9352132,9088275,3008281.0881111557
3500,10675821,10326354,3523125.5849671084
4000,7318581,8310584,2348516.2647710824
4000,8041044,8895859,2652346.135595859
4000,7638435,8483420,2508669.432742087
4000,9737499,10112142,3178765.576353831
4000,8275814,8973004,2720543.5616335245
4000,9660535,7925258,3165016.925751487
4000,8698874,9133851,2811236.9785837517
4000,8952163,10054799,2896327.1626552898
4000,9347720,9053534,3006086.004929625
4000,10673592,10290769,3521126.32214784
4500,7315824,8282446,2346856.236106098
4500,8038598,8868368,2650697.714907233
4500,7576857,8456512,2507256.2478796896
4500,9735973,10083456,3177416.2698834157
4500,8265899,8945670,2718852.4482915513
4500,9657679,7898126,3163306.2441020133
4500,8697106,9105408,2809735.145883628
4500,8947896,10026626,2894599.954509105
4500,9345317,9026499,3004378.7180106565
4500,10671990,10263089,3519571.339955076
5000,7313053,8259936,2345528.213174111
5000,8038080,8846382,2649378.978356332
5000,7573977,8434984,2506125.699989771
5000,9734031,10060515,3176336.8247070834
5000,8262843,8923798,2717499.5576179726
5000,9655309,7876393,3161937.6987824338
5000,8694891,9082652,2808533.6797235273
5000,8945955,10004097,2893218.1879921574
5000,9342207,9004892,3003012.8884754814
5000,10672540,10240941,3518327.3542008647
