jump,Paper,Min Time,Time opt
1,971122.4864351993,1615053.549534883,680994.575741888
2,939503.7695918382,1592487.4172332634,680994.575741888
3,952479.3415764492,1564188.7471018257,680994.575741888
4,958690.1721210969,1565607.4847314188,680994.575741888
5,935671.3578769315,1574135.7592613054,680994.575741888
6,954527.3849393957,1537608.0793647352,680994.575741888
7,939371.5921335834,1548148.0895781892,680994.575741888
8,931050.6420509946,1551921.0231109364,680994.575741888
9,955832.7708961505,1558489.983960231,680994.575741888
10,936602.5959157404,1537437.1018124497,680994.575741888
1,941942.1546129669,1603710.5418067134,665668.3560278681
2,954455.470325053,1587431.0324210725,665668.3560278681
3,935781.0944378204,1605857.209817111,665668.3560278681
4,942772.941929772,1614814.6050805014,665668.3560278681
5,945611.073198823,1595634.4300901336,665668.3560278681
6,942132.8096753479,1599697.542195998,665668.3560278681
7,933560.9424110592,1563051.7024970043,665668.3560278681
8,925537.4914722338,1573355.065121938,665668.3560278681
9,932474.8774185904,1534967.5687541924,665668.3560278681
10,951450.4922192855,1633310.799698967,665668.3560278681
1,932016.7710159741,1518722.7057035968,651305.3816708077
2,904378.3821228672,1518135.198253968,651305.3816708077
3,924979.7411072758,1532430.3380898247,651305.3816708077
4,908622.4744694665,1539953.3355350485,651305.3816708077
5,909601.532805327,1497927.0596057621,651305.3816708077
6,905019.5888551533,1514231.6086878006,651305.3816708077
7,915315.4710363904,1475055.1056069306,651305.3816708077
8,904394.8279568185,1515755.6820161196,651305.3816708077
9,893266.3500665631,1455905.8024113867,651305.3816708077
10,917945.2862715927,1475720.9618420298,651305.3816708077
1,969450.6270278703,1606729.8587592668,695183.7690020413
2,973455.1276756144,1664533.384013604,695183.7690020413
3,990698.491176524,1574838.257861382,695183.7690020413
4,964435.5014628592,1669257.0343389339,695183.7690020413
5,961936.079188975,1572885.6859071788,695183.7690020413
6,955427.242683668,1618489.04396647,695183.7690020413
7,944207.8739576844,1548347.22054016,695183.7690020413
8,948160.6350432171,1612524.2188035997,695183.7690020413
9,948494.9186193153,1590398.6249224392,695183.7690020413
10,952464.4374040078,1571483.5957609823,695183.7690020413
1,926930.6960448767,1582416.4839457057,661962.9561917708
2,921668.9360561136,1595859.3464292532,661962.9561917708
3,911755.5761862878,1555228.1003208538,661962.9561917708
4,920273.522852032,1588108.7979028944,661962.9561917708
5,927003.3584814627,1565975.2667805548,661962.9561917708
6,904673.3489506183,1547380.2598150128,661962.9561917708
7,925856.2185635314,1577382.1328794952,661962.9561917708
8,930301.7345951686,1545498.422782106,661962.9561917708
9,914818.7020034314,1539809.4231320457,661962.9561917708
10,898807.8254815442,1529217.317890252,661962.9561917708
1,916719.0896383552,1546087.792930394,656760.4495093515
2,926476.8898822817,1547922.5719826897,656760.4495093515
3,912069.7133549688,1540136.1790398075,656760.4495093515
4,926279.9883553805,1525296.0676972705,656760.4495093515
5,943030.4881779525,1561846.9445300736,656760.4495093515
6,949463.1387985708,1526948.0047277294,656760.4495093515
7,909426.8796182488,1512543.1531505033,656760.4495093515
8,910503.010729613,1532924.371466704,656760.4495093515
9,914151.1492540198,1514597.5762808432,656760.4495093515
10,908743.314426962,1481338.7042015987,656760.4495093515
1,956489.5268717532,1626395.8436292969,688680.4760887198
2,953188.11082282,1626565.4125020958,688680.4760887198
3,962262.5622532922,1629882.4354358327,688680.4760887198
4,955690.7249878036,1591610.1537983106,688680.4760887198
5,956861.040717782,1628076.134859579,688680.4760887198
6,949954.7246220277,1629136.521221729,688680.4760887198
7,954368.1017480786,1592626.8677625945,688680.4760887198
8,963250.0056853574,1571597.7426431475,688680.4760887198
9,955365.2235947045,1609112.9568396043,688680.4760887198
10,957849.1155705273,1593126.0866880156,688680.4760887198
1,961732.3412021043,1655946.689606807,682388.2379183229
2,957307.5618635628,1664468.390298238,682388.2379183229
3,942419.4539022535,1676729.129726512,682388.2379183229
4,947974.8503423608,1640624.3808304109,682388.2379183229
5,951400.9111873528,1665593.6763139262,682388.2379183229
6,943455.9369072185,1627117.3644795904,682388.2379183229
7,946560.9518624204,1627421.6762060865,682388.2379183229
8,939885.5653324729,1631311.6536180114,682388.2379183229
9,944060.544411812,1604063.3867770664,682388.2379183229
10,947059.6480524993,1657534.7611027127,682388.2379183229
1,929092.1246692582,1528127.9168080287,654464.7830271883
2,917425.4185847861,1526871.700967223,654464.7830271883
3,915044.1225683376,1498401.2559403747,654464.7830271883
4,913759.9593194092,1531173.0321405435,654464.7830271883
5,903372.7437118024,1573018.1232115675,654464.7830271883
6,913712.9763330626,1533743.669164486,654464.7830271883
7,908649.5205920964,1513077.8716410385,654464.7830271883
8,902332.3322263658,1543316.661905407,654464.7830271883
9,913639.0367339219,1516588.6072946205,654464.7830271883
10,903697.8911094397,1490028.4814153265,654464.7830271883
1,939227.611047269,1582935.0348433338,671094.6253296196
2,924858.5242132648,1558201.3523480522,671094.6253296196
3,925149.424647324,1572429.6901959854,671094.6253296196
4,925340.8039139735,1548751.692732615,671094.6253296196
5,919318.4611477703,1531839.8273828484,671094.6253296196
6,931117.5098207619,1550127.1864197263,671094.6253296196
7,919420.5351094494,1527399.5740458558,671094.6253296196
8,927029.1750530656,1531097.7810732785,671094.6253296196
9,951385.1356293524,1579119.349507775,671094.6253296196
10,919865.116217365,1501031.001675109,671094.6253296196
