P,n,File_number,regular,fat,jump,density,Paper,Time opt,Makespan,Model
1,256,1000,11,0.103925,0.694013,7.0,0.897745,712951.6991334031,57777.80426717701,12.33954298153251,Roofline
2,2048,100,81,0.715367,0.100106,10.0,0.419858,458320.6544255826,3640.539966099324,125.8935923498878,Roofline
3,4096,900,66,0.699821,0.486548,10.0,0.494553,1001931.0382871937,48637.05132204572,20.600159982006318,Roofline
4,128,700,95,0.252105,0.328997,9.0,0.241537,675285.7640924742,88319.11812272701,7.645974942300789,Roofline
5,2048,800,48,0.380232,0.567173,4.0,0.771939,1068781.3961856372,13987.081628593165,76.41203680407321,Roofline
6,512,500,38,0.15137,0.33787,3.0,0.636078,1669182.4685315304,19527.506587119267,85.4785254371675,Roofline
7,512,600,73,0.230985,0.420942,7.0,0.713594,1102493.3827543731,17597.435126032324,62.650799668153184,Roofline
8,1024,500,66,0.649432,0.723637,6.0,0.240238,309194.5413289508,7779.4258994893435,39.745161831189485,Roofline
9,128,700,5,0.119244,0.5906,4.0,0.106685,461091.38026746287,80381.02878996896,5.736320960413039,Roofline
10,1024,800,91,0.398424,0.585032,9.0,0.102732,400313.4584827978,40477.23944572463,9.889840907247951,Roofline
11,2048,700,31,0.799942,0.889956,10.0,0.787336,195344.49352791283,4808.2961358245575,40.62655211114902,Roofline
12,128,100,58,0.314204,0.786132,9.0,0.395892,183074.53669133637,10645.916249895912,17.19669142551505,Roofline
13,8192,300,36,0.562432,0.233763,10.0,0.153198,516921.18423112726,11243.031887069747,45.97702731997246,Roofline
14,128,900,3,0.534845,0.213005,5.0,0.132059,1363186.449508832,104665.32399588726,13.024241434177354,Roofline
15,512,800,26,0.767861,0.447614,5.0,0.851934,1566734.9740336048,23019.496724261815,68.06121753228064,Roofline
16,256,700,71,0.336017,0.524537,2.0,0.841195,1449076.3149404952,41954.4486844889,34.53927677224459,Roofline
17,128,500,53,0.749981,0.820907,9.0,0.340066,262258.0141736675,60721.73929836985,4.319013539533248,Roofline
18,8192,800,8,0.360628,0.835771,9.0,0.354204,244504.09542053705,23357.491359349504,10.467909060048408,Roofline
19,8192,700,27,0.424576,0.603897,7.0,0.617383,619306.0496928866,28301.923922736623,21.882118381194616,Roofline
20,2048,300,34,0.577643,0.761176,7.0,0.372643,223949.2303037224,2247.2203009590917,99.65610857473256,Roofline
21,4096,300,76,0.699195,0.767005,6.0,0.690699,255884.1469347651,18791.97786543751,13.616669238706963,Roofline
22,256,200,73,0.211051,0.283267,10.0,0.696614,447642.437437703,11071.647141560003,40.43142196587652,Roofline
23,128,1000,59,0.376573,0.759818,2.0,0.76305,506888.0209326013,117138.12384079055,4.327267710225095,Roofline
24,256,800,29,0.613703,0.797571,8.0,0.60255,333540.85372892825,45756.00423896359,7.2895537815537885,Roofline
25,1024,400,93,0.771915,0.559915,7.0,0.477874,502229.0570287921,7166.656446433914,70.07857301136548,Roofline
26,4096,500,66,0.649432,0.723637,6.0,0.240238,309194.5413289508,4805.386972770705,64.3433178391197,Roofline
27,4096,600,90,0.79804,0.581244,7.0,0.389738,530651.4656423618,23880.618799658405,22.221009852975516,Roofline
28,512,500,51,0.846688,0.52166,9.0,0.837665,789770.5754152884,15370.262172807743,51.383025646270944,Roofline
29,256,800,20,0.352643,0.137693,5.0,0.148824,2049416.9677746189,44281.972117340025,46.281068113768676,Roofline
30,8192,800,22,0.262714,0.843831,7.0,0.855421,323724.4315899475,14182.381886524709,22.82581545047324,Roofline
31,8192,100,33,0.728034,0.112467,2.0,0.434197,952825.6767008839,12790.251471577614,74.4962426124494,Roofline
32,512,600,21,0.830316,0.216257,9.0,0.535044,1134966.2944750413,17765.650851210507,63.88543284907052,Roofline
33,4096,300,59,0.145154,0.216152,5.0,0.227988,723144.5722187003,5615.547580179814,128.77543318679258,Roofline
34,512,100,30,0.311593,0.494797,1.0,0.411192,376271.8957562604,2870.5848025105342,131.07848109109452,Roofline
35,512,400,65,0.341813,0.131667,6.0,0.445843,1300222.7626754646,11564.413894818357,112.43308778995299,Roofline
36,512,600,87,0.701721,0.485789,10.0,0.896196,871979.7589905779,17773.162246597,49.06159899359128,Roofline
37,512,200,34,0.193941,0.777444,3.0,0.390147,255428.2586751347,5972.423269327913,42.76794312066206,Roofline
38,256,100,19,0.894956,0.277955,6.0,0.168629,324822.62959678145,6494.558298474479,50.01458369741323,Roofline
