eval_id,P1,P2,value,global_best_value,global_best_P1,global_best_P2
1,0.34,1.5,2.159733654989146,2.159733654989146,0.34,1.5
2,0.42,1.5,2.1610558920011926,2.159733654989146,0.34,1.5
3,0.44,1.2,1.7143149634098855,1.7143149634098855,0.44,1.2
4,0.3,1.5,2.1171357068962666,1.7143149634098855,0.44,1.2
5,0.38,1.2,1.7622188672494257,1.7143149634098855,0.44,1.2
6,0.42,1.4,1.921683381814385,1.7143149634098855,0.44,1.2
7,0.5,1.2,1.8670429134324904,1.7143149634098855,0.44,1.2
8,0.42,1.2,1.6912109499364523,1.6912109499364523,0.42,1.2
9,0.4,1.2,1.7298664601353781,1.6912109499364523,0.42,1.2
10,0.46,1.2,1.7350272650559888,1.6912109499364523,0.42,1.2
11,0.38,1.0,1.535960969638217,1.535960969638217,0.38,1.0
12,0.44,1.0,1.5186218252123338,1.5186218252123338,0.44,1.0
13,0.5,1.0,1.6058789780447325,1.5186218252123338,0.44,1.0
14,0.42,1.0,1.508707252362088,1.508707252362088,0.42,1.0
15,0.4,1.0,1.538260098664693,1.508707252362088,0.42,1.0
16,0.46,1.0,1.5420244927328115,1.508707252362088,0.42,1.0
17,0.3,1.0,1.5658008178112277,1.508707252362088,0.42,1.0
18,0.36,1.0,1.534413473711399,1.508707252362088,0.42,1.0
19,0.34,1.0,1.4988983861875806,1.4988983861875806,0.34,1.0
20,0.32,1.0,1.47237806233946,1.47237806233946,0.32,1.0
21,0.48,1.0,1.5253833031258963,1.47237806233946,0.32,1.0
22,0.3,1.2,1.7451915992791684,1.47237806233946,0.32,1.0
23,0.32,1.2,1.6964649701870747,1.47237806233946,0.32,1.0
24,0.34,1.2,1.7636772819475974,1.47237806233946,0.32,1.0
25,0.36,1.2,1.6643368273048051,1.47237806233946,0.32,1.0
26,0.48,1.2,1.7216961558490897,1.47237806233946,0.32,1.0
27,0.3,1.4,1.9162752697412124,1.47237806233946,0.32,1.0
28,0.32,1.4,1.9075453755868574,1.47237806233946,0.32,1.0
1,0.4,1.2,2.0034403360622326,2.0034403360622326,0.4,1.2
2,0.38,1.2,1.970691734858869,1.970691734858869,0.38,1.2
3,0.3,1.0,1.8725293196473156,1.8725293196473156,0.3,1.0
4,0.44,1.5,2.511315363812515,1.8725293196473156,0.3,1.0
5,0.3,1.4,2.1467841095247375,1.8725293196473156,0.3,1.0
6,0.34,1.0,1.9573212898977335,1.8725293196473156,0.3,1.0
7,0.3,1.2,1.9598411327798955,1.8725293196473156,0.3,1.0
8,0.32,1.0,1.9016077606199402,1.8725293196473156,0.3,1.0
9,0.34,1.2,1.9632176025298855,1.8725293196473156,0.3,1.0
10,0.32,1.2,1.9607216418012487,1.8725293196473156,0.3,1.0
11,0.36,1.2,2.0062733189637303,1.8725293196473156,0.3,1.0
1,0.475,1.2,2.4266615032645715,2.4266615032645715,0.475,1.2
2,0.5,1.0,2.3913511765702533,2.3913511765702533,0.5,1.0
3,0.495,1.0,2.2736273892081216,2.2736273892081216,0.495,1.0
4,0.5,1.2,2.4586858193235597,2.2736273892081216,0.495,1.0
5,0.475,1.0,2.2995196643790137,2.2736273892081216,0.495,1.0
6,0.495,1.2,2.3914816268370167,2.2736273892081216,0.495,1.0
1,0.9,3.5,6.386927732164396,6.386927732164396,0.9,3.5
2,0.9,4.0,7.731658665217852,6.386927732164396,0.9,3.5
3,0.2,2.0,4.32190231514986,4.32190231514986,0.2,2.0
4,0.1,1.0,8.52677326694748,4.32190231514986,0.2,2.0
5,0.7,3.0,5.835341104791073,4.32190231514986,0.2,2.0
6,0.5,2.5,4.702443307486568,4.32190231514986,0.2,2.0
7,0.9,2.0,3.9822817840217493,3.9822817840217493,0.9,2.0
8,0.8,2.0,3.9596353820966708,3.9596353820966708,0.8,2.0
9,0.7,2.0,3.943850917306015,3.943850917306015,0.7,2.0
10,0.6,2.0,3.9835873857128887,3.943850917306015,0.7,2.0
11,0.5,2.0,3.9028068002530905,3.9028068002530905,0.5,2.0
12,0.4,2.0,3.9599448351774096,3.9028068002530905,0.5,2.0
13,0.3,2.0,3.9210159148777386,3.9028068002530905,0.5,2.0
14,0.1,2.0,8.548981501494858,3.9028068002530905,0.5,2.0
15,0.7,1.0,2.3006219523961216,2.3006219523961216,0.7,1.0
16,0.8,1.0,2.549481896411245,2.3006219523961216,0.7,1.0
17,0.6,1.0,2.4594272014216303,2.3006219523961216,0.7,1.0
