mu,beta,average,max
0.25,4.0,1.8364762979985405,3.832468548914884
0.25,4.05,1.9093113707214264,3.831844523486996
0.25,4.1,1.8973220722424302,3.865446806719592
0.25,4.15,2.0752416244343688,3.899433962736979
0.25,4.2,1.9573524836517482,3.9164507775735697
0.25,4.25,1.959192475959801,3.940480682842692
0.25,4.3,1.9748694765210544,4.000287867889861
0.25,4.35,2.0282811775246405,4.071966987220295
0.25,4.4,2.0698188966857756,4.186482937431622
0.25,4.45,2.0418228186077085,4.194920614133896
0.25,4.5,2.0438764637588904,4.298387438743827
0.25,4.55,2.164320596820862,4.341082867058617
0.25,4.6,2.1664220910924343,4.30267873481755
0.25,4.65,2.1984850267434393,4.398167799997573
0.25,4.7,2.2017419410910777,4.408726170012933
0.25,4.75,2.2260799167875382,4.422347368658494
0.25,4.8,2.2607417255282574,4.562855648368121
0.25,4.85,2.1615970937906788,4.510415697774019
0.25,4.9,2.1990984650769447,4.715975976841657
0.25,4.95,2.2316294347392884,4.539557978015485
0.3,3.35,1.7196903708262288,3.3265787121227213
0.3,3.4,1.8169448682289837,3.3674348344863376
0.3,3.45,1.7924261626630444,3.2375442957519374
0.3,3.5,1.740060034839216,3.3054666211869583
0.3,3.55,1.8407684239152955,3.3195464241585464
0.3,3.6,1.8818554701337877,3.3732405419436238
0.3,3.65,1.8017304905132898,3.502994556190074
0.3,3.7,1.9570919722757922,3.5808173159424137
0.3,3.75,1.855140859946118,3.566581344976787
0.3,3.8,1.9004654657384017,3.603359428819496
0.3,3.85,1.8883324801747041,3.731623592505776
0.3,3.9,1.9526579078837616,3.75869825725819
0.3,3.95,2.043567709863044,3.677175853949296
0.3,4.0,1.9343905848885745,3.799756462530361
0.3,4.05,1.9156280132061274,3.832793550047192
0.3,4.1,2.02659556932393,3.8599002901164954
0.3,4.15,1.9970140156551188,3.870354304119912
0.3,4.2,1.86232795569911,3.9042514449345296
0.3,4.25,1.993013675475428,3.94823868988125
0.3,4.3,2.0965545579976608,4.064314259774289
0.3,4.35,2.0454186845307687,4.044273393958531
0.3,4.4,2.1012993338284,4.186482937431622
0.3,4.45,2.0988047795911853,4.0951953317725485
0.3,4.5,2.1490608688736548,4.129211289082292
0.3,4.55,1.9446482912159824,4.341082867058617
0.3,4.6,2.124292930519645,4.348189839939447
0.3,4.65,1.98240807043319,4.398167799997573
0.3,4.7,2.317866154709609,4.5044617363016695
0.3,4.75,2.259778464905174,4.560294883827419
0.3,4.8,2.1427114170045876,4.562855648368121
0.3,4.85,2.1939648181831384,4.523161466414262
0.3,4.9,2.1524497031921856,4.715975976841657
0.3,4.95,2.356601846486784,4.539557978015485
0.35,2.9,1.709498726867568,2.849780364203785
0.35,2.95,1.7003802082539545,2.8603305663664536
0.35,3.0,1.6764368530218143,2.8772643813303125
0.35,3.05,1.650191330293553,2.9781771408442013
0.35,3.1,1.6760927403653834,2.997851156268164
0.35,3.15,1.7169197228747761,3.050003046880219
0.35,3.2,1.710978341528502,3.083225972831588
0.35,3.25,1.7415440549040995,3.1815257463907343
0.35,3.3,1.728583714733017,3.100127825271685
0.35,3.35,1.7758466762355503,3.186651362937943
0.35,3.4,1.739082548844476,3.2288763195279317
0.35,3.45,1.764135111922321,3.2518273297903293
0.35,3.5,1.7396062305444921,3.3121727492155872
0.35,3.55,1.797718501590589,3.413763498349604
0.35,3.6,1.8112532991543355,3.4573904102694333
0.35,3.65,1.7836229715134628,3.580330297219664
0.35,3.7,1.9321543513128507,3.5271067344031604
0.35,3.75,1.7321380915851803,3.599406496664676
0.35,3.8,1.8798192683878763,3.6043084553796905
0.35,3.85,1.9548841203997718,3.618015325981992
0.35,3.9,1.8302127879251473,3.637302271878903
0.35,3.95,1.9432981133113634,3.640939400946335
0.35,4.0,1.9187017853532586,3.799756462530361
0.35,4.05,1.861733189810577,3.840264838495645
0.35,4.1,1.9831771469968782,3.8707098025651128
0.35,4.15,1.9453534656712432,3.919580311234823
0.35,4.2,2.078133740770581,3.8933458420096847
0.35,4.25,2.0028322462173613,3.971955507601207
0.35,4.3,1.9031748023093242,4.028723068584593
0.35,4.35,2.0254117980217967,4.028560956065752
0.35,4.4,2.0421796464730613,4.217786883974016
0.35,4.45,2.015339929697177,4.194920614133896
0.35,4.5,1.9909791444499423,4.298387438743827
0.35,4.55,2.0703779597100107,4.341082867058617
0.35,4.6,2.012482716324538,4.348189839939447
0.35,4.65,2.1986177077623674,4.398167799997573
0.35,4.7,2.202431248543931,4.400209167474181
0.35,4.75,2.138569329200323,4.422347368658494
0.35,4.8,2.162861812930256,4.48055903666763
0.35,4.85,2.3045579448725735,4.586431063253944
0.35,4.9,2.0450021177797564,4.715975976841657
0.35,4.95,2.2600398347226127,4.763303578251272
0.4,2.5,1.5735170100884228,2.52137107481349
0.4,2.55,1.5527209919179452,2.639560589565521
0.4,2.6,1.5416093389380912,2.59159714749295
0.4,2.65,1.6161167962595488,2.6680181897870496
0.4,2.7,1.6125050129025194,2.6489306768119967
0.4,2.75,1.6637671527738882,2.7701938515673783
0.4,2.8,1.6263362588654025,2.7445786394842577
0.4,2.85,1.6626876303712848,2.823167769122948
0.4,2.9,1.6719307098489082,2.8272398689568727
0.4,2.95,1.6885171483222963,2.8185146186570678
0.4,3.0,1.7226415263696448,3.0011122782578874
0.4,3.05,1.7259611752803075,3.0001462634712044
0.4,3.1,1.712757691831253,3.001785445777227
0.4,3.15,1.6174854672359662,3.056264210142232
0.4,3.2,1.6962753948903408,3.094266069019757
0.4,3.25,1.7590790849779125,3.1011240029031604
0.4,3.3,1.6988782567806597,3.1759669735493605
0.4,3.35,1.7238414281080179,3.2117951080588303
0.4,3.4,1.665123390341999,3.175646964287072
0.4,3.45,1.8665752802554367,3.2652024193884968
0.4,3.5,1.8348811264611438,3.386823158397199
0.4,3.55,1.8136017416868742,3.38080649225511
0.4,3.6,1.7347559896874243,3.294148598147873
0.4,3.65,1.8321874442802806,3.515455745460152
0.4,3.7,1.9044978329990898,3.5271067344031604
0.4,3.75,1.988560935144612,3.576225916679245
0.4,3.8,1.8289153642352138,3.5902337936234217
0.4,3.85,1.8260816208247286,3.634923212047533
0.4,3.9,1.883090806791678,3.6232844362240257
0.4,3.95,1.9307183048919678,3.690002095142336
0.4,4.0,1.8625832734601417,3.8120634561854585
0.4,4.05,1.959933901766329,3.842540858272553
0.4,4.1,1.8652287701596093,3.851515728508853
0.4,4.15,2.003930759687168,3.879333782716552
0.4,4.2,1.9054398175315996,3.9073690388753968
0.4,4.25,1.9155243905933395,3.90496882725287
0.4,4.3,2.0366226526941245,4.050990200652618
0.4,4.35,2.0966034866945304,4.034193698081851
0.4,4.4,1.977701095635957,4.077496141419845
0.4,4.45,1.9685353100220515,4.0951953317725485
0.4,4.5,2.09567856754332,4.129211289082292
0.4,4.55,2.127281093096598,4.346286149102228
0.4,4.6,2.0856812272969383,4.348189839939447
0.4,4.65,2.262623664143678,4.352133591635544
0.4,4.7,2.1127079655167496,4.5044617363016695
0.4,4.75,2.198880811058341,4.442398835583665
0.4,4.8,2.273610054518853,4.562855648368121
0.4,4.85,2.065567833391542,4.586431063253944
0.4,4.9,2.2463560666454576,4.740553175668241
0.4,4.95,2.240435372815101,4.738726379424688
0.45,2.25,1.4571054778586372,2.2522032848471
0.45,2.3,1.4714123734791358,2.502189373176743
0.45,2.35,1.4975994951866747,2.35308979174351
