jump,Paper,Min Time,Time opt
1,7475090.912748388,6793547.897746447,2346181.3258343157
2,6314918.969842721,6822676.627672893,1919253.136751013
3,4936895.208284294,6583737.905924396,1487429.6539501073
4,5946830.381430649,6728788.221762933,1445021.7853509663
5,5448248.367327405,6563232.383488089,1325401.8972483992
6,4285563.1645949725,6751409.141404411,926025.2179648795
7,4911616.23267311,6599180.038758278,1382364.1755709543
8,3555245.0676936433,6535034.488458239,972866.1042194888
9,4556942.603630592,6663574.160975194,1097534.2759838495
10,3901994.52556784,6732126.413159479,1233666.6604471044
1,8756810.92354824,7484414.7120451955,2733863.0711830645
2,8253982.976827706,7181736.7625923315,2515635.7980148047
3,6079193.18213514,7724603.361106529,1863422.876800276
4,6066643.751889638,7598973.98722775,1571715.3799524438
5,5201671.430946552,7279552.677849622,1577768.1074966993
6,5229042.593865524,7343054.825442894,1302864.6091516344
7,4302443.205979178,7184820.706423765,1119555.0358788683
8,4586800.183617856,7524968.84793947,1155299.4292248322
9,4560547.268074506,7063841.796782245,1195078.0869552966
10,4045034.718413289,7058076.725401137,932300.575618587
1,9552226.32891676,7522139.543974086,3058017.9641368715
2,8452407.99368677,7877009.198817768,2524882.2295621177
3,6022034.840106637,7712086.806547777,1921513.8316606546
4,6402422.072184922,7196573.356129461,1817882.289972046
5,6046401.8830290865,7469543.065720982,1568189.5778580932
6,4845395.905087638,7422105.514604135,1545109.9883966562
7,4259995.27965299,6764578.124271038,1218904.4935632239
8,4674776.921168892,7392777.881572354,1277537.0397729997
9,4542261.824181457,7173227.493862451,1189472.1460994566
10,5374492.41221697,7103245.845030723,1445112.570070657
1,10683691.047988852,8850035.702068774,3401503.899882013
2,8745946.542941147,8453351.876550402,2545268.154322572
3,7513280.200915013,8453737.679235699,1996153.503245902
4,6593901.757681762,7989984.615809834,1774317.472281329
5,6331962.467097514,7981925.626932509,1737057.68873263
6,6247449.3680203855,8450240.915189182,1618347.4282457419
7,5833691.159938928,8389323.3038557,1249999.5969043032
8,4901632.177866725,8366216.391556786,1303254.0649282415
9,4560148.061918282,8587018.76466047,1207133.9285358218
10,4285967.808409463,7985044.763867922,1346108.6898595092
1,9093345.499587836,7821152.330595744,2859378.9566711904
2,7140316.758353849,7900661.347916281,2268112.7834777357
3,5478730.677150296,7982582.794542082,1680993.6487999153
4,6359996.117321173,7858453.896172253,1783295.8331041026
5,6026336.024780887,7934241.119279235,1726197.1318721524
6,4794271.902842908,8328422.281790782,1377136.6196340837
7,4791393.170187643,7851456.530713254,1297347.2979415096
8,4220518.366982837,7761551.601452289,1023771.8011251044
9,4424721.977787389,7931877.059148504,1413010.245935331
10,4406023.215901117,7848661.936878996,1203526.86502628
1,9382170.790412938,7388990.24761278,3027426.208124461
2,6829237.157414064,6849214.791334761,2162353.5879297303
3,7597947.060678946,7031180.937187556,1984697.2028990493
4,5695908.351823739,7017474.016465537,1649382.8043823817
5,5457302.511645438,7032130.639167061,1617830.3670559651
6,5397699.479375211,7392836.283753891,1465808.5130945076
7,4859906.58698488,7081269.54961099,1518094.3845807007
8,4120439.09032108,7260823.966078214,1075276.6278954744
9,5183586.084156791,6840383.075902243,1271208.3735756683
10,5326848.6424763985,6847583.97055313,1090737.5172389292
1,8884156.707899086,8209562.697152254,2757897.189986106
2,8856533.645292306,8788305.870601654,2726343.288851513
3,6279322.270515384,8155980.474827427,1974376.2202742558
4,6993845.95087405,7995197.028266111,2125417.562385468
5,5006464.533005142,8196120.473515794,1490510.0513284346
6,5228266.858579297,8337167.8048692895,1566045.0407282824
7,5129356.591725029,7997880.88478236,1160604.515101386
8,4162876.6306383223,8228667.873056206,1217420.0515280953
9,4042527.913184191,7928542.747708658,1049559.9455675066
10,4046198.0203886814,8076472.3073179545,1237783.540625736
1,10858788.897604033,8893642.073963942,3452479.804944981
2,8793334.181129904,8633388.016214622,2750147.67442487
3,8122393.273184165,9037004.019663325,2371660.607824504
4,5547837.215408289,8809985.715664044,1508721.4442809024
5,5217732.6447905,8687224.847795958,1308865.4493014794
6,4079434.277326043,8971083.098798363,1202435.2127876272
7,4904869.222144721,9161997.77028756,1567953.522923877
8,4684367.664781129,8998406.421653092,1218413.4770129493
9,3383726.758356606,8590170.261782967,918511.107524927
10,3830804.568185297,8826564.086056089,1053700.3787188963
1,9876911.490684517,7933797.381319968,3160354.893380565
2,7728470.932064721,7636581.7470505405,2360543.566495445
3,6715872.241998872,7531062.471706442,2059111.2507607904
4,6499175.398881246,7470512.0870479215,1905034.9278445
5,5683756.094408769,7496853.591424846,1751573.3308928218
6,7067863.134654993,6946564.878953811,2022718.2620192943
7,3930365.021180884,7425477.649236959,1178639.910300189
8,3885484.2101489604,7534831.021531029,955249.8308955763
9,4260821.105956884,7145478.717302898,1317924.082767588
10,4816993.930029938,7502816.364620139,1147774.7143878136
1,11208992.694240363,8921066.22590844,3545391.621396575
2,9110343.789467929,9013304.923566053,2680681.555906821
3,9012674.069662498,8813267.696914693,2793381.544437557
4,6151872.716575213,8790993.499492329,1812622.0331046937
5,5287117.655746593,8466305.836639255,1360884.6007598003
6,5658657.893892497,8466126.546821509,1434637.5287195118
7,5648760.151385469,8019067.795730441,1498280.8130411846
8,4857303.862417256,8142420.086607628,1143278.6881799395
9,4466714.459198525,8748356.302114153,941488.7376022105
10,4126816.7761289994,8573741.936591504,1066938.298239455
