P,n,Paper,Min Time,Time opt,mast
3500,100,208294.58256050173,101788.8472160655,57970.693678548785,3.593101433553798
1600,100,221165.04721100934,180758.42330525836,126810.89242182547,1.7440540239660403
3100,100,205266.69897387153,107578.0428092854,65450.783185458306,3.1361992780474046
1500,200,334664.0582305995,329199.7996216347,269115.4153657755,1.2435707474272024
3200,100,205191.00081890557,120054.02554175285,63405.446210912734,3.236173122043104
800,100,357166.10840850306,299025.95923754835,253621.78484365094,1.40826273511435
200,600,6723237.160342286,6124762.532992428,6080644.823719784,1.1056783211734118
1800,400,631789.710461911,657321.1852471116,439182.9771600792,1.4385569189117913
3400,300,602300.2008122001,335515.79731931153,184758.68613219858,3.2599290102184537
2200,400,614177.6683883597,582473.1956762093,359331.52676733746,1.7092228837077017
3300,300,602903.6908324142,321882.8367037543,190357.43419681065,3.167219044406071
4400,400,555126.6170621066,252756.70755119118,179665.76338366873,3.089774070514798
1200,500,1078489.7632116654,1102067.3163944762,851243.2196773599,1.2669584183242446
4300,400,555120.0840097173,262249.9282430257,183844.0369507308,3.0195163967079686
200,900,9958251.21441571,9047423.906899322,9003153.143231973,1.1060848411649782
1300,1000,1865998.8446532092,2014247.7752493445,1574557.3667370172,1.1850942265254847
4900,500,798052.4912884614,315125.4150137947,218726.61253679788,3.6486300502377116
1300,300,695673.9672157653,646340.6420328956,483215.02526882704,1.4396778469972884
700,900,2851326.4800114622,2839862.295126581,2572329.4694948494,1.1084608382500092
400,400,2277808.623198809,2071774.8953193133,1976323.3972203562,1.1525485284455386
3200,600,887341.0374999687,650897.5585456763,380040.3014824865,2.334860366225818
400,300,1811293.2766075528,1664576.890341248,1570448.832123688,1.1533602620839136
2000,600,961608.7965955893,934819.9691507545,608064.4823719783,1.5814256949270935
3000,700,1008306.5428965254,869445.7378279197,475080.4832407059,2.122391002085542
4600,500,797644.3022566721,315464.5353393153,222063.44861148516,3.59196575232966
600,700,2665834.661149973,2620323.353256526,2375402.4162035296,1.1222665443822462
2700,500,840110.037832786,698136.4083410925,378330.3198566043,2.2205728532442404
2100,900,1205442.6315191244,1240722.2464353973,857443.1564982831,1.4058571957609858
700,200,668086.491189915,613811.8634522817,576675.890069519,1.158512957962186
2700,100,208223.64720346447,133453.2205777228,75147.1955092299,2.7708771537307677
2000,900,1199019.790211178,1307375.945117145,900315.3143231972,1.3317776240566659
1600,800,1451516.3297034635,1433534.8964102499,1021032.5236720373,1.4216161542858947
4900,100,204907.29549227917,66902.18602941842,42511.79157511906,4.820010822884387
2400,900,1142927.5130811566,1170512.4066268667,750262.7619359978,1.5233696393673017
3900,300,602625.3174353286,270740.7432153705,161071.67508960902,3.7413487945665804
2400,600,912507.2432171232,831449.5033408937,506720.40197664866,1.8008101502476597
2700,900,1119170.4282790804,1070689.1219989208,666900.2328319979,1.6781676976277442
600,200,812836.6852397076,697963.5296995831,672788.5384144388,1.2081607203881926
1600,200,314735.91455911077,312306.3877650345,252295.70190541458,1.2474882139573862
1900,600,952972.2323885099,923607.9412345922,640067.87618103,1.4888612096492426
1200,900,1765384.3307285167,1879541.8362079167,1500525.5238719955,1.17651069751421
2800,1000,1343914.5904667415,1169394.7904561495,731044.4916993293,1.8383485625379405
1900,400,622892.0769030472,635986.6861691672,416068.08362533816,1.497091705462201
100,500,11630952.721725406,10214918.636128323,10214918.63612832,1.1386241179238403
3100,300,608719.7199908451,392789.0644828067,202638.55898370166,3.0039678679308253
3100,1000,1337911.5046905302,1087629.6619998673,660298.2505671362,2.026223003834079
4400,900,1073413.752582368,556792.0253155595,409234.23378327145,2.622981324555665
3400,200,244511.34331267336,208035.37689237733,118727.3891319598,2.0594350225364657
1300,900,1608304.496312937,1778171.3287307583,1385100.4835741497,1.1611464405548584
4000,1000,1307915.2233754108,734177.887657918,511731.1441895306,2.555864027871238
600,400,1503315.4477510347,1458415.497065968,1317548.9314802375,1.1409940168689543
2400,400,587131.1930265337,566712.5593100248,329387.2328700594,1.7824952956150315
4100,600,852562.07623858,434703.2719230368,296616.8206692578,2.874287689804444
3300,400,563286.1739784863,419646.151392213,239554.35117822498,2.351391954301884
1700,400,638363.8334448297,713858.847879699,465017.26993420144,1.3727744639143322
4200,100,204907.29549227917,78624.91508190545,48308.91139879065,4.24160448992044
3500,800,1232631.8535503142,828395.7156309426,466757.72510721703,2.640838677639821
2500,600,899701.0323839646,810253.3157334938,486451.5858975827,1.8495181400711629
1900,500,873677.8303663052,828444.3328334114,537627.2966383325,1.6250622612155747
800,900,2546664.748538288,2594526.760847325,2250788.2858079933,1.1314545950838197
200,500,5729916.249251801,5163874.915286065,5107459.31806416,1.1218721271036116
200,400,4397552.759573403,3975616.416267132,3952646.7944407123,1.1125589986331281
1200,800,1701408.630315034,1784629.163795844,1361376.698229383,1.2497706421212433
4000,600,858635.5636439169,457681.56524058693,304032.2411859892,2.8241595703616635
400,1000,5797253.355188927,5364009.107746457,5117311.441895305,1.132870926660229
1600,1000,1606613.6452489481,1773347.4788504234,1279327.8604738263,1.255826356078812
2000,400,625266.4543705608,610161.5081981716,395264.67944407125,1.581893062769941
3900,100,204907.29549227917,81511.95185187187,52024.98150638994,3.9386327406404087
3200,900,1092597.6103069347,898729.594932301,562697.0714519983,1.9417154731009476
4300,100,204907.29549227917,72817.01075884666,47185.44834300483,4.342595073013784
5000,800,1226883.1762834678,461002.7128525192,326730.40757505194,3.755032123851666
300,100,802101.3400209845,692134.7208722327,676324.7595830691,1.1859706873890767
2500,900,1144814.7856086104,1159393.9423953015,720252.2514585578,1.5894636681666539
300,300,2376495.8733055447,2168837.2285828516,2093931.776164917,1.1349442710393125
4300,800,1230138.4537201466,562831.712013429,379919.0785756418,3.237895970721108
200,700,8016266.62312328,7202037.298273294,7126207.248610589,1.124899451203335
600,100,427796.23391309334,373930.6386270168,338162.37979153456,1.2650615783364636
3500,1000,1321103.0433054562,938315.2739436735,584835.5933594635,2.258930643596196
500,900,4005886.6826951075,3837606.233565939,3601261.257292789,1.1123565874547219
4300,300,599638.831956764,223176.8501644703,146088.26345336632,4.1046338547803884
600,600,2251117.331207294,2235824.252553643,2026881.6079065946,1.110630893499643
2200,300,619981.958097772,448027.8060556397,285536.151295216,2.1712905888990996
5000,300,599613.6036821133,206458.42689869567,142348.1066563424,4.212304734967104
5000,1000,1308063.0727899866,546450.436321927,409384.9153516244,3.1951911849670362
1800,1000,1551125.1504796003,1645129.751841851,1137180.320421179,1.3640098431400114
3700,900,1075950.0162867343,735351.5118427234,486656.9266611877,2.210900446169575
800,700,2110023.525340053,2092731.4118974921,1781551.8121526472,1.1843739322913733
3400,400,561103.8340120771,407561.060744321,232508.63496710072,2.4132601960846385
2100,700,1084221.421543229,1055233.644307478,678686.4046295799,1.5975293068305765
4900,900,1069223.2049008165,471114.94165246596,367475.6384992642,2.9096437773873207
4800,400,554578.5993214382,219526.30121193244,164693.6164350297,3.3673351240071594
2300,600,928321.968331043,870650.6462699833,528751.7238017203,1.7556859420833961
1100,800,1847717.1512495028,1886465.9762693245,1485138.2162502361,1.2441381758491996
3100,500,820347.7824880376,572554.5296065205,329513.50439123606,2.4895725715508976
1000,900,2007520.0027086963,2178575.474996662,1800630.6286463945,1.1148982866174106
3300,700,986079.6351178475,783624.4796976495,431891.3484006417,2.283165983225753
1400,1000,1761105.3728339574,1981071.7855393265,1462088.9833986587,1.2045131266499447
