regular,Paper,Min Time,Time opt
0.1,6509748.375841558,8732607.263446495,2101321.120423504
0.2,6706349.263739903,8732607.263446499,2182292.549618731
0.3,7800846.788788229,8732607.263446495,2544320.000511678
0.4,7038899.772126698,8732607.263446499,2285175.7857145546
0.5,7923821.661483286,8732607.263446499,2560634.0822767173
0.6,7490856.253097756,8732607.263446497,2425115.593425087
0.7,7090126.32988386,8732607.263446495,2293486.5464675743
0.8,6914670.336538419,8732607.2634465,2228449.646128746
0.9,7521209.406581974,8732607.263446497,2423252.4360276116
1,7080500.601390037,8732607.2634465,2301281.216246381
0.1,8497656.559851915,9308057.7540304,2809273.0834304695
0.2,6702936.663510177,9308057.754030408,2210221.907307094
0.3,7999573.746612159,9308057.7540304,2670743.8910611784
0.4,8580652.283867918,9308057.754030408,2843955.63415187
0.5,9088696.394328598,9308057.754030405,3024023.705734448
0.6,8138534.755874408,9308057.754030405,2710579.7579364916
0.7,8114807.291375674,9308057.754030405,2694312.8136113286
0.8,8313938.297371117,9308057.754030403,2766809.4518291177
0.9,7905042.900846305,9308057.754030405,2627890.562073393
1,8506250.210650876,9308057.754030405,2818364.823578443
0.1,7162000.3702475615,8886801.010959622,2342436.2765891473
0.2,8102709.218017441,8886801.010959622,2639082.1721002567
0.3,8875512.207632063,8886801.010959618,2901175.866639374
0.4,9337380.135532444,8886801.010959622,3093695.7924297913
0.5,9193143.816415682,8886801.010959618,3011551.6139839357
0.6,7905952.440691692,8886801.010959618,2565822.0553787583
0.7,9413724.678032694,8886801.01095962,3089307.3864185167
0.8,8973437.606934778,8886801.010959618,2912157.8310592063
0.9,8350695.4147178745,8886801.01095962,2749058.677749506
1,8887801.055595398,8886801.010959622,2909203.768741566
0.1,8344746.275896189,10542286.164486922,2749385.669690926
0.2,10367611.672969947,10542286.164486924,3391297.009612359
0.3,11396085.087677037,10542286.164486924,3741504.749743977
0.4,8770102.087123256,10542286.164486922,2880950.929213037
0.5,10934890.785272148,10542286.16448692,3591813.618107392
0.6,9311929.550221,10542286.164486922,3062888.2309757685
0.7,8706993.869816193,10542286.164486917,2880528.2419800395
0.8,9862489.637905983,10542286.164486922,3240606.582446221
0.9,11664467.553597484,10542286.164486926,3825296.0572469826
1,9665116.56853314,10542286.164486922,3168282.7045895755
0.1,7672767.089686146,9382846.433924498,2516532.72702089
0.2,7775499.950095804,9382846.433924492,2566306.2921032542
0.3,8451455.012160128,9382846.43392449,2780155.1847699434
0.4,7818717.219211741,9382846.433924494,2584882.773562792
0.5,8245595.826152888,9382846.433924492,2694559.773245037
0.6,9238118.23711962,9382846.43392449,3024756.815216781
0.7,8960788.53685805,9382846.433924492,2934258.094019077
0.8,8722865.969970167,9382846.4339245,2864624.4542328063
0.9,8090327.704109795,9382846.43392449,2648079.6858620965
1,8578988.402642356,9382846.433924498,2814317.3878980223
0.1,9357371.090613762,8332293.115632521,3047162.3756678235
0.2,9641495.13213475,8332293.115632523,3148379.1665177746
0.3,9311825.311136944,8332293.115632524,3059572.486306549
0.4,9679508.437811363,8332293.115632523,3153018.032616892
0.5,9728323.01455938,8332293.115632521,3180563.568826334
0.6,9348447.933280295,8332293.11563252,3042408.147970684
0.7,10233081.985264288,8332293.115632521,3336571.152816167
0.8,8958201.395527072,8332293.115632522,2917599.566972489
0.9,9395485.89149011,8332293.11563252,3056366.7356639598
1,9074075.008566542,8332293.115632523,2976921.177978042
0.1,8110104.343565717,9560333.529117024,2621306.0854677744
0.2,8517584.545987925,9560333.52911702,2747500.9997251956
0.3,9849410.508143375,9560333.529117024,3196023.4040542897
0.4,8773572.517722977,9560333.52911702,2878835.25266444
0.5,10991456.809400408,9560333.529117024,3631051.1540346015
0.6,9005617.287584253,9560333.529117024,2923798.83070519
0.7,9024222.702922022,9560333.529117027,2973770.025442648
0.8,10045839.027467597,9560333.529117025,3259497.8885284215
0.9,8339010.062797869,9560333.529117022,2750709.7119472935
1,9037413.986658636,9560333.529117024,2962592.0061939545
0.1,7825495.013858086,10476954.120251449,2522921.7505759113
0.2,9116692.26901611,10476954.120251453,2970468.601614997
0.3,10470153.499529481,10476954.120251454,3372270.725996211
0.4,7766742.673993993,10476954.120251454,2489875.9617854813
0.5,8862210.426923674,10476954.120251447,2839583.4048784366
0.6,9242710.67205684,10476954.120251454,2990811.89622382
0.7,9191146.152721219,10476954.120251454,2981744.731621039
0.8,10692292.47459307,10476954.120251453,3467033.4499869565
0.9,10100043.94208496,10476954.120251454,3269910.824435236
1,9701308.535143971,10476954.120251453,3100223.8197716787
0.1,8131504.3352755355,9458654.09656089,2601025.5194452615
0.2,9227969.126620086,9458654.096560894,2938098.8462048983
0.3,9767348.824264716,9458654.096560897,3080431.4787650583
0.4,9672307.538788538,9458654.096560894,3077910.7307330556
0.5,9011365.590684714,9458654.096560895,2864426.0622091712
0.6,8620102.069796829,9458654.096560895,2729924.2029130184
0.7,9733355.836639056,9458654.096560894,3079956.0501271137
0.8,8827769.932005715,9458654.096560888,2794840.3187382254
0.9,8997484.369648004,9458654.096560892,2867114.0575945233
1,9576332.90921912,9458654.09656089,3032438.445133623
0.1,10072778.555987561,10705774.79721238,3288764.8806674755
0.2,9231150.1407241,10705774.79721238,3017182.458316079
0.3,10753276.17372106,10705774.797212379,3546992.2460612156
0.4,9593574.767596591,10705774.797212385,3180143.164666626
0.5,8982807.032562215,10705774.797212385,2930407.6880798144
0.6,10165630.797865283,10705774.797212383,3338915.698516732
0.7,9603180.765016831,10705774.797212379,3127597.11567693
0.8,10272517.998526582,10705774.797212383,3379739.1372268917
0.9,9367004.585637562,10705774.797212383,3095139.1836028076
1,10113495.171414243,10705774.797212379,3345602.640049218
