p,Paper,Min Time,Time opt
500,4866185.596889772,11348773.327565737,2547103.5300798216
1000,4676770.939819829,9128464.577365242,2531156.2613913054
1500,4633817.934461981,7214272.5887025315,2530387.6966619184
2000,4545606.438486619,5294742.40337776,2530387.6966619184
2500,4547639.992945178,4342726.904648923,2530387.6966619184
3000,4523358.716837441,3432084.606422596,2530387.6966619184
3500,4518225.629052732,3050079.2936386084,2530387.6966619184
4000,4520041.19192482,2980516.649235339,2530387.6966619184
4500,4514009.038443146,2754397.3530336185,2530387.6966619184
5000,4512559.697405224,2582564.657296023,2530387.6966619184
500,5626871.796116609,11907197.352673758,2849320.0245010094
1000,5184670.449369704,10157338.82717654,2834326.558760838
1500,5077463.730493356,7601940.959475858,2833546.0159696555
2000,5056010.872446204,5688732.190651468,2833546.0159696555
2500,5038930.751871241,4155511.2778928545,2833546.0159696555
3000,5032074.082213236,3599873.0506200325,2833546.0159696555
3500,5037223.467852475,3263229.4769803486,2833546.0159696555
4000,5030578.481141342,3098941.180146873,2833546.0159696555
4500,5030497.76899524,2940476.9716814463,2833546.0159696555
5000,5030494.550490756,2927538.8136604503,2833546.0159696555
500,5194301.205495215,11376345.92258124,2658518.9630830013
1000,4944286.227443945,9785843.099383939,2641459.5601339308
1500,4834578.363652185,7826219.901516468,2640271.093031301
2000,4806940.071188618,5608266.802627597,2640271.093031301
2500,4807222.127925211,4444930.580560799,2640271.093031301
3000,4773455.541636592,3789886.12534315,2640271.093031301
3500,4766781.212879225,3249054.3218706367,2640271.093031301
4000,4765537.423033612,3027997.038036661,2640271.093031301
4500,4760242.399985585,2737407.0391155453,2640271.093031301
5000,4753582.529324889,2768599.0101017486,2640271.093031301
500,6532692.182665414,13219783.88546179,3361476.3688198314
1000,6159737.216830032,11144625.115532571,3354949.241082998
1500,6087363.060649091,8804462.436938912,3354861.39268329
2000,6059226.492810955,6690063.32429255,3354861.39268329
2500,6051320.977891701,4930960.2169760205,3354861.39268329
3000,6041996.705504608,4282368.043965022,3354861.39268329
3500,6043609.209960127,3733151.299865701,3354861.39268329
4000,6034825.003052174,3579982.973848134,3354861.39268329
4500,6033607.059211595,3511409.0757529577,3354861.39268329
5000,6032344.307580899,3445132.006813817,3354861.39268329
500,5476448.737197715,11915985.10399437,2905712.2504670806
1000,5242920.106202647,10129531.11526699,2889208.0328141972
1500,5219220.071258075,8369375.920845081,2888507.7741282145
2000,5206467.22634509,6189732.121627292,2888507.7741282145
2500,5202789.217911042,4506357.44017655,2888507.7741282145
3000,5196999.738081576,3987832.362447518,2888507.7741282145
3500,5201820.207209187,3625694.746568609,2888507.7741282145
4000,5197389.842710463,3194098.886372079,2888507.7741282145
4500,5195469.731280455,3040947.0665030135,2888507.7741282145
5000,5195290.841332694,3007918.321278194,2888507.7741282145
500,6301528.104827225,10914958.066727499,3351200.881228615
1000,6099801.578876609,9207801.01097834,3329117.2800730695
1500,6082504.437746102,7471532.579825846,3327395.5774612105
2000,6072547.249870388,5779016.819544507,3327385.080486515
2500,6039696.480788199,4632481.2412933735,3327385.080486515
3000,6032347.573779438,3921299.2126741414,3327385.080486515
3500,6024587.740790743,3593760.467733828,3327385.080486515
4000,6028391.002713434,3498879.748783995,3327385.080486515
4500,6020149.298196595,3475461.6772819315,3327385.080486515
5000,6015911.679945493,3430664.5204738057,3327385.080486515
500,5731781.634959193,12158117.42773171,2972818.371188702
1000,5444547.740895682,10467583.561106889,2954648.0060329004
1500,5376984.742761516,7926940.09102347,2953893.9975096094
2000,5357184.709965571,6258154.269584283,2953893.9975096094
2500,5354135.615515505,4673945.087026619,2953893.9975096094
3000,5361308.090081212,3922240.0294526713,2953893.9975096094
3500,5355949.447530027,3381010.868916157,2953893.9975096094
4000,5340586.176767637,3126996.1923676417,2953893.9975096094
4500,5344449.365946426,3131242.3057855773,2953893.9975096094
5000,5344449.365946426,3032533.681571893,2953893.9975096094
500,5883321.426186549,12965532.678019473,3095131.2823507753
1000,5658353.461232397,11368063.457189638,3076590.586060945
1500,5575758.54497938,8722710.714160582,3076084.667716298
2000,5553844.261011613,7002768.773987661,3076084.667716298
2500,5543115.492238739,5260491.9327813415,3076084.667716298
3000,5533821.388025513,4376723.335813242,3076084.667716298
3500,5526406.16833313,3754608.6078676865,3076084.667716298
4000,5527605.529686271,3235266.732014703,3076084.667716298
4500,5526288.593810734,3230442.1620745636,3076084.667716298
5000,5526288.593810734,3233271.3368074526,3076084.667716298
500,6163115.498397628,12039905.590613354,3210127.8681118703
1000,5805497.984743298,10009209.752618605,3196001.1219723397
1500,5731591.134940606,7598613.571539272,3195223.281512647
2000,5717364.183931563,5901800.538506842,3195207.04906971
2500,5717133.0975917885,4187196.2302042525,3195207.04906971
3000,5712378.8189513795,3832140.5081822127,3195207.04906971
3500,5706977.335823059,3435193.9819755317,3195207.04906971
4000,5706585.219307621,3347145.64723988,3195207.04906971
4500,5706376.754166656,3336604.2208347823,3195207.04906971
5000,5706259.374044136,3267263.621109592,3195207.04906971
500,6818758.392046148,13280245.57663581,3666075.9834557706
1000,6761457.487670489,11370298.212946545,3645161.4476170326
1500,6692382.451068508,8482961.826411922,3643897.7936968915
2000,6658293.437943072,6820502.921916093,3643890.4885822376
2500,6655946.129877413,5340698.897919903,3643890.4885822376
3000,6647614.483570114,4155340.089926878,3643890.4885822376
3500,6653979.5952609815,3918533.0240754373,3643890.4885822376
4000,6647867.472489178,3871813.741990247,3643890.4885822376
4500,6646928.7269986905,3776695.771732072,3643890.4885822376
5000,6646928.7269986905,3727289.3896804475,3643890.4885822376
