p,Paper,Min Time,Time opt
500,8359308,11071241,2547103.5300798216
500,9484004,11821867,2849320.0245010094
500,8890475,11141405,2658518.9630830013
500,10905377,13011426,3361476.3688198314
500,9776233,11768322,2905712.2504670806
500,11152708,10739467,3351200.881228615
500,9852609,11976406,2972818.371188702
500,10347399,12866745,3095131.2823507753
500,10599565,11863754,3210127.8681118703
500,11959576,13023793,3666075.9834557706
500,10939396,13650897,3312491.6434867806
500,11316451,12680545,3466769.7614891455
500,8732139,11458008,2678546.2687065285
500,9512741,12509652,2884320.576185625
500,9405247,12154763,2855555.341572062
500,10439321,11661601,3211876.9008780825
500,11214232,13144601,3449115.5063979668
500,11090973,13497947,3433096.065092318
500,8925013,11844488,2709615.3784222496
500,11506054,13993516,3585994.1066697566
500,9892818,11319893,2984192.5739304777
500,10882930,12836925,3236066.5569386333
500,11183127,14383194,3448805.7306323815
500,10041335,11489031,3072250.2002753937
500,10864097,11543027,3321199.8735822258
500,9298160,11893635,2788239.340423356
500,10095186,12770992,3073658.263744339
500,11600686,13390545,3621389.36389113
500,10695364,13160770,3249280.9089484657
500,9260176,11234425,2815057.4192547267
1000,8271721,8645212,2531156.2613913054
1000,9448444,9553435,2834326.558760838
1000,8731387,9271000,2641459.5601339308
1000,10861599,9938736,3354949.241082998
1000,9735744,9679016,2889208.0328141972
1000,11025868,8721781,3329117.2800730695
1000,9784793,9810477,2954648.0060329004
1000,10299085,10463490,3076590.586060945
1000,10522470,9065336,3196001.1219723397
1000,11911121,10711597,3645161.4476170326
1000,10863054,11578849,3289652.4189181887
1000,11268579,10432733,3439715.143690093
1000,8566111,9007919,2659210.953797838
1000,9437064,10131942,2865172.794780374
1000,9339683,9580595,2840684.6507358407
1000,10407070,9290808,3197617.888400477
1000,11149571,10496867,3430038.531230058
1000,11082158,11015673,3419099.6194730117
1000,8738880,9212378,2689187.5762371724
1000,11470776,11516186,3568268.488653907
1000,9860375,9025834,2968604.7012269753
1000,10680665,10667656,3216285.834467035
1000,11113505,11795757,3432428.039784456
1000,9940703,9248639,3054705.392966854
1000,10806171,9426709,3304156.0978099704
1000,9262042,9864528,2776215.6944442764
1000,10036106,9998417,3054139.0915395864
1000,11574175,11347735,3607574.7529685763
1000,10661740,10310574,3233605.1278693182
1000,9241315,8922881,2806849.367633671
1500,8272680,6445432,2530387.6966619184
1500,9447399,6936345,2833546.0159696555
1500,8727357,7061524,2640271.093031301
1500,10840597,7850312,3354861.39268329
1500,9725867,7577832,2888507.7741282145
1500,11031604,6953694,3327395.5774612105
1500,9777689,8118290,2953893.9975096094
1500,10299085,8505629,3076084.667716298
1500,10428703,6934906,3195223.281512647
1500,11908950,8205414,3643897.7936968915
1500,10862708,8325857,3288467.0555668334
1500,11247040,8111920,3437401.5475101783
1500,8569437,7012450,2658192.0466264766
1500,9435822,7877723,2864360.2615199517
1500,9348499,7000298,2840260.459851173
1500,10413526,7157408,3197049.450735302
1500,11149244,8197901,3429092.271985058
1500,11070730,8195493,3418069.1244566618
1500,8708032,6882688,2688118.010895679
1500,11470776,8476581,3567757.22441211
1500,9860375,6842036,2967594.727706387
1500,10686078,8171395,3215244.6995527553
1500,11113371,9035564,3431089.872701989
1500,9931675,7090705,3053971.7112605283
1500,10813671,6992276,3302794.362042187
1500,9262042,7211745,2775769.6088759624
1500,10034582,8040636,3052855.2485501207
1500,11572536,8175700,3607054.578836198
1500,10660832,7438075,3232363.7228530794
1500,9241315,7025053,2806757.8224841706
2000,8272680,5051750,2530387.6966619184
2000,9452857,5395632,2833546.0159696555
2000,8727357,5473079,2640271.093031301
2000,10840597,6118649,3354861.39268329
2000,9725867,5609205,2888507.7741282145
2000,11031604,5494247,3327385.080486515
2000,9777689,5918992,2953893.9975096094
2000,10299085,6303382,3076084.667716298
2000,10428575,5275341,3195207.04906971
2000,11908950,6148951,3643890.4885822376
2000,10862708,6213268,3288417.1790600354
2000,11247040,6067790,3437297.7488779193
2000,8559192,5281095,2658189.3728072243
2000,9435822,5679363,2864350.9818090154
2000,9348499,5448197,2840260.459851173
2000,10413526,5172439,3197033.7387665007
2000,11149244,5953620,3429015.7032619365
2000,11080639,6273127,3417983.3774406193
2000,8708032,5194325,2688117.486223984
2000,11470776,6330918,3567757.22441211
2000,9860375,5152288,2967594.1101571866
2000,10685924,6202636,3215202.2244276493
2000,11113371,6908239,3431072.902321005
2000,9931675,5432595,3053971.7112605283
2000,10813671,5385589,3302758.6023614015
2000,9262042,5248321,2775768.5473004733
2000,10034582,5904462,3052851.462433091
2000,11572536,6274353,3607054.502984223
2000,10660832,5616998,3232334.408957011
2000,9241315,4890247,2806757.8224841706
2500,8272680,4010029,2530387.6966619184
2500,9452857,4087932,2833546.0159696555
2500,8727357,4225162,2640271.093031301
2500,10840597,4916132,3354861.39268329
2500,9725867,4363923,2888507.7741282145
2500,11031604,4668002,3327385.080486515
2500,9777689,4412402,2953893.9975096094
2500,10299085,4984212,3076084.667716298
2500,10428575,4090798,3195207.04906971
2500,11908950,4837847,3643890.4885822376
2500,10862708,4990033,3288417.1790600354
2500,11247040,4990559,3437297.7488779193
2500,8559192,4223896,2658189.3728072243
2500,9435822,4438711,2864350.9818090154
2500,9348499,3936113,2840260.459851173
2500,10413526,4104873,3197033.7387665007
2500,11149244,5044830,3429015.7032619365
2500,11080639,4872445,3417983.3774406193
2500,8708032,3979251,2688117.486223984
2500,11470776,5091624,3567757.22441211
2500,9860375,3950771,2967594.1101571866
2500,10685924,5120950,3215202.2244276493
2500,11113371,5359750,3431072.902321005
2500,9931675,4117418,3053971.7112605283
2500,10813671,4530766,3302758.6023614015
2500,9262042,3946178,2775768.5473004733
2500,10034582,4694325,3052851.462433091
2500,11572536,5111188,3607054.502984223
2500,10660832,4461834,3232334.408957011
2500,9241315,3809863,2806757.8224841706
3000,8272680,3335662,2530387.6966619184
3000,9452857,3550347,2833546.0159696555
3000,8727357,3561788,2640271.093031301
3000,10840597,4032042,3354861.39268329
3000,9725867,3606810,2888507.7741282145
3000,11031604,3785880,3327385.080486515
3000,9777689,3700510,2953893.9975096094
3000,10299085,3941133,3076084.667716298
3000,10428575,3528878,3195207.04906971
3000,11908950,4194225,3643890.4885822376
3000,10862708,4215953,3288417.1790600354
3000,11247040,4085420,3437297.7488779193
3000,8559192,3555959,2658189.3728072243
3000,9435822,3595746,2864350.9818090154
3000,9348499,3491065,2840260.459851173
3000,10413526,3574955,3197033.7387665007
3000,11149244,4114152,3429015.7032619365
3000,11080639,4289739,3417983.3774406193
3000,8708032,3427404,2688117.486223984
3000,11470776,4454735,3567757.22441211
3000,9860375,3378156,2967594.1101571866
3000,10685924,4117240,3215202.2244276493
3000,11113371,4418032,3431072.902321005
3000,9931675,3593995,3053971.7112605283
3000,10813671,3870522,3302758.6023614015
3000,9262042,3369708,2775768.5473004733
3000,10034582,4105458,3052851.462433091
3000,11572536,4466112,3607054.502984223
3000,10660832,3616974,3232334.408957011
3000,9241315,3229819,2806757.8224841706
3500,8272680,2962303,2530387.6966619184
3500,9452857,3104367,2833546.0159696555
3500,8727357,3218767,2640271.093031301
3500,10840597,3769870,3354861.39268329
3500,9725867,3364866,2888507.7741282145
3500,11031604,3572723,3327385.080486515
3500,9777689,3276473,2953893.9975096094
3500,10299085,3525852,3076084.667716298
3500,10428575,3388763,3195207.04906971
3500,11908950,3971377,3643890.4885822376
3500,10862708,3864755,3288417.1790600354
3500,11247040,3792208,3437297.7488779193
3500,8559192,3322205,2658189.3728072243
3500,9435822,3193546,2864350.9818090154
3500,9348499,3130643,2840260.459851173
3500,10413526,3475835,3197033.7387665007
3500,11149244,3860818,3429015.7032619365
3500,11080639,3939238,3417983.3774406193
3500,8708032,3075219,2688117.486223984
3500,11470776,4075300,3567757.22441211
3500,9860375,3206421,2967594.1101571866
3500,10685924,3717415,3215202.2244276493
3500,11113371,3899268,3431072.902321005
3500,9931675,3410337,3053971.7112605283
3500,10813671,3690266,3302758.6023614015
3500,9262042,3174972,2775768.5473004733
3500,10034582,3579082,3052851.462433091
3500,11572536,4025917,3607054.502984223
3500,10660832,3375165,3232334.408957011
3500,9241315,3049049,2806757.8224841706
4000,8272680,2735401,2530387.6966619184
4000,9452857,3045374,2833546.0159696555
4000,8727357,2927613,2640271.093031301
4000,10840597,3554559,3354861.39268329
4000,9725867,3079834,2888507.7741282145
4000,11031604,3472876,3327385.080486515
4000,9777689,3052941,2953893.9975096094
4000,10299085,3293441,3076084.667716298
4000,10428575,3300191,3195207.04906971
4000,11908950,3819699,3643890.4885822376
4000,10862708,3663191,3288417.1790600354
4000,11247040,3652792,3437297.7488779193
4000,8559192,2970762,2658189.3728072243
4000,9435822,3064770,2864350.9818090154
4000,9348499,3018100,2840260.459851173
4000,10413526,3383739,3197033.7387665007
4000,11149244,3550602,3429015.7032619365
4000,11080639,3726932,3417983.3774406193
4000,8708032,2915244,2688117.486223984
4000,11470776,3774776,3567757.22441211
4000,9860375,3059554,2967594.1101571866
4000,10685924,3524982,3215202.2244276493
4000,11113371,3703133,3431072.902321005
4000,9931675,3296669,3053971.7112605283
4000,10813671,3527816,3302758.6023614015
4000,9262042,3048523,2775768.5473004733
4000,10034582,3490506,3052851.462433091
4000,11572536,3879914,3607054.502984223
4000,10660832,3273507,3232334.408957011
4000,9241315,2951603,2806757.8224841706
4500,8272680,2636123,2530387.6966619184
4500,9452857,2978639,2833546.0159696555
4500,8727357,2767225,2640271.093031301
4500,10840597,3421378,3354861.39268329
4500,9725867,3027149,2888507.7741282145
4500,11031604,3433624,3327385.080486515
4500,9777689,3107533,2953893.9975096094
4500,10299085,3176223,3076084.667716298
4500,10428575,3254916,3195207.04906971
4500,11908950,3781615,3643890.4885822376
4500,10862708,3443011,3288417.1790600354
4500,11247040,3578283,3437297.7488779193
4500,8559192,2907686,2658189.3728072243
4500,9435822,2996641,2864350.9818090154
4500,9348499,2943525,2840260.459851173
4500,10413526,3270164,3197033.7387665007
4500,11149244,3545342,3429015.7032619365
4500,11080639,3611408,3417983.3774406193
4500,8708032,2818663,2688117.486223984
4500,11470776,3685687,3567757.22441211
4500,9860375,3031571,2967594.1101571866
4500,10685924,3437294,3215202.2244276493
4500,11113371,3590882,3431072.902321005
4500,9931675,3162226,3053971.7112605283
4500,10813671,3425164,3302758.6023614015
4500,9262042,2895029,2775768.5473004733
4500,10034582,3303099,3052851.462433091
4500,11572536,3779545,3607054.502984223
4500,10660832,3269389,3232334.408957011
4500,9241315,2880117,2806757.8224841706
5000,8272680,2570635,2530387.6966619184
5000,9452857,2928302,2833546.0159696555
5000,8727357,2752620,2640271.093031301
5000,10840597,3393593,3354861.39268329
5000,9725867,2950942,2888507.7741282145
5000,11031604,3363040,3327385.080486515
5000,9777689,2998209,2953893.9975096094
5000,10299085,3221131,3076084.667716298
5000,10428575,3238998,3195207.04906971
5000,11908950,3770003,3643890.4885822376
5000,10862708,3388323,3288417.1790600354
5000,11247040,3538071,3437297.7488779193
5000,8559192,2818728,2658189.3728072243
5000,9435822,2955991,2864350.9818090154
5000,9348499,2901915,2840260.459851173
5000,10413526,3249207,3197033.7387665007
5000,11149244,3502896,3429015.7032619365
5000,11080639,3552004,3417983.3774406193
5000,8708032,2807887,2688117.486223984
5000,11470776,3686740,3567757.22441211
5000,9860375,3005656,2967594.1101571866
5000,10685924,3383122,3215202.2244276493
5000,11113371,3549358,3431072.902321005
5000,9931675,3185961,3053971.7112605283
5000,10813671,3414858,3302758.6023614015
5000,9262042,2827519,2775768.5473004733
5000,10034582,3245584,3052851.462433091
5000,11572536,3755845,3607054.502984223
5000,10660832,3252651,3232334.408957011
5000,9241315,2853649,2806757.8224841706
