regular,Paper,Min Time,Time opt
0.1,1256645.9394977703,1461366.7409617065,680996.5163027159
0.2,1248492.8117934659,1491857.3759038418,680996.5163027159
0.3,1271226.6054011157,1439027.1401853564,680996.5163027159
0.4,1250453.3499494626,1462531.8956916973,680996.5163027159
0.5,1281157.7843281636,1468691.3691411442,680996.5163027159
0.6,1248780.2627011505,1457637.5501826014,680996.5163027159
0.7,1284982.056103075,1485361.9006414046,680996.5163027159
0.8,1239721.0602505004,1480758.4949324518,680996.5163027159
0.9,1327135.133051518,1505927.752473393,680996.5163027159
1,1237357.6990605122,1488786.4073960336,680996.5163027159
