P,n,File_number,regular,fat,jump,density,Paper,Time opt,Makespan,Model
1,256,1000,11,0.103925,0.694013,7.0,0.897745,779166.1344598169,114052.16297138289,6.831664688861003,General
2,2048,100,81,0.715367,0.100106,10.0,0.419858,476164.13868521515,34797.99253486696,13.683666901419883,General
3,4096,900,66,0.699821,0.486548,10.0,0.494553,1040425.3071299348,124719.89755923967,8.342095587720891,General
4,128,700,95,0.252105,0.328997,9.0,0.241537,752314.2081346267,118106.42169880556,6.369799349718468,General
5,2048,800,48,0.380232,0.567173,4.0,0.771939,1115589.2002439024,132293.56255090234,8.432679404295726,General
6,512,500,38,0.15137,0.33787,3.0,0.636078,1765777.8379966023,200600.6387207743,8.8024537172809,General
7,512,600,73,0.230985,0.420942,7.0,0.713594,1152026.1513834526,105022.81261133405,10.969294410794765,General
8,1024,500,66,0.649432,0.723637,6.0,0.240238,322024.0307379693,46061.858103017745,6.991121157504324,General
9,128,700,5,0.119244,0.5906,4.0,0.106685,467424.1790744859,84366.35857819415,5.540409553664193,General
10,1024,800,91,0.398424,0.585032,9.0,0.102732,408601.6841619228,63384.96579246821,6.446350156593053,General
11,2048,700,31,0.799942,0.889956,10.0,0.787336,208106.18671062207,39830.52628133257,5.224791287986458,General
12,128,100,58,0.314204,0.786132,9.0,0.395892,189200.8723971194,26126.125239736124,7.241826740896016,General
13,8192,300,36,0.562432,0.233763,10.0,0.153198,534142.9532681934,36076.63280186646,14.805787341676716,General
14,128,900,3,0.534845,0.213005,5.0,0.132059,1433722.5340566714,139591.2364882103,10.270863487750264,General
15,512,800,26,0.767861,0.447614,5.0,0.851934,1626606.6510824119,197393.3795668679,8.240431642903157,General
16,256,700,71,0.336017,0.524537,2.0,0.841195,1543824.9573963552,234983.82020263324,6.569920244147324,General
17,128,500,53,0.749981,0.820907,9.0,0.340066,281932.30154731974,63524.28070644322,4.43818172220128,General
18,8192,800,8,0.360628,0.835771,9.0,0.354204,261551.35848798105,54320.9057684255,4.814929994043105,General
19,8192,700,27,0.424576,0.603897,7.0,0.617383,647493.2018723468,80626.46962808013,8.030777049511808,General
20,2048,300,34,0.577643,0.761176,7.0,0.372643,242683.91251665822,37939.74255370349,6.396561921134297,General
21,4096,300,76,0.699195,0.767005,6.0,0.690699,293388.1456075866,38752.99367855184,7.5707220980443815,General
22,256,200,73,0.211051,0.283267,10.0,0.696614,455400.36164545553,38158.66027827733,11.934390733961441,General
23,128,1000,59,0.376573,0.759818,2.0,0.76305,579835.9715456048,124089.35917466675,4.672729196138682,General
24,256,800,29,0.613703,0.797571,8.0,0.60255,350834.2661993551,52179.14170893851,6.723649617625958,General
25,1024,400,93,0.771915,0.559915,7.0,0.477874,516707.9614166772,49051.77331750574,10.533930304050251,General
26,4096,500,66,0.649432,0.723637,6.0,0.240238,322024.0307379693,46061.858103017745,6.991121157504324,General
27,4096,600,90,0.79804,0.581244,7.0,0.389738,564149.0361166957,51613.479508776116,10.930265533072042,General
28,512,500,51,0.846688,0.52166,9.0,0.837665,874184.2536173855,124988.94385887164,6.99409265034234,General
29,256,800,20,0.352643,0.137693,5.0,0.148824,2167686.2887046863,210977.95440512575,10.274468224970247,General
30,8192,800,22,0.262714,0.843831,7.0,0.855421,330720.02261691936,49795.0272020813,6.641627511814998,General
31,8192,100,33,0.728034,0.112467,2.0,0.434197,999497.5692632794,102623.46676272963,9.739464089379924,General
32,512,600,21,0.830316,0.216257,9.0,0.535044,1196716.8463155928,92921.13792117263,12.878844072387471,General
33,4096,300,59,0.145154,0.216152,5.0,0.227988,755922.0567166586,65210.744929774046,11.591986221453489,General
34,512,100,30,0.311593,0.494797,1.0,0.411192,411777.35758357693,59800.389484683525,6.885864141220085,General
35,512,400,65,0.341813,0.131667,6.0,0.445843,1353355.4153698469,130538.90726759212,10.367448630434751,General
36,512,600,87,0.701721,0.485789,10.0,0.896196,920239.8644664808,131761.98633212727,6.984107405203108,General
37,512,200,34,0.193941,0.777444,3.0,0.390147,256336.46460570028,31705.394626816502,8.084947928353186,General
38,256,100,19,0.894956,0.277955,6.0,0.168629,335495.38657263794,26415.822114851857,12.70054685839254,General
39,2048,200,22,0.81636,0.60347,9.0,0.214718,277462.083574122,26109.246436838283,10.626966360187355,General
40,512,600,12,0.428009,0.498308,10.0,0.506425,850949.1622971317,64352.41237737711,13.223267486958736,General
41,2048,900,43,0.238553,0.709156,3.0,0.720007,673914.244464098,137540.97978364697,4.899734213935151,General
42,8192,500,56,0.178558,0.3637,3.0,0.260735,1099475.18341143,200791.6018005936,5.475703035146461,General
43,4096,200,90,0.517281,0.702481,8.0,0.62128,294674.6176519196,47639.49018411157,6.185511568513755,General
