density,Paper,Min Time,Time opt
0,1973282,5739927,680994.575741888
0,2620902,6366435,810009.3159321084
0,3300544,6388358,997869.7659748964
0,2977573,6887212,942436.0120254857
0,3393893,6871228,1014110.8014073092
0,3210149,6285833,941657.9793521801
0,3873144,7464997,1155385.2491807032
0,3202260,7757527,988259.5347119508
0,2957486,6442052,901775.5492713603
0,3994340,7515022,1208592.1458816617
0,2966916,7894276,908637.0063609447
0,3904321,7496133,1236441.736734352
0,2846206,6765190,863714.9414620236
0,2802585,6994011,853472.1791363192
0,4301853,6321456,1302453.0116353233
0,3309266,6249880,1000118.2362332009
0,3593779,7625211,1096501.3916105514
0,3199305,7878157,956156.6318240865
0,3769939,6132959,1147377.0034175762
0,4542435,7956951,1378754.7018318255
0,2769373,6216854,832250.0828121956
0,4826171,7592644,1489585.614734008
0,3657746,8197304,1119940.4450695494
0,4156637,6505143,1259489.5632363786
0,3654321,6189808,1136675.751023125
0,2974039,6757105,895776.0988816649
0,4493702,7132600,1386321.2570006214
0,3241728,7553467,996703.6205001634
0,2383377,6658730,724749.1287186227
0,3288485,6473822,985371.1142950521
0.1,4656173,6197706,1409810.992976509
0.1,4563650,6625064,1404550.8000230398
0.1,4745359,6592271,1406099.257535276
0.1,5600174,7259283,1694412.8588757303
0.1,5678236,7136039,1722473.747467452
0.1,5990744,6598916,1795134.8494513738
0.1,5450636,7381833,1627114.9197855187
0.1,5296257,7865280,1618078.766163326
0.1,5287315,6811007,1672074.584588112
0.1,5780315,7549237,1728565.4180815034
0.1,6782748,8286768,2108171.5590608674
0.1,7059562,7413584,2163834.1872835327
0.1,4007116,6714347,1211048.5082058723
0.1,6182851,7557109,1889295.907872166
0.1,5265748,6417338,1570349.8103273998
0.1,5359331,6611483,1659323.0284578558
0.1,6956802,7896402,2118330.733211145
0.1,5746787,8140895,1757623.8077918515
0.1,5986106,6372324,1813902.5686579978
0.1,6818678,8220605,2068791.4930439754
0.1,4773800,6329537,1458434.2062818725
0.1,7892104,7656065,2464857.626204946
0.1,7784024,8714035,2328931.2618337707
0.1,5958638,6846002,1848522.190790246
0.1,4466672,6537324,1396495.0944574568
0.1,5937874,6777482,1817109.210879534
0.1,6555954,7780004,2014910.9727104118
0.1,6051342,8035294,1874019.7617864872
0.1,4592538,7134156,1421833.9961569102
0.1,5989905,6655752,1810082.3685540804
0.2,5774214,6141008,1813731.404833671
0.2,8287746,6846915,2504140.4926267583
0.2,7751392,6792114,2327112.358860203
0.2,7161910,7385636,2211715.9487582548
0.2,7258358,7343501,2173631.6140383673
0.2,8079334,6455030,2393246.4724384015
0.2,6565798,7335473,1959484.8692685321
0.2,7145014,8048957,2172381.944152692
0.2,6443636,6694759,1982460.358834113
0.2,8690489,7928179,2658454.305526923
0.2,8959381,8343402,2740103.1102155168
0.2,8735478,7794265,2684054.828579327
0.2,7360978,7094326,2304974.6193968984
0.2,7783950,7300914,2397133.265773218
0.2,7946980,6866264,2418927.939739274
0.2,6881750,6780883,2063072.3930545026
0.2,8565820,8132978,2677753.1772779715
0.2,10394089,8374791,3178387.395500525
0.2,6211736,6631345,1908403.8285958557
0.2,8731002,8411852,2679374.1332722483
0.2,6481745,6593701,1985635.070319996
0.2,8276631,8163311,2465295.294862001
0.2,9008810,8711932,2743660.0111086373
0.2,5994931,6900093,1801162.109809806
0.2,6385946,6527333,1978261.0192565587
0.2,6055188,6795839,1824119.9227815154
0.2,7901868,7869850,2414607.922805754
0.2,8326803,8006398,2626649.0858225673
0.2,8363136,7295951,2563227.9716490526
0.2,7831251,6578987,2386625.3508999445
0.3,6770627,6411093,2059312.1036252512
0.3,7818417,6938678,2335740.6420440916
0.3,7632127,7358654,2311371.457482908
0.3,8862531,7637109,2740317.889129454
0.3,9072663,7617051,2727842.1276275823
0.3,9133260,6876473,2734004.8918101443
0.3,9156231,7933218,2779949.130570887
0.3,9112331,8165475,2742082.7112123026
0.3,8638841,7113424,2662347.6410666434
0.3,8738267,7703489,2649008.21057832
0.3,10503132,8358753,3243387.2271150905
0.3,8430981,8014927,2578482.7636529896
0.3,8778254,6837058,2696316.069307652
0.3,8793023,7678553,2706835.9476151513
0.3,8457174,6560631,2544817.127999816
0.3,7961241,6824799,2476495.3733254927
0.3,11945779,8281820,3713786.960665378
0.3,11063241,8112152,3354260.6627721284
0.3,7127609,6701124,2166201.719133979
0.3,10783104,8438693,3348474.895086558
0.3,8349040,6838951,2568668.4037880716
0.3,10080512,7924848,3071216.655072289
0.3,10350260,8824466,3151361.0134707247
0.3,8509844,7226603,2622914.707839501
0.3,7678020,7091483,2318254.241912129
0.3,8365407,7076386,2504689.2149963332
0.3,8129774,7834093,2490780.9840837484
0.3,9460979,8401671,2921992.670354328
0.3,7726065,7454434,2362945.549580604
0.3,7709038,6969055,2340658.11659375
0.4,7162481,6144489,2210497.3710742583
0.4,8633595,7027943,2596443.0499351164
0.4,9508341,7103204,2904357.0702498057
0.4,11209490,7898969,3476854.0652090884
0.4,8943925,7809728,2677176.215106996
0.4,10691912,6909717,3167823.58990593
0.4,8373922,7550161,2551699.4433746603
0.4,9895628,8233181,2997068.301931713
0.4,8945117,7398269,2709311.4519980242
0.4,9392761,8016023,2848199.6747713448
0.4,9876786,8347139,3051969.178934029
0.4,10132660,7869121,3095765.068921352
0.4,7098390,7013663,2181767.8329647365
0.4,9746744,7649811,2992670.7362740026
0.4,10639915,6826311,3239668.7213565297
0.4,9062991,6784075,2824592.343145595
0.4,10981781,8177760,3385558.5173440785
0.4,11366329,8323826,3488944.4138102485
0.4,8570903,6624126,2627176.248374554
0.4,11041401,8935042,3392431.438065175
0.4,8837471,6951649,2688786.7931621755
0.4,9404869,8110924,2881622.808380585
0.4,9290539,8980099,2854076.6855375404
0.4,10131531,7217933,3086824.168614416
0.4,10390612,7058160,3186533.385251572
0.4,8081336,7103548,2392623.9202121827
0.4,10512962,8148840,3199846.5807167226
0.4,10433641,8090768,3262819.9267076976
0.4,10938948,7703187,3349391.854214026
0.4,9737956,6948159,2958065.571980849
0.5,8272680,6445432,2530387.6966619184
0.5,9447399,6936345,2833546.0159696555
0.5,8727357,7061524,2640271.093031301
0.5,10840597,7850312,3354861.39268329
0.5,9725867,7577832,2888507.7741282145
0.5,11031604,6953694,3327395.5774612105
0.5,9777689,8118290,2953893.9975096094
0.5,10299085,8505629,3076084.667716298
0.5,10428703,6934906,3195223.281512647
0.5,11908950,8205414,3643897.7936968915
0.5,10862708,8325857,3288467.0555668334
0.5,11247040,8111920,3437401.5475101783
0.5,8569437,7012450,2658192.0466264766
0.5,9435822,7877723,2864360.2615199517
0.5,9348499,7000298,2840260.459851173
0.5,10413526,7157408,3197049.450735302
0.5,11149244,8197901,3429092.271985058
0.5,11070730,8195493,3418069.1244566618
0.5,8708032,6882688,2688118.010895679
0.5,11470776,8476581,3567757.22441211
0.5,9860375,6842036,2967594.727706387
0.5,10686078,8171395,3215244.6995527553
0.5,11113371,9035564,3431089.872701989
0.5,9931675,7090705,3053971.7112605283
0.5,10813671,6992276,3302794.362042187
0.5,9262042,7211745,2775769.6088759624
0.5,10034582,8040636,3052855.2485501207
0.5,11572536,8175700,3607054.578836198
0.5,10660832,7438075,3232363.7228530794
0.5,9241315,7025053,2806757.8224841706
0.6,7832423,6319875,2419301.898898566
0.6,9932083,7092441,3000049.0025004772
0.6,10272538,7378953,3139183.1602368956
0.6,12769204,7466382,3910420.9924669527
0.6,10731991,7438562,3212098.8741401443
0.6,10624225,7074113,3170742.5968893464
0.6,10034264,7917520,3053476.2949982556
0.6,10998062,8184076,3335794.5325160436
0.6,11006017,6957720,3400386.8759215
0.6,10918879,8319765,3349095.391281555
0.6,11378529,8261418,3491580.257087867
0.6,11826643,8532563,3624215.489889226
0.6,9202325,7081518,2811028.4262597812
0.6,10066635,7655725,3077367.325037177
0.6,9762891,7273742,2931486.288332137
0.6,10351394,6575539,3186088.996334886
0.6,13025747,8342222,4026007.1116774157
0.6,12516429,8273725,3771138.593038807
0.6,9194650,6765689,2802517.548969304
0.6,12735213,8346932,3922107.224217262
0.6,10583906,6853214,3199147.584861992
0.6,10903380,8356140,3329116.0200532847
0.6,12716946,9138706,3922242.5689203725
0.6,10166115,7086582,3136698.3157774853
0.6,9769720,7098021,2949551.695968507
0.6,10872580,7271080,3286800.818839972
0.6,11155846,8261164,3439322.515869886
0.6,11922651,8383608,3668615.156433461
0.6,10126896,7870321,3079602.6090583554
0.6,9267210,6973428,2796522.263530912
0.7,9031605,6384261,2775267.2479019095
0.7,11198575,7144526,3419013.719376222
0.7,11043980,7201919,3349278.8631545906
0.7,10951199,7776721,3378161.93255295
0.7,9358721,7702151,2813078.6953190756
0.7,11894416,7001817,3565020.226298074
0.7,10920321,7733477,3333582.3062549257
0.7,10970862,8208296,3316641.5702466816
0.7,11380134,7293684,3523132.4471023274
0.7,10976840,8187711,3399353.9888991383
0.7,11670482,8703993,3579839.98116589
0.7,11633208,8265326,3591616.805350669
0.7,10578525,7400772,3266888.3864520085
0.7,11815977,7843891,3633060.8277726043
0.7,10800300,7063420,3255980.622141991
0.7,10126531,6742657,3108441.1818653364
0.7,12345058,7845240,3782259.2599579953
0.7,13345240,8291390,4030221.241760605
0.7,9546865,6687306,2927580.4180494105
0.7,12854519,8269674,3996986.820436455
0.7,10324290,6817332,3122217.6822878616
0.7,10593497,8278954,3193037.003177331
0.7,12830520,8821329,3959905.7586041777
0.7,11712795,7279944,3607085.739738966
0.7,11083013,6836356,3450842.7632967094
0.7,9149438,7159871,2761850.0196948037
0.7,11283745,7876734,3429804.885868505
0.7,10948116,8097794,3359811.761939639
0.7,10707274,7511764,3294976.133782882
0.7,11053434,7170279,3354438.0537340986
0.8,9855806,6373541,3055103.249419181
0.8,10515230,6866692,3187700.6340342686
0.8,11205933,7345669,3361822.6009000647
0.8,12717743,7823129,3961673.512022464
0.8,9886784,7670708,2955731.62607369
0.8,10696963,6979641,3178785.4793792283
0.8,11056366,7700167,3354103.5055379914
0.8,9861306,8629152,2985401.0044711763
0.8,12125289,7056870,3688311.024263693
0.8,12658963,8012357,3883954.435438818
0.8,10955420,8576233,3325181.494355331
0.8,11892196,8130847,3650683.731349853
0.8,9717512,7292450,2993627.9370324044
0.8,11831401,8126367,3637536.7287477204
0.8,10165236,7099666,3095371.746765295
0.8,11980619,7027396,3698354.4615441705
0.8,12688551,8046398,3907582.926425789
0.8,13174526,8354278,3991875.5340415426
0.8,10978578,6966240,3336830.4791204864
0.8,12178057,8702785,3729607.3753929837
0.8,10505739,7347861,3196625.048333775
0.8,11506225,7894126,3503432.305762927
0.8,12380960,9034092,3864714.936685238
0.8,11698459,7320104,3586057.07708455
0.8,12557256,7222219,3815147.0841795066
0.8,10372173,7195611,3104860.426395259
0.8,12051312,8140687,3683377.4054237884
0.8,11979051,8323089,3718970.266330107
