p,Paper,Min Time,Time opt
500,2426202.8358304193,2431757.119717373,2042989.5489081475
1000,1541031.3355483706,1541142.1217609593,1021494.7744540737
1500,1172444.941634387,1236799.0291042458,680996.5163027159
2000,926946.9343926904,1068662.4968925272,510747.3872270369
2500,739645.5613727785,920166.7651188361,408597.9097816295
3000,593614.5691606158,777497.8577678307,340498.25815135794
3500,512455.1611071109,702423.3451226163,291855.64984402107
4000,409998.4313679579,576854.616535098,255373.69361351844
4500,359388.93830951117,494895.11324830796,227952.9939118406
5000,336927.9622233684,436440.770920032,227952.9939118406
500,2319574.521594372,2294531.087176924,1997010.6237390046
1000,1444318.618465349,1488707.3517722723,998505.3118695023
1500,1115575.7920414975,1216906.0493712341,665670.2079130015
2000,859898.8503849182,1035800.0598345646,499252.65593475115
2500,686718.4165042613,898171.4467443479,399402.12474780093
3000,567300.13389751,751945.1254820718,332835.10395650077
3500,482661.56435970333,671865.7226937929,285287.2319627149
4000,397028.3394523125,536213.8635018806,249626.32796737558
4500,355962.9536066267,476756.7763647546,221890.06930433385
5000,326412.18721576827,444564.7567202161,199701.06237390047
500,2285498.991104131,2279709.036655505,1953921.7774714797
1000,1394055.22795085,1422619.4996127796,976960.8887357399
1500,1055316.458450062,1164924.704322062,651307.2591571598
2000,796976.2484269863,1041778.0033831163,488480.44436786993
2500,648670.5365517135,896339.146116274,390784.35549429595
3000,527729.2364450112,713979.1503180468,325653.6295785799
3500,473910.61782831757,667002.2287202454,279131.6824959257
4000,387289.02502601634,525076.5110206254,244240.22218393497
4500,337040.37079056405,473171.07917869114,217102.4197190533
5000,307503.1582525935,437067.12419372896,195392.17774714797
500,2478563.311073032,2485406.7606477397,2085556.7558312695
1000,1567322.5272770505,1564989.8642494325,1042778.3779156348
1500,1127700.5740473534,1276670.546558914,695185.5852770898
2000,907702.7402809645,1171067.957592115,521389.1889578174
2500,680029.8823858192,915099.298381789,417111.3511662539
3000,574554.9858456862,764999.8020951265,347592.7926385449
3500,501032.45046990894,648276.3428043685,297936.67940446705
4000,422025.67979149485,581272.9015594919,260694.5944789087
4500,380925.942880568,486318.29615472304,258522.907910979
5000,359089.7447788245,439108.8942783812,258522.907910979
500,2332740.807452927,2324094.1935121855,1985894.3678868609
1000,1447327.0923093394,1479149.3771646006,992947.1839434304
1500,1073838.6049883584,1178837.22446446,661964.7892956203
2000,855245.0254128394,1022559.1532190039,496473.5919717152
2500,701554.6218293054,873809.1922523242,397178.8735773722
3000,577334.1527815601,759942.138633219,330982.39464781014
3500,477744.20334278356,651278.6480941804,283699.1954124087
4000,395018.3410557588,544827.1759966448,248236.7959858576
4500,350750.01949556713,474207.6834183163,220654.92976520676
5000,333571.84046157164,429011.19666177005,218025.6476195825
500,2293196.7235994944,2284529.1223296938,1970286.83253386
1000,1397413.6420794646,1444795.300797709,985143.41626693
1500,1067178.267414342,1185329.4714800147,656762.2775112868
2000,844088.984769159,1001812.7427877554,492571.708133465
2500,690104.104726744,883109.4884363282,394057.36650677206
3000,574449.800803383,753529.0810949792,328381.1387556434
3500,491925.68704864883,658314.3831432913,281469.54750483716
4000,380020.1881628102,555890.2469537351,246285.8540667325
4500,332544.54163381574,451763.0727563763,218920.7591704289
5000,303940.64804435195,407193.37548818416,197028.68325338603
500,2387732.8432620903,2403837.0089740315,2066046.8666066553
1000,1482972.6602667568,1512963.5189969917,1033023.4333033276
1500,1112169.2664405175,1207342.9073090327,688682.2888688851
2000,863578.8723058691,1062480.7181349758,516511.7166516638
2500,729437.5858350679,884562.9452249947,413209.37332133105
3000,571419.3582690827,746677.6828988842,344341.14443444257
3500,471208.1659803304,668564.6032314529,295149.55237237934
4000,407040.8902791641,569195.2344435632,258255.8583258319
4500,362775.2993412646,482363.79996662354,229560.76295629505
5000,343602.0248526456,438141.3827916689,206604.68666066552
500,2377916.5187977045,2378018.193879953,2047170.1718840974
1000,1478072.4285206092,1494636.6012015245,1023585.0859420487
1500,1118067.517840544,1233514.2956917523,682390.0572946991
2000,874245.4223236147,1039396.884551831,511792.54297102435
2500,689575.4737924393,857278.4746092522,409434.03437681944
3000,587167.179576216,746636.5542237929,341195.02864734957
3500,506880.7715120911,662007.5248846908,292452.8816977282
4000,413092.1246082715,561407.1160370514,255896.27148551217
4500,371397.49158446974,486887.8101655372,227463.35243156637
5000,339088.7513242082,437845.8519800833,204717.01718840972
500,2343179.197854508,2347582.1910082274,1963400.1892987874
1000,1475672.106703073,1501903.4020364566,981700.0946493937
1500,1092990.1170121059,1223547.0181492344,654466.7297662625
2000,883332.320332968,1014293.4920887714,490850.04732469685
2500,670665.2682680903,872515.5725733608,392680.0378597575
3000,600808.5904895173,762831.5088749542,327233.36488313123
3500,486895.8234714845,670648.7566874425,280485.7413283982
4000,421961.37568727636,555176.3939933777,245425.02366234842
4500,363780.9954326835,498857.7848590845,233255.59371782155
5000,338916.6474439902,422500.147991507,233255.59371782155
500,2446382.549872978,2455876.2078702007,2013289.441933948
1000,1530166.4281085685,1595721.2542421988,1006644.720966974
1500,1106503.4109951158,1280688.0597201253,671096.4806446494
2000,882324.187911075,1076658.6691224896,503322.360483487
2500,743876.1826312013,948843.1767079186,402657.8883867896
3000,577204.3364840462,772951.775908653,335548.2403223247
3500,491740.9757066996,660472.3852045495,290840.5319559556
4000,419629.5835395513,524703.7531958119,290840.5319559556
4500,365990.0561859738,444591.69291554904,290840.5319559556
5000,346052.5590404896,437832.37125568656,290840.5319559556
