P,n,File_number,regular,fat,jump,density,Paper,Time opt,Makespan,Model
191,256,300,46,0.741354,0.414512,7.0,0.735342,118251.44475229114,92144.75057899409,1.2833226419221377,General
192,8192,200,12,0.845326,0.118076,10.0,0.125299,40463.64604772441,34995.89392353165,1.1562398187667433,General
193,128,500,3,0.893572,0.680991,4.0,0.576443,157851.48882365169,78338.05610379564,2.015003903268969,General
194,128,500,38,0.15137,0.33787,3.0,0.636078,261944.01834777615,201743.08900922665,1.2984039236942397,General
195,128,700,83,0.591571,0.26118,6.0,0.272775,242120.63952103994,123648.96593143292,1.958129109266495,General
196,256,400,91,0.654566,0.838252,3.0,0.336082,86940.0197164852,65136.801568810966,1.3347296401196667,General
197,4096,800,62,0.727254,0.803596,4.0,0.719382,86620.48897343398,69579.78689333206,1.2449087995372254,General
198,512,800,94,0.317036,0.386954,7.0,0.797791,246031.1395761361,160684.38796188083,1.5311452636861156,General
199,512,800,55,0.706365,0.382068,4.0,0.389507,332584.177115936,208874.10782048167,1.5922709644882258,General
200,128,800,35,0.551232,0.338544,8.0,0.654431,353132.90534851805,171251.52131025647,2.062071639695083,General
201,128,400,80,0.119984,0.303838,5.0,0.31317,118296.30196078458,57337.2855241042,2.0631653710054625,General
202,256,600,15,0.832195,0.109359,8.0,0.114569,178867.81120340675,131142.9851737448,1.3639144401542616,General
203,256,600,87,0.701721,0.485789,10.0,0.896196,174684.47287371816,131772.37600602672,1.3256532072073195,General
204,512,200,41,0.721395,0.106057,9.0,0.823169,74122.76635494235,68293.22321929944,1.085360492020173,General
205,128,1000,58,0.364897,0.550257,7.0,0.86565,327499.03747338406,145523.38959975677,2.2504907174999684,General
206,2048,700,42,0.233968,0.821963,3.0,0.338724,75172.13820064321,60545.29623925781,1.2415851085042886,General
207,512,400,39,0.365001,0.438371,2.0,0.357296,144390.54551595493,118375.94620530441,1.2197625458936758,General
208,1024,1000,51,0.555869,0.745138,1.0,0.352455,108987.51979444709,92929.47364766299,1.1727982040193976,General
209,256,100,46,0.325311,0.799592,4.0,0.318062,33519.541643385826,23436.6403591853,1.430219567722676,General
210,2048,900,99,0.531782,0.205223,8.0,0.525002,319242.33464970405,157334.7185904263,2.0290647703813907,General
211,4096,900,55,0.633656,0.413141,4.0,0.333687,215920.03906147464,145977.01014770556,1.4791372891046188,General
212,512,900,20,0.577605,0.764293,1.0,0.259277,109518.93373051517,83934.36071927342,1.3048164397988546,General
213,1024,100,28,0.887865,0.559718,7.0,0.171747,32257.75573362455,20053.49829918545,1.6085849587119085,General
214,2048,1000,80,0.654831,0.440754,8.0,0.358147,206248.0360008703,150682.91879743664,1.3687552487493952,General
215,512,900,76,0.749151,0.132192,4.0,0.849332,531349.5633254875,412273.5536719884,1.288827669378565,General
216,128,700,34,0.540316,0.726719,1.0,0.216357,211751.01426576794,94617.4557646125,2.2379698603665488,General
217,256,900,70,0.311977,0.384731,2.0,0.7021,506704.955533779,405413.3739306958,1.2498476570247499,General
218,512,900,56,0.267938,0.451841,10.0,0.257167,138172.82988199097,82112.18297196667,1.6827323897741648,General
219,8192,700,92,0.130883,0.201247,8.0,0.211027,129140.68664555003,103628.00460653503,1.2461948595448118,General
220,4096,700,33,0.421324,0.608456,3.0,0.220844,127205.26075756903,97718.7908840865,1.3017482063246077,General
221,128,300,93,0.667712,0.743423,4.0,0.748051,95258.68056050637,44534.63653257783,2.1389796342184817,General
222,8192,1000,71,0.623511,0.410596,4.0,0.72606,470178.33308901585,354110.7446334615,1.3277720041386922,General
223,128,500,37,0.168277,0.240408,9.0,0.157412,159880.42387368268,54608.56837707788,2.927753439161628,General
224,1024,600,83,0.838923,0.223213,3.0,0.233695,161650.10162145272,130073.66237184455,1.2427581316142224,General
225,512,800,27,0.825223,0.895451,9.0,0.105794,82525.43097579101,47173.23554232788,1.7494121407411647,General
226,1024,300,94,0.40044,0.473125,1.0,0.480569,195868.43392865828,148835.5235432784,1.3160059457962914,General
227,256,400,20,0.742696,0.134324,4.0,0.54066,207972.2022855605,168174.0691560349,1.236648451983404,General
228,8192,400,90,0.85929,0.240624,8.0,0.845339,182564.61263956607,102075.26108957673,1.7885294702244792,General
229,8192,200,27,0.585032,0.769977,1.0,0.690259,67398.66477336339,57462.271367614376,1.1729203035184776,General
230,1024,500,75,0.114038,0.697068,3.0,0.307851,93188.75959030646,75308.02642475703,1.2374346270170116,General
231,256,100,94,0.771953,0.560014,10.0,0.568692,76810.03241452892,62929.765866919784,1.2205675860444534,General
232,2048,800,74,0.690544,0.869602,5.0,0.881814,101578.93369141889,81387.95053606495,1.2480831993233057,General
233,2048,800,42,0.470686,0.549977,8.0,0.558031,155477.1380901924,113760.30981094284,1.3667081106633618,General
234,128,400,47,0.412762,0.595044,4.0,0.800959,135041.99238534825,88828.19736795158,1.5202604171507166,General
235,1024,300,55,0.610289,0.392224,5.0,0.311971,78953.67887906452,62242.53045311874,1.2684843997229944,General
236,2048,500,18,0.329123,0.117396,7.0,0.83432,213456.09096823176,160813.90903421727,1.327348438018589,General
237,4096,200,80,0.274224,0.347897,5.0,0.755677,112928.77714547951,62879.27051927928,1.7959619476001183,General
238,2048,1000,84,0.637089,0.821346,9.0,0.316851,66463.96360055168,56310.26740548294,1.1803169592847658,General
239,4096,500,88,0.614454,0.398912,3.0,0.295666,113874.17006765088,92639.23301465798,1.229221857327262,General
240,256,900,32,0.614524,0.28622,7.0,0.203586,207919.43485273136,120892.13588417074,1.7198756009401908,General
241,8192,600,24,0.455551,0.526882,4.0,0.445138,143480.03039730238,111350.28118031911,1.288546637479548,General
242,4096,900,21,0.247249,0.828856,1.0,0.839932,98953.32913253471,84602.54543351936,1.1696259093089838,General
243,2048,200,91,0.863484,0.245115,7.0,0.256471,64857.07090407674,49088.639705453395,1.3212236332731702,General
244,128,800,1,0.687643,0.760544,5.0,0.677523,278203.6597613166,98763.99958665624,2.8168529112393705,General
245,8192,500,72,0.848655,0.634481,6.0,0.125755,65503.2817287065,36142.526899969416,1.8123603230620249,General
246,8192,200,32,0.540817,0.725476,8.0,0.624229,59175.252671883405,55185.974476140334,1.0722878998443315,General
247,128,900,45,0.571137,0.35821,1.0,0.16391,350569.5746747351,248870.15187570034,1.408644516156478,General
248,512,400,10,0.84137,0.627967,7.0,0.520604,78836.44709623202,64872.249617122405,1.215256871181848,General
249,2048,200,61,0.117421,0.190289,3.0,0.202452,116041.93788928288,93023.40028435529,1.2474488949507778,General
250,2048,500,1,0.510036,0.585838,5.0,0.105006,90417.80643811368,50476.7713644161,1.7912755509924363,General
251,1024,600,50,0.187247,0.775146,10.0,0.180526,62741.45276782013,43653.64277618617,1.4372558342839303,General
252,4096,500,50,0.424756,0.498041,9.0,0.415643,123550.18600116367,77409.48417035426,1.5960600606673472,General
253,1024,900,1,0.288884,0.872015,5.0,0.680493,64174.58561814299,54985.620150486575,1.1671157921381579,General
254,256,1000,25,0.292527,0.877152,2.0,0.394894,153453.7349025578,59786.24205795498,2.566706479959125,General
255,512,300,16,0.208938,0.284366,3.0,0.204719,89582.0212540158,75906.6660800024,1.180160134547342,General
