regular,Paper,Min Time,Time opt
0.1,1128735.9669521884,1219943.0088682626,680996.5163027159
0.2,1131063.447386751,1243144.3870240906,680996.5163027159
0.3,1134901.4131272582,1234618.7704203506,680996.5163027159
0.4,1129514.4162839851,1212527.8872392906,680996.5163027159
0.5,1116688.6993316354,1277356.2192071574,680996.5163027159
0.6,1124845.6161996599,1265384.9426255217,680996.5163027159
0.7,1150721.5841312986,1233959.8122062774,680996.5163027159
0.8,1142551.5124969985,1261781.112095264,680996.5163027159
0.9,1141590.314937126,1258355.9505253246,680996.5163027159
1,1103852.501962638,1232279.33578634,680996.5163027159
0.1,1078211.7998395124,1155113.988828594,665670.2079130015
0.2,1041108.1274742935,1183390.2956747136,665670.2079130015
0.3,1016797.4866713394,1158403.3450007937,665670.2079130015
0.4,1079459.2025424691,1195352.4273077257,665670.2079130015
0.5,1090808.3137048143,1190909.7552253997,665670.2079130015
0.6,1094252.0396820442,1201547.840612954,665670.2079130015
0.7,1113978.3506851431,1195572.901829292,665670.2079130015
0.8,1039618.7930188476,1215538.377087709,665670.2079130015
0.9,1071976.4851722645,1214407.7573309522,665670.2079130015
1,1117335.7898558408,1192808.0290941175,665670.2079130015
0.1,1034887.8165058563,1132213.3987462372,651307.2591571598
0.2,1045005.7888730782,1163556.5023805734,651307.2591571598
0.3,1047865.6033377391,1142480.5771805455,651307.2591571598
0.4,1025749.9486928113,1147259.141888747,651307.2591571598
0.5,1044888.6278114568,1152716.4185928707,651307.2591571598
0.6,1066376.16609652,1109557.2825280728,651307.2591571598
0.7,1061200.1716508653,1167073.6232165864,651307.2591571598
0.8,1029847.5208008059,1178225.3408753658,651307.2591571598
0.9,1033969.3502758018,1147188.2382338704,651307.2591571598
1,1049145.5786875116,1192549.0057789357,651307.2591571598
0.1,1120295.2953697364,1282610.8577335447,695185.5852770898
0.2,1168028.1744136885,1303963.1508052538,695185.5852770898
0.3,1129341.5612729962,1283908.054019542,695185.5852770898
0.4,1117060.738672168,1344041.9450655153,695185.5852770898
0.5,1113359.8564264143,1275891.6242439984,695185.5852770898
0.6,1135293.4492805076,1313629.5928095242,695185.5852770898
