n,Paper,Min Time,Time opt
100,176416.6203894927,187008.75945599264,135264.95191661385
200,346320.9537667222,335073.46833286894,269115.4153657755
300,539815.8444348666,586052.5990546525,418786.3552329834
400,671282.261201557,727065.1538777472,527019.572592095
500,850359.4948437328,951858.1196714956,680994.5757418879
600,1037194.3728582198,1145095.429302108,810752.6431626378
700,1212926.0648648648,1323716.1255054292,950160.9664814118
800,1380659.9461532044,1516330.2427328469,1089101.3585835064
900,1515898.7487083022,1598547.8416051304,1200420.4190975963
1000,1738244.214361851,1869819.6560271948,1364616.3845054149
100,167036.79852526943,207591.410903845,132074.59556803893
200,369998.4318417497,424734.9515685173,286299.9844379911
300,508910.9561389595,583300.9664106951,397626.5790315133
400,639747.0078099731,699238.4087927181,507521.7860540623
500,853354.1177636777,899409.3247117586,665668.3560278681
600,1012484.4580383914,1147232.3069519906,815429.4369894167
700,1172925.9476427417,1297832.695256125,942669.0211432279
800,1389046.6891361994,1482861.8660080961,1095096.4500514558
900,1550162.2633726401,1713577.155673978,1234367.335232841
1000,1642271.9404542125,1894643.0834126708,1310236.572839959
100,182248.11634418325,239270.85386087102,135657.59205852254
200,371251.94444914086,443044.8614250187,270786.05627382477
300,535361.2233556092,605796.0802088287,421388.3916447859
400,676189.3849696202,715994.0514663849,527186.328555443
500,824576.0636209394,912429.7981946666,651305.3816708076
600,961811.6642276436,1180755.718443363,772065.0070346941
700,1185879.531034187,1343346.6597858737,943130.4418587418
800,1388917.23240292,1512432.5409091199,1091462.301144986
900,1505419.9178636183,1728181.2780409954,1211849.0721664052
1000,1656632.7350139027,1936385.456648241,1315742.600153349
100,166637.74572720658,205968.95131616917,135704.79963632452
200,333372.63390795793,481327.5704353451,273913.5829820462
300,504759.1059071296,586814.4693997751,396805.27204800607
400,662940.7948721545,708127.4526860516,520492.9711976571
500,851399.8888134254,1017708.6011786755,695183.7690020413
600,1042292.7865105694,1234431.73966714,835802.8700134807
700,1140803.5320128687,1246866.0228697362,918673.9310559323
800,1293194.94277925,1456496.9382520644,1036905.8603255186
900,1511296.6410099177,1717655.7326536567,1209444.9745925602
1000,1609840.8191621455,1824126.29567256,1288360.9693238873
100,181863.25962236203,181182.22442005662,139215.89287995544
200,301137.3801777735,394990.56557449047,237157.02603838284
300,524311.362980621,574505.8115542578,403542.7487819403
400,687962.3569731549,806425.7326151296,553652.1403919176
500,825227.2250310007,939885.3464770165,661962.9561917708
600,1048715.3715749225,1139910.6543664692,836158.0084916332
700,1211218.71724414,1397278.6329150714,959848.6105146745
800,1318241.57335732,1423178.6716547448,1047139.8979693472
900,1500147.7331825108,1598251.9055704589,1188119.1878513992
1000,1689377.493816933,1958072.3503483944,1345047.1341998018
100,181416.55535347696,194596.0295271563,122984.77840698518
200,351668.33687632065,352790.14692746056,257738.01733123203
300,463184.30493779335,541653.9846940804,364297.2257864501
400,679000.970942464,749758.6717233342,546788.8911521651
500,828806.2978458692,895660.0958296682,656760.4495093515
600,1034980.2491445659,1081892.161141609,820026.635954944
700,1199535.1332392017,1289451.5073299624,955614.8494181845
800,1359764.9786286294,1512626.0967005035,1071427.358158738
900,1472673.3315951633,1668807.863161277,1177485.9993456504
1000,1699901.099980974,1885993.1019467157,1343462.4150484968
100,178166.3276831388,239760.27988312283,135780.76599838538
200,349720.65672755055,325973.4235221621,263256.45488200546
300,507598.15741188795,546636.9692349137,399115.47045688564
400,647637.1019027077,702733.2743723004,509607.5388928041
500,863732.9436160519,985472.8900397128,688680.4760887198
600,1017342.515072706,1075352.6907487204,808500.1381526012
700,1201324.6290652025,1357210.1197884192,966037.9415197765
800,1360881.346244517,1515121.9759392277,1067057.608011531
900,1522863.862977514,1633097.5421134199,1200844.1283749081
1000,1675630.2583562147,1835580.3421649598,1339714.0408837413
100,176846.91032988136,186163.88957646888,132581.37664140118
200,376900.817955799,441687.8727157926,288877.21957515477
300,502968.26000264066,578891.1624729802,404387.397599672
400,659947.6201470302,751218.4236529595,517062.8064570028
500,856987.1419651529,933009.9381690585,682388.2379183229
600,999859.6251300089,1152472.3679437842,796310.5517534814
700,1107616.0410299632,1230735.3593634749,876164.5223701039
800,1366134.2512343489,1570811.0576366934,1092902.44475554
900,1475021.4099891484,1575683.937099943,1168644.0656474705
1000,1716160.217358934,1822970.8180324775,1356490.9992859592
100,162908.66999271428,197782.5876892719,125793.85045794981
200,349155.9459755552,372702.00217127596,267404.74808868027
300,509836.85784979427,546820.3115126698,402994.3076215725
400,679561.6656568953,750001.1170668816,532846.2458092739
500,822326.9264519471,942533.6139257438,654464.7830271883
600,1034590.1680144084,1123498.2559118015,808417.8742937929
700,1139929.3806554887,1244098.6751406107,903611.3820643927
800,1340477.1007383186,1450192.0529338846,1063715.965358084
900,1494784.9348776336,1694849.0390937838,1187154.0541903004
1000,1723415.7474563783,1962396.1901034566,1374270.2114800527
100,184636.8601072517,249756.1478870374,142189.82963128173
200,354218.43025918497,428314.94623283885,283601.9021258916
300,531193.5060619551,558145.7527064295,412492.8426659085
400,704331.5550123372,791747.0168623471,556610.2611466397
500,842957.9719675822,1086011.9931531595,671094.6253296195
600,978876.7691851362,1050420.6790000503,776749.151055263
700,1171929.270511646,1229467.222727396,917312.0237686936
800,1356088.28573789,1449997.4299318537,1077381.0639859764
900,1518155.7799586437,1744663.4988867482,1213624.7074727179
1000,1619823.7116604066,1646492.084900668,1275217.80931263
