n,Paper,Min Time,Time opt
100,180709.1280494054,191098.928875102,135264.95191661385
200,350558.3136710522,345857.5380808363,269115.4153657755
300,527547.0126927625,570599.8238319696,418786.3552329834
400,672022.7111974236,748573.3863048644,527019.572592095
500,846474.1641585621,968103.5936313504,680994.5757418879
600,1038169.5095632875,1112066.9130884258,810752.6431626378
700,1214226.331444924,1336013.7748798474,950160.9664814118
800,1400702.9289122082,1472144.5548897616,1089101.3585835064
900,1514237.5998703612,1605365.7730728805,1200420.4190975963
1000,1720150.114048506,1835479.3879149058,1364616.3845054149
100,171922.8559854043,206987.5357511522,132074.59556803893
200,371331.1799263767,419443.21630013816,286299.9844379911
300,512828.9177183641,566991.5659562196,397626.5790315133
400,639933.9653411404,705247.7267051666,507521.7860540623
500,849325.6130530039,883842.1469820571,665668.3560278681
600,1031784.7269186068,1168057.8166266684,815429.4369894167
700,1172782.8674201851,1313579.483435965,942669.0211432279
800,1390044.4593650887,1454733.347612595,1095096.4500514558
900,1549449.601055003,1709071.7852162998,1234367.335232841
1000,1661040.3991364937,1951587.2321640744,1310236.572839959
100,178125.33693097686,243704.77681495307,135657.59205852254
200,358071.6725056254,424538.70496737293,270786.05627382477
300,535561.3909446236,581037.1332498639,421388.3916447859
400,673820.8784943757,738046.4821722889,527186.328555443
500,837703.5322546879,912472.1813035453,651305.3816708076
600,958773.1340360624,1183501.4355533903,772065.0070346941
700,1196519.7299455127,1334763.3429084788,943130.4418587418
800,1374241.3167686,1484442.7693549788,1091462.301144986
900,1526525.8007934173,1684063.402695447,1211849.0721664052
1000,1650108.4753217099,1924847.085296504,1315742.600153349
100,174184.2273446126,225653.87796173702,135704.79963632452
200,345432.7737371317,470503.80228406546,273913.5829820462
300,504692.5493351992,590733.7238824463,396805.27204800607
400,656325.8740181524,714750.883526238,520492.9711976571
500,846815.5567026179,1057914.153292967,695183.7690020413
600,1068058.3468187314,1286641.563450229,835802.8700134807
700,1154699.9585177435,1279480.5201702781,918673.9310559323
800,1290713.2475817476,1459538.4345860567,1036905.8603255186
900,1522875.2639144473,1764644.5318536558,1209444.9745925602
1000,1631157.7983466764,1868955.3440210263,1288360.9693238873
100,181244.73974037377,191803.95530570895,139215.89287995544
200,322652.50600618805,380701.01979243226,237157.02603838284
300,512578.55385534687,596936.5770891809,403542.7487819403
400,707217.2948294297,799767.3838548078,553652.1403919176
500,834984.076979142,961075.2741123862,661962.9561917708
600,1049724.961851599,1147896.8981634013,836158.0084916332
700,1208681.1981280886,1389374.5155037662,959848.6105146745
800,1314566.297948671,1427837.552144125,1047139.8979693472
900,1501708.43083635,1587790.0259898906,1188119.1878513992
1000,1684223.875955919,1940500.7907036755,1345047.1341998018
100,187044.7482348345,183489.483251848,122984.77840698518
200,352522.6146429647,373412.00390096026,257738.01733123203
300,464019.5910493078,513235.30713945616,364297.2257864501
400,692080.480881735,744058.2148881638,546788.8911521651
500,831120.6488663864,907467.3570513465,656760.4495093515
600,1037638.4298984458,1089183.7329143782,820026.635954944
700,1209292.0256181634,1292848.7198861456,955614.8494181845
800,1369131.737338828,1512762.1508440888,1071427.358158738
900,1480383.3984070066,1665022.9269996837,1177485.9993456504
1000,1687858.1971738967,1860647.4859484527,1343462.4150484968
100,189209.50846346532,229120.06268955683,135780.76599838538
200,342280.1700771028,335659.7146250015,263256.45488200546
300,515310.7273678573,552685.859970092,399115.47045688564
400,648382.3765455917,703520.8470477996,509607.5388928041
500,848854.0480072813,963019.7483092527,688680.4760887198
600,1020519.5492510766,1120116.924049819,808500.1381526012
700,1219307.7085122778,1386120.6459129371,966037.9415197765
800,1364984.726661369,1543286.2469217237,1067057.608011531
900,1510892.9098881665,1633061.881135759,1200844.1283749081
1000,1677574.241151386,1874932.9116096855,1339714.0408837413
100,171916.95422486507,181680.1866591928,132581.37664140118
200,364822.9468918693,429907.3367842935,288877.21957515477
300,506470.67571221606,577348.2106757,404387.397599672
400,650335.2225174821,770098.9361371729,517062.8064570028
500,860358.0251760551,922576.5717178085,682388.2379183229
600,1003651.5665648881,1100574.0765767954,796310.5517534814
700,1095784.926221299,1234295.6374507418,876164.5223701039
800,1365918.5128320565,1564123.1408751346,1092902.44475554
900,1470885.2226595902,1561438.4440428624,1168644.0656474705
1000,1720020.4761163562,1816134.201480374,1356490.9992859592
100,166771.36359583345,192228.40184927863,125793.85045794981
200,341704.4910679467,367323.59584856406,267404.74808868027
300,512857.14283805445,521259.4206195467,402994.3076215725
400,670674.7047778021,753047.1435434435,532846.2458092739
500,819993.1115385818,986398.4797040778,654464.7830271883
600,1050999.735292693,1116770.077722597,808417.8742937929
700,1142104.8743248468,1276147.9116112571,903611.3820643927
800,1342998.1071800932,1419911.3964365595,1063715.965358084
900,1489929.5262479985,1647490.7605357943,1187154.0541903004
1000,1724516.1264113556,1941080.2088903447,1374270.2114800527
100,178223.9681623549,268692.1196054972,142189.82963128173
200,352841.6427676602,428405.1401313004,283601.9021258916
300,530565.6839669036,567529.3051785844,412492.8426659085
400,699732.9668632308,789255.2815011402,556610.2611466397
500,847278.5982866489,1075598.2783335173,671094.6253296195
600,976467.7603816623,1039345.7954947231,776749.151055263
700,1164488.3769170532,1213295.3750575238,917312.0237686936
800,1366033.6667694817,1471576.590618571,1077381.0639859764
900,1507276.9798695224,1674862.590011275,1213624.7074727179
1000,1604691.0537061205,1644719.8687428106,1275217.80931263
