P,n,File_number,regular,fat,jump,density,Paper,Time opt,Makespan,Model
1,256,1000,11,0.103925,0.694013,7.0,0.897745,712951.6991334031,75814.97735381457,9.403837131101268,Communication
2,2048,100,81,0.715367,0.100106,10.0,0.419858,458320.6544255826,17733.70800284843,25.8446036413798,Communication
3,4096,900,66,0.699821,0.486548,10.0,0.494553,1001931.0382871937,81048.18639186893,12.362164816900966,Communication
4,128,700,95,0.252105,0.328997,9.0,0.241537,675285.7640924742,89713.1644219886,7.52716469699025,Communication
5,2048,800,48,0.380232,0.567173,4.0,0.771939,1068781.3961856372,81464.77964970317,13.119551796265512,Communication
6,512,500,38,0.15137,0.33787,3.0,0.636078,1669182.4685315304,102050.48498132607,16.356438372997143,Communication
7,512,600,73,0.230985,0.420942,7.0,0.713594,1102493.3827543731,48410.83850936957,22.773689047773743,Communication
8,1024,500,66,0.649432,0.723637,6.0,0.240238,309194.5413289508,32672.0883644722,9.463568348608243,Communication
9,128,700,5,0.119244,0.5906,4.0,0.106685,461091.38026746287,80381.02878996897,5.736320960413038,Communication
10,1024,800,91,0.398424,0.585032,9.0,0.102732,400313.4584827978,53281.95779009162,7.513114665565848,Communication
11,2048,700,31,0.799942,0.889956,10.0,0.787336,195344.49352791283,20241.050244316226,9.65090700186204,Communication
12,128,100,58,0.314204,0.786132,9.0,0.395892,183074.53669133637,10645.916249895912,17.19669142551505,Communication
13,8192,300,36,0.562432,0.233763,10.0,0.153198,516921.18423112726,19028.50780282153,27.165618533392234,Communication
14,128,900,3,0.534845,0.213005,5.0,0.132059,1363186.449508832,104665.32399588727,13.024241434177352,Communication
15,512,800,26,0.767861,0.447614,5.0,0.851934,1566734.9740336048,116782.46435732134,13.415841005374219,Communication
16,256,700,71,0.336017,0.524537,2.0,0.841195,1449076.3149404952,97386.66672550063,14.879617135115023,Communication
17,128,500,53,0.749981,0.820907,9.0,0.340066,262565.0223023939,60721.73929836986,4.324069523308974,Communication
18,8192,800,8,0.360628,0.835771,9.0,0.354204,244504.09542053705,29261.106682210404,8.355941491754509,Communication
19,8192,700,27,0.424576,0.603897,7.0,0.617383,619306.0496928866,35360.41439156067,17.51410610845935,Communication
20,2048,300,34,0.577643,0.761176,7.0,0.372643,223949.2303037224,16246.633295618896,13.784346961540214,Communication
21,4096,300,76,0.699195,0.767005,6.0,0.690699,255884.1469347651,24009.73900443229,10.65751472298503,Communication
22,256,200,73,0.211051,0.283267,10.0,0.696614,447642.437437703,21232.865816350255,21.082525614276634,Communication
23,128,1000,59,0.376573,0.759818,2.0,0.76305,506888.0209326013,117138.12384079055,4.327267710225095,Communication
24,256,800,29,0.613703,0.797571,8.0,0.60255,333540.85372892825,45756.0042389636,7.289553781553788,Communication
25,1024,400,93,0.771915,0.559915,7.0,0.477874,502229.0570287921,22105.08631748286,22.720067672008156,Communication
26,4096,500,66,0.649432,0.723637,6.0,0.240238,309194.5413289508,32672.0883644722,9.463568348608243,Communication
27,4096,600,90,0.79804,0.581244,7.0,0.389738,530651.4656423618,30681.04101946047,17.295745125003368,Communication
28,512,500,51,0.846688,0.52166,9.0,0.837665,789770.5754152884,48481.31305640647,16.290205970626566,Communication
29,256,800,20,0.352643,0.137693,5.0,0.148824,2049416.9677746189,92708.63347505928,22.105999095822703,Communication
30,8192,800,22,0.262714,0.843831,7.0,0.855421,323724.4315899475,31416.04536435698,10.304429721674278,Communication
31,8192,100,33,0.728034,0.112467,2.0,0.434197,952825.6767008839,55951.574200334086,17.02947040040912,Communication
32,512,600,21,0.830316,0.216257,9.0,0.535044,1134966.2944750413,51282.5288315528,22.13163664769835,Communication
33,4096,300,59,0.145154,0.216152,5.0,0.227988,723144.5722187003,32331.936268961428,22.36626245341567,Communication
34,512,100,30,0.311593,0.494797,1.0,0.411192,376271.8957562604,23406.948363620024,16.07522219090621,Communication
35,512,400,65,0.341813,0.131667,6.0,0.445843,1300222.7626754646,78468.9163195988,16.56990848936593,Communication
36,512,600,87,0.701721,0.485789,10.0,0.896196,871979.7589905779,60144.36411673883,14.49811252968084,Communication
37,512,200,34,0.193941,0.777444,3.0,0.390147,255428.2586751347,16904.43370252252,15.110134013955113,Communication
38,256,100,19,0.894956,0.277955,6.0,0.168629,324822.62959678145,12802.273945981786,25.372260503668773,Communication
39,2048,200,22,0.81636,0.60347,9.0,0.214718,266296.0727194268,22562.19901777283,11.802753468740281,Communication
40,512,600,12,0.428009,0.498308,10.0,0.506425,794237.1117733642,33916.34753113008,23.41753076578705,Communication
41,2048,900,43,0.238553,0.709156,3.0,0.720007,645962.524996734,82202.2239213126,7.8582122743428,Communication
42,8192,500,56,0.178558,0.3637,3.0,0.260735,1006227.1774394701,96130.13367832509,10.467343994408164,Communication
43,4096,200,90,0.517281,0.702481,8.0,0.62128,261336.2157339011,17444.605877280243,14.980918317808712,Communication
44,512,900,13,0.562432,0.233763,7.0,0.153198,1176278.523697826,96310.49967324318,12.213398618931866,Communication
45,256,200,50,0.733229,0.521202,1.0,0.840543,946819.0039098831,67156.97626451861,14.098594912619983,Communication
46,512,300,76,0.699195,0.767005,6.0,0.690699,255884.1469347651,24009.73900443229,10.65751472298503,Communication
47,512,200,19,0.278484,0.749344,3.0,0.268131,220112.88366506013,16319.454371522042,13.487759985968893,Communication
48,512,800,67,0.467215,0.250236,2.0,0.546734,3553591.97102703,178154.50341008772,19.94668617973209,Communication
49,128,500,88,0.614454,0.398912,3.0,0.295666,908063.2541713624,59686.937253067976,15.213768639547457,Communication
50,8192,800,36,0.54861,0.334123,4.0,0.231242,1458037.4717618837,86811.4173682552,16.795457509659922,Communication
51,1024,900,57,0.861978,0.65095,2.0,0.852374,868381.7655278578,85663.51049156082,10.137125603945531,Communication
52,256,900,9,0.16733,0.639422,10.0,0.553734,514021.1956992107,51014.16896254326,10.076047618782667,Communication
53,4096,500,26,0.485154,0.675732,9.0,0.478628,376311.88277124264,33254.1244965805,11.316246885704013,Communication
54,512,100,51,0.859956,0.135467,8.0,0.542046,539795.3418279472,41535.98824958344,12.995846844533926,Communication
55,128,400,66,0.277529,0.465338,10.0,0.361489,394621.5456842338,45264.30388508129,8.718162256203337,Communication
56,512,100,57,0.773757,0.558521,9.0,0.472199,216768.72407069054,14516.865810852898,14.932198650526404,Communication
57,8192,300,67,0.593592,0.272399,5.0,0.6807,1235071.4943349466,71342.42663188108,17.31187951746829,Communication
58,4096,800,87,0.759213,0.430835,5.0,0.751711,1582571.7707742758,88903.58376038902,17.80098960959311,Communication
59,1024,800,34,0.613512,0.287316,6.0,0.205666,1137719.7402397092,37633.65937538682,30.23144066037333,Communication
60,128,200,70,0.413382,0.599422,3.0,0.517703,496123.78345863614,40458.06873395429,12.262665989349758,Communication
61,8192,700,43,0.506619,0.290083,7.0,0.498927,1477979.7012209762,86057.59149796076,17.174309383919937,Communication
62,8192,200,82,0.668572,0.457403,7.0,0.2616,397925.62444361905,38939.460754354994,10.21908410478219,Communication
63,1024,200,52,0.366465,0.552069,5.0,0.56244,429698.0267497548,34123.56738045935,12.592412216426665,Communication
64,512,200,91,0.863484,0.245115,7.0,0.256471,479237.3939116086,17264.052041610656,27.759264902383716,Communication
65,1024,500,48,0.273445,0.855023,3.0,0.357455,262172.6516765719,30323.122848117026,8.64596476391125,Communication
66,256,500,66,0.649432,0.723637,6.0,0.240238,309194.5413289508,32675.13800866513,9.462685092468634,Communication
67,2048,100,89,0.430902,0.107302,3.0,0.825334,845700.5092804118,22062.189858297425,38.33257327183911,Communication
68,4096,300,79,0.404985,0.191272,6.0,0.600165,1083259.3578351417,76842.74340963429,14.097093749770082,Communication
69,8192,700,81,0.865154,0.543164,2.0,0.152786,926157.6198717942,57793.63501321383,16.025252948011303,Communication
70,512,600,10,0.770175,0.560932,6.0,0.477471,734387.3937878225,58338.02524811193,12.588485651759191,Communication
71,256,300,11,0.144749,0.21835,8.0,0.625963,558777.0103814636,22337.66806533914,25.015010911031727,Communication
72,1024,900,72,0.816699,0.891594,7.0,0.412868,228498.06948631455,28401.215257746233,8.045362404835592,Communication
73,512,500,8,0.753593,0.823164,5.0,0.346657,225017.44258188497,28423.774879560675,7.916522120490524,Communication
74,2048,300,56,0.443562,0.629253,1.0,0.240215,532755.9173862322,43030.76519823377,12.380814399463654,Communication
75,512,700,74,0.324086,0.508721,3.0,0.80494,1200896.9365879719,83768.6586116748,14.33587401888519,Communication
76,256,600,49,0.247127,0.32032,7.0,0.237052,712194.3085852154,31009.27768891688,22.9671363431907,Communication
77,1024,1000,56,0.66855,0.855126,8.0,0.465335,297984.584325065,30928.88515915138,9.634507768117725,Communication
78,128,200,21,0.898587,0.167287,1.0,0.177836,1955065.0812823847,100839.80884187177,19.387830101385337,Communication
79,8192,900,28,0.384945,0.566966,10.0,0.577573,767701.7262437078,82690.26725018611,9.28406391432941,Communication
80,512,1000,76,0.100781,0.684158,2.0,0.294628,623188.8688446532,49861.11429733623,12.498494621046733,Communication
81,8192,900,9,0.16733,0.639422,10.0,0.553734,514021.1956992107,42710.436873746716,12.035025472080095,Communication
82,2048,200,77,0.406022,0.478461,3.0,0.397584,511477.26224047417,28876.53848383273,17.712554519886027,Communication
83,8192,1000,84,0.637089,0.821346,9.0,0.316851,261801.71624348132,28003.028411344018,9.349050124072493,Communication
84,1024,600,11,0.845114,0.635967,2.0,0.127899,544445.2365497993,30849.39273007752,17.648491213863554,Communication
85,1024,500,68,0.561295,0.346421,1.0,0.244844,1573303.3527996433,147480.7458449727,10.667855954928871,Communication
86,256,700,41,0.724393,0.109709,6.0,0.825871,2976760.2775430353,86148.16379279176,34.55396083313976,Communication
87,512,500,23,0.751468,0.820332,7.0,0.432396,244349.11266291857,22110.63556767057,11.051202572403556,Communication
88,4096,500,43,0.741385,0.816935,1.0,0.424356,265324.324333299,27319.151569382047,9.712026512223805,Communication
89,1024,400,75,0.345105,0.130823,1.0,0.425734,4231811.990262798,165750.015347174,25.531291694899682,Communication
90,2048,400,60,0.626911,0.411008,5.0,0.21605,419950.37895198126,34094.79681888005,12.31713980238278,Communication
91,4096,200,14,0.519277,0.703969,4.0,0.221614,236157.94567472674,19483.231019517203,12.121087382177885,Communication
92,128,800,5,0.195699,0.78373,4.0,0.299127,371684.33488258976,79920.49096406845,4.650676320916194,Communication
