P,n,Paper,Min Time,Time opt,mtsa
300,100,766119.0544082993,692134.7208722327,676324.7595830691,1.1327680135214704
1700,200,316485.5824026969,312192.8754698416,237454.7782639196,1.33282465283111
3500,100,91896.2757936369,103717.26354264788,57970.693678548785,1.5852195301165042
300,500,3877664.5177965257,3520654.896460388,3404972.8787094397,1.1388239072454072
3500,200,165883.1260737022,164152.96997513252,115335.1780139038,1.4382699964594046
600,400,1560965.4397038375,1428419.3088662287,1317548.9314802375,1.1847495014474543
4100,400,263416.17687755683,299119.81188127055,192812.03875320547,1.3661811709523122
3000,400,382790.0728958416,453733.8342397337,263509.7862960475,1.4526597978633906
4000,500,376716.10262873507,429715.52378391474,255372.96590320792,1.475160463036322
1600,600,1047599.1915010876,1071958.3737309745,760080.602964973,1.3782738138751904
400,300,1826503.0785378027,1661683.435847165,1570448.832123688,1.16304526526207
100,300,6979772.587216399,6281795.328494754,6281795.328494752,1.1111111111111123
200,1000,11427147.917920593,10313243.519546812,10234622.88379061,1.116518707886998
3300,400,354027.304805795,435746.8622871316,239554.35117822498,1.4778579602689155
4400,400,256975.15228147572,258300.20437485515,179665.76338366873,1.4302956080325444
1600,700,1233027.7249779783,1295567.962751179,890775.9060763236,1.3842176428067081
2000,700,1001342.374190593,1077309.7716505034,712620.7248610589,1.4051547187121547
2200,500,676482.5786034885,733028.8512039805,464314.4834603781,1.456949121125608
3900,600,437827.28829486336,484729.16427785036,311827.93967793765,1.4040668990311145
1300,100,202412.10127290306,207221.3041260537,156074.9445191698,1.296890425919978
4600,700,442639.64008589217,442478.5802395577,309835.0977656777,1.4286297558859904
600,200,773984.152840089,703961.2798997832,672788.5384144388,1.1504122152023248
1300,900,1862343.9857557043,1782679.6788582755,1385100.4835741497,1.3445551480496656
1900,1000,1479935.972649167,1548348.5941039685,1077328.724609538,1.3737088214978657
100,500,11349909.595698137,10214918.636128327,10214918.63612832,1.1111111111111116
3900,200,162639.6287625856,164644.27315116554,103505.92898683675,1.5713073671680113
3300,900,793372.1328493682,890778.9862861923,545645.6450443619,1.454006166923344
3100,800,757421.5075417578,905288.9634035385,526984.528346858,1.4372746576029032
2500,900,1034694.7586347463,1115286.385957009,720252.2514585578,1.4365727514761972
600,800,3273010.630251892,3003460.827182709,2722753.396458766,1.2020958763686769
2200,1000,1287556.277541635,1384509.1827289944,930420.2621627828,1.3838437638370875
2600,200,221857.87648897187,220033.4489691558,155258.89348025512,1.4289543839701937
3600,900,702631.9084314981,770010.8810122571,500175.17462399846,1.4047716561696497
4900,800,470535.8571736015,470521.09766399674,333398.3750765836,1.411332185003951
800,900,2807049.625439227,2597438.2401236664,2250788.2858079933,1.247140676508162
1900,900,1297633.1006344946,1359406.1279522756,947700.3308665234,1.369244114801577
1600,100,172899.7423846779,185021.57084016324,126810.89242182547,1.3634455138880488
200,900,10031637.92536134,9047423.906899318,9003153.143231973,1.114236064384012
1900,200,305605.27870974893,293935.1361494186,212459.5384466649,1.4384163730378574
5000,500,306787.769695198,306784.82321800926,218726.61253679788,1.4026083343817386
1800,300,463219.5320611699,512613.11971738556,348988.6293608195,1.327319841077822
3400,1000,884628.5919164408,1055087.1079273606,602036.6402229771,1.469393277440389
2800,600,671182.5978377202,743109.7867060684,434331.7731228417,1.5453223534901053
4700,200,118343.33199029071,118300.06213617903,85887.8985209922,1.3778813316915184
2400,900,1087054.3076454897,1152443.8337529576,750262.7619359978,1.4488981231594464
1200,500,1152683.5924274307,1150562.5240112476,851243.2196773599,1.3541177959271422
4700,500,312887.8943259392,312884.2704620456,218726.61253679788,1.430497600164223
1200,800,1781335.3664451235,1733347.8985568874,1361376.698229383,1.30848086996196
700,700,2500222.2257934874,2304696.5787216197,2036059.2138887395,1.2279712734966224
2800,100,112580.54547162776,126312.78536022754,72463.36709818599,1.5536201253122013
2400,300,359317.8273002709,419459.6640341152,261741.47202061463,1.3727966933416313
900,500,1474707.3404205192,1373191.9351125497,1134990.9595698132,1.2993119707133756
