mu,beta,average,max
0.1,1.0,1.2014198829664442,1.6942789580061235
0.1,1.5,1.2360331895772787,1.6891176922323154
0.1,2.0,1.229824613155115,1.7100372582886203
0.1,2.5,1.2110871532289538,1.6364802370562357
0.1,3.0,1.21169714013109,1.6838876860797571
0.1,3.5,1.2210178101105613,1.6815132921161728
0.1,4.0,1.2217024806429773,1.7047057904380944
0.1,4.5,1.2153902797531049,1.6253925000069502
0.1,5.0,1.2101840991497972,1.5850543797654213
0.2,1.0,1.1234041783544393,1.3585485939415314
0.2,1.5,1.1100470128551736,1.4478825432198223
0.2,2.0,1.1256960192990024,1.470971830354356
0.2,2.5,1.1205614423177825,1.325306940999194
0.2,3.0,1.117497529581444,1.455106188251933
0.2,3.5,1.1226206333789663,1.47944576284953
0.2,4.0,1.1061791919694368,1.361746059034681
0.2,4.5,1.1242170363251698,1.419498872301819
0.2,5.0,1.1242655824863763,1.4414847442088234
0.3,1.0,1.17971120107959,1.478784629236754
0.3,1.5,1.1880316195731535,1.4240746733556868
0.3,2.0,1.1870527441758674,1.476583228075938
0.3,2.5,1.190814545540666,1.4698866676106213
0.3,3.0,1.1968922210825443,1.4979643495254515
0.3,3.5,1.18224113832648,1.5135623466946926
0.3,4.0,1.1902148701791295,1.443951379033758
0.3,4.5,1.191368010856469,1.5927084530781557
0.3,5.0,1.1853786338975778,1.3977521397925472
0.4,1.0,1.2525335291893192,1.489268720992824
0.4,1.5,1.2577720798420042,1.520384412683732
0.4,2.0,1.262654636198809,1.547642898689809
0.4,2.5,1.262244533901904,1.5179075644280884
0.4,3.0,1.2586649465992716,1.4983703182178332
0.4,3.5,1.2583609768366624,1.436812918482707
0.4,4.0,1.265315581694428,1.6112671160032108
0.4,4.5,1.2631037517428023,1.5388805056685528
0.4,5.0,1.2639340064328328,1.5366260546898045
0.5,1.0,1.214444622315589,1.5825872592429415
0.5,1.5,1.2021067725436603,1.4738739134158398
0.5,2.0,1.213316146261909,1.561730003335222
0.5,2.5,1.2127336587261406,1.470746547222429
0.5,3.0,1.2032543587688433,1.5762523997617848
0.5,3.5,1.2090681981365283,1.5469192083193708
0.5,4.0,1.2143172239769136,1.6084948049860046
0.5,4.5,1.2046966573772229,1.4885570729834243
0.5,5.0,1.2256523434590647,1.5355954521592947
0.6,1.0,1.4997456717939641,1.6699912808243875
0.6,1.5,1.4730814055655315,1.6677737151610037
0.6,2.0,1.4847787149570535,1.7110493295603038
0.6,2.5,1.4712711535658747,1.6667728203844787
0.6,3.0,1.4644437047773458,1.6693311527348909
0.6,3.5,1.4872513704424641,1.668996523818821
0.6,4.0,1.4733240113071049,1.7156027300863217
0.6,4.5,1.480637110692193,1.6723247770945122
0.6,5.0,1.480116908128911,1.6693311527348913
0.7,1.0,1.3979237322839475,1.6649244460846997
0.7,1.5,1.3906174317986841,1.5387367814918904
0.7,2.0,1.3965829883068706,1.542260960841828
0.7,2.5,1.4032611858074324,1.5952357414535758
0.7,3.0,1.403481358423568,1.5727183937504496
0.7,3.5,1.392758587911149,1.5538615835431793
0.7,4.0,1.3981866942605121,1.7007824984560975
0.7,4.5,1.3932361969887086,1.5215083031395558
0.7,5.0,1.3986800233104473,1.5920219346501705
0.8,1.0,1.3609214450158955,1.6788019063870665
0.8,1.5,1.3602062035305087,1.6284939874581597
0.8,2.0,1.3636951817545133,1.5934292343627192
0.8,2.5,1.3625354525640914,1.5690996069534684
0.8,3.0,1.3650409533613328,1.6087660645481912
0.8,3.5,1.3686871228536708,1.642407483577915
0.8,4.0,1.3657722557820162,1.599100119614973
0.8,4.5,1.362999962609107,1.645071026280431
0.8,5.0,1.362352034805082,1.599056677097228
0.9,1.0,1.390696542759629,1.6583198478819718
0.9,1.5,1.4121920552938858,1.7101787072073866
0.9,2.0,1.369519210046304,1.585938522889022
0.9,2.5,1.3633291054391272,1.6488508773930852
0.9,3.0,1.3764335745771807,1.7011227170751115
0.9,3.5,1.3737137314240655,1.6754366733696426
0.9,4.0,1.3874935652316804,1.83490674667996
0.9,4.5,1.3901656066740942,1.6111336844794364
0.9,5.0,1.40247451299693,1.8115282019177823
