P,n,Paper,Min Time,Time opt,mtsa
500,100,1706002.399477283,2873587.980853097,1106694.4701290948,1.5415297044705387
500,300,6044088.286907064,6977971.933838036,2188047.432377275,2.7623205043321515
500,500,5284431.711639152,10083853.769583106,2819430.41047668,1.874290527619625
500,900,15415105.603484493,21773220.31090264,4627675.2084536,3.331069037715734
500,1000,9886746.734359873,23646526.32073601,5266438.096146218,1.8773118669323436
1000,100,1740834.115287414,2673163.291580483,1086466.3769634417,1.6022899117714628
1000,300,5758534.329969546,6355525.4800147535,2142447.453829413,2.687829902048116
1000,500,4563708.161743028,9070418.88998065,2753488.18687009,1.6574279067202493
1000,900,11107134.183526749,19990798.05806148,4550694.755533099,2.440755704394764
1000,1000,8849209.904373458,21619193.6048669,5177946.022646186,1.7090193419689368
1500,100,1710405.1633889333,2606355.0618229457,1079723.6792415574,1.584113784177071
1500,300,5669425.468119286,6148043.328740323,2127247.4609801252,2.6651461910816474
1500,500,4465208.723641891,8732607.263446499,2731507.445667894,1.6347049431344607
1500,900,10901289.284780176,19396657.307114385,4525034.604559596,2.4091062803797403
1500,1000,8355347.799154198,20943416.032910507,5148458.703339609,1.6228833288949955
2000,100,1702842.3032367134,2572950.9469441767,1076352.3303806153,1.5820491628745406
2000,300,5674969.222733147,6044302.253103105,2119647.4645554814,2.6773174868129614
2000,500,4400937.306150126,8563701.450179424,2720517.075066796,1.6176841330952025
2000,900,10806317.098118443,19099586.93164087,4512204.529072845,2.3949085260855614
2000,1000,8283367.4926926,20605527.246932354,5133923.4593227375,1.6134575356106564
2500,100,1707374.7909186545,2552908.478016916,1074329.52106405,1.589246834832963
2500,300,5632441.9350261465,5982057.607720782,2115087.466700695,2.6629829847236244
2500,500,4377448.691410383,8462357.962219179,2713922.852706136,1.6129598846354436
2500,900,10796691.196931103,18921344.706356775,4504506.483780797,2.39686439253808
2500,1000,8253575.022131975,20402793.9753454,5125202.312912612,1.6103900915945566
3000,100,1698847.0378360492,2539546.8320654063,1072980.981519673,1.5832965048736989
3000,300,5624572.664089851,5940561.177465898,2112047.4681308377,2.6630900815252976
3000,500,4382486.321608835,8394795.636912346,2709526.704465698,1.617436105865225
3000,900,10745180.475906728,18802516.556167357,4499374.453586098,2.3881498609973635
3000,1000,8241954.292171041,20267638.460954115,5119388.215305865,1.6099490692128755
3500,100,1698518.8619702866,2530002.7992429016,1072017.7389879755,1.5844130187376855
3500,300,5619896.557753032,5910920.870140974,2109876.0405809395,2.6636145677096903
3500,500,4361109.141461768,8346536.833121756,2706386.5985796703,1.6114139582831615
3500,900,10764943.768301154,18717639.30603203,4495761.106491063,2.394465255895944
3500,1000,8228834.540753736,20171098.807817504,5115235.288443901,1.6086913067995001
4000,100,1702088.8795159531,2522844.7746260236,1071295.3070892019,1.5888139043012048
4000,300,5607110.371495789,5888690.63964729,2108247.4699185155,2.6596073048827162
4000,500,4365468.443201005,8310342.730278809,2704031.519165149,1.6144295701659623
4000,900,10777675.17041074,18653981.368430603,4493072.091495236,2.3987318589459954
4000,1000,8222720.496281193,20098694.06796503,5112120.593297429,1.6084754547970002
4500,100,1703019.454383568,2517277.4221462267,1070733.4156123782,1.5905167706095829
4500,300,5601687.449294984,5871400.46037442,2106980.8038477413,2.658632408546511
4500,500,4351374.088848037,8282191.761400952,2702205.559938039,1.610304616850767
4500,900,10746175.706901329,18604469.639185004,4490980.63538737,2.392835012964694
4500,1000,8235227.627369467,20042379.270302016,5109698.05262795,1.611685767446481
5000,100,1701422.3852641243,2512823.540162392,1070283.9024309192,1.5896925866115617
5000,300,5599785.281013835,5857568.316956123,2105967.4709911225,2.659008440609214
5000,500,4357756.085630336,8259670.986298687,2700795.335292894,1.6135084464509226
5000,900,10740062.369560884,18564860.255788524,4489307.470501076,2.392365067470446
5000,1000,8213447.729053788,19997327.43217158,5107760.020092366,1.608033207657485
