P,n,Paper,Min Time,Time opt,mtsa
500,100,28475663.546648663,2873587.980853096,1106694.4701290948,25.730374837173446
500,300,68607285.98960574,6977971.933838039,2188047.432377275,31.355483877726147
500,500,84577720.50483431,10083853.769583106,2819430.41047668,29.9981585608757
500,900,111491542.20201045,21773220.310902655,4627675.2084536,24.092343818413056
500,1000,124707561.33195716,23646526.320736006,5266438.096146218,23.679678571217515
1000,100,28475663.546648663,2673163.2915804824,1086466.3769634417,26.20942916451324
1000,300,68607285.98960574,6355525.480014752,2142447.453829413,32.02285585440007
1000,500,84577720.50483431,9070418.889980646,2753488.18687009,30.71657285770832
1000,900,111491542.20201045,19990798.05806147,4550694.755533099,24.4998946735441
1000,1000,124707561.33195716,21619193.604866903,5177946.022646186,24.08436874129975
1500,100,28475663.546648663,2606355.061822945,1079723.6792415574,26.373102761487225
1500,300,68607285.98960574,6148043.328740322,2127247.4609801252,32.25167134903763
1500,500,84577720.50483431,8732607.263446497,2731507.445667894,30.963752501928035
1500,900,111491542.20201045,19396657.30711438,4525034.604559596,24.638826427905627
1500,1000,124707561.33195716,20943416.0329105,5148458.703339609,24.222309727581987
2000,100,28475663.546648663,2572950.9469441758,1076352.3303806153,26.45570854719961
2000,300,68607285.98960574,6044302.253103106,2119647.4645554814,32.367309723361764
2000,500,84577720.50483431,8563701.450179422,2720517.075066796,31.088840162033424
2000,900,111491542.20201045,19099586.931640867,4512204.529072845,24.708884866289385
2000,1000,124707561.33195716,20605527.24693235,5133923.4593227375,24.290888307946933
2500,100,28475663.546648663,2552908.4780169153,1074329.52106405,26.50552087449432
2500,300,68607285.98960574,5982057.607720781,2115087.466700695,32.43709164265703
2500,500,84577720.50483431,8462357.96221918,2713922.852706136,31.164379053921614
2500,900,111491542.20201045,18921344.706356768,4504506.483780797,24.751111493224343
2500,1000,124707561.33195716,20402793.975345396,5125202.312912612,24.332222167652702
3000,100,28475663.546648663,2539546.8320654063,1072980.981519673,26.538833434231343
3000,300,68607285.98960574,5940561.177465895,2112047.4681308377,32.48378032446553
3000,500,84577720.50483431,8394795.636912348,2709526.704465698,31.214942582199985
3000,900,111491542.20201045,18802516.556167353,4499374.453586098,24.779342851348883
3000,1000,124707561.33195716,20267638.460954104,5119388.215305865,24.359856312343826
3500,100,28475663.546648663,2530002.799242902,1072017.7389879755,26.56267943246046
3500,300,68607285.98960574,5910920.870140973,2109876.0405809395,32.51721175558504
3500,500,84577720.50483431,8346536.833121756,2706386.5985796703,31.251159959638162
3500,900,111491542.20201045,18717639.30603203,4495761.106491063,24.799258581830983
3500,1000,124707561.33195716,20171098.8078175,5115235.288443901,24.379633447886675
4000,100,28475663.546648663,2522844.774626023,1071295.3070892019,26.58059207224514
4000,300,68607285.98960574,5888690.639647291,2108247.4699185155,32.54233052263899
4000,500,84577720.50483431,8310342.7302788105,2704031.519165149,31.278378193959476
4000,900,111491542.20201045,18653981.36843061,4493072.091495236,24.814100448788373
4000,1000,124707561.33195716,20098694.067965034,5112120.593297429,24.39448738659705
4500,100,28475663.546648663,2517277.4221462263,1070733.4156123782,26.594540836630888
4500,300,68607285.98960574,5871400.460374419,2106980.8038477413,32.56189418732055
4500,500,84577720.50483431,8282191.761400953,2702205.559938039,31.29951390773308
4500,900,111491542.20201045,18604469.639185004,4490980.63538737,24.825656410872885
4500,1000,124707561.33195716,20042379.27030202,5109698.05262795,24.406052969767806
5000,100,28475663.546648663,2512823.5401623924,1070283.9024309192,26.605710393263255
5000,300,68607285.98960574,5857568.316956122,2105967.4709911225,32.577562063348196
5000,500,84577720.50483431,8259670.986298685,2700795.335292894,31.315856999457562
5000,900,111491542.20201045,18564860.255788527,4489307.470501076,24.83490893297319
5000,1000,124707561.33195716,19997327.432171583,5107760.020092366,24.415313335277254
