mu,alpha,average,max
0.42,3.8,1.2157678483520895,2.3150908283414915
0.42,4.0,1.2147096725947109,2.2259255235976907
0.42,4.2,1.2150167685021012,2.260291661609615
0.42,4.4,1.2153171727467234,2.411100288085025
0.42,4.6,1.2156739720134,2.3036420748649697
0.42,4.8,1.2152239948961059,2.264160830341301
0.42,5.0,1.2147255334430223,2.388050518234489
0.44,1.0,1.212405256668945,2.3547562642374107
0.44,1.2,1.205158681004208,2.1847820114705736
0.44,1.4,1.2046171685067724,2.3335685237804307
0.44,1.6,1.2061762267378786,2.1169639940263045
0.44,1.8,1.20821108146918,2.4309444419795474
0.44,2.0,1.206035749439433,2.228401641578018
0.44,2.2,1.2037101287922087,2.142431986494066
0.44,2.4,1.2075295494708302,2.098077207081637
0.44,2.6,1.2045623289036511,2.1832074613466164
0.44,2.8,1.2087942728123555,2.282814347180774
0.44,3.0,1.2045194811500837,2.366596729584256
0.44,3.2,1.2056038778023528,2.4857637456682493
0.44,3.4,1.204273141272102,2.3612308890904785
0.44,3.6,1.2074740985567975,2.255793992577773
0.44,3.8,1.207459185790467,2.2589762809523157
0.44,4.0,1.2058243140841451,2.3102746483384835
0.44,4.2,1.2060830660797028,2.2373433426256017
0.44,4.4,1.2028471097831535,2.344202229187378
0.44,4.6,1.204495947703381,2.360822265268455
0.44,4.8,1.207022223225601,2.3437080293330244
0.44,5.0,1.205417011972148,2.2985918203601883
0.46,1.0,1.2114589571519878,2.403175358426008
0.46,1.2,1.200366981080521,2.260136018944919
0.46,1.4,1.2019153997080363,2.2642308883650357
0.46,1.6,1.2021391164280986,2.4267554449792725
0.46,1.8,1.2009824832725007,2.2406227122857127
0.46,2.0,1.201735267635305,2.275559637073168
0.46,2.2,1.20156619214434,2.181428409659236
0.46,2.4,1.2017778203363505,2.3546412141129305
0.46,2.6,1.2024309560936932,2.2810004311481964
0.46,2.8,1.200848680431622,2.4927357292210037
0.46,3.0,1.200864562013026,2.3136366423456933
0.46,3.2,1.2008206476065362,2.31329218746144
0.46,3.4,1.20067763506509,2.461533447379101
0.46,3.6,1.202209202543266,2.406411064753482
0.46,3.8,1.2029633562234385,2.25212941531484
0.46,4.0,1.2024286235761419,2.4270522276702686
0.46,4.2,1.2022901229346659,2.2428089826644557
0.46,4.4,1.2016030112130214,2.3612479036361504
0.46,4.6,1.2018741008432856,2.3091101328095798
0.46,4.8,1.2027587636899957,2.192715388759701
0.46,5.0,1.202480986004568,2.285130212629697
0.48,1.0,1.2121724869209702,2.265357750422186
0.48,1.2,1.2036102886602453,2.3013512218753958
0.48,1.4,1.2022515317659475,2.286381474460044
0.48,1.6,1.2034240700536838,2.221356866920219
0.48,1.8,1.2038045310163907,2.497139870112909
0.48,2.0,1.2022504078653342,2.2195363715570195
0.48,2.2,1.2016821118358472,2.3331158589748413
0.48,2.4,1.2010063421822361,2.192376385484116
0.48,2.6,1.200068644392465,2.314618023618082
0.48,2.8,1.2004291670524099,2.401354812172128
0.48,3.0,1.19919818459103,2.374820103058088
0.48,3.2,1.2005394118867927,2.2357024281211832
0.48,3.4,1.2043822783724063,2.292013752911086
0.48,3.6,1.2063210141005232,2.408566351481648
0.48,3.8,1.2024592868180715,2.2791521740498446
0.48,4.0,1.1992257585632211,2.4073885347699973
0.48,4.2,1.200662562440496,2.282450756141721
0.48,4.4,1.2021160573929082,2.308853071845637
0.48,4.6,1.2047811095851555,2.222228410918825
0.48,4.8,1.2001246989413084,2.258170443942469
0.48,5.0,1.2042642014602258,2.196774884101538
0.5,1.0,1.4275973097369623,3.018003561875146
0.5,1.2,1.416487147054299,2.778418907447394
0.5,1.4,1.4206942213296798,2.7402839907661027
0.5,1.6,1.4195360119430973,2.783006693403177
0.5,1.8,1.4197227985001664,2.757050825598282
0.5,2.0,1.417129160838448,2.735845512898421
0.5,2.2,1.4188273477737432,2.75092779196362
0.5,2.4,1.4047287638584678,2.716527029931544
