Fat,Paper,Min Time,Time opt
0.1,1359473.357379188,1334248.6759342041,1334248.6759342041
0.2,1217829.8251866053,1226894.0874361964,680996.5163027159
0.3,1173524.9758119313,1218502.1448480962,680996.5163027159
0.4,1157018.2579626795,1154477.070281696,680996.5163027159
0.5,1048514.2805936183,1091051.9644599056,680996.5163027159
0.6,1032594.3321225852,1092097.409406745,680996.5163027159
0.7,970307.5984782976,1030908.9768984239,680996.5163027159
0.8,930219.9050442522,958284.2850895756,680996.5163027159
0.9,877111.0469304699,927525.2860141034,680996.5163027159
1,851141.291005601,875899.7126606376,680996.5163027159
0.1,1223382.7179706192,1199131.1451293246,1199131.1451293246
0.2,1118840.4231028757,1135963.600688398,665670.2079130015
0.3,1117055.7264064162,1109450.8377847662,665670.2079130015
0.4,1061895.8661217522,1090047.4186896028,665670.2079130015
0.5,1019681.7429371105,1059427.0104751193,665670.2079130015
0.6,1031544.7243637447,1038604.195700493,665670.2079130015
0.7,956401.9328632773,1004444.6287266362,665670.2079130015
0.8,916912.9093877836,916868.8919756863,665670.2079130015
0.9,861232.1620937132,890909.6426191924,665670.2079130015
1,862305.3259742296,879708.9896661176,665670.2079130015
0.1,1248905.4879697731,1226549.216787702,1226549.216787702
0.2,1111313.5596480733,1092560.4270724887,651307.2591571598
0.3,1094731.8886391947,1116931.9550919961,651307.2591571598
0.4,1035622.2613405263,1048947.3348974239,651307.2591571598
0.5,1018236.0928976408,1015331.5777971711,651307.2591571598
0.6,996531.8291399977,1025626.3646635808,651307.2591571598
0.7,933762.0376813652,967325.6635431963,651307.2591571598
0.8,883106.214205859,920635.732348488,651307.2591571598
0.9,853006.218770733,880078.982201538,651307.2591571598
1,859645.1828987641,867864.1236606952,651307.2591571598
0.1,1498193.7987897033,1478890.6509944936,1478890.6509944936
0.2,1307010.3912324836,1313169.2246392462,695185.5852770898
0.3,1231451.7317491896,1286148.0778531432,695185.5852770898
0.4,1193397.6002493266,1217845.1397115758,695185.5852770898
0.5,1189947.5028503602,1228590.7895455072,695185.5852770898
0.6,1075274.4105610067,1081758.90382374,695185.5852770898
0.7,1002786.3721511858,1062005.2175161298,695185.5852770898
0.8,941934.171207733,959182.8538770453,695185.5852770898
0.9,923572.2528289903,935747.6808440319,695185.5852770898
1,863075.227982593,865439.8962777229,695185.5852770898
0.1,1312236.4225038865,1292043.2413527076,1292043.2413527076
0.2,1157628.7105822363,1164256.2562063853,661964.7892956203
0.3,1131069.1125115566,1182511.7130987504,661964.7892956203
0.4,1081568.9291558866,1120192.916304652,661964.7892956203
0.5,1025714.047112265,1075054.479141086,661964.7892956203
0.6,997364.3440053848,988569.5411495672,661964.7892956203
0.7,922219.0986255985,945278.7597956395,661964.7892956203
0.8,877248.9463967638,909639.2157263883,661964.7892956203
0.9,866134.0720365597,896758.9870117606,661964.7892956203
1,811183.9567879834,833759.6492356575,661964.7892956203
0.1,1279485.7020122996,1257497.816871677,1257497.816871677
0.2,1142214.7394212119,1160736.387268189,656762.2775112868
0.3,1082675.9891627636,1113012.9349800774,656762.2775112868
0.4,1013873.5617717074,1079755.1575638622,656762.2775112868
0.5,1015100.1924223707,1038092.6375473235,656762.2775112868
0.6,970202.8093909998,994859.974055941,656762.2775112868
0.7,899875.9371520523,929371.603222536,656762.2775112868
0.8,907399.8517584131,896852.6755959046,656762.2775112868
0.9,870604.8523577239,892913.1590004923,656762.2775112868
1,840688.6943116339,862888.3326745161,656762.2775112868
0.1,1354031.6789514162,1333312.4913828005,1333312.4913828005
0.2,1191759.991085231,1194859.1101363313,688682.2888688851
0.3,1159213.7166540662,1176704.4916256536,688682.2888688851
0.4,1108447.7880338843,1115093.1707196506,688682.2888688851
0.5,1110331.4331850149,1116453.7496795496,688682.2888688851
0.6,1025331.7482960451,1047285.9482314417,688682.2888688851
0.7,928335.4076505057,982624.722292242,688682.2888688851
0.8,925404.2982191009,937544.2425009204,688682.2888688851
0.9,874126.9109180875,875623.0327990944,688682.2888688851
1,865442.253057989,885280.9125981363,688682.2888688851
0.1,1274160.544703366,1251145.7171593618,1251145.7171593618
0.2,1160145.150027487,1152799.061338109,682390.0572946991
0.3,1110849.8685869188,1119006.0961578984,682390.0572946991
0.4,1097236.6081883383,1128177.2159717225,682390.0572946991
0.5,1052375.081252172,1062722.4076761766,682390.0572946991
0.6,1004120.7481820942,1040292.3343637731,682390.0572946991
0.7,981363.4646144381,1018626.8040036857,682390.0572946991
0.8,897247.590406834,942442.4662807427,682390.0572946991
0.9,870283.2834567978,891512.9439891614,682390.0572946991
1,846923.9480642707,859688.8802106616,682390.0572946991
0.1,1335534.203129253,1313493.975048368,1313493.975048368
0.2,1164375.0361195372,1181166.8779912798,654466.7297662625
0.3,1157537.154797047,1169749.0242602266,654466.7297662625
0.4,1118103.505773216,1139847.0952699378,654466.7297662625
