=== START Bayesian-like search (NO repeats) ===
Grid size: 861 total combos
Initial random evals: 20, Max evals: 100, kappa=1.0

Completed computation for 1 (mu,beta):(0.74, 3.6) model:Communication P:4096 n:600 
Completed computation for 2 (mu,beta):(0.74, 3.6) model:Communication P:256 n:400 
Completed computation for 3 (mu,beta):(0.74, 3.6) model:Communication P:8192 n:800 
Completed computation for 4 (mu,beta):(0.74, 3.6) model:Communication P:128 n:1000 
Completed computation for 5 (mu,beta):(0.74, 3.6) model:Communication P:2048 n:600 
Completed computation for 6 (mu,beta):(0.74, 3.6) model:Communication P:256 n:900 
Completed computation for 7 (mu,beta):(0.74, 3.6) model:Communication P:256 n:100 
Completed computation for 8 (mu,beta):(0.74, 3.6) model:Communication P:4096 n:300 
Completed computation for 9 (mu,beta):(0.74, 3.6) model:Communication P:256 n:200 
Completed computation for 10 (mu,beta):(0.74, 3.6) model:Communication P:2048 n:400 
Completed computation for 11 (mu,beta):(0.74, 3.6) model:Communication P:8192 n:1000 
Completed computation for 12 (mu,beta):(0.74, 3.6) model:Communication P:1024 n:500 
Completed computation for 13 (mu,beta):(0.74, 3.6) model:Communication P:256 n:600 
Completed computation for 14 (mu,beta):(0.74, 3.6) model:Communication P:8192 n:900 
Completed computation for 15 (mu,beta):(0.74, 3.6) model:Communication P:8192 n:700 
Completed computation for 16 (mu,beta):(0.74, 3.6) model:Communication P:256 n:1000 
Completed computation for 17 (mu,beta):(0.74, 3.6) model:Communication P:8192 n:900 
Completed computation for 18 (mu,beta):(0.74, 3.6) model:Communication P:2048 n:700 
Completed computation for 19 (mu,beta):(0.74, 3.6) model:Communication P:1024 n:600 
Completed computation for 20 (mu,beta):(0.74, 3.6) model:Communication P:4096 n:1000 
Completed computation for 21 (mu,beta):(0.74, 3.6) model:Communication P:2048 n:200 
Completed computation for 22 (mu,beta):(0.74, 3.6) model:Communication P:512 n:800 
Completed computation for 23 (mu,beta):(0.74, 3.6) model:Communication P:128 n:200 
Completed computation for 24 (mu,beta):(0.74, 3.6) model:Communication P:2048 n:800 
Completed computation for 25 (mu,beta):(0.74, 3.6) model:Communication P:512 n:100 
Completed computation for 26 (mu,beta):(0.74, 3.6) model:Communication P:1024 n:100 
Completed computation for 27 (mu,beta):(0.74, 3.6) model:Communication P:512 n:900 
Completed computation for 28 (mu,beta):(0.74, 3.6) model:Communication P:256 n:800 
Completed computation for 29 (mu,beta):(0.74, 3.6) model:Communication P:1024 n:100 
Completed computation for 30 (mu,beta):(0.74, 3.6) model:Communication P:1024 n:700 
Completed computation for 31 (mu,beta):(0.74, 3.6) model:Communication P:256 n:300 
Completed computation for 32 (mu,beta):(0.74, 3.6) model:Communication P:1024 n:600 
Completed computation for 33 (mu,beta):(0.74, 3.6) model:Communication P:8192 n:200 
Completed computation for 34 (mu,beta):(0.74, 3.6) model:Communication P:1024 n:300 
Completed computation for 35 (mu,beta):(0.74, 3.6) model:Communication P:4096 n:900 
Completed computation for 36 (mu,beta):(0.74, 3.6) model:Communication P:512 n:900 
Completed computation for 37 (mu,beta):(0.74, 3.6) model:Communication P:4096 n:100 
Completed computation for 38 (mu,beta):(0.74, 3.6) model:Communication P:8192 n:700 
Completed computation for 39 (mu,beta):(0.74, 3.6) model:Communication P:1024 n:400 
Completed computation for 40 (mu,beta):(0.74, 3.6) model:Communication P:256 n:700 
Completed computation for 41 (mu,beta):(0.74, 3.6) model:Communication P:256 n:400 
Completed computation for 42 (mu,beta):(0.74, 3.6) model:Communication P:512 n:500 
Completed computation for 43 (mu,beta):(0.74, 3.6) model:Communication P:256 n:900 
Completed computation for 44 (mu,beta):(0.74, 3.6) model:Communication P:8192 n:500 
Completed computation for 45 (mu,beta):(0.74, 3.6) model:Communication P:8192 n:300 
Completed computation for 46 (mu,beta):(0.74, 3.6) model:Communication P:1024 n:800 
Completed computation for 47 (mu,beta):(0.74, 3.6) model:Communication P:4096 n:800 
Completed computation for 48 (mu,beta):(0.74, 3.6) model:Communication P:4096 n:800 
Completed computation for 49 (mu,beta):(0.74, 3.6) model:Communication P:8192 n:500 
Completed computation for 50 (mu,beta):(0.74, 3.6) model:Communication P:4096 n:700 
Completed computation for 51 (mu,beta):(0.74, 3.6) model:Communication P:4096 n:800 
Completed computation for 52 (mu,beta):(0.74, 3.6) model:Communication P:4096 n:100 
Completed computation for 53 (mu,beta):(0.74, 3.6) model:Communication P:8192 n:600 
