P,n,Paper,Min Time,Time opt,mtsa
600,100,428194.1810006658,367428.21057996614,338162.37979153456,1.2662383712364242
900,300,918573.7391354206,851067.5711733376,697977.258721639,1.3160511000284005
3500,200,158464.09512311794,174097.2574879335,115335.1780139038,1.3739441673555564
600,600,2664665.1032127137,2239273.289377721,2026881.6079065946,1.3146624315984765
3700,200,161348.07949976643,172521.48702302956,109100.8440672063,1.4788893787143915
2500,400,423868.5583957159,552444.1584953628,316211.743555257,1.3404579906806853
4200,300,214498.29589236903,228529.92605940741,149566.55544035122,1.4341327528794583
3800,300,270323.37462532095,280631.5493868685,165310.40338144082,1.635247202207661
3400,300,261730.0890769367,325863.85309095395,184758.68613219858,1.4166050568776156
1900,400,566953.0860438994,636064.4864982284,416068.08362533816,1.3626449813305808
1000,600,1631152.9847639005,1501553.75300588,1216128.9647439567,1.3412664545057709
1000,300,809116.3214651173,781199.984859894,628179.5328494752,1.2880335623080517
300,400,3337158.156507161,2701397.1208933843,2635097.862960475,1.2664266490497382
200,200,2526159.655983642,2023855.8499795943,2018365.6152433166,1.2515867476661855
300,800,6910134.839257869,5603905.358590578,5445506.792917532,1.2689608335894913
800,700,2312332.2708258703,2063992.4425946316,1781551.8121526472,1.2979315308443833
4100,500,350454.4153891295,385483.45867059875,249144.35697873944,1.4066319608396158
1700,600,986353.9314838583,1024098.157029014,715369.979261151,1.378802521881873
5000,300,194264.396965594,194255.11377322717,142348.1066563424,1.364713599138963
2300,600,719756.8628848868,801266.4492866613,528751.7238017203,1.3612378560392033
500,1000,5336056.916804762,4393855.254782544,4093849.1535162446,1.3034327149600942
3200,600,516234.4118015248,653049.9960265391,380040.3014824865,1.3583675462517089
3100,400,367854.131129595,442273.18931783125,255009.4706090782,1.442511645747872
3900,700,503706.78180869704,598244.6221032774,365446.52556977374,1.3783323867243216
1000,1000,2729543.8063597535,2532155.85618557,2046924.5767581223,1.3334852868310125
1600,700,1203252.1502721019,1285034.007656451,890775.9060763236,1.350791082318525
1700,1000,1591145.1636024704,1693617.1451185006,1204073.2804459543,1.3214687091247102
600,700,3152431.449133887,2670005.403448528,2375402.4162035296,1.3271146933378297
300,200,1690467.8670513488,1358888.6619952226,1345577.0768288777,1.2563144067787446
4800,600,346000.49164794735,345707.21379422693,253360.20098832433,1.3656465786585485
3500,100,84897.10071484958,93287.44728506956,57970.693678548785,1.4644830918465364
